#,Item[0],Item[1],Item[2],ItemCount[0],ItemCount[1],ItemCount[2]
205,455,0,0,4,0,0
206,455,0,0,3,0,0
207,455,0,0,3,0,0
208,455,0,0,2,0,0
209,455,0,0,2,0,0
210,455,0,0,4,0,0
211,455,0,0,3,0,0
212,455,0,0,2,0,0
213,455,0,0,2,0,0
214,455,0,0,3,0,0
215,455,0,0,2,0,0
216,455,0,0,2,0,0
217,455,0,0,3,0,0
218,455,0,0,3,0,0
219,455,0,0,2,0,0
220,455,0,0,2,0,0
221,455,0,0,2,0,0
222,455,0,0,2,0,0
223,455,0,0,2,0,0
224,455,0,0,3,0,0
225,455,0,0,3,0,0
226,455,0,0,3,0,0
227,455,0,0,2,0,0
228,455,0,0,2,0,0
229,455,0,0,1,0,0
230,455,0,0,5,0,0
231,455,0,0,5,0,0
232,455,0,0,5,0,0
233,455,0,0,5,0,0
234,455,0,0,5,0,0
235,455,0,0,5,0,0
236,455,0,0,5,0,0
237,455,0,0,5,0,0
238,455,0,0,4,0,0
239,455,0,0,5,0,0
240,455,0,0,3,0,0
241,455,0,0,7,0,0
242,455,0,0,5,0,0
243,455,0,0,4,0,0
244,455,0,0,4,0,0
245,455,0,0,3,0,0
246,455,0,0,4,0,0
247,455,0,0,4,0,0
248,455,0,0,4,0,0
249,455,0,0,4,0,0
250,455,0,0,4,0,0
251,455,0,0,3,0,0
252,455,0,0,3,0,0
253,455,0,0,2,0,0
254,455,0,0,2,0,0
255,455,0,0,4,0,0
256,455,0,0,3,0,0
257,455,0,0,2,0,0
258,455,0,0,2,0,0
259,455,0,0,3,0,0
260,455,0,0,2,0,0
261,455,0,0,2,0,0
262,455,0,0,3,0,0
263,455,0,0,3,0,0
264,455,0,0,2,0,0
265,455,0,0,2,0,0
266,455,0,0,2,0,0
267,455,0,0,2,0,0
268,455,0,0,2,0,0
269,455,0,0,3,0,0
270,455,0,0,3,0,0
271,455,0,0,3,0,0
272,455,0,0,2,0,0
273,455,0,0,2,0,0
274,455,0,0,1,0,0
275,455,0,0,5,0,0
276,455,0,0,5,0,0
277,455,0,0,5,0,0
278,455,0,0,5,0,0
279,455,0,0,5,0,0
280,455,0,0,5,0,0
281,455,0,0,5,0,0
282,455,0,0,5,0,0
283,455,0,0,4,0,0
284,455,0,0,5,0,0
285,455,0,0,3,0,0
286,455,0,0,7,0,0
287,455,0,0,5,0,0
288,455,0,0,4,0,0
289,455,0,0,4,0,0
290,455,0,0,3,0,0
291,455,0,0,4,0,0
292,455,0,0,4,0,0
293,455,0,0,4,0,0
294,455,0,0,4,0,0
295,455,0,0,4,0,0
296,455,0,0,3,0,0
297,455,0,0,3,0,0
298,455,0,0,2,0,0
299,455,0,0,2,0,0
300,455,0,0,4,0,0
301,455,0,0,3,0,0
302,455,0,0,2,0,0
303,455,0,0,2,0,0
304,455,0,0,3,0,0
305,455,0,0,2,0,0
306,455,0,0,2,0,0
307,455,0,0,3,0,0
308,455,0,0,3,0,0
309,455,0,0,2,0,0
310,455,0,0,2,0,0
311,455,0,0,2,0,0
312,455,0,0,2,0,0
313,455,0,0,2,0,0
314,455,0,0,3,0,0
315,455,0,0,3,0,0
316,455,0,0,3,0,0
317,455,0,0,2,0,0
318,455,0,0,2,0,0
319,455,0,0,1,0,0
320,455,0,0,5,0,0
321,455,0,0,5,0,0
322,455,0,0,5,0,0
323,455,0,0,5,0,0
324,455,0,0,5,0,0
325,455,0,0,5,0,0
326,455,0,0,5,0,0
327,455,0,0,5,0,0
328,455,0,0,4,0,0
329,455,0,0,5,0,0
330,455,0,0,3,0,0
331,455,0,0,7,0,0
332,455,0,0,5,0,0
333,455,0,0,4,0,0
334,455,0,0,4,0,0
335,455,0,0,3,0,0
336,455,0,0,4,0,0
337,455,0,0,4,0,0
338,455,0,0,4,0,0
339,455,0,0,4,0,0
340,455,0,0,4,0,0
341,455,0,0,3,0,0
342,455,0,0,3,0,0
343,455,0,0,2,0,0
344,455,0,0,2,0,0
345,455,0,0,4,0,0
346,455,0,0,3,0,0
347,455,0,0,2,0,0
348,455,0,0,2,0,0
349,455,0,0,3,0,0
350,455,0,0,2,0,0
351,455,0,0,2,0,0
352,455,0,0,3,0,0
353,455,0,0,3,0,0
354,455,0,0,2,0,0
355,455,0,0,2,0,0
356,455,0,0,2,0,0
357,455,0,0,2,0,0
358,455,0,0,2,0,0
359,455,0,0,3,0,0
360,455,0,0,3,0,0
361,455,0,0,3,0,0
362,455,0,0,2,0,0
363,455,0,0,2,0,0
364,455,0,0,1,0,0
365,455,0,0,5,0,0
366,455,0,0,5,0,0
367,455,0,0,5,0,0
368,455,0,0,5,0,0
369,455,0,0,5,0,0
370,455,0,0,5,0,0
371,455,0,0,5,0,0
372,455,0,0,5,0,0
373,455,0,0,4,0,0
374,455,0,0,5,0,0
375,455,0,0,3,0,0
376,455,0,0,7,0,0
377,455,0,0,5,0,0
378,455,0,0,4,0,0
379,455,0,0,4,0,0
380,455,0,0,3,0,0
381,455,0,0,4,0,0
382,455,0,0,4,0,0
383,455,0,0,4,0,0
384,455,0,0,4,0,0
385,455,0,0,4,0,0
386,455,0,0,3,0,0
387,455,0,0,3,0,0
388,455,0,0,2,0,0
389,455,0,0,2,0,0
390,455,0,0,4,0,0
391,455,0,0,3,0,0
392,455,0,0,2,0,0
393,455,0,0,2,0,0
394,455,0,0,3,0,0
395,455,0,0,2,0,0
396,455,0,0,2,0,0
397,455,0,0,3,0,0
398,455,0,0,3,0,0
399,455,0,0,2,0,0
400,455,0,0,2,0,0
401,455,0,0,2,0,0
402,455,0,0,2,0,0
403,455,0,0,2,0,0
404,455,0,0,3,0,0
405,455,0,0,3,0,0
406,455,0,0,3,0,0
407,455,0,0,2,0,0
408,455,0,0,2,0,0
409,455,0,0,1,0,0
410,319,0,0,999,0,0
411,318,0,0,999,0,0
412,319,0,0,999,0,0
413,318,0,0,999,0,0
414,455,0,0,15,0,0
415,455,0,0,15,0,0
416,455,0,0,15,0,0
417,455,0,0,15,0,0
418,455,0,0,15,0,0
419,455,0,0,15,0,0
420,455,0,0,15,0,0
421,455,0,0,15,0,0
422,455,0,0,15,0,0
423,455,0,0,15,0,0
424,455,0,0,15,0,0
425,455,0,0,15,0,0
426,455,0,0,15,0,0
427,455,0,0,15,0,0
428,455,0,0,15,0,0
429,455,0,0,15,0,0
430,455,0,0,15,0,0
431,455,0,0,15,0,0
432,455,0,0,15,0,0
433,455,0,0,15,0,0
434,455,0,0,15,0,0
435,455,0,0,15,0,0
436,455,0,0,15,0,0
437,455,0,0,15,0,0
438,455,0,0,15,0,0
439,455,0,0,15,0,0
440,455,0,0,15,0,0
441,455,0,0,15,0,0
442,455,0,0,15,0,0
443,455,0,0,15,0,0
444,455,0,0,15,0,0
445,455,0,0,15,0,0
446,455,0,0,15,0,0
447,455,0,0,15,0,0
448,455,0,0,15,0,0
449,455,0,0,15,0,0
450,455,0,0,15,0,0
451,455,0,0,15,0,0
452,455,0,0,15,0,0
453,455,0,0,15,0,0
454,313,455,0,999,20,0
455,312,455,0,999,20,0
456,317,455,0,999,20,0
457,311,455,0,999,20,0
458,455,0,0,20,0,0
459,455,0,0,20,0,0
460,455,0,0,20,0,0
461,455,0,0,20,0,0
462,455,0,0,20,0,0
463,455,0,0,20,0,0
464,455,0,0,20,0,0
465,455,0,0,20,0,0
466,455,0,0,20,0,0
467,455,0,0,20,0,0
468,455,0,0,20,0,0
469,455,0,0,20,0,0
470,0,0,0,0,0,0
471,0,0,0,0,0,0
472,0,0,0,0,0,0
473,0,0,0,0,0,0
474,0,0,0,0,0,0
475,0,0,0,0,0,0
476,0,0,0,0,0,0
477,0,0,0,0,0,0
478,0,0,0,0,0,0
479,0,0,0,0,0,0
480,0,0,0,0,0,0
481,0,0,0,0,0,0
482,0,0,0,0,0,0
483,0,0,0,0,0,0
484,0,0,0,0,0,0
485,0,0,0,0,0,0
486,0,0,0,0,0,0
487,0,0,0,0,0,0
488,0,0,0,0,0,0
489,0,0,0,0,0,0
490,0,0,0,0,0,0
491,0,0,0,0,0,0
492,0,0,0,0,0,0
493,0,0,0,0,0,0
494,0,0,0,0,0,0
495,0,0,0,0,0,0
496,0,0,0,0,0,0
497,0,0,0,0,0,0
498,0,0,0,0,0,0
499,0,0,0,0,0,0
500,0,0,0,0,0,0
501,0,0,0,0,0,0
502,0,0,0,0,0,0
503,0,0,0,0,0,0
504,0,0,0,0,0,0
505,0,0,0,0,0,0
506,0,0,0,0,0,0
507,0,0,0,0,0,0
508,0,0,0,0,0,0
509,0,0,0,0,0,0
510,0,0,0,0,0,0
511,0,0,0,0,0,0
512,0,0,0,0,0,0
513,0,0,0,0,0,0
514,0,0,0,0,0,0
515,0,0,0,0,0,0
516,0,0,0,0,0,0
517,0,0,0,0,0,0
518,0,0,0,0,0,0
519,0,0,0,0,0,0
520,0,0,0,0,0,0
521,0,0,0,0,0,0
522,0,0,0,0,0,0
523,0,0,0,0,0,0
524,0,0,0,0,0,0
525,0,0,0,0,0,0
526,0,0,0,0,0,0
527,0,0,0,0,0,0
528,0,0,0,0,0,0
529,0,0,0,0,0,0
530,0,0,0,0,0,0
531,0,0,0,0,0,0
532,0,0,0,0,0,0
533,0,0,0,0,0,0
534,0,0,0,0,0,0
535,0,0,0,0,0,0
536,0,0,0,0,0,0
537,0,0,0,0,0,0
538,0,0,0,0,0,0
539,0,0,0,0,0,0
540,0,0,0,0,0,0
541,0,0,0,0,0,0
542,0,0,0,0,0,0
543,0,0,0,0,0,0
544,0,0,0,0,0,0
545,0,0,0,0,0,0
546,0,0,0,0,0,0
547,0,0,0,0,0,0
548,0,0,0,0,0,0
549,0,0,0,0,0,0
550,0,0,0,0,0,0
551,0,0,0,0,0,0
552,0,0,0,0,0,0
553,0,0,0,0,0,0
554,0,0,0,0,0,0
555,0,0,0,0,0,0
556,0,0,0,0,0,0
557,0,0,0,0,0,0
558,0,0,0,0,0,0
559,0,0,0,0,0,0
560,0,0,0,0,0,0
561,0,0,0,0,0,0
562,0,0,0,0,0,0
563,0,0,0,0,0,0
564,0,0,0,0,0,0
565,0,0,0,0,0,0
566,0,0,0,0,0,0
567,0,0,0,0,0,0
568,0,0,0,0,0,0
569,0,0,0,0,0,0
570,0,0,0,0,0,0
571,0,0,0,0,0,0
572,0,0,0,0,0,0
573,0,0,0,0,0,0
574,0,0,0,0,0,0
575,0,0,0,0,0,0
576,0,0,0,0,0,0
577,0,0,0,0,0,0
578,0,0,0,0,0,0
579,0,0,0,0,0,0
580,0,0,0,0,0,0
581,0,0,0,0,0,0
582,0,0,0,0,0,0
583,0,0,0,0,0,0
584,0,0,0,0,0,0
585,0,0,0,0,0,0
586,0,0,0,0,0,0
587,0,0,0,0,0,0
588,0,0,0,0,0,0
589,0,0,0,0,0,0
590,0,0,0,0,0,0
591,0,0,0,0,0,0
592,0,0,0,0,0,0
593,0,0,0,0,0,0
594,0,0,0,0,0,0
595,0,0,0,0,0,0
596,0,0,0,0,0,0
597,0,0,0,0,0,0
598,0,0,0,0,0,0
599,0,0,0,0,0,0
600,0,0,0,0,0,0
601,0,0,0,0,0,0
602,0,0,0,0,0,0
603,0,0,0,0,0,0
604,0,0,0,0,0,0
605,0,0,0,0,0,0
606,0,0,0,0,0,0
607,0,0,0,0,0,0
608,0,0,0,0,0,0
609,0,0,0,0,0,0
610,0,0,0,0,0,0
611,0,0,0,0,0,0
612,0,0,0,0,0,0
613,0,0,0,0,0,0
614,0,0,0,0,0,0
615,0,0,0,0,0,0
616,0,0,0,0,0,0
617,0,0,0,0,0,0
618,0,0,0,0,0,0
619,0,0,0,0,0,0
620,0,0,0,0,0,0
621,0,0,0,0,0,0
622,0,0,0,0,0,0
623,0,0,0,0,0,0
624,0,0,0,0,0,0
625,0,0,0,0,0,0
626,0,0,0,0,0,0
627,0,0,0,0,0,0
628,0,0,0,0,0,0
629,0,0,0,0,0,0
630,0,0,0,0,0,0
631,0,0,0,0,0,0
632,0,0,0,0,0,0
633,0,0,0,0,0,0
634,0,0,0,0,0,0
635,0,0,0,0,0,0
636,0,0,0,0,0,0
637,0,0,0,0,0,0
638,0,0,0,0,0,0
639,0,0,0,0,0,0
640,0,0,0,0,0,0
641,0,0,0,0,0,0
642,0,0,0,0,0,0
643,0,0,0,0,0,0
644,0,0,0,0,0,0
645,0,0,0,0,0,0
646,0,0,0,0,0,0
647,0,0,0,0,0,0
648,0,0,0,0,0,0
649,0,0,0,0,0,0
650,0,0,0,0,0,0
651,0,0,0,0,0,0
652,0,0,0,0,0,0
653,0,0,0,0,0,0
654,0,0,0,0,0,0
655,0,0,0,0,0,0
656,0,0,0,0,0,0
657,0,0,0,0,0,0
658,0,0,0,0,0,0
659,0,0,0,0,0,0
660,0,0,0,0,0,0
661,0,0,0,0,0,0
662,0,0,0,0,0,0
663,0,0,0,0,0,0
664,0,0,0,0,0,0
665,0,0,0,0,0,0
666,0,0,0,0,0,0
667,0,0,0,0,0,0
668,0,0,0,0,0,0
669,0,0,0,0,0,0
670,0,0,0,0,0,0
671,0,0,0,0,0,0
672,0,0,0,0,0,0
673,0,0,0,0,0,0
674,0,0,0,0,0,0
675,0,0,0,0,0,0
676,0,0,0,0,0,0
677,0,0,0,0,0,0
678,0,0,0,0,0,0
679,0,0,0,0,0,0
680,0,0,0,0,0,0
681,0,0,0,0,0,0
682,0,0,0,0,0,0
683,0,0,0,0,0,0
684,0,0,0,0,0,0
685,0,0,0,0,0,0
686,0,0,0,0,0,0
687,0,0,0,0,0,0
688,0,0,0,0,0,0
689,0,0,0,0,0,0
690,0,0,0,0,0,0
691,0,0,0,0,0,0
692,0,0,0,0,0,0
693,0,0,0,0,0,0
694,0,0,0,0,0,0
695,0,0,0,0,0,0
696,0,0,0,0,0,0
697,0,0,0,0,0,0
698,0,0,0,0,0,0
699,0,0,0,0,0,0
700,0,0,0,0,0,0
701,0,0,0,0,0,0
702,0,0,0,0,0,0
703,0,0,0,0,0,0
704,0,0,0,0,0,0
705,0,0,0,0,0,0
706,0,0,0,0,0,0
707,0,0,0,0,0,0
708,0,0,0,0,0,0
709,0,0,0,0,0,0
710,0,0,0,0,0,0
711,0,0,0,0,0,0
712,0,0,0,0,0,0
713,0,0,0,0,0,0
714,0,0,0,0,0,0
715,0,0,0,0,0,0
716,0,0,0,0,0,0
717,0,0,0,0,0,0
718,0,0,0,0,0,0
719,0,0,0,0,0,0
720,0,0,0,0,0,0
721,0,0,0,0,0,0
722,0,0,0,0,0,0
723,0,0,0,0,0,0
724,0,0,0,0,0,0
725,0,0,0,0,0,0
726,0,0,0,0,0,0
727,0,0,0,0,0,0
728,0,0,0,0,0,0
729,0,0,0,0,0,0
730,0,0,0,0,0,0
731,0,0,0,0,0,0
732,0,0,0,0,0,0
733,0,0,0,0,0,0
734,0,0,0,0,0,0
735,0,0,0,0,0,0
736,0,0,0,0,0,0
737,0,0,0,0,0,0
738,0,0,0,0,0,0
739,0,0,0,0,0,0
740,0,0,0,0,0,0
741,0,0,0,0,0,0
742,0,0,0,0,0,0
743,0,0,0,0,0,0
744,0,0,0,0,0,0
745,0,0,0,0,0,0
746,0,0,0,0,0,0
747,0,0,0,0,0,0
748,0,0,0,0,0,0
749,0,0,0,0,0,0
750,0,0,0,0,0,0
751,0,0,0,0,0,0
752,0,0,0,0,0,0
753,0,0,0,0,0,0
754,0,0,0,0,0,0
755,0,0,0,0,0,0
756,0,0,0,0,0,0
757,0,0,0,0,0,0
758,0,0,0,0,0,0
759,0,0,0,0,0,0
760,0,0,0,0,0,0
761,0,0,0,0,0,0
762,0,0,0,0,0,0
763,0,0,0,0,0,0
764,0,0,0,0,0,0
765,0,0,0,0,0,0
766,0,0,0,0,0,0
767,0,0,0,0,0,0
768,0,0,0,0,0,0
769,0,0,0,0,0,0
770,0,0,0,0,0,0
771,0,0,0,0,0,0
772,0,0,0,0,0,0
773,0,0,0,0,0,0
774,0,0,0,0,0,0
775,0,0,0,0,0,0
776,0,0,0,0,0,0
777,0,0,0,0,0,0
778,0,0,0,0,0,0
779,0,0,0,0,0,0
780,0,0,0,0,0,0
781,0,0,0,0,0,0
782,0,0,0,0,0,0
783,0,0,0,0,0,0
784,0,0,0,0,0,0
785,0,0,0,0,0,0
786,0,0,0,0,0,0
787,0,0,0,0,0,0
788,0,0,0,0,0,0
789,0,0,0,0,0,0
790,0,0,0,0,0,0
791,0,0,0,0,0,0
792,0,0,0,0,0,0
793,0,0,0,0,0,0
794,0,0,0,0,0,0
795,0,0,0,0,0,0
796,0,0,0,0,0,0
797,0,0,0,0,0,0
798,0,0,0,0,0,0
799,0,0,0,0,0,0
800,0,0,0,0,0,0
801,0,0,0,0,0,0
802,0,0,0,0,0,0
803,0,0,0,0,0,0
804,0,0,0,0,0,0
805,0,0,0,0,0,0
806,0,0,0,0,0,0
807,0,0,0,0,0,0
808,0,0,0,0,0,0
809,0,0,0,0,0,0
810,0,0,0,0,0,0
811,0,0,0,0,0,0
812,0,0,0,0,0,0
813,0,0,0,0,0,0
814,0,0,0,0,0,0
815,0,0,0,0,0,0
816,0,0,0,0,0,0
817,0,0,0,0,0,0
818,0,0,0,0,0,0
819,0,0,0,0,0,0
820,0,0,0,0,0,0
821,0,0,0,0,0,0
822,0,0,0,0,0,0
823,0,0,0,0,0,0
824,0,0,0,0,0,0
825,0,0,0,0,0,0
826,0,0,0,0,0,0
827,0,0,0,0,0,0
828,0,0,0,0,0,0
829,0,0,0,0,0,0
830,0,0,0,0,0,0
831,0,0,0,0,0,0
832,0,0,0,0,0,0
833,0,0,0,0,0,0
834,0,0,0,0,0,0
835,0,0,0,0,0,0
836,0,0,0,0,0,0
837,0,0,0,0,0,0
838,0,0,0,0,0,0
839,0,0,0,0,0,0
840,0,0,0,0,0,0
841,0,0,0,0,0,0
842,0,0,0,0,0,0
843,0,0,0,0,0,0
844,0,0,0,0,0,0
845,0,0,0,0,0,0
846,0,0,0,0,0,0
847,0,0,0,0,0,0
848,0,0,0,0,0,0
849,0,0,0,0,0,0
850,0,0,0,0,0,0
851,0,0,0,0,0,0
852,0,0,0,0,0,0
853,0,0,0,0,0,0
854,0,0,0,0,0,0
855,0,0,0,0,0,0
856,0,0,0,0,0,0
857,0,0,0,0,0,0
858,0,0,0,0,0,0
859,0,0,0,0,0,0
860,0,0,0,0,0,0
861,0,0,0,0,0,0
862,0,0,0,0,0,0
863,0,0,0,0,0,0
864,0,0,0,0,0,0
865,0,0,0,0,0,0
866,0,0,0,0,0,0
867,0,0,0,0,0,0
868,0,0,0,0,0,0
869,0,0,0,0,0,0
870,0,0,0,0,0,0
871,0,0,0,0,0,0
872,0,0,0,0,0,0
873,0,0,0,0,0,0
874,0,0,0,0,0,0
