#,Message,ChoicesText[0],ChoicesText[1],ChoicesText[2],ChoicesText[3],ChoicesText[4],ChoicesText[5],ChoicesText[6],ChoicesText[7],ChoicesText[8],ChoicesText[9],NextTalk,ActionTimeline,ChoicesTalk[0],ChoicesTalk[1],ChoicesTalk[2],ChoicesTalk[3],ChoicesTalk[4],ChoicesTalk[5],ChoicesTalk[6],ChoicesTalk[7],ChoicesTalk[8],ChoicesTalk[9],Unknown23,Unknown24,Unknown25,Unknown26,Unknown27
34,"哎呀，你看起來很有天分啊。
怎麼樣，要不要跟我學跳舞？
我會把你培養成烏爾達哈的舞會之星的。",,,,,,,,,,,35,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
35,"如果你有興趣，就到舞臺上來吧。
仔細觀察舞蹈大師們的動作，然後試著模仿。
要是能完美重複所有的動作，你就是新的舞蹈大師了！",,,,,,,,,,,37,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
36,要前往舞臺嗎？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
37,"舞蹈大師們會連續使用4種情感動作。
仔細觀察，並重複同樣的情感動作。
需要用到的情感動作可以通過特殊快速鍵來使用。",,,,,,,,,,,277,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
38,"參加人數越多，仙人仙彩的金碟幣獎勵就越高。
所以請找朋友一起參加吧！",,,,,,,,,,,39,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
39,"仙人仙彩的金碟幣獎勵，
會根據該周的購買人數另外追加額外獎勵。",,,,,,,,,,,40,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
40,"購買人數獎勵有數個等級。
仙人仙彩的購買者越多，則等級越高，
可以獲得的額外獎勵就會越多。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
41,"每週週六的22點（地球時間）
將會公佈當期仙人仙彩的抽選結果。",,,,,,,,,,,42,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
42,"兌換時間是抽選結果發表後一周內，
即下周週六的22點（地球時間）為止。
錯過兌換時間將不予兌換，敬請注意。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
43,"每週週六的22點（地球時間）
將會公佈當期仙人仙彩的抽選結果。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
44,參加仙人微彩有獎競猜需要UNKNOWN金碟幣。,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
45,"仙人微彩有獎競猜的參加次數將在每天0點（地球時間）被重置。
在重置參加次數後便可再次參加仙人微彩的有獎競猜。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
46,"您獲得了UNKNOWN等獎，恭喜您！
請收下包括了前期兌換獎勵的金碟幣。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
47,"哇，居然是1等獎，恭喜您！
那麼，請收下包括了前期兌換獎勵的金碟幣，
以及附加獎品！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
48,"哎呀，您好像錯過兌換時間了呢……
那麼這張仙人仙彩我們就回收了。
下次可不要忘記兌換哦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
49,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
50,"有一隻小頑童混入了金碟遊樂園之中。
它會使用一種叫做換膚的能力變身成人類。
這傢伙似乎變成我的樣子在到處惡作劇……",,,,,,,,,,,51,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
51,"幫我個忙，找到跟我長得一樣的傢伙，
然後把這個特製煙球扔在他臉上，識破他的偽裝！
要是想確認我的外貌，只要再找我搭話就行！",,,,,,,,,,,163,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
52,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
53,"噢噢，幫了我大忙了！
真是只喜歡惡作劇的小頑童啊……
它要是再混進來，恐怕還得拜託你幫忙啦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
54,"沒找到嗎……
沒辦法，這回就先放棄吧……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
55,"哎呀，你的觀察力真是厲害！
我可以給你點好處，這次能放過我嗎？
放心吧，我不會再惡作劇了！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
56,"我不會再惡作劇了！
……大概吧！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
57,"咳咳咳、咳咳！
你幹什麼！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
58,嗚……煙霧迷了眼睛。,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
59,"喂喂，人家玩得正開心呢，
能不能別搗亂啊。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
60,"還來啊，有完沒完……
從剛才起就有好幾個人對我扔煙霧彈了。
再來我可要生氣了啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
61,"哇！
我說你，幹這種惡作劇可不太好啊！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
62,"啊，真是的！
就算是為了引起我的注意，也不能搞惡作劇！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
63,呀！你幹什麼？！,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
64,"咳咳……冷不防地做什麼？
真是掃興。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
65,"咳咳、咳咳……
喂，你把我當什麼了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
66,"嗚哇？！
真是的，人家還想接著玩呢，別再搞惡作劇啦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
67,"唔哈、咳咳……
這、這是金碟遊樂園的特別節目之類的嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
68,"哇啊啊！
就算我是鄉下人，也不該受到這樣的對待吧。
……咦？不是這樣嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
69,"唔噗？！
看、看不到前面……",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
70,"……唔咳。
這就是金碟遊樂園的待客之道嗎？",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
71,"我這裡有些東西要送給金碟遊樂園的工作人員，
可麻煩的是，跟我們作對的某個盜賊團，
現在正緊盯著我的一舉一動。",,,,,,,,,,,72,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
72,"可不可以麻煩你避開那些傢伙的視線，
把這個易碎的壺送過去？
這個壺非常容易壞，運送的時候一定要小心輕放啊。",,,,,,,,,,,80,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
73,"非常感謝，看來是平安送到了呢！
要是下次還有東西要送，
還得麻煩你幫忙！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
74,"那群粗魯的盜賊完全不會管你運送的東西貴不貴重。
要是被他們發現，肯定會把易碎的壺打碎的。
運送的時候要注意不要進入他們的視線！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
75,"哎呀，被那些盜賊發現了嗎？
其實我早就預料到會發生這種事情，
所以同樣的壺我準備了好幾個呢。",,,,,,,,,,,76,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
76,要再次進行挑戰嗎？,是,否,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
77,"噢噢！你把壺送來了啊。
對你謹慎認真的態度和敏銳的判斷力表示萬分的敬佩！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
78,"呵呵，竟然能到達我這裡，真不簡單！
東西我就收下了。
真是謝謝你特意送過來！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
79,"有東西要給我？
一路走來想必你也很不容易吧。
謝謝了！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
80,要進行挑戰嗎？,是,否,,,,,,,,,97,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
81,"另外，對於在公佈仙人仙彩的中選號碼後，
立刻進行了獎品兌換的客人，
我們還準備了更加令人驚喜的額外獎勵哦！",,,,,,,,,,,82,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
82,"至於額外獎勵的內容，
會在公佈中選號碼時通知各位客人的，
還請多多期待！",,,,,,,,,,,130,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
83,"在公佈中選號碼後的UNKNOWN小時（地球時間）內兌換獎品的話，
可以獲得前期兌換獎勵。",,,,,,,,,,,105,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
84,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
85,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
86,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
87,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
88,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
89,"在光芒閃耀的舞臺之上，杜彭老師的鼻息秀閃亮登場了！
各位挑戰者能否預測鼻息噴發的位置，
始終屹立於舞臺之上而不倒呢？",,,,,,,,,,,90,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
90,"如果你有自信能躲過每一次鼻息，就到舞臺上面去吧！
可是一旦被鼻息吹飛，帶給著你的將會是恐怖的精神攻擊，
做好心理準備吧！",,,,,,,,,,,276,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
91,"哎喲，這位冒險者表示並不懼怕我們的杜彭老師啊？
如果你還殘留著些許面對鼻息的勇氣，
我會再次將你引導到舞臺之上！",,,,,,,,,,,92,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
92,要前往舞臺嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
93,"哼嗯，你只是來膜拜杜彭老師的英姿的嗎？
只是旁觀未免乏味，有機會請務必親身體驗一下！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
94,"鼻息拂遍全身的感覺如何？
不過，倒也不必消沉……
這難以釋懷的心情，正是你挑戰過強敵的證明。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
95,"哎呀，再不趕快就要開始了！
要再次移動到舞臺上去嗎？",,,,,,,,,,,36,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
96,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False
97,"我已經在你的地圖上做好標記了，
請你將壺交給在任意標記位置的1名工作人員！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
98,"恭喜您。
這0金碟幣是您的獎品，請收下！
歡迎再次光臨！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
99,"感謝您的參與。
歡迎再次光臨！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
100,獲得了前期兌換獎勵，所得金碟幣增加了！,,,,,,,,,,,134,0,0,0,0,0,0,0,0,0,0,0,1,7,0,False,False
101,"第UNKNOWN期仙人仙彩正在舉辦之中！
怎麼樣，要不要試一下？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
102,"在中選號碼公佈之前還請再等待一段時間。
……還是說您還有什麼其他的事嗎？",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
103,"哎呀，您所持的這期仙人仙彩的抽選結果已經公佈了！
請先去獎品兌換員那裡兌換獎品吧。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
104,"您所持的這期仙人仙彩已經過了兌獎時間……
真是抱歉，這張仙人仙彩我就回收了。
下次請不要錯過兌換時間哦！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
105,要做什麼？,參加仙人仙彩有獎競猜,查看購買人數獎勵,查看過去的1等獎中選者名單,聽取仙人仙彩的說明,聽取購買人數獎勵的說明,取消,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,False,False
106,,,,,,,,,,,,137,764,0,0,0,0,0,0,0,0,0,0,8,0,2,False,False
107,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,7,0,2,False,False
108,"參加仙人仙彩需要UNKNOWN金碟幣。
參加的時候請選擇一組喜歡的4位號碼！
這就是客人您的抽選號碼！",,,,,,,,,,,128,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
109,,,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,6,0,2,False,False
110,"現在好像還沒有人獲得過1等獎。
希望您會是第一位！",,,,,,,,,,,105,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
111,"您身上似乎沒有可供兌換的仙人仙彩呢。
請您先去中央的櫃台選擇抽選用的號碼吧！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
112,"客人您的這期仙人仙彩還沒有公佈中選號碼……
在中選號碼公佈之前還請您耐心等待。",,,,,,,,,,,43,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
113,"您持有的仙人仙彩已經可以兌換了。
那麼這就告訴您抽選結果！",,,,,,,,,,,134,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
114,在這裡可以進行陸行鳥競賽的參賽登記！,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
115,"哎呀，你已經見過凱特瑞小姐了嗎？
我會期待你和你的競賽陸行鳥一同前來登記的。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
116,要取消參賽申請嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
117,已取消參賽申請。,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
118,要做什麼？,申請參賽,聽取說明,取消,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,10,0,2,False,False
119,想了解什麼？,什麼是陸行鳥競賽？,關於競賽陸行鳥的登記,關於參賽申請,關於羽力和競賽等級,關於競賽道具,關於競賽道具的種類,關於競賽能力,關於影響競賽的天氣,取消,,0,764,120,121,122,281,282,283,284,285,118,0,10,0,2,False,False
120,"所謂陸行鳥競賽，就是讓強化過奔跑能力的陸行鳥們，
以終點為目標互相爭奪名次的比賽。
在金碟遊樂園裡，它可是超熱門的競技項目！",,,,,,,,,,,286,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
121,"將新陸行鳥登記成為“競賽陸行鳥”後，
可以對陸行鳥進行訓練並讓其參賽。",,,,,,,,,,,287,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
122,"競賽陸行鳥在申請參賽後便可以參加競賽！
根據陸行鳥的能力不同，競賽也分為好幾個等級。",,,,,,,,,,,289,764,0,0,0,0,0,0,0,0,0,0,1,0,2,True,False
123,"咦，你似乎沒有可以申請參賽的陸行鳥呢。
請先去訓鳥師那裡，
將新陸行鳥登記為競賽陸行鳥後再來這裡吧。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
124,"如果想和小隊成員一起參賽的話，
要由隊長提出參賽申請哦！",放棄,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
125,選擇競賽,分級競賽,競速挑戰,競賽教學,取消,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,False,False
126,選擇賽道,隨機賽道,返回,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,False,False
127,"你已經成功申請了“：”的比賽！
在比賽開始前，請在陸行鳥廣場內稍等片刻！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
128,"「抽獎號碼」和「中獎號碼」已公佈，
會根據從最後一位數，連續吻合的位數多少，來決定您能獲得的獎品。
因此，幾個號碼是關鍵！",,,,,,,,,,,129,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
129,"中選號碼公佈以後，請務必及時確認哦。
幸運女神會告訴您中選號碼是多少的！",,,,,,,,,,,81,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
130,"公佈結果後，就可以在獎品兌換員處進行兌換了。
如果中了1等獎，還可以獲得特別附加的豪華獎品！",,,,,,,,,,,131,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
131,"仙人仙彩每週只能購買3次。
每週週六的22點（地球時間）
將會公佈當期仙人仙彩的抽選結果。",,,,,,,,,,,132,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
132,"另外，兌換時間是抽選結果發表後一周內，
即下周週六的22點（地球時間）為止。",,,,,,,,,,,133,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
133,"請注意：一旦錯過獎品領取時間，
應得的金碟幣與獎品將會作廢，無法再次領取。",,,,,,,,,,,83,0,0,0,0,0,0,0,0,0,0,0,1,7,2,False,False
134,,,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,9,0,2,False,False
135,"您獲得了UNKNOWN等獎，恭喜您！
那麼，請收下獎品金碟幣。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
136,"哇，居然是1等獎，恭喜您！
那麼，請收下獎品金碟幣
和附加獎品！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
137,"接下來就請耐心等待中選號碼的公佈！
請您務必在仙人彩見證號碼公佈的瞬間。",,,,,,,,,,,41,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
138,確定要對其使用特製煙球嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
139,"我這裡有些東西要送給金碟遊樂園的工作人員，
可麻煩的是，跟我們作對的某個盜賊團，
現在正緊盯著我的一舉一動。",,,,,,,,,,,25,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
140,要進行挑戰嗎？,是,否,,,,,,,,,141,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
141,"我已經在你的地圖上做好標記了，
請你將壺交給在任意標記位置的2名工作人員！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
142,"我這裡有些東西要送給金碟遊樂園的工作人員，
可麻煩的是，跟我們作對的某個盜賊團，
現在正緊盯著我的一舉一動。",,,,,,,,,,,26,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
143,要進行挑戰嗎？,是,否,,,,,,,,,144,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
144,"我已經在你的地圖上做好標記了，
請你將壺交給在標記位置的3名工作人員！",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
145,"舞蹈最重要的就是沉住氣！
越是著急就越跳不好。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
146,若想完美地記住4次動作可不是一件容易事哦？,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
147,"關鍵在於仔細看清每一次的動作……
這需要相當優秀的注意力和觀察力。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
148,"你的身材還挺不錯的嘛。
到底能堅持到哪一步呢，我很期待哦！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
149,"優雅，柔和……
舞蹈需要高尚的氣質。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
150,"哎呀，竟然還有閒情和我聊天，
別鬆懈，集中精神堅持到最後！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
151,"舞蹈的每一個動作都是有其特殊含義的，
如果不能了解其意義所在，那就理解不了舞蹈的本質。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
152,"你的激情不夠啊！
再來、再來、再來一組！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
153,"將意識集中至指尖上，
讓全身的神經覺醒！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
154,"打開、伸展、交叉……
對不起，請別和我說話，我需要集中。",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
155,"……你跟得上我的舞步嗎？
我的水準可跟別人不一樣！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
156,"不去享受舞蹈是種損失！
來，將你的情感全部爆發出來吧！",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False
157,"申請參賽需要UNKNOWN金碟幣。
確定要申請嗎？
[所持金碟幣：0]",是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,False,False
158,要進行挑戰嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
159,要進行挑戰嗎？,是,否,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,False,False
160,"這裡製作的雞尾酒廣受好評，
喝過的人都說它像一場不會醒的美夢，
那種甜蜜感、幸福感，絕對值得一試。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
161,"我的接客之道與招待之心，
都是從這遊樂園的所有者——戈德伯特大人那裡學來的……
每當我看到眼前的這座雕像，都會變得更加努力。",,,,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False,False
