#,Name,Description,Icon,PlayerLevel,Unknown0,PlaceName,Order,Unknown1
66,挑戰伊甸零式再生之章3,我聽說你們在空無大地的活動已經告一段落了。真是辛苦了！雖然不知道今後會有怎樣的變化……總之為表祝賀，我已經對木人進行了改良。請一定要用用看啊！,112425,80,0,3101,320,False
67,挑戰伊甸零式再生之章4,我聽說你們在空無大地的活動已經告一段落了。真是辛苦了！雖然不知道今後會有怎樣的變化……總之為表祝賀，我已經對木人進行了改良。請一定要用用看啊！,112426,80,0,3101,321,False
68,挑戰極 鑽石武器捕獲作戰,這次做的夢真是令人難過啊……我夢到你正在和如鑽石般閃耀的巨人戰鬥，但是看起來卻非常悲傷。不管怎樣，我已經根據夢中的這場戰鬥對木人進行了強化。請一定要用用看啊！,112434,80,0,3101,322,False
69,挑戰謳歌終結之物,擊退末日的威脅，拯救了整個星球生命的你不愧稱為絕世的英雄！為了能讓你的實力登峰造極，我特別製作了新的木人。請一定要用用看啊！,112459,90,0,3900,400,False
70,挑戰極 海德林殲滅戰,聽說你在趕赴決戰之地前，突破了星球的意志給予的試煉。我一直在思考究竟是什麼樣的木人才配得上你，在不斷試錯之後，終於進一步改良出了適合你的木人。請一定要用用看啊！,112458,90,0,3900,401,False
71,挑戰極 佐狄亞克殲滅戰,聽說曾經被召喚出來用於拯救世界的古神以不完全的形態復甦，並且還被邪惡之人用來作惡。我很好奇那個古神如果以完全形態復甦會是什麼樣。在這種想法下我改進了木人。請一定要用用看啊！,112457,90,0,3900,402,False
72,挑戰萬魔殿邊境之獄,前幾天，舊薩雷安的克勞狄恩老師發來了委託，希望能為去調查萬魔殿的你準備好訓練用的木人。一聽說能幫上你的忙，我立刻就做了新的木人。請一定要用用看啊！,112460,90,0,3900,403,False
73,挑戰零式萬魔殿邊境之獄1,聽說你在調查萬魔殿的過程中還和半神戰鬥了一番。雖然我這個凡夫俗子只能想像那是什麼感覺，但他肯定是個非常強大的對手。我已經對木人進行了改良，請你務必來試一試！,112461,90,0,3900,404,False
74,挑戰零式萬魔殿邊境之獄2,聽說你在調查萬魔殿的過程中還和半神戰鬥了一番。雖然我這個凡夫俗子只能想像那是什麼感覺，但他肯定是個非常強大的對手。我已經對木人進行了改良，請你務必來試一試！,112462,90,0,3900,405,False
75,挑戰零式萬魔殿邊境之獄3,聽說你在調查萬魔殿的過程中還和半神戰鬥了一番。雖然我這個凡夫俗子只能想像那是什麼感覺，但他肯定是個非常強大的對手。我已經對木人進行了改良，請你務必來試一試！,112463,90,0,3900,406,False
76,挑戰零式萬魔殿邊境之獄4,聽說你在調查萬魔殿的過程中還和半神戰鬥了一番。雖然我這個凡夫俗子只能想像那是什麼感覺，但他肯定是個非常強大的對手。我已經對木人進行了改良，請你務必來試一試！,112464,90,0,3900,407,False
77,挑戰木人殲滅戰（等級：60級）,異國的詩人之前給了我一個調整木人的委託。他說你這位身經百戰的冒險者想要回歸初心，用有限的戰技和魔法來訓練，需要合適的木人。我已經照著他的要求準備好了，快來試試好不好用吧！,112477,60,160,2089,99,True
78,挑戰木人殲滅戰（等級：70級）,你好啊，阿拉米格的解放者！前兩天有個奇怪的詩人給了我一個委託。他說你這位身經百戰的冒險者想要回歸初心，用有限的戰技和魔法來訓練，需要合適的木人。我已經照著他的要求準備好了，快來試試好不好用吧！,112478,70,300,2628,199,True
79,挑戰木人殲滅戰（等級：80級）,前兩天有個奇怪的詩人給了我一個委託。他說你想要回歸初心，用有限的戰技和魔法來訓練，需要合適的木人。暗之戰士大人的需要，那還不是小事一樁，我已經照著他的要求準備好了，快來試試好不好用吧！,112479,80,430,3101,299,True
80,挑戰木人殲滅戰（等級：90級）,我在異國的詩人閣下的建議下開發了新的木人。據他所說，這是立足當下放眼未來之舉，他認為你在不久的將來會需要這樣一款能對訓練時使用的戰技和魔法種類做出限制的木人……在當地鍊金術師的幫助下，我很快完成了這款木人的製作，希望你一定要來試試！,112480,90,560,3900,399,True
81,挑戰終極之戰,多虧你和拂曉血盟的努力，我們才得以從末日危機中倖存。但這次的經歷讓人不由擔憂，若是造成了末日的「謳歌終結之物」有著更深的絕望，如今又會變成何等場面。正因如此，即使這次的危機已經過去，我仍以更深的絕望為假想敵改良了木人，希望它能幫你做好迎接今後戰鬥的準備。,112476,90,0,3900,408,False
82,挑戰極 巴爾巴莉希亞殲滅戰,我從納卜狄恩那裡聽說你們前往了虛無界進行調查？哎呀呀，你可真是一位總能提供給我們談資的人啊。為了你今後能夠有更好的表現，我以大妖異作為假想敵人對木人進行了改良，請你來試試看吧！,112496,90,0,3900,409,False
83,挑戰萬魔殿煉淨之獄,前幾天有一位來自舊薩雷安的研究者委託我為你準備練習用的木人，聽說你要前往萬魔殿深處一個叫煉淨之獄的地方？那就趕快來試試我為此改良過的木人吧！,112497,90,0,3900,410,False
84,挑戰零式萬魔殿煉淨之獄1,我聽說你在調查煉淨之獄的過程中與如同神明一樣能夠操控生物概念的傢伙戰鬥過。說實在的，我實在無法想像那是怎樣的一種情形……不過我還是按照我能想到的最危險的情況對木人進行了改良。請善用木人鍛鍊自己，以應對更為艱難的挑戰吧！,112498,90,0,3900,411,False
85,挑戰零式萬魔殿煉淨之獄2,我聽說你在調查煉淨之獄的過程中與如同神明一樣能夠操控生物概念的傢伙戰鬥過。說實在的，我實在無法想像那是怎樣的一種情形……不過我還是按照我能想到的最危險的情況對木人進行了改良。請善用木人鍛鍊自己，以應對更為艱難的挑戰吧！,112499,90,0,3900,412,False
86,挑戰零式萬魔殿煉淨之獄3,我聽說你在調查煉淨之獄的過程中與如同神明一樣能夠操控生物概念的傢伙戰鬥過。說實在的，我實在無法想像那是怎樣的一種情形……不過我還是按照我能想到的最危險的情況對木人進行了改良。請善用木人鍛鍊自己，以應對更為艱難的挑戰吧！,112500,90,0,3900,413,False
87,挑戰零式萬魔殿煉淨之獄4,我聽說你在調查煉淨之獄的過程中與如同神明一樣能夠操控生物概念的傢伙戰鬥過。說實在的，我實在無法想像那是怎樣的一種情形……不過我還是按照我能想到的最危險的情況對木人進行了改良。請善用木人鍛鍊自己，以應對更為艱難的挑戰吧！,112501,90,0,3900,414,False
88,挑戰極 盧比坎特殲滅戰,這回我又從納卜狄恩那裡聽說，從海裡出現的火球，其實是一個十分強大的妖異啊。而且你還在劍岩那裡和他展開了彷彿神話中描述的那種激鬥，並最終打敗了他。為了向你表示感謝，我改良了木人，請務必來試試吧！,112519,90,0,3900,415,False
89,挑戰極 高貝扎殲滅戰,我又聽納卜狄恩說，你去了虛無界的月球，還和那裡的妖異大軍首領對峙。哎呀……真是猶如奇譚一般夢幻的事蹟啊。為了讓你能夠更進一步，我改良了木人，請務必來試試吧！,112537,90,0,3900,416,False
90,挑戰萬魔殿荒天之獄,我聽舊薩雷安的研究者說，星海中突然出現了只存在於古代的萬魔殿，你還親自去調查了。真是意外重重啊……為了讓你能夠更好地應付突發事件，我改良了木人，希望能夠派上用場！,112538,90,0,3900,417,False
91,挑戰零式萬魔殿荒天之獄1,我聽說你在星海的「萬魔殿」打倒了這一連串事件的幕後黑手。真不愧是英雄啊，多虧有你在，生命的輪迴才得以保全！為了讓你能夠更好地磨練身手，我改良了木人，請務必來試試吧！,112539,90,0,3900,418,False
92,挑戰零式萬魔殿荒天之獄2,我聽說你在星海的「萬魔殿」打倒了這一連串事件的幕後黑手。真不愧是英雄啊，多虧有你在，生命的輪迴才得以保全！為了讓你能夠更好地磨練身手，我改良了木人，請務必來試試吧！,112540,90,0,3900,419,False
93,挑戰零式萬魔殿荒天之獄3,我聽說你在星海的「萬魔殿」打倒了這一連串事件的幕後黑手。真不愧是英雄啊，多虧有你在，生命的輪迴才得以保全！為了讓你能夠更好地磨練身手，我改良了木人，請務必來試試吧！,112541,90,0,3900,420,False
94,挑戰零式萬魔殿荒天之獄4,我聽說你在星海的「萬魔殿」打倒了這一連串事件的幕後黑手。真不愧是英雄啊，多虧有你在，生命的輪迴才得以保全！為了讓你能夠更好地磨練身手，我改良了木人，請務必來試試吧！,112542,90,0,3900,421,False
95,挑戰極 澤羅姆斯殲滅戰,這回我又從納卜狄恩那裡聽說，你去了虛無界的月球深處，擊退了想要打破世界壁壘的大妖異。這、這簡直是神話一般的偉業！為了讓你能夠更好地磨練身手，我改良了木人，請務必來試試吧！,112553,90,0,3900,422,False
96,挑戰永恆女王殲滅戰,呼哈哈哈！拯救九號解決方案的人啊！來得正好！為了能讓你的戰鬥力更進一步，我把木人變得更牢固了。這可是我這個雷轉質學的天選之子專門為你改的！你就心懷對我的感謝，好好使用吧！,112577,100,0,4690,500,False
97,挑戰極 佐拉加殲滅戰,呼哈哈哈！聽說你和武王佐拉加對峙的時候，他吞噬了許多被自己殺死的民眾的靈魂，徹底變異之後還在和你繼續戰鬥。為了讓戰勝了他的你得到進一步的鍛鍊，我再次強化了木人的強度。來吧，用的時候別忘了感謝我！,112576,100,0,4690,501,False
98,挑戰極 艷翼蛇鳥殲滅戰,呼哈哈哈！我聽那些圖萊尤拉出身的人說，在那裡有一個叫艷翼蛇鳥的猛禽被稱為擁有生命的天災。要我說，區區野獸，沒什麼好怕的！不過以防萬一，我幫你進一步強化了木人。好好利用吧！,112575,100,0,4690,502,False
99,挑戰登天鬥技場輕量級,呼哈哈哈！我都聽說啦！你參加了所有強者都憧憬的盛典，傳說中的登天鬥技場是不是啊！那我也要拿出自己的看家本領，好好的給你改造一番鍛鍊用的木人了。你可一定要來試試啊！,112578,100,0,4690,503,False
100,挑戰阿卡狄亞零式登天鬥技場輕量級1,呼哈哈哈！真是太不可思議了，你竟然成為了輕量級的王者！總之先恭喜你，不過，你不會這樣就滿足了吧？為了讓你變得更強，我幫你強化了木人，相信一定能幫助到你！,112579,100,0,4690,504,False
101,挑戰阿卡狄亞零式登天鬥技場輕量級2,呼哈哈哈！真是太不可思議了，你竟然成為了輕量級的王者！總之先恭喜你，不過，你不會這樣就滿足了吧？為了讓你變得更強，我幫你強化了木人，相信一定能幫助到你！,112580,100,0,4690,505,False
102,挑戰阿卡狄亞零式登天鬥技場輕量級3,呼哈哈哈！真是太不可思議了，你竟然成為了輕量級的王者！總之先恭喜你，不過，你不會這樣就滿足了吧？為了讓你變得更強，我幫你強化了木人，相信一定能幫助到你！,112581,100,0,4690,506,False
103,挑戰阿卡狄亞零式登天鬥技場輕量級4,呼哈哈哈！真是太不可思議了，你竟然成為了輕量級的王者！總之先恭喜你，不過，你不會這樣就滿足了吧？為了讓你變得更強，我幫你強化了木人，相信一定能幫助到你！,112582,100,0,4690,507,False
104,挑戰木人殲滅戰（等級：100級）,呼哈哈哈！前兩天忘斷軍的同事來找了我幫忙，說希望我能調整木人的強度，幫他們的協助者，也就是你鍛鍊身體！哈哈哈！我可是雷轉質學的天選之子！小事一樁！快來試試吧！,112583,100,690,4690,499,True
105,挑戰極 永恆女王殲滅戰,呼哈哈哈！我聽說你之前與斯菲茵王正面對峙，終結了那個無心的機器。為了讓你的戰鬥力更進一步，我把木人變得更牢固了。這樣一來你就可以與需要拼上性命全力阻止的敵人戰鬥了，快來試試吧！,112589,100,0,4690,508,False
106,挑戰滅 黑暗之雲激鬥戰,呼哈哈哈！我從那個紅頭髮的小哥那裡聽說了！你在被黑暗吞噬的異界擊退了名為黑暗之雲的魔王！聽聞此事，我馬上就調整了木人的牢固度。希望你在這片地區也能動動手指就把天上的暗雲全都彈飛。快來試試吧！,112591,100,0,4690,509,False
