#,RewardItem1,RewardItem2,RewardItem3,RewardQuantity1,RewardQuantity2,RewardQuantity3,RewardType1,Unknown0,RewardType2,RewardType3,RewardHq2,RewardHq3,RewardHq1
122,0,0,0,0,0,0,0,0,0,0,False,False,False
123,0,0,0,0,0,0,0,0,0,0,False,False,False
124,0,0,0,0,0,0,0,0,0,0,False,False,False
125,0,0,0,0,0,0,0,0,0,0,False,False,False
126,0,0,0,0,0,0,0,0,0,0,False,False,False
127,0,0,0,0,0,0,0,0,0,0,False,False,False
128,0,0,0,0,0,0,0,0,0,0,False,False,False
129,0,0,0,0,0,0,0,0,0,0,False,False,False
130,0,0,0,0,0,0,0,0,0,0,False,False,False
131,0,0,0,0,0,0,0,0,0,0,False,False,False
132,0,0,0,0,0,0,0,0,0,0,False,False,False
133,0,0,0,0,0,0,0,0,0,0,False,False,False
134,0,0,0,0,0,0,0,0,0,0,False,False,False
135,0,0,0,0,0,0,0,0,0,0,False,False,False
136,0,0,0,0,0,0,0,0,0,0,False,False,False
137,0,0,0,0,0,0,0,0,0,0,False,False,False
138,0,0,0,0,0,0,0,0,0,0,False,False,False
139,0,0,0,0,0,0,0,0,0,0,False,False,False
140,0,0,0,0,0,0,0,0,0,0,False,False,False
141,0,0,0,0,0,0,0,0,0,0,False,False,False
142,0,0,0,0,0,0,0,0,0,0,False,False,False
143,0,0,0,0,0,0,0,0,0,0,False,False,False
144,0,0,0,0,0,0,0,0,0,0,False,False,False
145,0,0,0,0,0,0,0,0,0,0,False,False,False
146,0,0,0,0,0,0,0,0,0,0,False,False,False
147,0,0,0,0,0,0,0,0,0,0,False,False,False
148,0,0,0,0,0,0,0,0,0,0,False,False,False
149,0,0,0,0,0,0,0,0,0,0,False,False,False
150,0,0,0,0,0,0,0,0,0,0,False,False,False
151,0,0,0,0,0,0,0,0,0,0,False,False,False
152,0,0,0,0,0,0,0,0,0,0,False,False,False
153,0,0,0,0,0,0,0,0,0,0,False,False,False
154,0,0,0,0,0,0,0,0,0,0,False,False,False
155,0,0,0,0,0,0,0,0,0,0,False,False,False
156,0,0,0,0,0,0,0,0,0,0,False,False,False
157,0,0,0,0,0,0,0,0,0,0,False,False,False
158,0,0,0,0,0,0,0,0,0,0,False,False,False
159,0,0,0,0,0,0,0,0,0,0,False,False,False
160,0,0,0,0,0,0,0,0,0,0,False,False,False
161,0,0,0,0,0,0,0,0,0,0,False,False,False
162,0,0,0,0,0,0,0,0,0,0,False,False,False
163,0,0,0,0,0,0,0,0,0,0,False,False,False
164,0,0,0,0,0,0,0,0,0,0,False,False,False
165,0,0,0,0,0,0,0,0,0,0,False,False,False
166,0,0,0,0,0,0,0,0,0,0,False,False,False
167,0,0,0,0,0,0,0,0,0,0,False,False,False
168,0,0,0,0,0,0,0,0,0,0,False,False,False
169,0,0,0,0,0,0,0,0,0,0,False,False,False
170,0,0,0,0,0,0,0,0,0,0,False,False,False
171,0,0,0,0,0,0,0,0,0,0,False,False,False
172,0,0,0,0,0,0,0,0,0,0,False,False,False
173,0,0,0,0,0,0,0,0,0,0,False,False,False
174,0,0,0,0,0,0,0,0,0,0,False,False,False
175,0,0,0,0,0,0,0,0,0,0,False,False,False
176,0,0,0,0,0,0,0,0,0,0,False,False,False
177,0,0,0,0,0,0,0,0,0,0,False,False,False
178,0,0,0,0,0,0,0,0,0,0,False,False,False
179,0,0,0,0,0,0,0,0,0,0,False,False,False
180,0,0,0,0,0,0,0,0,0,0,False,False,False
181,0,0,0,0,0,0,0,0,0,0,False,False,False
182,0,0,0,0,0,0,0,0,0,0,False,False,False
183,0,0,0,0,0,0,0,0,0,0,False,False,False
184,0,0,0,0,0,0,0,0,0,0,False,False,False
185,0,0,0,0,0,0,0,0,0,0,False,False,False
186,0,0,0,0,0,0,0,0,0,0,False,False,False
187,0,0,0,0,0,0,0,0,0,0,False,False,False
188,0,0,0,0,0,0,0,0,0,0,False,False,False
189,0,0,0,0,0,0,0,0,0,0,False,False,False
190,0,0,0,0,0,0,0,0,0,0,False,False,False
191,0,0,0,0,0,0,0,0,0,0,False,False,False
192,0,0,0,0,0,0,0,0,0,0,False,False,False
193,0,0,0,0,0,0,0,0,0,0,False,False,False
194,0,0,0,0,0,0,0,0,0,0,False,False,False
195,0,0,0,0,0,0,0,0,0,0,False,False,False
196,0,0,0,0,0,0,0,0,0,0,False,False,False
197,0,0,0,0,0,0,0,0,0,0,False,False,False
198,0,0,0,0,0,0,0,0,0,0,False,False,False
199,0,0,0,0,0,0,0,0,0,0,False,False,False
200,0,0,0,0,0,0,0,0,0,0,False,False,False
201,0,0,0,0,0,0,0,0,0,0,False,False,False
202,0,0,0,0,0,0,0,0,0,0,False,False,False
203,0,0,0,0,0,0,0,0,0,0,False,False,False
204,0,0,0,0,0,0,0,0,0,0,False,False,False
205,0,0,0,0,0,0,0,0,0,0,False,False,False
206,0,0,0,0,0,0,0,0,0,0,False,False,False
207,0,0,0,0,0,0,0,0,0,0,False,False,False
208,0,0,0,0,0,0,0,0,0,0,False,False,False
209,0,0,0,0,0,0,0,0,0,0,False,False,False
210,0,0,0,0,0,0,0,0,0,0,False,False,False
211,0,0,0,0,0,0,0,0,0,0,False,False,False
212,0,0,0,0,0,0,0,0,0,0,False,False,False
213,0,0,0,0,0,0,0,0,0,0,False,False,False
214,0,0,0,0,0,0,0,0,0,0,False,False,False
215,0,0,0,0,0,0,0,0,0,0,False,False,False
216,0,0,0,0,0,0,0,0,0,0,False,False,False
217,0,0,0,0,0,0,0,0,0,0,False,False,False
218,0,0,0,0,0,0,0,0,0,0,False,False,False
219,0,0,0,0,0,0,0,0,0,0,False,False,False
220,0,0,0,0,0,0,0,0,0,0,False,False,False
221,0,0,0,0,0,0,0,0,0,0,False,False,False
222,0,0,0,0,0,0,0,0,0,0,False,False,False
223,0,0,0,0,0,0,0,0,0,0,False,False,False
224,0,0,0,0,0,0,0,0,0,0,False,False,False
225,0,0,0,0,0,0,0,0,0,0,False,False,False
226,0,0,0,0,0,0,0,0,0,0,False,False,False
227,0,0,0,0,0,0,0,0,0,0,False,False,False
228,0,0,0,0,0,0,0,0,0,0,False,False,False
229,0,0,0,0,0,0,0,0,0,0,False,False,False
230,0,0,0,0,0,0,0,0,0,0,False,False,False
231,0,0,0,0,0,0,0,0,0,0,False,False,False
232,0,0,0,0,0,0,0,0,0,0,False,False,False
233,0,0,0,0,0,0,0,0,0,0,False,False,False
234,0,0,0,0,0,0,0,0,0,0,False,False,False
235,0,0,0,0,0,0,0,0,0,0,False,False,False
236,0,0,0,0,0,0,0,0,0,0,False,False,False
237,0,0,0,0,0,0,0,0,0,0,False,False,False
238,0,0,0,0,0,0,0,0,0,0,False,False,False
239,0,0,0,0,0,0,0,0,0,0,False,False,False
240,0,0,0,0,0,0,0,0,0,0,False,False,False
241,0,0,0,0,0,0,0,0,0,0,False,False,False
242,0,0,0,0,0,0,0,0,0,0,False,False,False
243,0,0,0,0,0,0,0,0,0,0,False,False,False
244,0,0,0,0,0,0,0,0,0,0,False,False,False
245,0,0,0,0,0,0,0,0,0,0,False,False,False
246,0,0,0,0,0,0,0,0,0,0,False,False,False
247,0,0,0,0,0,0,0,0,0,0,False,False,False
248,0,0,0,0,0,0,0,0,0,0,False,False,False
249,0,0,0,0,0,0,0,0,0,0,False,False,False
250,0,0,0,0,0,0,0,0,0,0,False,False,False
251,0,0,0,0,0,0,0,0,0,0,False,False,False
252,0,0,0,0,0,0,0,0,0,0,False,False,False
253,0,0,0,0,0,0,0,0,0,0,False,False,False
254,0,0,0,0,0,0,0,0,0,0,False,False,False
255,0,0,0,0,0,0,0,0,0,0,False,False,False
