#,Unknown0
45,"連擊用技能。
使用時會按下列順序發動魔法。
如果連擊過程中未滿足魔法的發動條件，則回到第一個技能重新發動連擊。

1：**赤火焰**　**威力：**340　**消耗MP：**200
2：**赤勁風**　**威力：**370　**消耗MP：**300
3：**赤巨岩**　**威力：**340　**消耗MP：**200
4：**赤雷電**　**威力：**370　**消耗MP：**300
5：**赤火光**　**威力：**600　**消耗MP：**400"
46,"連擊用技能。
使用時會按下列順序發動技能。
如果連擊過程中未滿足技能的發動條件，則回到第一個技能重新發動連擊。

1：**短兵相接**　**威力：**130
2：**魔回刺**　**威力：**220
3：**魔交擊斬**　**威力：**290
4：**魔連攻**　**威力：**470
5：**交劍**　**威力：**150
6：**赤神聖**　**威力：**600　**消耗MP：**400
7：**焦熱**　**威力：**700　**消耗MP：**400"
47,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**利刃斬**　**威力：**200
2：**殘暴彈**　**威力：**300
3：**迅連斬**　**威力：**400"
48,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**切割**
2：**增盈切割**
3：**地獄切割**

**※妖異之鐮狀態中，變為絞決。**
**※妖異之鐮且縊殺效果提高狀態中，變為縊殺。**
**※夜遊魂狀態中，變為虛無收割。**
**※夜遊魂且交錯收割效果提高狀態中，變為交錯收割。**"
49,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**旋轉切割**
2：**惡夢切割**

**※妖異之鐮狀態中，變為斷首。**
**※夜遊魂狀態中，變為陰冷收割。**"
50,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**先鋒劍**
2：**暴亂劍**
3：**王權劍**

**※贖罪劍預備狀態中，變為贖罪劍。**
**※祈告劍預備狀態中，變為祈告劍。**
**※葬送劍預備狀態中，變為葬送劍。**"
51,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**重劈**
2：**凶殘裂**
3：**暴風斬**

**※原初的解放狀態中，變為裂石飛環。**"
52,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**重斬**
2：**吸收斬**
3：**噬魂斬**

**※暗血狀態中，變為血紅亂。**
**※暗血且報應預備狀態中，變為報應。**
**※暗血且戮山預備狀態中，變為戮山。**"
53,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**利刃斬**
2：**殘暴彈**
3：**迅連斬**
4：**爆發擊**"
54,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**瀑瀉**
2：**噴泉**

**※前衝步狀態中，變為逆瀑瀉。**
**※前衝步狀態中，且瀑瀉或逆瀑瀉成功時，變為墜噴泉。**
**※劍舞預備狀態中，變為劍舞。**
**※劍舞預備且拂曉之誼狀態中，變為拂曉舞。**"
55,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**雙龍腳**
2：**雙掌打**
3：**破碎拳**
4：**猿舞連擊**
5：**龍顎正拳**
6：**虎襲崩拳**
7：**夢幻鬥舞**"
56,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**龍眼雷電**
2：**龍牙龍爪**
3：**龍尾大迴旋**
4：**雲蒸龍變**

**※蒼天刺預備狀態中，變為蒼天刺。**
**※渡星衝預備狀態中，變為渡星衝。**"
57,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**雙刃旋**
2：**絕風**
3：**旋風刃**

**※隱遁狀態中，變為斷絕。**
**※三印自在狀態中，變為月影雷獸爪。**
**※月影雷獸牙預備狀態中，變為月影雷獸牙。**
**※是生滅法預備狀態中，變為是生滅法。**"
58,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**雪風**
2：**月光**
3：**花車**

**※回天狀態中，變為冰雪。**
**※回天狀態中，且雪風或冰雪成功時，變為滿月。**
**※回天狀態中，且月光或滿月成功時，變為櫻花。**"
59,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**切割**
2：**增盈切割**
3：**地獄切割**

**※斷首處刑預備狀態中，變為斷首處刑。**
**※夜遊魂狀態中，變為虛無收割。**
**※夜遊魂狀態中，且虛無收割成功時，變為交錯收割。**"
60,"紳士的連擊技能。
使用時會按下列順序發動紳士的戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**紳士碎擊**　**威力：**200
2：**紳士刺**　**威力：**300
3：**紳士之怒**　**威力：**330
**連擊成功：****絕技預備**
**持續時間：**15秒"
61,"單體攻擊用連擊技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**切割**　**威力：**320
2：**增盈切割**　**威力：**400
3：**地獄切割**　**威力：**500"
62,"範圍攻擊用連擊技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**旋轉切割**　**威力：**140
2：**惡夢切割**　**威力：**180"
63,"單體攻擊用連擊技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**獰豹的銳爪**　**威力：**220
2：**獰豹的雙牙**　**威力：**320
3：**獰豹的尾鞭**　**威力：**440
**連擊成功：**恢復自身HP　**恢復力：**250"
64,"範圍攻擊用連擊技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**圖拉爾的嚴酷**　**威力：**150
2：**圖拉爾的澎湃**　**威力：**210
3：**圖拉爾的峻烈**　**威力：**270"
65,"連擊用技能。
使用時會按下列順序發動戰技。
如果連擊過程中未滿足戰技的發動條件，則回到第一個技能重新發動連擊。

1：**壹之牙【咬創】 **
2：**貳之牙【猛襲】**
3：**參之牙【咬擊】**
4：**壹之牙【切割】**
5：**貳之牙【疾速】**
6：**參之牙【嚙碎】**

**※吞天巨蛇成功時，且祖靈降臨狀態中，變為祖靈之牙【壹】。**
**※祖靈之牙【壹】成功時，且祖靈降臨狀態中，變為祖靈之牙【貳】。**
**※祖靈之牙【貳】成功時，且祖靈降臨狀態中，變為祖靈之牙【參】。**
**※祖靈之牙【參】成功時，且祖靈降臨狀態中，變為祖靈之牙【肆】。**"
66,
