#,Description,Image
11,"**前往迷宮吧——與其他玩家組隊挑戰迷宮**

**任務搜尋器是供**不同玩家組成小隊
一起挑戰迷宮等任務的**便利功能。

訪問進入點，選擇**與其他玩家一同進入後，
將會打開**任務搜尋器視窗。
**勾選想要挑戰的迷宮名稱，然後**按下參加按鈕，
系統就會自動地將參加相同任務的玩家組成小隊。
這個過程被稱為**匹配。",86808
12,"**前往迷宮吧——與其他玩家組隊挑戰迷宮·續**

在**匹配完成時會有**聲音提示，並彈出視窗。
**按下出發按鈕就可以進行挑戰了！

透過匹配與你組成小隊的是**同樣在這個世界展開冒險的其他玩家。
還請不要忘記向對方打聲招呼問候，比如「你好」「請多關照」之類的，
與隊友同心協力一起完成迷宮挑戰吧！",86809
13,"**可以挑戰的迷宮數量將會不斷增加！**

隨著你的冒險不斷推進，可以挑戰的迷宮數量也會不斷增加。
**當前不可使用劇情輔助器的迷宮及任務請多**利用任務搜尋器參與挑戰！

此外成功挑戰過的迷宮也可以重複進行挑戰。
可以從**設定選單的**任務情報功能表選擇**任務搜尋器
或**劇情輔助器再次進行挑戰。",86810
14,"**想要再次查看說明時**

打開任務搜尋器或劇情輔助器視窗，
**按下「？」按鈕即可查看之前說明的內容。

以上兩項功能對推進劇情能起到重要的幫助！
請充分利用這些功能，享受愉快的冒險旅程吧！",86810
15,"**開放了新型任務——多變迷宮！**

**多變迷宮需要和相關人物一起探索迷宮內的**分歧路線，
找出藏在迷宮內的**故事。

找到的故事會一個一個記載到多變迷宮專用的筆記或記錄冊上。

迷宮中會有一些隱藏的分歧路線。
發現所有的路線，找出藏在迷宮中的故事吧。",86812
16,"**一起探索的人數**

多變迷宮可以以任意人數進行探索，但最多不得超過4人。
難度將會根據探索人數進行**自動調整。

可以和熟知的同伴組隊進行探索，
也可以透過自動配對，與其他玩家組隊進行探索。
當然，也可以單人進行探索，但是迷宮的難度可能會相對難一些。",86812
17,"**多變技能**

在多變迷宮內可以使用「**多變技能」，
以方便冒險者透過任意職業構成探索迷宮。

無論是防護職業還是進攻職業，都可以使用**特殊的療傷和復活來擔任治療職業的職責，
當然，其他的職業同樣也準備了不同的**特殊技能。

探索時可以使用2種不同的多變技能，也可以隨時透過專用的視窗更換多變技能。",86813
18,"**進入方法**

進入多變迷宮時，需要與**入口處的NPC角色對話，
或者選擇設定選單「任務情報」的「**特殊迷宮探索器」，
打開專用的視窗進入多變迷宮。

有關多變技能的設置、閱讀已發現的故事以及特殊迷宮探索相關的內容，
均可以在此專用視窗中進行操作。",86813
19,"**開拓無人島是可以讓你在專屬於自己的小島上自由地享受慢生活的玩法！**

你可以在島上探險尋找絕美的景點，也可以耕種一些作物或飼養一些動物。
在南方的島上做自己喜歡做的事情，過上理想中的生活吧！",86811
20,"**■不存在職業/特職的限制**

就算沒有開放能工巧匠和大地使者職業，
也能不受限制地享受這裡的生活。

請穿上最喜歡的服裝開始開拓自己的無人島吧！",86811
21,"**■開拓經驗值與開拓等級**

在無人島內進行活動會獲得開拓經驗值，
當開拓經驗值累積到一定程度後，將會提升開拓等級。

開拓等級上升後，能在島內做的事情也會逐漸變多。",86811
22,"**■開拓目標**

在無人島內會顯示出開拓目標作為下一步行動的指引。

當不知道接下來該做什麼的時候，請參考開拓目標。",86811
23,"**解鎖了初學者學堂！**

初學者學堂為單人任務，在這裡，你可以學到組隊時各個職能所必需的基本操作。

該任務可從設定選單的「任務情報」或「冒險者指導教官」處進入。

通關初學者學堂後即可獲得新的裝備，請多多學習，為今後的冒險打下基礎吧！",86814
24,"**初學者學堂增加了新的訓練！**
新增的訓練為單人訓練。你可以在訓練中學習戰鬥中常見的攻擊預兆，以及對應的處理方法。

該任務可從設定選單的「任務情報」或「冒險者指導教官」處進入。
點選初學者學堂內的對應按鈕即可挑戰新的訓練。

請積極嘗試，多多學習，為今後的冒險打下基礎吧！",86815
25,"**■追加了新的探索型任務「蜃景幻界新月島」！**

在以探索被特殊魔法結界覆蓋的秘密島嶼為目標的任務**「蜃景幻界新月島」中，
玩家既能參與多人協作與強敵展開大規模戰鬥，也可以少數人與島上棲息的怪物連續廝殺，
這是一個能讓每位玩家都找到自己的方法來遊玩的探索任務。
讓我們在瞭解任務的特色後，一起解開蜃景幻界的謎團吧！

※在下一頁中，將會介紹的是「蜃景幻界新月島」獨有的特殊規則。
請務必仔細閱讀，以便充分體驗新的大規模任務。",86817
26,"**■用達到100級的戰鬥職業參與任務！**

**等級達到100級的戰鬥職業可以進入蜃景幻界新月島。
進入任務需要裝備的平均品級達到690級，
在參加任務時，當前裝備品級將被同步到700級。

另外，進入任務後，
可以隨意切換其他等級達到了100級的戰鬥職業。",86818
27,"**■首先要提高知見等級！①**

在蜃景幻界新月島中，
有任務專用的等級系統**「知見等級」。
透過在任務中成功挑戰大規模戰鬥，
打敗島內的怪物即可獲得**「知見」經驗值。
累積一定數量即可提升知見等級。",86819
28,"**■首先要提高知見等級！②**

知見等級將會極大程度地對玩家與島內怪物的戰鬥結果造成影響。
想要在島內自由探索，首先就需要提高知見等級！

※透過降低戰鬥中的知見等級差距，可以大幅增減造成和受到的傷害，
因此選擇對手時請務必深思熟慮。",86819
29,"**■參加大規模戰鬥！**

在島內還會發生被稱為**「緊急遭遇戰」的，
最多能有72人參加的大規模戰鬥。
在戰鬥中取勝，便能獲得大量的「知見」以及品種繁多的其他報酬。
緊急遭遇戰並不會受到知見等級影響，還請積極參加！

另外，在島上，「返回」會變成專用的**「亞返回」，想返回據點時不再受冷卻時間限制。",86820
30,,0
31,"**參加了宇宙探索計畫！**

**宇宙探索是與同個 World的玩家同心協力，
在月面及其他行星上進行探索和發展的遊玩內容！

運用製作和採集的技術，推進宇宙探索計畫吧！

隨著計劃推進，探索場景上會增加各種有助探索的新設施，
同時，探索場景的景觀也會發生變化。",86816
32,"**■職業和等級調整**

宇宙探索是專屬能工巧匠及大地使者的遊玩內容。

其中最為重要的「探索任務」擁有**等級調整功能，
會根據玩家的等級調整任務的難度和報酬量。",86816
33,"**■探索場景中的特殊規則**

多虧中控水晶，能工巧匠及大地使者在宇宙探索時「衝刺」會變為「宇宙衝刺」，
移動速度和持續時間都得到了加強。",86816
34,"**■使用探索觸控板吧！**

宇宙探索中，除了探索任務和機甲行動外，還有許多其他遊玩內容。
這些內容可以在**探索觸控板**的**宇宙探索解說**中進行查看。

遇到困難時，記得多多使用探索觸控板！",86816
35,"**■進入探索場景**

和嘆息海的「駕駛威」對話，
便能前往探索場景「渴望灣」。

當渴望灣過於擁擠時，會產生副本區。

想要切換副本區時，只需要和嘆息海的「駕駛威」對話，
就能前往想要去的副本區了。",86816
