#,Name,Icon,JournalCategory,Unknown0
83,希爾迪布蘭德歸來,61411,54,True
84,曼德維爾武器,61411,54,True
85,希爾迪布蘭德歸來：黃金之章,61411,54,True
86,黃道武器,61411,55,True
87,聖靈武器,61411,55,True
88,禁地優雷卡,61411,55,True
89,天佑女王,61411,55,True
90,,0,0,False
91,幻影武器,61411,57,True
92,郵差莫古利,61411,57,True
93,聖恩達利姆神學院記,61411,57,True
94,虛無界再生計畫,61411,57,True
95,塔塔露的大繁榮商店,61411,57,True
96,多瑪冒險者團,61411,56,True
97,多瑪飛地重建記,61411,56,True
98,重建伊修加爾德：劇情任務,61411,56,True
99,重建伊修加爾德：支線任務,61411,56,True
100,莫雯卓越工具,61411,56,True
101,死者宮殿,61411,56,True
102,天之御柱,61411,56,True
103,正統優雷卡,61411,56,True
104,,0,0,False
105,無人島開拓記,61411,56,True
106,多變迷宮,61411,56,True
107,宇宙探索：劇情任務,61411,56,True
108,宇宙探索：支線任務,61411,56,True
109,,0,0,False
110,支線任務：拉諾西亞,61411,58,True
111,支線任務：黑衣森林,61411,59,True
112,支線任務：薩納蘭,61411,60,True
113,支線任務：庫爾札斯,61411,61,True
114,支線任務：摩杜納,61411,62,True
115,支線任務：伊修加爾德,61411,63,True
116,支線任務：阿巴拉提亞雲海,61411,64,True
117,支線任務：德拉瓦尼亞山麓地,61411,65,True
118,支線任務：德拉瓦尼亞河谷地,61411,65,True
119,支線任務：德拉瓦尼亞雲海,61411,65,True
120,支線任務：田園郡,61411,65,True
121,支線任務：魔大陸,61411,66,True
122,支線任務：神拳痕,61411,67,True
123,支線任務：基拉巴尼亞邊區,61411,67,True
124,支線任務：基拉巴尼亞山區,61411,67,True
125,支線任務：基拉巴尼亞湖區,61411,67,True
126,支線任務：黃金港,61411,69,True
127,支線任務：紅玉海,61411,68,True
128,支線任務：延夏,61411,68,True
129,支線任務：太陽神草原,61411,68,True
130,支線任務：水晶都,61411,70,True
131,支線任務：遊末邦,61411,71,True
132,支線任務：雷克蘭德,61411,70,True
133,支線任務：珂露西亞島,61411,71,True
134,支線任務：安穆·艾蘭,61411,72,True
135,支線任務：伊爾美格,61411,73,True
136,支線任務：拉凱提卡大森林,61411,74,True
137,支線任務：黑風海,61411,75,True
138,支線任務：舊薩雷安,61411,76,True
139,支線任務：拉札漢,61411,77,True
140,支線任務：迷津,61411,76,True
141,支線任務：薩維奈島,61411,77,True
142,支線任務：加雷馬,61411,78,True
143,支線任務：嘆息海,61411,79,True
144,支線任務：厄爾庇斯,61411,80,True
145,支線任務：天外天垓,61411,81,True
146,支線任務：圖萊尤拉,61411,82,True
147,支線任務：奧闊帕恰山,61411,82,True
148,支線任務：克扎瑪烏卡濕地,61411,82,True
149,支線任務：亞克特爾樹海,61411,82,True
150,支線任務：夏勞尼荒野,61411,83,True
151,支線任務：遺產之地,61411,83,True
152,支線任務：九號解決方案,61411,83,True
153,支線任務：九號解決方案,61411,84,True
154,劍術士任務,62301,85,True
155,格鬥士任務,62302,85,True
156,斧術士任務,62303,85,True
157,槍術士任務,62304,85,True
158,弓術士任務,62305,85,True
159,雙劍士任務,62309,85,True
160,幻術士任務,62306,86,True
161,咒術士任務,62307,86,True
162,巴術士任務,62308,86,True
163,木工師任務,62310,87,True
164,鍛造師任務,62311,87,True
165,甲冑師任務,62312,87,True
166,金工師任務,62313,87,True
167,皮革師任務,62314,87,True
168,裁縫師任務,62315,87,True
169,鍊金術師任務,62316,87,True
170,烹調師任務,62317,87,True
171,採掘師任務,62318,88,True
172,園藝師任務,62319,88,True
173,漁師任務,62320,88,True
174,騎士任務,62401,92,True
175,武僧任務,62402,92,True
176,戰士任務,62403,92,True
177,龍騎士任務,62404,92,True
178,吟遊詩人任務,62405,92,True
179,忍者任務,62410,92,True
180,白魔道士任務,62406,93,True
181,黑魔道士任務,62407,93,True
182,召喚士任務,62408,93,True
183,學者任務,62409,93,True
184,暗黑騎士任務,62412,92,True
185,機工士任務,62411,92,True
186,占星術師任務,62413,93,True
187,武士任務,62414,92,True
188,赤魔道士任務,62415,93,True
189,絕槍戰士任務,62417,92,True
190,舞者任務,62418,92,True
191,賢者任務,62420,93,True
192,奪魂者任務,62419,92,True
193,毒蛇劍士任務,62421,92,True
194,繪靈法師任務,62422,93,True
195,青魔道士任務,62416,93,True
196,金屬工藝部任務,61411,89,True
197,手工工藝部任務,61411,89,True
198,食藥工藝部任務,61411,89,True
199,大地資源部任務,61411,89,True
200,水生資源部任務,61411,89,True
201,中庸工藝館劇情任務,61411,89,True
202,考古系任務,62521,90,True
203,天文系任務,62521,90,True
204,醫學系任務,62521,90,True
205,文化系任務,62521,90,True
206,乙太系任務,62521,90,True
207,薩雷安魔法大學劇情任務,62521,90,True
208,五金店任務,62523,91,True
209,筆記工坊任務,62523,91,True
210,鮮榨果藝任務,62523,91,True
211,奇珍異寶任務,62523,91,True
212,隨心釣任務,62523,91,True
213,萬貨街劇情任務,62523,91,True
214,防護職能任務：漆黑之章,62522,94,True
215,治療職能任務：漆黑之章,62522,94,True
216,物理進攻職能任務：漆黑之章,62522,94,True
217,魔法進攻職能任務：漆黑之章,62522,94,True
218,職能劇情任務：漆黑之章,62522,94,True
219,防護職能任務：曉月之章,62522,94,True
220,治療職能任務：曉月之章,62522,94,True
221,近戰職能任務：曉月之章,62522,94,True
222,遠程物理職能任務：曉月之章,62522,94,True
223,遠程魔法職能任務：曉月之章,62522,94,True
224,職能劇情任務：曉月之章,62522,94,True
225,防護職能任務：黃金之章,62522,94,True
226,治療職能任務：黃金之章,62522,94,True
227,近戰職能任務：黃金之章,62522,94,True
228,遠程物理職能任務：黃金之章,62522,94,True
229,遠程魔法職能任務：黃金之章,62522,94,True
230,職能劇情任務：黃金之章,62522,94,True
231,黑渦團任務,61401,95,True
232,雙蛇黨任務,61402,95,True
233,不滅隊任務,61403,95,True
234,季節活動,61411,96,True
235,降神祭,61411,96,True
236,東節,61411,96,True
237,戀人節,61411,96,True
238,戀人節&公主節,61411,96,True
239,公主節,61411,96,True
240,公主節&尋蛋趣,61411,96,True
241,尋蛋趣,61411,96,True
242,金碟嘉年華,61411,96,True
243,紅蓮祭,61411,96,True
244,新生祭,61411,96,True
245,守護天節,61411,96,True
246,星芒祭,61411,96,True
247,其他季節活動,61411,96,True
248,紀念任務,61411,97,True
249,來訪者任務,61411,97,True
250,,0,0,False
251,,0,0,False
252,,0,0,False
253,,0,0,False
254,,0,0,False
255,,0,0,False
256,,0,0,False
257,,0,0,False
258,,0,0,False
259,,0,0,False
260,,0,0,False
261,,0,0,False
262,,0,0,False
263,,0,0,False
264,,0,0,False
265,,0,0,False
266,,0,0,False
267,,0,0,False
268,傭兵理符任務,62501,98,False
269,木工師理符任務,62502,102,False
270,鍛造師理符任務,62503,103,False
271,甲冑師理符任務,62504,104,False
272,金工師理符任務,62505,105,False
273,皮革師理符任務,62506,106,False
274,裁縫師理符任務,62507,107,False
275,鍊金術師理符任務,62508,108,False
276,烹調師理符任務,62509,109,False
277,採掘師理符任務,62510,99,False
278,園藝師理符任務,62511,100,False
279,漁師理符任務,62512,101,False
280,黑渦團理符任務,62513,123,False
281,雙蛇黨理符任務,62514,123,False
282,不滅隊理符任務,62515,123,False
283,迷宮挑戰,61801,124,False
284,大型任務,61802,124,False
285,討伐殲滅戰,61804,124,False
286,迷宮挑戰,61801,125,False
287,大型任務,61802,125,False
288,討伐殲滅戰,61804,125,False
289,深層迷宮,61824,125,False
290,迷宮挑戰,61801,126,False
291,大型任務,61802,126,False
292,討伐殲滅戰,61804,126,False
293,深層迷宮,61824,126,False
294,禁地優雷卡,61833,126,False
295,迷宮挑戰,61801,127,False
296,大型任務,61802,127,False
297,討伐殲滅戰,61804,127,False
298,天佑女王,61838,127,False
299,迷宮挑戰,61801,128,False
300,大型任務,61802,128,False
301,討伐殲滅戰,61804,128,False
302,深層迷宮,61824,128,False
303,特殊迷宮,61846,128,False
304,迷宮挑戰,61801,129,False
305,大型任務,61802,129,False
306,討伐殲滅戰,61804,129,False
307,,0,0,False
308,,0,0,False
309,行會令,61803,124,False
310,,0,0,False
311,,0,0,False
312,,0,0,False
313,,0,0,False
314,,0,0,False
315,,0,0,False
316,,0,0,False
317,,0,0,False
318,,0,0,False
319,,0,0,False
320,,0,0,False
321,,0,0,False
322,,0,0,False
323,,0,0,False
324,,0,0,False
325,,0,0,False
326,,0,0,False
327,,0,0,False
328,,0,0,False
329,,0,0,False
330,,0,0,False
331,,0,0,False
332,,0,0,False
333,,0,0,False
334,,0,0,False
335,,0,0,False
336,,0,0,False
337,,0,0,False
338,,0,0,False
339,,0,0,False
340,,0,0,False
341,主線劇情任務：第六星曆,0,130,False
342,支線任務：第六星曆,0,130,False
343,職業任務：第六星曆,0,130,False
344,特職任務：第六星曆,0,130,False
345,軍隊任務：第六星曆,0,130,False
