#,Name,Description,QuestRequirement,CRP,BSM,ARM,GSM,LTW,WVR,ALC,CUL,AnimationStart,AnimationEnd,Icon,RequiredStatus,ClassJobCategory,ClassJobLevel,Cost,ClassJob,Specialist
100016,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1552,0,10,5,18,9,False
100017,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,10,7,88,9,False
100018,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1566,0,10,18,32,9,False
100019,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100020,火之印記,"消耗耐久以推動作業進展
處理火屬性配方時效率變為2倍
效率：100（200）
成功率：90%",0,100020,0,0,0,0,0,0,0,239,246,1559,0,0,1,0,-1,False
100021,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1565,0,0,1,0,-1,False
100022,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1567,0,0,1,0,-1,False
100023,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,10,13,7,9,False
100024,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100025,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100026,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100027,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100028,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100029,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100030,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1601,0,11,1,0,10,False
100031,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1602,0,11,5,18,10,False
100032,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,11,7,88,10,False
100033,高速製作,"消耗耐久以推動作業進展
效率：250
成功率：50%",0,100033,100033,100033,100033,100033,100033,100033,100033,241,248,1619,0,0,1,0,-1,False
100034,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1616,0,11,18,32,10,False
100035,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100036,冰之印記,"消耗耐久以推動作業進展
處理冰屬性配方時效率變為2倍
效率：100（200）
成功率：90%",0,100036,0,0,0,0,0,0,0,239,246,1609,0,0,1,0,-1,False
100037,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1615,0,0,1,0,-1,False
100038,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1617,0,0,1,0,-1,False
100039,漸進,"消耗耐久完成剩餘工作量的1/3左右（上限：1000）
成功率：90%",0,100039,100039,100039,100039,100039,100039,100039,100039,239,246,1622,0,0,1,0,-1,False
100040,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,11,13,7,10,False
100041,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100042,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100043,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100044,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100045,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1701,0,13,1,0,12,False
100046,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1702,0,13,5,18,12,False
100047,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,13,7,88,12,False
100048,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1716,0,13,18,32,12,False
100049,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100050,土之印記,"消耗耐久以推動作業進展
處理土屬性配方時效率變為2倍
效率：100（200）
成功率：90%",0,100050,0,0,0,0,0,0,0,239,246,1709,0,0,1,0,-1,False
100051,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1715,0,0,1,0,-1,False
100052,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1717,0,0,1,0,-1,False
100053,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,13,13,7,12,False
100054,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100055,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100056,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100057,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100058,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100059,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100060,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1751,0,14,1,0,13,False
100061,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1752,0,14,5,18,13,False
100062,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,14,7,88,13,False
100063,模範製作,"消耗耐久以推動作業進展
一定會成功
效率：90
成功率：100%",0,100063,100063,100063,100063,100063,100063,100063,100063,240,247,1768,0,0,1,0,-1,False
100064,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1765,0,14,18,32,13,False
100065,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100066,雷之印記,"消耗耐久以推動作業進展
處理雷屬性配方時效率變為2倍
效率：100（200）
成功率：90%",0,100066,0,0,0,0,0,0,0,239,246,1758,0,0,1,0,-1,False
100067,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1764,0,0,1,0,-1,False
100068,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1766,0,0,1,0,-1,False
100069,模範製作II,"消耗耐久以推動作業進展
一定會成功
效率：120
成功率：100%",0,100069,100069,100069,100069,100069,100069,100069,100069,240,247,1771,0,0,1,0,-1,False
100070,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,14,13,7,13,False
100071,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100072,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100073,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100074,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100075,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1651,0,12,1,0,11,False
100076,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1652,0,12,5,18,11,False
100077,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,12,7,88,11,False
100078,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1665,0,12,18,32,11,False
100079,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100080,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1664,0,0,1,0,-1,False
100081,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1666,0,0,1,0,-1,False
100082,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,12,13,7,11,False
100083,堅實製作,"消耗耐久以推動作業進展40
成功率：90%",0,100083,100083,100083,100083,100083,100083,100083,100083,239,246,1673,0,0,1,0,-1,False
100084,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100085,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100086,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100087,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100088,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100089,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100090,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1801,0,15,1,0,14,False
100091,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1802,0,15,5,18,14,False
100092,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,15,7,88,14,False
100093,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1816,0,15,18,32,14,False
100094,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100095,水之印記,"消耗耐久以推動作業進展
處理水屬性配方時效率變為2倍
效率：100（200）
成功率：90%",0,100095,0,0,0,0,0,0,0,239,246,1809,0,0,1,0,-1,False
100096,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1815,0,0,1,0,-1,False
100097,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1817,0,0,1,0,-1,False
100098,秘訣,"**只有在“高品質”及以上的狀態下才能使用**
恢復20點CP",0,100098,100098,100098,100098,100098,100098,100098,100098,242,249,1819,0,0,1,0,-1,False
100099,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,15,13,7,14,False
100100,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100101,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100102,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100103,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100104,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100105,製作,"消耗耐久以推動作業進展
效率：120
成功率：100%",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1851,0,16,1,0,15,False
100106,加工,"消耗耐久以提高製品品質
效率：100
成功率：100%",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1852,0,16,5,18,15,False
100107,精修,恢復30點耐久,0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1952,0,16,7,88,15,False
100108,倉促,"消耗耐久以提高製品品質
不會消耗CP，但是成功率比較低
效率：100
成功率：50%",0,100108,100108,100108,100108,100108,100108,100108,100108,241,248,1868,0,0,1,0,-1,False
100109,中級加工,"消耗耐久以提高製品品質
效率：125
成功率：100%
**連擊條件：**加工　**連擊中消耗CP：**18",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1865,0,16,18,32,15,False
100110,精修II,恢復60點耐久,0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1956,0,0,1,0,-1,False
100111,中級製作,"消耗耐久以推動作業進展
效率：150
成功率：90%",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1864,0,0,1,0,-1,False
100112,上級加工,"消耗耐久以提高製品品質
效率：150
成功率：90%",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1866,0,0,1,0,-1,False
100113,觀察,放空一次作業，不做任何事,0,100010,100023,100040,100082,100053,100070,100099,100113,11586,11587,1954,0,16,13,7,15,False
100114,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100115,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100116,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100118,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100119,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
100120,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100121,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100122,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100123,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100124,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100125,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100126,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100127,比爾格的技巧,"消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升10
使用之後會結束內靜效果
效率：150（150～）
成功率：70%
**裝備專家之證時：**成功率變為100%",0,100120,100121,100122,100123,100124,100125,100126,100127,240,247,1958,0,0,1,0,-1,False
100128,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1524,0,9,53,18,8,False
100129,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1574,0,10,53,18,9,False
100130,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1625,0,11,53,18,10,False
100131,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1676,0,12,53,18,11,False
100132,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1724,0,13,53,18,12,False
100133,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1774,0,14,53,18,13,False
100134,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1825,0,15,53,18,14,False
100135,集中加工,"**只有在“高品質”及以上的狀態下才能使用**
消耗耐久以提高製品品質
追加效果：內靜的累積層數+1（最多累積10層）
效率：150
成功率：100%",0,100128,100129,100130,100131,100132,100133,100134,100135,240,247,1875,0,16,53,18,15,False
100136,堅信,"**僅可在首次作業時發動**
消耗耐久以完成工作量的1/3左右（上限：1000）
成功率：100%",0,100136,100136,100136,100136,100136,100136,100136,100136,239,246,1876,0,0,1,0,-1,False
100137,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100138,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100139,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100140,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100141,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100142,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100143,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100144,革新,"**專家專用技能**
消耗耐久以提高製品品質
追加效果：改革
效率：100
成功率：40%",0,100137,100138,100139,100140,100141,100142,100143,100144,240,247,1959,0,0,1,0,-1,False
100145,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100146,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100147,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100148,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100149,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100150,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100151,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100152,比爾格的奇蹟,"**專家專用技能**
消耗耐久以提高製品品質
隨內靜的效果提高效率，內靜每生效過一次效率提升15
使用之後會令內靜累積的效果減半
效率：100（100～）
成功率：70%",0,100145,100146,100147,100148,100149,100150,100151,100152,240,247,1960,0,0,1,0,-1,False
100153,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100154,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100155,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100156,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100157,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100158,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100159,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100160,妮美雅的紡車,"**專家專用技能**
隨工作小調層數的消耗程度恢復相應的耐久
使用之後會結束工作小調效果
成功率：100%",0,100153,100154,100155,100156,100157,100158,100159,100160,242,249,1963,0,0,1,0,-1,False
100161,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100162,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100163,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100164,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
100165,匠心獨具,"**專家專用技能**
**僅在內靜與工作小調層數相同時才能使用**
消耗耐久以使作業大幅進展，品質也大幅提高
效率：150
成功率：100%",0,100161,100162,100163,100164,100165,100166,100167,100168,239,246,1964,0,0,1,0,-1,False
