#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
10043,劍術士43,18000,73,187,0,0,5,2,0,0
10044,劍術士44,18500,319,0,0,0,5,0,0,0
10045,劍術士45,19000,311,0,0,0,5,0,0,0
10046,劍術士46,19500,313,0,0,0,3,0,0,0
10047,劍術士47,20000,280,0,0,0,5,0,0,0
10048,劍術士48,20500,200,0,0,0,5,0,0,0
10049,劍術士49,21000,290,0,0,0,5,0,0,0
10050,劍術士50,21500,332,90,0,0,5,5,0,0
20001,格鬥士01,75,207,0,0,0,4,0,0,0
20002,格鬥士02,180,206,0,0,0,4,0,0,0
20003,格鬥士03,360,208,0,0,0,4,0,0,0
20004,格鬥士04,410,209,0,0,0,4,0,0,0
20005,格鬥士05,530,214,0,0,0,4,0,0,0
20006,格鬥士06,980,9,0,0,0,4,0,0,0
20007,格鬥士07,1100,217,0,0,0,4,0,0,0
20008,格鬥士08,1300,218,0,0,0,4,0,0,0
20009,格鬥士09,1600,219,0,0,0,4,0,0,0
20010,格鬥士10,1700,225,226,222,0,2,2,2,0
20011,格鬥士11,2300,228,0,0,0,4,0,0,0
20012,格鬥士12,3200,227,0,0,0,4,0,0,0
20013,格鬥士13,4000,233,0,0,0,4,0,0,0
20014,格鬥士14,4500,232,0,0,0,4,0,0,0
20015,格鬥士15,5000,115,234,235,0,2,2,2,0
20016,格鬥士16,5300,237,0,0,0,4,0,0,0
20017,格鬥士17,5500,241,0,0,0,4,0,0,0
20018,格鬥士18,5700,239,0,0,0,4,0,0,0
20019,格鬥士19,5900,238,0,0,0,4,0,0,0
20020,格鬥士20,6100,243,242,244,0,2,2,2,0
20021,格鬥士21,6300,134,0,0,0,5,0,0,0
20022,格鬥士22,6500,136,0,0,0,5,0,0,0
20023,格鬥士23,6700,33,0,0,0,5,0,0,0
20024,格鬥士24,6900,34,0,0,0,5,0,0,0
20025,格鬥士25,7100,139,149,258,0,3,3,3,0
20026,格鬥士26,7600,157,0,0,0,5,0,0,0
20027,格鬥士27,8600,260,0,0,0,5,0,0,0
20028,格鬥士28,9400,156,0,0,0,5,0,0,0
20029,格鬥士29,9700,160,0,0,0,5,0,0,0
20030,格鬥士30,10000,37,169,167,0,3,3,3,0
20031,格鬥士31,11000,41,0,0,0,5,0,0,0
20032,格鬥士32,12000,264,0,0,0,5,0,0,0
20033,格鬥士33,12500,269,0,0,0,5,0,0,0
20034,格鬥士34,13000,171,0,0,0,5,0,0,0
20035,格鬥士35,13500,51,56,58,0,3,3,3,0
20036,格鬥士36,14000,64,0,0,0,5,0,0,0
20037,格鬥士37,14500,296,0,0,0,5,0,0,0
20038,格鬥士38,15000,298,0,0,0,5,0,0,0
20039,格鬥士39,16000,300,0,0,0,5,0,0,0
20040,格鬥士40,16500,303,177,178,0,3,3,3,0
20041,格鬥士41,17000,275,0,0,0,6,0,0,0
20042,格鬥士42,17500,73,0,0,0,6,0,0,0
20043,格鬥士43,18000,189,0,0,0,2,0,0,0
20044,格鬥士44,18500,190,0,0,0,6,0,0,0
20045,格鬥士45,19000,334,309,317,0,3,3,3,0
20046,格鬥士46,19500,312,0,0,0,6,0,0,0
20047,格鬥士47,20000,321,0,0,0,6,0,0,0
20048,格鬥士48,20500,193,0,0,0,6,0,0,0
20049,格鬥士49,21000,326,0,0,0,6,0,0,0
20050,格鬥士50,21500,282,290,88,0,3,3,4,0
30001,斧術士01,75,1,0,0,0,3,0,0,0
30002,斧術士02,180,2,0,0,0,3,0,0,0
30003,斧術士03,360,3,0,0,0,3,0,0,0
30004,斧術士04,410,7,0,0,0,3,0,0,0
30005,斧術士05,530,6,0,0,0,3,0,0,0
30006,斧術士06,980,8,0,0,0,3,0,0,0
30007,斧術士07,1100,11,0,0,0,3,0,0,0
30008,斧術士08,1300,12,0,0,0,3,0,0,0
30009,斧術士09,1600,15,0,0,0,3,0,0,0
30010,斧術士10,1700,17,0,0,0,3,0,0,0
30011,斧術士11,2300,18,0,0,0,4,0,0,0
30012,斧術士12,3200,20,0,0,0,4,0,0,0
30013,斧術士13,4000,21,0,0,0,4,0,0,0
30014,斧術士14,4500,22,0,0,0,4,0,0,0
30015,斧術士15,5000,23,0,0,0,4,0,0,0
30016,斧術士16,5300,24,0,0,0,4,0,0,0
30017,斧術士17,5500,25,26,27,0,4,3,2,0
30018,斧術士18,5700,29,0,0,0,4,0,0,0
30019,斧術士19,5900,28,0,0,0,4,0,0,0
30020,斧術士20,6100,30,0,0,0,4,0,0,0
30021,斧術士21,6300,32,0,0,0,4,0,0,0
30022,斧術士22,6500,135,0,0,0,4,0,0,0
30023,斧術士23,6700,246,0,0,0,4,0,0,0
30024,斧術士24,6900,145,0,0,0,4,0,0,0
30025,斧術士25,7100,149,0,0,0,4,0,0,0
30026,斧術士26,7600,252,0,0,0,4,0,0,0
30027,斧術士27,8600,150,251,257,0,4,3,2,0
30028,斧術士28,9400,256,0,0,0,4,0,0,0
30029,斧術士29,9700,159,0,0,0,4,0,0,0
30030,斧術士30,10000,165,0,0,0,4,0,0,0
30031,斧術士31,11000,168,0,0,0,4,0,0,0
30032,斧術士32,12000,166,269,48,0,4,3,2,0
30033,斧術士33,12500,46,0,0,0,4,0,0,0
30034,斧術士34,13000,52,0,0,0,4,0,0,0
30035,斧術士35,13500,56,0,0,0,4,0,0,0
30036,斧術士36,14000,294,0,0,0,4,0,0,0
30037,斧術士37,14500,297,296,300,0,4,3,2,0
30038,斧術士38,15000,302,0,0,0,4,0,0,0
30039,斧術士39,16000,303,0,0,0,4,0,0,0
30040,斧術士40,16500,66,0,0,0,4,0,0,0
30041,斧術士41,17000,178,0,0,0,5,0,0,0
30042,斧術士42,17500,275,73,187,0,5,3,2,0
30043,斧術士43,18000,186,0,0,0,1,0,0,0
30044,斧術士44,18500,190,0,0,0,5,0,0,0
30045,斧術士45,19000,309,0,0,0,5,0,0,0
30046,斧術士46,19500,322,0,0,0,5,0,0,0
30047,斧術士47,20000,78,192,278,0,5,3,2,0
30048,斧術士48,20500,202,0,0,0,5,0,0,0
30049,斧術士49,21000,283,0,0,0,5,0,0,0
30050,斧術士50,21500,93,0,0,0,5,0,0,0
40001,槍術士01,75,1,0,0,0,3,0,0,0
40002,槍術士02,180,95,0,0,0,3,0,0,0
40003,槍術士03,360,96,0,0,0,3,0,0,0
40004,槍術士04,410,97,0,0,0,3,0,0,0
40005,槍術士05,530,100,0,0,0,3,0,0,0
40006,槍術士06,980,102,0,0,0,3,0,0,0
40007,槍術士07,1100,103,104,0,0,3,3,0,0
40008,槍術士08,1300,105,0,0,0,3,0,0,0
40009,槍術士09,1600,108,111,0,0,3,3,0,0
40010,槍術士10,1700,109,0,0,0,3,0,0,0
40011,槍術士11,2300,115,0,0,0,3,0,0,0
40012,槍術士12,3200,116,0,0,0,3,0,0,0
40013,槍術士13,4000,118,0,0,0,3,0,0,0
40014,槍術士14,4500,119,0,0,0,3,0,0,0
40015,槍術士15,5000,120,121,0,0,3,3,0,0
40016,槍術士16,5300,122,0,0,0,3,0,0,0
40017,槍術士17,5500,123,126,0,0,3,3,0,0
40018,槍術士18,5700,132,0,0,0,3,0,0,0
40019,槍術士19,5900,130,131,0,0,3,3,0,0
40020,槍術士20,6100,133,0,0,0,3,0,0,0
40021,槍術士21,6300,32,0,0,0,4,0,0,0
40022,槍術士22,6500,136,0,0,0,4,0,0,0
40023,槍術士23,6700,246,0,0,0,4,0,0,0
40024,槍術士24,6900,147,0,0,0,4,0,0,0
40025,槍術士25,7100,248,151,0,0,3,4,0,0
40026,槍術士26,7600,252,0,0,0,4,0,0,0
40027,槍術士27,8600,257,158,0,0,4,3,0,0
40028,槍術士28,9400,261,0,0,0,4,0,0,0
40029,槍術士29,9700,162,37,0,0,4,3,0,0
40030,槍術士30,10000,164,0,0,0,4,0,0,0
40031,槍術士31,11000,165,0,0,0,4,0,0,0
40032,槍術士32,12000,40,0,0,0,4,0,0,0
40033,槍術士33,12500,268,269,0,0,4,3,0,0
40034,槍術士34,13000,172,0,0,0,4,0,0,0
40035,槍術士35,13500,63,58,0,0,4,3,0,0
40036,槍術士36,14000,297,0,0,0,4,0,0,0
40037,槍術士37,14500,294,173,0,0,4,3,0,0
40038,槍術士38,15000,175,0,0,0,4,0,0,0
40039,槍術士39,16000,302,305,0,0,4,3,0,0
40040,槍術士40,16500,274,0,0,0,4,0,0,0
40041,槍術士41,17000,308,307,0,0,5,4,0,0
40042,槍術士42,17500,73,0,0,0,5,0,0,0
40043,槍術士43,18000,187,189,0,0,5,2,0,0
40044,槍術士44,18500,190,0,0,0,5,0,0,0
40045,槍術士45,19000,333,311,0,0,4,5,0,0
40046,槍術士46,19500,312,0,0,0,5,0,0,0
40047,槍術士47,20000,77,325,0,0,5,4,0,0
40048,槍術士48,20500,327,0,0,0,5,0,0,0
40049,槍術士49,21000,204,290,0,0,5,4,0,0
40050,槍術士50,21500,92,0,0,0,5,0,0,0
50001,弓術士01,75,1,0,0,0,4,0,0,0
50002,弓術士02,180,95,0,0,0,4,0,0,0
50003,弓術士03,360,96,0,0,0,4,0,0,0
50004,弓術士04,410,97,0,0,0,4,0,0,0
50005,弓術士05,530,101,0,0,0,4,0,0,0
50006,弓術士06,980,98,0,0,0,4,0,0,0
50007,弓術士07,1100,103,0,0,0,4,0,0,0
50008,弓術士08,1300,108,0,0,0,4,0,0,0
50009,弓術士09,1600,107,0,0,0,4,0,0,0
50010,弓術士10,1700,110,0,0,0,4,0,0,0
50011,弓術士11,2300,112,0,0,0,4,0,0,0
50012,弓術士12,3200,115,0,0,0,4,0,0,0
50013,弓術士13,4000,113,116,117,118,1,1,1,1
50014,弓術士14,4500,119,0,0,0,4,0,0,0
50015,弓術士15,5000,120,0,0,0,4,0,0,0
50016,弓術士16,5300,122,0,0,0,4,0,0,0
50017,弓術士17,5500,123,0,0,0,4,0,0,0
50018,弓術士18,5700,128,0,0,0,3,0,0,0
50019,弓術士19,5900,133,0,0,0,4,0,0,0
50020,弓術士20,6100,129,0,0,0,4,0,0,0
50021,弓術士21,6300,32,0,0,0,5,0,0,0
50022,弓術士22,6500,135,0,0,0,5,0,0,0
50023,弓術士23,6700,33,246,138,144,2,2,2,2
50024,弓術士24,6900,146,0,0,0,5,0,0,0
50025,弓術士25,7100,152,0,0,0,5,0,0,0
50026,弓術士26,7600,253,0,0,0,5,0,0,0
50027,弓術士27,8600,257,0,0,0,5,0,0,0
50028,弓術士28,9400,157,0,0,0,5,0,0,0
50029,弓術士29,9700,159,0,0,0,5,0,0,0
50030,弓術士30,10000,37,0,0,0,5,0,0,0
50031,弓術士31,11000,165,0,0,0,5,0,0,0
50032,弓術士32,12000,265,0,0,0,5,0,0,0
50033,弓術士33,12500,264,47,269,172,2,2,2,2
50034,弓術士34,13000,52,0,0,0,5,0,0,0
50035,弓術士35,13500,56,0,0,0,5,0,0,0
50036,弓術士36,14000,63,65,62,272,2,2,2,2
50037,弓術士37,14500,295,0,0,0,5,0,0,0
50038,弓術士38,15000,298,0,0,0,5,0,0,0
50039,弓術士39,16000,301,0,0,0,5,0,0,0
50040,弓術士40,16500,307,0,0,0,5,0,0,0
50041,弓術士41,17000,306,0,0,0,5,0,0,0
50042,弓術士42,17500,308,0,0,0,5,0,0,0
50043,弓術士43,18000,72,73,179,187,2,2,2,2
50044,弓術士44,18500,319,0,0,0,5,0,0,0
50045,弓術士45,19000,191,0,0,0,5,0,0,0
50046,弓術士46,19500,314,318,320,279,2,2,2,2
50047,弓術士47,20000,194,0,0,0,5,0,0,0
50048,弓術士48,20500,205,0,0,0,5,0,0,0
50049,弓術士49,21000,285,0,0,0,5,0,0,0
50050,弓術士50,21500,89,0,0,0,5,0,0,0
60001,幻術士01,75,1,0,0,0,3,0,0,0
60002,幻術士02,180,95,0,0,0,3,0,0,0
60003,幻術士03,360,96,0,0,0,3,0,0,0
60004,幻術士04,410,97,0,0,0,3,0,0,0
60005,幻術士05,530,99,0,0,0,3,0,0,0
60006,幻術士06,980,98,0,0,0,3,0,0,0
60007,幻術士07,1100,101,0,0,0,3,0,0,0
60008,幻術士08,1300,102,0,0,0,3,0,0,0
60009,幻術士09,1600,106,0,0,0,3,0,0,0
60010,幻術士10,1700,114,0,0,0,3,0,0,0
60011,幻術士11,2300,109,0,0,0,3,0,0,0
60012,幻術士12,3200,115,113,0,0,3,2,0,0
60013,幻術士13,4000,18,0,0,0,3,0,0,0
60014,幻術士14,4500,118,0,0,0,3,0,0,0
60015,幻術士15,5000,121,0,0,0,3,0,0,0
60016,幻術士16,5300,122,0,0,0,3,0,0,0
60017,幻術士17,5500,123,0,0,0,3,0,0,0
60018,幻術士18,5700,127,0,0,0,3,0,0,0
60019,幻術士19,5900,130,0,0,0,3,0,0,0
60020,幻術士20,6100,131,0,0,0,3,0,0,0
60021,幻術士21,6300,32,0,0,0,3,0,0,0
60022,幻術士22,6500,135,245,247,0,3,2,2,0
60023,幻術士23,6700,139,0,0,0,3,0,0,0
60024,幻術士24,6900,143,0,0,0,3,0,0,0
60025,幻術士25,7100,151,0,0,0,3,0,0,0
60026,幻術士26,7600,252,0,0,0,3,0,0,0
60027,幻術士27,8600,255,0,0,0,3,0,0,0
60028,幻術士28,9400,158,0,0,0,3,0,0,0
60029,幻術士29,9700,159,0,0,0,3,0,0,0
60030,幻術士30,10000,37,0,0,0,3,0,0,0
60031,幻術士31,11000,169,0,0,0,4,0,0,0
60032,幻術士32,12000,167,43,50,265,4,2,2,1
60033,幻術士33,12500,170,0,0,0,4,0,0,0
60034,幻術士34,13000,52,0,0,0,4,0,0,0
60035,幻術士35,13500,297,0,0,0,4,0,0,0
60036,幻術士36,14000,174,0,0,0,4,0,0,0
60037,幻術士37,14500,175,0,0,0,4,0,0,0
60038,幻術士38,15000,302,0,0,0,4,0,0,0
60039,幻術士39,16000,299,0,0,0,4,0,0,0
60040,幻術士40,16500,308,0,0,0,4,0,0,0
60041,幻術士41,17000,273,0,0,0,4,0,0,0
60042,幻術士42,17500,66,306,72,73,4,2,2,1
60043,幻術士43,18000,183,0,0,0,2,0,0,0
60044,幻術士44,18500,191,0,0,0,4,0,0,0
60045,幻術士45,19000,312,0,0,0,4,0,0,0
60046,幻術士46,19500,323,0,0,0,4,0,0,0
60047,幻術士47,20000,77,0,0,0,4,0,0,0
60048,幻術士48,20500,203,0,0,0,4,0,0,0
60049,幻術士49,21000,285,0,0,0,4,0,0,0
60050,幻術士50,21500,94,0,0,0,4,0,0,0
70001,咒術士01,75,1,0,0,0,3,0,0,0
70002,咒術士02,180,207,0,0,0,3,0,0,0
70003,咒術士03,360,208,0,0,0,3,0,0,0
70004,咒術士04,410,209,0,0,0,3,0,0,0
70005,咒術士05,530,215,0,0,0,3,0,0,0
70006,咒術士06,980,212,0,0,0,3,0,0,0
70007,咒術士07,1100,216,0,0,0,3,0,0,0
70008,咒術士08,1300,217,0,0,0,3,0,0,0
70009,咒術士09,1600,220,0,0,0,3,0,0,0
70010,咒術士10,1700,221,0,0,0,3,0,0,0
70011,咒術士11,2300,228,229,0,0,3,2,0,0
70012,咒術士12,3200,227,231,0,0,3,2,0,0
70013,咒術士13,4000,233,232,0,0,3,2,0,0
70014,咒術士14,4500,234,0,0,0,3,0,0,0
70015,咒術士15,5000,236,0,0,0,3,0,0,0
70016,咒術士16,5300,237,0,0,0,3,0,0,0
70017,咒術士17,5500,241,0,0,0,3,0,0,0
70018,咒術士18,5700,239,0,0,0,3,0,0,0
70019,咒術士19,5900,243,0,0,0,3,0,0,0
70020,咒術士20,6100,244,0,0,0,3,0,0,0
70021,咒術士21,6300,134,137,0,0,4,2,0,0
70022,咒術士22,6500,33,246,0,0,4,2,0,0
70023,咒術士23,6700,247,139,0,0,4,2,0,0
70024,咒術士24,6900,144,143,0,0,4,2,0,0
70025,咒術士25,7100,148,0,0,0,4,0,0,0
70026,咒術士26,7600,254,0,0,0,4,0,0,0
70027,咒術士27,8600,251,0,0,0,4,0,0,0
70028,咒術士28,9400,260,0,0,0,4,0,0,0
70029,咒術士29,9700,263,0,0,0,4,0,0,0
70030,咒術士30,10000,168,0,0,0,4,0,0,0
70031,咒術士31,11000,44,166,0,0,5,2,0,0
70032,咒術士32,12000,264,170,0,0,5,2,0,0
70033,咒術士33,12500,269,49,0,0,5,2,0,0
70034,咒術士34,13000,50,172,0,0,5,2,0,0
70035,咒術士35,13500,62,0,0,0,5,0,0,0
70036,咒術士36,14000,54,0,0,0,5,0,0,0
70037,咒術士37,14500,295,0,0,0,5,0,0,0
70038,咒術士38,15000,298,0,0,0,5,0,0,0
70039,咒術士39,16000,299,0,0,0,5,0,0,0
70040,咒術士40,16500,273,0,0,0,5,0,0,0
70041,咒術士41,17000,308,179,0,0,6,2,0,0
70042,咒術士42,17500,73,186,0,0,6,1,0,0
70043,咒術士43,18000,187,188,0,0,6,2,0,0
70044,咒術士44,18500,310,191,0,0,6,2,0,0
70045,咒術士45,19000,315,316,0,0,3,2,0,0
70046,咒術士46,19500,278,0,0,0,6,0,0,0
70047,咒術士47,20000,78,0,0,0,6,0,0,0
70048,咒術士48,20500,201,0,0,0,6,0,0,0
70049,咒術士49,21000,284,0,0,0,6,0,0,0
70050,咒術士50,21500,91,0,0,0,6,0,0,0
260001,巴術士01,75,1,0,0,0,3,0,0,0
260002,巴術士02,180,2,0,0,0,3,0,0,0
260003,巴術士03,360,4,0,0,0,3,0,0,0
260004,巴術士04,410,5,0,0,0,3,0,0,0
260005,巴術士05,530,355,0,0,0,3,0,0,0
260006,巴術士06,980,9,0,0,0,3,0,0,0
260007,巴術士07,1100,11,0,0,0,3,0,0,0
260008,巴術士08,1300,10,13,0,0,3,3,0,0
260009,巴術士09,1600,14,0,0,0,3,0,0,0
260010,巴術士10,1700,16,0,0,0,3,0,0,0
260011,巴術士11,2300,19,0,0,0,3,0,0,0
260012,巴術士12,3200,20,0,0,0,3,0,0,0
260013,巴術士13,4000,21,0,0,0,3,0,0,0
260014,巴術士14,4500,115,0,0,0,3,0,0,0
260015,巴術士15,5000,23,0,0,0,3,0,0,0
260016,巴術士16,5300,25,0,0,0,3,0,0,0
260017,巴術士17,5500,26,0,0,0,3,0,0,0
260018,巴術士18,5700,27,29,0,0,3,3,0,0
260019,巴術士19,5900,28,0,0,0,3,0,0,0
260020,巴術士20,6100,31,0,0,0,3,0,0,0
260021,巴術士21,6300,134,0,0,0,4,0,0,0
260022,巴術士22,6500,245,0,0,0,4,0,0,0
260023,巴術士23,6700,137,0,0,0,4,0,0,0
260024,巴術士24,6900,34,0,0,0,4,0,0,0
260025,巴術士25,7100,151,0,0,0,4,0,0,0
260026,巴術士26,7600,150,253,0,0,4,2,0,0
260027,巴術士27,8600,256,0,0,0,4,0,0,0
260028,巴術士28,9400,156,262,0,0,4,2,0,0
260029,巴術士29,9700,163,0,0,0,4,0,0,0
260030,巴術士30,10000,169,0,0,0,4,0,0,0
260031,巴術士31,11000,45,0,0,0,4,0,0,0
260032,巴術士32,12000,48,0,0,0,4,0,0,0
260033,巴術士33,12500,50,0,0,0,4,0,0,0
260034,巴術士34,13000,268,0,0,0,4,0,0,0
260035,巴術士35,13500,53,0,0,0,4,0,0,0
260036,巴術士36,14000,55,57,0,0,4,1,0,0
260037,巴術士37,14500,294,0,0,0,4,0,0,0
260038,巴術士38,15000,298,175,0,0,4,2,0,0
260039,巴術士39,16000,304,0,0,0,4,0,0,0
260040,巴術士40,16500,178,0,0,0,4,0,0,0
260041,巴術士41,17000,275,0,0,0,4,0,0,0
260042,巴術士42,17500,72,0,0,0,4,0,0,0
260043,巴術士43,18000,185,0,0,0,2,0,0,0
260044,巴術士44,18500,310,319,0,0,4,2,0,0
260045,巴術士45,19000,190,0,0,0,4,0,0,0
260046,巴術士46,19500,192,324,0,0,4,2,0,0
260047,巴術士47,20000,312,0,0,0,4,0,0,0
260048,巴術士48,20500,327,84,0,0,4,2,0,0
260049,巴術士49,21000,282,0,0,0,4,0,0,0
260050,巴術士50,21500,289,0,0,0,4,0,0,0
290001,雙劍士01,75,2,0,0,0,3,0,0,0
290002,雙劍士02,180,4,0,0,0,3,0,0,0
290003,雙劍士03,360,3,0,0,0,3,0,0,0
290004,雙劍士04,410,6,0,0,0,3,0,0,0
290005,雙劍士05,530,733,734,0,0,2,1,0,0
290006,雙劍士06,980,8,0,0,0,3,0,0,0
290007,雙劍士07,1100,10,0,0,0,3,0,0,0
290008,雙劍士08,1300,13,0,0,0,3,0,0,0
290009,雙劍士09,1600,14,15,0,0,1,1,0,0
290010,雙劍士10,1700,17,0,0,0,3,0,0,0
290011,雙劍士11,2300,735,0,0,0,3,0,0,0
290012,雙劍士12,3200,736,19,0,0,1,2,0,0
290013,雙劍士13,4000,21,0,0,0,3,0,0,0
290014,雙劍士14,4500,22,0,0,0,3,0,0,0
290015,雙劍士15,5000,23,0,0,0,3,0,0,0
290016,雙劍士16,5300,26,0,0,0,3,0,0,0
290017,雙劍士17,5500,29,0,0,0,3,0,0,0
290018,雙劍士18,5700,28,27,0,0,2,1,0,0
290019,雙劍士19,5900,30,0,0,0,3,0,0,0
290020,雙劍士20,6100,31,0,0,0,3,0,0,0
290021,雙劍士21,6300,131,0,0,0,3,0,0,0
290022,雙劍士22,6500,737,0,0,0,3,0,0,0
290023,雙劍士23,6700,134,0,0,0,3,0,0,0
290024,雙劍士24,6900,139,0,0,0,3,0,0,0
290025,雙劍士25,7100,145,147,0,0,2,2,0,0
290026,雙劍士26,7600,151,0,0,0,3,0,0,0
290027,雙劍士27,8600,148,0,0,0,3,0,0,0
290028,雙劍士28,9400,260,261,0,0,2,2,0,0
290029,雙劍士29,9700,161,160,0,0,2,2,0,0
290030,雙劍士30,10000,262,0,0,0,3,0,0,0
290031,雙劍士31,11000,40,0,0,0,3,0,0,0
290032,雙劍士32,12000,48,0,0,0,3,0,0,0
290033,雙劍士33,12500,45,53,0,0,2,2,0,0
290034,雙劍士34,13000,55,65,0,0,1,2,0,0
290035,雙劍士35,13500,58,0,0,0,3,0,0,0
290036,雙劍士36,14000,64,0,0,0,4,0,0,0
290037,雙劍士37,14500,296,298,0,0,2,2,0,0
290038,雙劍士38,15000,300,0,0,0,3,0,0,0
290039,雙劍士39,16000,304,0,0,0,3,0,0,0
290040,雙劍士40,16500,738,305,0,0,2,2,0,0
290041,雙劍士41,17000,273,0,0,0,4,0,0,0
290042,雙劍士42,17500,275,0,0,0,4,0,0,0
290043,雙劍士43,18000,310,0,0,0,4,0,0,0
290044,雙劍士44,18500,319,0,0,0,4,0,0,0
290045,雙劍士45,19000,333,334,0,0,2,2,0,0
290046,雙劍士46,19500,317,316,0,0,2,2,0,0
290047,雙劍士47,20000,318,0,0,0,4,0,0,0
290048,雙劍士48,20500,326,0,0,0,4,0,0,0
290049,雙劍士49,21000,92,91,0,0,2,2,0,0
290050,雙劍士50,21500,739,94,0,0,2,2,0,0
1000001,黑渦團01,240,124,0,0,0,3,0,0,0
1000002,黑渦團02,266,335,0,0,0,5,0,0,0
1000003,黑渦團03,287,336,0,0,0,3,0,0,0
1000004,黑渦團04,311,337,0,0,0,1,0,0,0
1000005,黑渦團05,345,142,0,0,0,3,0,0,0
1000006,黑渦團06,357,141,0,0,0,3,0,0,0
1000007,黑渦團07,388,36,0,0,0,3,0,0,0
1000008,黑渦團08,431,249,0,0,0,3,0,0,0
1000009,黑渦團09,441,154,0,0,0,3,0,0,0
1000010,黑渦團10,478,291,0,0,0,1,0,0,0
1000011,黑渦團11,531,267,0,0,0,3,0,0,0
1000012,黑渦團12,590,61,0,0,0,3,0,0,0
1000013,黑渦團13,609,350,0,0,0,5,0,0,0
1000014,黑渦團14,629,352,0,0,0,6,0,0,0
1000015,黑渦團15,655,353,0,0,0,1,0,0,0
1000016,黑渦團16,632,69,0,0,0,3,0,0,0
1000017,黑渦團17,653,70,0,0,0,1,0,0,0
1000018,黑渦團18,674,181,0,0,0,3,0,0,0
1000019,黑渦團19,702,75,0,0,0,3,0,0,0
1000020,黑渦團20,749,276,0,0,0,3,0,0,0
1000021,黑渦團21,774,196,0,0,0,3,0,0,0
1000022,黑渦團22,799,197,0,0,0,3,0,0,0
1000023,黑渦團23,832,80,0,0,0,3,0,0,0
1000024,黑渦團24,884,83,0,0,0,3,0,0,0
1000025,黑渦團25,913,85,0,0,0,3,0,0,0
1000026,黑渦團26,943,287,0,0,0,3,0,0,0
1000027,黑渦團27,982,329,0,0,0,4,0,0,0
1000028,黑渦團28,1506,331,0,0,0,5,0,0,0
1000029,黑渦團29,1555,341,0,0,0,5,0,0,0
1000030,黑渦團30,1619,344,0,0,0,1,0,0,0
1000031,黑渦團31,0,0,0,0,0,0,0,0,0
1000032,黑渦團32,0,0,0,0,0,0,0,0,0
1000033,黑渦團33,0,0,0,0,0,0,0,0,0
1000034,黑渦團34,0,0,0,0,0,0,0,0,0
1000035,黑渦團35,0,0,0,0,0,0,0,0,0
1000036,黑渦團36,0,0,0,0,0,0,0,0,0
1000037,黑渦團37,0,0,0,0,0,0,0,0,0
1000038,黑渦團38,0,0,0,0,0,0,0,0,0
1000039,黑渦團39,0,0,0,0,0,0,0,0,0
1000040,黑渦團40,0,0,0,0,0,0,0,0,0
