#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
129,角力學校,191490,82092,578,0,0,0,3008,10
130,九霄雲上,191491,82092,579,0,0,0,3009,10
131,第8賽季水晶衝突：王者,191472,82092,580,0,0,0,3263,5
132,第8賽季水晶衝突：勇者,191473,82092,581,0,0,0,3264,5
133,第8賽季水晶衝突：獲獎者,191474,82092,582,0,0,0,3265,5
134,第8賽季水晶衝突：水晶,191480,82092,583,0,0,0,3266,5
135,第8賽季水晶衝突：鑽石,191479,82092,584,0,0,0,3267,5
136,第8賽季水晶衝突：白金,191478,82092,585,0,0,0,3268,5
137,第8賽季水晶衝突：黃金,191477,82092,586,0,0,0,3269,5
138,第8賽季水晶衝突：白銀,191476,82092,587,0,0,0,3270,5
139,第8賽季水晶衝突：青銅,191475,82092,588,0,0,0,3271,5
140,第9賽季水晶衝突：王者,191481,82092,589,0,0,0,3272,5
141,第9賽季水晶衝突：勇者,191482,82092,590,0,0,0,3273,5
142,第9賽季水晶衝突：獲獎者,191483,82092,591,0,0,0,3274,5
143,第9賽季水晶衝突：水晶,191489,82092,592,0,0,0,3275,5
144,第9賽季水晶衝突：鑽石,191488,82092,593,0,0,0,3276,5
145,第9賽季水晶衝突：白金,191487,82092,594,0,0,0,3277,5
146,第9賽季水晶衝突：黃金,191486,82092,595,0,0,0,3278,5
147,第9賽季水晶衝突：白銀,191485,82092,596,0,0,0,3289,5
148,第9賽季水晶衝突：青銅,191484,82092,597,0,0,0,3280,5
149,第10賽季水晶衝突：王者,191492,82092,598,0,0,0,3281,5
150,第10賽季水晶衝突：勇者,191493,82092,599,0,0,0,3282,5
151,第10賽季水晶衝突：獲獎者,191494,82092,600,0,0,0,3283,5
152,第10賽季水晶衝突：水晶,191500,82092,601,0,0,0,3284,5
153,第10賽季水晶衝突：鑽石,191499,82092,602,0,0,0,3285,5
154,第10賽季水晶衝突：白金,191498,82092,603,0,0,0,3286,5
155,第10賽季水晶衝突：黃金,191497,82092,604,0,0,0,3287,5
156,第10賽季水晶衝突：白銀,191496,82092,605,0,0,0,3288,5
157,第10賽季水晶衝突：青銅,191495,82092,606,0,0,0,3289,5
158,艾奧傑亞神話,191718,82092,572,0,0,0,2252,3
159,多變迷宮：阿羅阿羅島,191719,82092,574,0,0,0,2402,4
160,天書奇談,191716,82092,570,0,0,0,2351,8
161,幻巧拼圖,191717,82092,571,0,0,0,2352,8
162,金碟巨豆中心1,191720,82092,575,0,0,0,3951,7
163,金碟巨豆中心2,191721,82092,576,0,0,0,3952,7
164,金碟巨豆中心3,191722,82092,577,0,0,0,3953,7
165,妖怪手錶,191723,82092,607,0,0,0,3954,7
166,毒蛇劍士,191321,82092,681,0,0,0,2163,2
167,繪靈法師,191322,82092,682,0,0,0,2170,2
168,火山之心,191501,82092,683,0,0,0,3010,10
169,機關大殿,191502,82092,684,0,0,0,3011,10
170,第11賽季水晶衝突：王者,191503,82092,685,0,0,0,3290,5
171,第11賽季水晶衝突：勇者,191504,82092,686,0,0,0,3291,5
172,第11賽季水晶衝突：獲獎者,191505,82092,687,0,0,0,3292,5
173,第11賽季水晶衝突：水晶,191511,82092,688,0,0,0,3293,5
174,第11賽季水晶衝突：鑽石,191510,82092,689,0,0,0,3294,5
175,第11賽季水晶衝突：白金,191509,82092,690,0,0,0,3295,5
176,第11賽季水晶衝突：黃金,191508,82092,691,0,0,0,3296,5
177,第11賽季水晶衝突：白銀,191507,82092,692,0,0,0,3297,5
178,第11賽季水晶衝突：青銅,191506,82092,693,0,0,0,3298,5
179,圖萊尤拉1,191662,82092,701,0,0,0,1036,9
180,圖萊尤拉2,191663,82092,702,0,0,0,1037,9
181,九號解決方案1,191664,82092,699,0,0,0,1038,9
182,九號解決方案2,191665,82092,700,0,0,0,1039,9
183,,0,0,0,0,0,0,0,0
184,,0,0,0,0,0,0,0,0
185,,0,0,0,0,0,0,0,0
186,,0,0,0,0,0,0,0,0
187,,0,0,0,0,0,0,0,0
188,,0,0,0,0,0,0,0,0
189,,0,0,0,0,0,0,0,0
190,,0,0,0,0,0,0,0,0
191,,0,0,0,0,0,0,0,0
192,,0,0,0,0,0,0,0,0
193,,0,0,0,0,0,0,0,0
194,,0,0,0,0,0,0,0,0
195,,0,0,0,0,0,0,0,0
196,,0,0,0,0,0,0,0,0
197,,0,0,0,0,0,0,0,0
198,,0,0,0,0,0,0,0,0
199,,0,0,0,0,0,0,0,0
200,,0,0,0,0,0,0,0,0
201,,0,0,0,0,0,0,0,0
202,,0,0,0,0,0,0,0,0
203,,0,0,0,0,0,0,0,0
204,,0,0,0,0,0,0,0,0
205,,0,0,0,0,0,0,0,0
206,,0,0,0,0,0,0,0,0
207,,0,0,0,0,0,0,0,0
208,,0,0,0,0,0,0,0,0
209,,0,0,0,0,0,0,0,0
210,,0,0,0,0,0,0,0,0
211,,0,0,0,0,0,0,0,0
212,,0,0,0,0,0,0,0,0
213,,0,0,0,0,0,0,0,0
214,,0,0,0,0,0,0,0,0
215,,0,0,0,0,0,0,0,0
216,,0,0,0,0,0,0,0,0
217,,0,0,0,0,0,0,0,0
218,,0,0,0,0,0,0,0,0
219,,0,0,0,0,0,0,0,0
220,,0,0,0,0,0,0,0,0
221,,0,0,0,0,0,0,0,0
222,,0,0,0,0,0,0,0,0
223,,0,0,0,0,0,0,0,0
224,,0,0,0,0,0,0,0,0
225,,0,0,0,0,0,0,0,0
226,,0,0,0,0,0,0,0,0
227,,0,0,0,0,0,0,0,0
228,,0,0,0,0,0,0,0,0
229,,0,0,0,0,0,0,0,0
230,,0,0,0,0,0,0,0,0
231,,0,0,0,0,0,0,0,0
232,,0,0,0,0,0,0,0,0
233,,0,0,0,0,0,0,0,0
234,,0,0,0,0,0,0,0,0
235,,0,0,0,0,0,0,0,0
236,,0,0,0,0,0,0,0,0
237,,0,0,0,0,0,0,0,0
238,,0,0,0,0,0,0,0,0
239,,0,0,0,0,0,0,0,0
240,,0,0,0,0,0,0,0,0
