#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
64,奪魂者（簡易）,190222,82091,177,0,0,0,2062,2
65,吟遊詩人（簡易）,190223,82091,178,0,0,0,2064,2
66,機工士（簡易）,190224,82091,179,0,0,0,2065,2
67,舞者（簡易）,190225,82091,180,0,0,0,2066,2
68,黑魔道士（簡易）,190226,82091,181,0,0,0,2067,2
69,召喚士（簡易）,190227,82091,182,0,0,0,2068,2
70,赤魔道士（簡易）,190228,82091,183,0,0,0,2069,2
71,青魔道士（簡易）,190229,82091,184,0,0,0,2071,2
72,木工師（簡易）,190230,82091,244,0,0,0,2100,2
73,鍛造師（簡易）,190231,82091,245,0,0,0,2101,2
74,甲冑師（簡易）,190232,82091,246,0,0,0,2102,2
75,金工師（簡易）,190233,82091,247,0,0,0,2103,2
76,皮革師（簡易）,190234,82091,248,0,0,0,2104,2
77,裁縫師（簡易）,190235,82091,249,0,0,0,2105,2
78,鍊金術師（簡易）,190236,82091,250,0,0,0,2106,2
79,烹調師（簡易）,190237,82091,251,0,0,0,2107,2
80,採掘師（簡易）,190238,82091,276,0,0,0,2108,2
81,園藝師（簡易）,190239,82091,277,0,0,0,2109,2
82,漁師（簡易）,190240,82091,278,0,0,0,2110,2
83,格里達尼亞,190652,82091,299,0,0,0,1001,9
84,利姆薩·羅敏薩,190651,82091,299,0,0,0,1000,9
85,烏爾達哈,190653,82091,299,0,0,0,1002,9
86,絕 巴哈姆特殲滅戰,190701,82091,319,0,0,0,2500,4
87,絕 究極武器破壞作戰,190702,82091,320,0,0,0,2501,4
88,絕 亞歷山大殲滅戰,190703,82091,321,0,0,0,2502,4
89,絕 龍詩戰爭,190704,82091,322,0,0,0,2503,4
90,第2賽季水晶衝突：王者,190412,82091,323,0,0,0,3209,5
91,第2賽季水晶衝突：勇者,190413,82091,324,0,0,0,3210,5
92,第2賽季水晶衝突：獲獎者,190414,82091,325,0,0,0,3211,5
93,第2賽季水晶衝突：青銅,190415,82091,326,0,0,0,3217,5
94,第2賽季水晶衝突：白銀,190416,82091,327,0,0,0,3216,5
95,第2賽季水晶衝突：黃金,190417,82091,328,0,0,0,3215,5
96,第2賽季水晶衝突：白金,190418,82091,329,0,0,0,3214,5
97,第2賽季水晶衝突：鑽石,190419,82091,330,0,0,0,3213,5
98,第2賽季水晶衝突：水晶,190420,82091,331,0,0,0,3212,5
99,第3賽季水晶衝突：王者,190421,82091,332,0,0,0,3218,5
100,第3賽季水晶衝突：勇者,190422,82091,333,0,0,0,3219,5
101,第3賽季水晶衝突：獲獎者,190423,82091,334,0,0,0,3220,5
102,第3賽季水晶衝突：青銅,190424,82091,335,0,0,0,3226,5
103,第3賽季水晶衝突：白銀,190425,82091,336,0,0,0,3225,5
104,第3賽季水晶衝突：黃金,190426,82091,337,0,0,0,3224,5
105,第3賽季水晶衝突：白金,190427,82091,338,0,0,0,3223,5
106,第3賽季水晶衝突：鑽石,190428,82091,339,0,0,0,3222,5
107,第3賽季水晶衝突：水晶,190429,82091,340,0,0,0,3221,5
108,水晶衝突：藍色,190430,82091,341,0,0,0,3002,10
109,水晶衝突：紅色,190431,82091,342,0,0,0,3003,10
110,多變迷宮：希拉狄哈水道,190705,82091,343,0,0,0,2400,4
111,友好部族任務：奧密克戎族,190966,82091,344,0,0,0,2315,3
112,藍天,190012,82091,1,0,0,0,12,1
113,沙灘,190013,82091,1,0,0,0,11,1
114,星空,190014,82091,1,0,0,0,13,1
115,磚瓦,190015,82091,1,0,0,0,19,1
116,漫畫,190016,82091,1,0,0,0,20,1
117,黑色方格,190017,82091,1,0,0,0,17,1
118,白色方格,190018,82091,1,0,0,0,18,1
119,幾何圖形：圓形,190019,82091,1,0,0,0,21,1
120,乙太特效：紫色,190020,82091,1,0,0,0,16,1
121,乙太特效：藍色,190021,82091,1,0,0,0,14,1
122,乙太特效：紅色,190022,82091,1,0,0,0,15,1
123,樂譜,190023,82091,347,0,0,0,22,7
124,東方樣式,190024,82091,1,0,0,0,23,1
125,稀有度1,190025,82091,1,0,0,0,900,1
126,稀有度2,190026,82091,1,0,0,0,901,1
127,稀有度3,190027,82091,1,0,0,0,902,1
128,稀有度4,190028,82091,1,0,0,0,903,1
129,稀有度5,190029,82091,1,0,0,0,904,1
130,國旗：利姆薩·羅敏薩,190601,82091,346,0,0,0,1010,9
131,國旗：格里達尼亞,190602,82091,346,0,0,0,1011,9
132,國旗：烏爾達哈,190603,82091,346,0,0,0,1012,9
133,第4賽季水晶衝突：王者,190432,82091,409,0,0,0,3227,5
134,第4賽季水晶衝突：勇者,190433,82091,410,0,0,0,3228,5
135,第4賽季水晶衝突：獲獎者,190434,82091,411,0,0,0,3229,5
136,第4賽季水晶衝突：水晶,190440,82091,412,0,0,0,3230,5
137,第4賽季水晶衝突：鑽石,190439,82091,413,0,0,0,3231,5
138,第4賽季水晶衝突：白金,190438,82091,414,0,0,0,3232,5
139,第4賽季水晶衝突：黃金,190437,82091,415,0,0,0,3233,5
140,第4賽季水晶衝突：白銀,190436,82091,416,0,0,0,3234,5
141,第4賽季水晶衝突：青銅,190435,82091,417,0,0,0,3235,5
142,第5賽季水晶衝突：王者,190441,82091,418,0,0,0,3236,5
143,第5賽季水晶衝突：勇者,190442,82091,419,0,0,0,3237,5
144,第5賽季水晶衝突：獲獎者,190443,82091,420,0,0,0,3238,5
145,第5賽季水晶衝突：水晶,190449,82091,421,0,0,0,3239,5
146,第5賽季水晶衝突：鑽石,190448,82091,422,0,0,0,3240,5
147,第5賽季水晶衝突：白金,190447,82091,423,0,0,0,3241,5
148,第5賽季水晶衝突：黃金,190446,82091,424,0,0,0,3242,5
149,第5賽季水晶衝突：白銀,190445,82091,425,0,0,0,3243,5
150,第5賽季水晶衝突：青銅,190444,82091,426,0,0,0,3244,5
151,獵隼陣營,190450,82091,427,0,0,0,3004,10
152,渡鴉陣營,190451,82091,428,0,0,0,3005,10
153,友好部族任務：仙子族,190962,82091,429,0,0,0,2311,3
154,友好部族任務：奇塔利族,190963,82091,430,0,0,0,2312,3
155,友好部族任務：矮人族,190964,82091,431,0,0,0,2313,3
156,友好部族任務：悌陽象族,190965,82091,432,0,0,0,2314,3
157,友好部族任務：兔兔族,190967,82091,433,0,0,0,2316,3
158,絕 歐米茄驗證戰,190706,82091,434,0,0,0,2504,4
159,深層迷宮：正統優雷卡1,190711,82091,465,0,0,0,2358,4
160,深層迷宮：正統優雷卡2,190712,82091,466,0,0,0,2359,4
161,第七星曆編年史：四聖獸奇譚,190713,82091,467,0,0,0,2251,3
162,開拓無人島1,190714,82091,468,0,0,0,2340,8
163,開拓無人島2,190715,82091,469,0,0,0,2341,8
164,第6賽季水晶衝突：王者,190452,82091,502,0,0,0,3245,5
165,第6賽季水晶衝突：勇者,190453,82091,503,0,0,0,3246,5
166,第6賽季水晶衝突：獲獎者,190454,82091,504,0,0,0,3247,5
167,第6賽季水晶衝突：水晶,190460,82091,505,0,0,0,3248,5
168,第6賽季水晶衝突：鑽石,190459,82091,506,0,0,0,3249,5
169,第6賽季水晶衝突：白金,190458,82091,507,0,0,0,3250,5
170,第6賽季水晶衝突：黃金,190457,82091,508,0,0,0,3251,5
171,第6賽季水晶衝突：白銀,190456,82091,509,0,0,0,3252,5
172,第6賽季水晶衝突：青銅,190455,82091,510,0,0,0,3253,5
173,第7賽季水晶衝突：王者,190461,82091,511,0,0,0,3254,5
174,第7賽季水晶衝突：勇者,190462,82091,512,0,0,0,3255,5
175,第7賽季水晶衝突：獲獎者,190463,82091,513,0,0,0,3256,5
176,第7賽季水晶衝突：水晶,190469,82091,514,0,0,0,3257,5
177,第7賽季水晶衝突：鑽石,190468,82091,515,0,0,0,3258,5
178,第7賽季水晶衝突：白金,190467,82091,516,0,0,0,3259,5
179,第7賽季水晶衝突：黃金,190466,82091,517,0,0,0,3260,5
180,第7賽季水晶衝突：白銀,190465,82091,518,0,0,0,3261,5
181,第7賽季水晶衝突：青銅,190464,82091,519,0,0,0,3262,5
182,東方青海波1,190470,82091,520,0,0,0,3006,10
183,東方青海波2,190471,82091,521,0,0,0,3007,10
184,友好部族任務：甲人族,190960,82091,524,0,0,0,2308,3
185,友好部族任務：阿難陀族,190959,82091,525,0,0,0,2309,3
186,友好部族任務：鯰魚精族,190961,82091,526,0,0,0,2310,3
187,青魔道士（華麗）,190320,82091,522,0,0,0,2171,2
188,時代的終結,190716,82091,527,0,0,0,2250,3
189,10周年紀念,190717,82091,523,0,0,0,3950,7
190,多變迷宮：六根山,190718,82091,528,0,0,0,2401,4
191,海釣愛好者,190719,82091,529,0,0,0,2343,8
192,願者上鉤,190720,82091,530,0,0,0,2344,8
193,運籌帷幄,190721,82091,531,0,0,0,2350,8
194,角力學校,190490,82091,578,0,0,0,3008,10
195,九霄雲上,190491,82091,579,0,0,0,3009,10
196,第8賽季水晶衝突：王者,190472,82091,580,0,0,0,3263,5
197,第8賽季水晶衝突：勇者,190473,82091,581,0,0,0,3264,5
198,第8賽季水晶衝突：獲獎者,190474,82091,582,0,0,0,3265,5
199,第8賽季水晶衝突：水晶,190480,82091,583,0,0,0,3266,5
200,第8賽季水晶衝突：鑽石,190479,82091,584,0,0,0,3267,5
201,第8賽季水晶衝突：白金,190478,82091,585,0,0,0,3268,5
202,第8賽季水晶衝突：黃金,190477,82091,586,0,0,0,3269,5
203,第8賽季水晶衝突：白銀,190476,82091,587,0,0,0,3270,5
204,第8賽季水晶衝突：青銅,190475,82091,588,0,0,0,3271,5
205,第9賽季水晶衝突：王者,190481,82091,589,0,0,0,3272,5
206,第9賽季水晶衝突：勇者,190482,82091,590,0,0,0,3273,5
207,第9賽季水晶衝突：獲獎者,190483,82091,591,0,0,0,3274,5
208,第9賽季水晶衝突：水晶,190489,82091,592,0,0,0,3275,5
209,第9賽季水晶衝突：鑽石,190488,82091,593,0,0,0,3276,5
210,第9賽季水晶衝突：白金,190487,82091,594,0,0,0,3277,5
211,第9賽季水晶衝突：黃金,190486,82091,595,0,0,0,3278,5
212,第9賽季水晶衝突：白銀,190485,82091,596,0,0,0,3279,5
213,第9賽季水晶衝突：青銅,190484,82091,597,0,0,0,3280,5
214,第10賽季水晶衝突：王者,190492,82091,598,0,0,0,3281,5
215,第10賽季水晶衝突：勇者,190493,82091,599,0,0,0,3282,5
216,第10賽季水晶衝突：獲獎者,190494,82091,600,0,0,0,3283,5
217,第10賽季水晶衝突：水晶,190500,82091,601,0,0,0,3284,5
218,第10賽季水晶衝突：鑽石,190499,82091,602,0,0,0,3285,5
219,第10賽季水晶衝突：白金,190498,82091,603,0,0,0,3286,5
220,第10賽季水晶衝突：黃金,190497,82091,604,0,0,0,3287,5
221,第10賽季水晶衝突：白銀,190496,82091,605,0,0,0,3288,5
222,第10賽季水晶衝突：青銅,190495,82091,606,0,0,0,3289,5
223,友好部族任務：瓦努族,190956,82091,567,0,0,0,2305,3
224,友好部族任務：骨頜族,190957,82091,568,0,0,0,2306,3
225,友好部族任務：莫古利族,190958,82091,569,0,0,0,2307,3
226,艾奧傑亞神話,190724,82091,572,0,0,0,2252,3
227,多變迷宮：阿羅阿羅島,190725,82091,574,0,0,0,2402,4
228,天書奇談,190722,82091,570,0,0,0,2351,8
229,幻巧拼圖,190723,82091,571,0,0,0,2352,8
230,金碟巨豆中心1,190726,82091,575,0,0,0,3951,7
231,金碟巨豆中心2,190727,82091,576,0,0,0,3952,7
232,金碟巨豆中心3,190728,82091,577,0,0,0,3953,7
233,妖怪手錶,190729,82091,607,0,0,0,3954,7
234,毒蛇劍士（簡易）,190241,82091,703,0,0,0,2063,2
235,毒蛇劍士（華麗）,190321,82091,681,0,0,0,2163,2
236,繪靈法師（簡易）,190242,82091,704,0,0,0,2070,2
237,繪靈法師（華麗）,190322,82091,682,0,0,0,2170,2
238,火山之心,190501,82091,683,0,0,0,3010,10
239,機關大殿,190502,82091,684,0,0,0,3011,10
240,第11賽季水晶衝突：王者,190503,82091,685,0,0,0,3290,5
241,第11賽季水晶衝突：勇者,190504,82091,686,0,0,0,3291,5
242,第11賽季水晶衝突：獲獎者,190505,82091,687,0,0,0,3292,5
243,第11賽季水晶衝突：水晶,190511,82091,688,0,0,0,3293,5
244,第11賽季水晶衝突：鑽石,190510,82091,689,0,0,0,3294,5
245,第11賽季水晶衝突：白金,190509,82091,690,0,0,0,3295,5
246,第11賽季水晶衝突：黃金,190508,82091,691,0,0,0,3296,5
247,第11賽季水晶衝突：白銀,190507,82091,692,0,0,0,3297,5
248,第11賽季水晶衝突：青銅,190506,82091,693,0,0,0,3298,5
249,友好部族任務：地靈族,190954,82091,694,0,0,0,2302,3
250,友好部族任務：風精靈族,190952,82091,695,0,0,0,2301,3
251,友好部族任務：蜥蜴人族,190951,82091,696,0,0,0,2300,3
252,友好部族任務：魚人族,190955,82091,697,0,0,0,2303,3
253,友好部族任務：鳥人族,190953,82091,698,0,0,0,2304,3
254,圖萊尤拉1,190662,82091,701,0,0,0,1036,9
255,圖萊尤拉2,190663,82091,702,0,0,0,1037,9
256,九號解決方案1,190664,82091,699,0,0,0,1038,9
257,九號解決方案2,190665,82091,700,0,0,0,1039,9
258,,0,0,0,0,0,0,0,0
259,,0,0,0,0,0,0,0,0
260,,0,0,0,0,0,0,0,0
261,,0,0,0,0,0,0,0,0
262,,0,0,0,0,0,0,0,0
263,,0,0,0,0,0,0,0,0
264,,0,0,0,0,0,0,0,0
265,,0,0,0,0,0,0,0,0
266,,0,0,0,0,0,0,0,0
267,,0,0,0,0,0,0,0,0
268,,0,0,0,0,0,0,0,0
269,,0,0,0,0,0,0,0,0
270,,0,0,0,0,0,0,0,0
271,,0,0,0,0,0,0,0,0
272,,0,0,0,0,0,0,0,0
273,,0,0,0,0,0,0,0,0
274,,0,0,0,0,0,0,0,0
275,,0,0,0,0,0,0,0,0
276,,0,0,0,0,0,0,0,0
277,,0,0,0,0,0,0,0,0
278,,0,0,0,0,0,0,0,0
279,,0,0,0,0,0,0,0,0
280,,0,0,0,0,0,0,0,0
281,,0,0,0,0,0,0,0,0
282,,0,0,0,0,0,0,0,0
283,,0,0,0,0,0,0,0,0
284,,0,0,0,0,0,0,0,0
285,,0,0,0,0,0,0,0,0
286,,0,0,0,0,0,0,0,0
287,,0,0,0,0,0,0,0,0
288,,0,0,0,0,0,0,0,0
289,,0,0,0,0,0,0,0,0
290,,0,0,0,0,0,0,0,0
291,,0,0,0,0,0,0,0,0
292,,0,0,0,0,0,0,0,0
293,,0,0,0,0,0,0,0,0
294,,0,0,0,0,0,0,0,0
295,,0,0,0,0,0,0,0,0
296,,0,0,0,0,0,0,0,0
297,,0,0,0,0,0,0,0,0
298,,0,0,0,0,0,0,0,0
299,,0,0,0,0,0,0,0,0
300,,0,0,0,0,0,0,0,0
301,,0,0,0,0,0,0,0,0
302,,0,0,0,0,0,0,0,0
303,,0,0,0,0,0,0,0,0
304,,0,0,0,0,0,0,0,0
305,,0,0,0,0,0,0,0,0
306,,0,0,0,0,0,0,0,0
307,,0,0,0,0,0,0,0,0
308,,0,0,0,0,0,0,0,0
309,,0,0,0,0,0,0,0,0
310,,0,0,0,0,0,0,0,0
311,,0,0,0,0,0,0,0,0
312,,0,0,0,0,0,0,0,0
313,,0,0,0,0,0,0,0,0
314,,0,0,0,0,0,0,0,0
315,,0,0,0,0,0,0,0,0
316,,0,0,0,0,0,0,0,0
317,,0,0,0,0,0,0,0,0
318,,0,0,0,0,0,0,0,0
319,,0,0,0,0,0,0,0,0
320,,0,0,0,0,0,0,0,0
321,,0,0,0,0,0,0,0,0
322,,0,0,0,0,0,0,0,0
323,,0,0,0,0,0,0,0,0
324,,0,0,0,0,0,0,0,0
325,,0,0,0,0,0,0,0,0
326,,0,0,0,0,0,0,0,0
327,,0,0,0,0,0,0,0,0
328,,0,0,0,0,0,0,0,0
329,,0,0,0,0,0,0,0,0
330,,0,0,0,0,0,0,0,0
