#,Unknown0,GayaSoundId,ChatRule,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,EnableCompanion,EnablePets,EnableRidePillion,DisableLogoutTimer,Unknown14,EnableReturn,Unknown16,Unknown17,EnableRecommendList,Unknown19,Unknown20,Unknown21,DisableFieldMarkers,Unknown23,EnableActions,Unknown25,Unknown26,EnableTripleTriadMatches,EnableTripleTriadMatchesAnywhere,Unknown29,Unknown30,Unknown31,CanPauseTimeWeather,Unknown33,EnablePvPQuickChat,Unknown35,Unknown36,CanApplyGlamourPlatesAnywhere,Unknown38,EnableFieldMarkerPresets,Unknown40,Unknown41
10,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
11,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
12,1000,0,0,0,True,True,True,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False
13,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False
14,1000,0,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False
15,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
16,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
17,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
18,1000,0,6,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
19,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False
20,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
21,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False
22,1000,0,0,8,False,True,False,True,False,True,False,False,True,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False
23,1000,1,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False
24,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
25,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
26,1000,2,5,0,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
27,1000,0,5,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
28,1000,0,2,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
29,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
30,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False
31,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
32,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
33,1000,0,5,0,True,True,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
34,1000,0,5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
35,1000,1,5,0,False,True,True,True,False,True,False,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False
36,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
37,1000,0,3,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
38,1000,2,5,0,True,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
39,1000,0,7,0,True,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False
40,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
41,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True
42,1000,0,9,0,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,True,False
43,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
44,1000,0,8,0,False,True,True,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
45,1000,0,5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
46,1000,0,5,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
47,1000,0,8,0,True,True,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
48,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True
49,1000,0,0,8,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,False,True,False,False,False,False,True,True,False,True,True,True,True,False,False,False
50,1000,0,1,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
51,1000,0,5,0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
52,1000,0,8,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
53,1000,0,8,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,False,False
54,1000,0,0,0,True,True,True,True,False,True,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
55,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
56,1000,0,0,0,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False
57,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
58,1000,0,5,0,True,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
59,1000,0,10,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
60,1000,1,0,8,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False
61,1000,0,8,0,False,True,True,True,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True
62,1000,0,0,0,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
