#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
323,快速鍵2 - 第11格,HOTBAR_2_A,23,255,253,6,4,False
324,快速鍵2 - 第12格,HOTBAR_2_B,24,255,253,6,4,False
325,快速鍵3 - 第1格,HOTBAR_3_1,25,255,253,6,4,False
326,快速鍵3 - 第2格,HOTBAR_3_2,26,255,253,6,4,False
327,快速鍵3 - 第3格,HOTBAR_3_3,27,255,253,6,4,False
328,快速鍵3 - 第4格,HOTBAR_3_4,28,255,253,6,4,False
329,快速鍵3 - 第5格,HOTBAR_3_5,29,255,253,6,4,False
330,快速鍵3 - 第6格,HOTBAR_3_6,30,255,253,6,4,False
331,快速鍵3 - 第7格,HOTBAR_3_7,31,255,253,6,4,False
332,快速鍵3 - 第8格,HOTBAR_3_8,32,255,253,6,4,False
333,快速鍵3 - 第9格,HOTBAR_3_9,33,255,253,6,4,False
334,快速鍵3 - 第10格,HOTBAR_3_0,34,255,253,6,4,False
335,快速鍵3 - 第11格,HOTBAR_3_A,35,255,253,6,4,False
336,快速鍵3 - 第12格,HOTBAR_3_B,36,255,253,6,4,False
337,快速鍵4 - 第1格,HOTBAR_4_1,37,255,253,6,4,False
338,快速鍵4 - 第2格,HOTBAR_4_2,38,255,253,6,4,False
339,快速鍵4 - 第3格,HOTBAR_4_3,39,255,253,6,4,False
340,快速鍵4 - 第4格,HOTBAR_4_4,40,255,253,6,4,False
341,快速鍵4 - 第5格,HOTBAR_4_5,41,255,253,6,4,False
342,快速鍵4 - 第6格,HOTBAR_4_6,42,255,253,6,4,False
343,快速鍵4 - 第7格,HOTBAR_4_7,43,255,253,6,4,False
344,快速鍵4 - 第8格,HOTBAR_4_8,44,255,253,6,4,False
345,快速鍵4 - 第9格,HOTBAR_4_9,45,255,253,6,4,False
346,快速鍵4 - 第10格,HOTBAR_4_0,46,255,253,6,4,False
347,快速鍵4 - 第11格,HOTBAR_4_A,47,255,253,6,4,False
348,快速鍵4 - 第12格,HOTBAR_4_B,48,255,253,6,4,False
349,快速鍵5 - 第1格,HOTBAR_5_1,49,255,253,6,4,False
350,快速鍵5 - 第2格,HOTBAR_5_2,50,255,253,6,4,False
351,快速鍵5 - 第3格,HOTBAR_5_3,51,255,253,6,4,False
352,快速鍵5 - 第4格,HOTBAR_5_4,52,255,253,6,4,False
353,快速鍵5 - 第5格,HOTBAR_5_5,53,255,253,6,4,False
354,快速鍵5 - 第6格,HOTBAR_5_6,54,255,253,6,4,False
355,快速鍵5 - 第7格,HOTBAR_5_7,55,255,253,6,4,False
356,快速鍵5 - 第8格,HOTBAR_5_8,56,255,253,6,4,False
357,快速鍵5 - 第9格,HOTBAR_5_9,57,255,253,6,4,False
358,快速鍵5 - 第10格,HOTBAR_5_0,58,255,253,6,4,False
359,快速鍵5 - 第11格,HOTBAR_5_A,59,255,253,6,4,False
360,快速鍵5 - 第12格,HOTBAR_5_B,60,255,253,6,4,False
361,快速鍵6 - 第1格,HOTBAR_6_1,61,255,253,6,4,False
362,快速鍵6 - 第2格,HOTBAR_6_2,62,255,253,6,4,False
363,快速鍵6 - 第3格,HOTBAR_6_3,63,255,253,6,4,False
364,快速鍵6 - 第4格,HOTBAR_6_4,64,255,253,6,4,False
365,快速鍵6 - 第5格,HOTBAR_6_5,65,255,253,6,4,False
366,快速鍵6 - 第6格,HOTBAR_6_6,66,255,253,6,4,False
367,快速鍵6 - 第7格,HOTBAR_6_7,67,255,253,6,4,False
368,快速鍵6 - 第8格,HOTBAR_6_8,68,255,253,6,4,False
369,快速鍵6 - 第9格,HOTBAR_6_9,69,255,253,6,4,False
370,快速鍵6 - 第10格,HOTBAR_6_0,70,255,253,6,4,False
371,快速鍵6 - 第11格,HOTBAR_6_A,71,255,253,6,4,False
372,快速鍵6 - 第12格,HOTBAR_6_B,72,255,253,6,4,False
373,快速鍵7 - 第1格,HOTBAR_7_1,73,255,253,6,4,False
374,快速鍵7 - 第2格,HOTBAR_7_2,74,255,253,6,4,False
375,快速鍵7 - 第3格,HOTBAR_7_3,75,255,253,6,4,False
376,快速鍵7 - 第4格,HOTBAR_7_4,76,255,253,6,4,False
377,快速鍵7 - 第5格,HOTBAR_7_5,77,255,253,6,4,False
378,快速鍵7 - 第6格,HOTBAR_7_6,78,255,253,6,4,False
379,快速鍵7 - 第7格,HOTBAR_7_7,79,255,253,6,4,False
380,快速鍵7 - 第8格,HOTBAR_7_8,80,255,253,6,4,False
381,快速鍵7 - 第9格,HOTBAR_7_9,81,255,253,6,4,False
382,快速鍵7 - 第10格,HOTBAR_7_0,82,255,253,6,4,False
383,快速鍵7 - 第11格,HOTBAR_7_A,83,255,253,6,4,False
384,快速鍵7 - 第12格,HOTBAR_7_B,84,255,253,6,4,False
385,快速鍵8 - 第1格,HOTBAR_8_1,85,255,253,6,4,False
386,快速鍵8 - 第2格,HOTBAR_8_2,86,255,253,6,4,False
387,快速鍵8 - 第3格,HOTBAR_8_3,87,255,253,6,4,False
388,快速鍵8 - 第4格,HOTBAR_8_4,88,255,253,6,4,False
389,快速鍵8 - 第5格,HOTBAR_8_5,89,255,253,6,4,False
390,快速鍵8 - 第6格,HOTBAR_8_6,90,255,253,6,4,False
391,快速鍵8 - 第7格,HOTBAR_8_7,91,255,253,6,4,False
392,快速鍵8 - 第8格,HOTBAR_8_8,92,255,253,6,4,False
393,快速鍵8 - 第9格,HOTBAR_8_9,93,255,253,6,4,False
394,快速鍵8 - 第10格,HOTBAR_8_0,94,255,253,6,4,False
395,快速鍵8 - 第11格,HOTBAR_8_A,95,255,253,6,4,False
396,快速鍵8 - 第12格,HOTBAR_8_B,96,255,253,6,4,False
397,快速鍵9 - 第1格,HOTBAR_9_1,97,255,253,6,4,False
398,快速鍵9 - 第2格,HOTBAR_9_2,98,255,253,6,4,False
399,快速鍵9 - 第3格,HOTBAR_9_3,99,255,253,6,4,False
400,快速鍵9 - 第4格,HOTBAR_9_4,100,255,253,6,4,False
401,快速鍵9 - 第5格,HOTBAR_9_5,101,255,253,6,4,False
402,快速鍵9 - 第6格,HOTBAR_9_6,102,255,253,6,4,False
403,快速鍵9 - 第7格,HOTBAR_9_7,103,255,253,6,4,False
404,快速鍵9 - 第8格,HOTBAR_9_8,104,255,253,6,4,False
405,快速鍵9 - 第9格,HOTBAR_9_9,105,255,253,6,4,False
406,快速鍵9 - 第10格,HOTBAR_9_0,106,255,253,6,4,False
407,快速鍵9 - 第11格,HOTBAR_9_A,107,255,253,6,4,False
408,快速鍵9 - 第12格,HOTBAR_9_B,108,255,253,6,4,False
409,快速鍵10 - 第1格,HOTBAR_10_1,109,255,253,6,4,False
410,快速鍵10 - 第2格,HOTBAR_10_2,110,255,253,6,4,False
411,快速鍵10 - 第3格,HOTBAR_10_3,111,255,253,6,4,False
412,快速鍵10 - 第4格,HOTBAR_10_4,112,255,253,6,4,False
413,快速鍵10 - 第5格,HOTBAR_10_5,113,255,253,6,4,False
414,快速鍵10 - 第6格,HOTBAR_10_6,114,255,253,6,4,False
415,快速鍵10 - 第7格,HOTBAR_10_7,115,255,253,6,4,False
416,快速鍵10 - 第8格,HOTBAR_10_8,116,255,253,6,4,False
417,快速鍵10 - 第9格,HOTBAR_10_9,117,255,253,6,4,False
418,快速鍵10 - 第10格,HOTBAR_10_0,118,255,253,6,4,False
419,快速鍵10 - 第11格,HOTBAR_10_A,119,255,253,6,4,False
420,快速鍵10 - 第12格,HOTBAR_10_B,120,255,253,6,4,False
421,特殊快速鍵 - 第1格,HOTBAR_EX_1,121,255,253,6,4,False
422,特殊快速鍵 - 第2格,HOTBAR_EX_2,122,255,253,6,4,False
423,特殊快速鍵 - 第3格,HOTBAR_EX_3,123,255,253,6,4,False
424,特殊快速鍵 - 第4格,HOTBAR_EX_4,124,255,253,6,4,False
425,特殊快速鍵 - 第5格,HOTBAR_EX_5,125,255,253,6,4,False
426,特殊快速鍵 - 第6格,HOTBAR_EX_6,126,255,253,6,4,False
427,特殊快速鍵 - 第7格,HOTBAR_EX_7,127,255,253,6,4,False
428,特殊快速鍵 - 第8格,HOTBAR_EX_8,128,255,253,6,4,False
429,特殊快速鍵 - 第9格,HOTBAR_EX_9,129,255,253,6,4,False
430,特殊快速鍵 - 第10格,HOTBAR_EX_0,130,255,253,6,4,False
431,特殊快速鍵 - 第11格,HOTBAR_EX_A,131,255,253,6,4,False
432,特殊快速鍵 - 第12格,HOTBAR_EX_B,132,255,253,6,4,False
433,任務指令2,HOTBAR_CONTENTS_ACT_L,134,255,253,6,4,False
434,任務指令1,HOTBAR_CONTENTS_ACT_R,133,255,253,6,4,False
451, 上方向鍵,VIRTUAL_PAD_UP,1,255,255,7,0,False
452, 下方向鍵,VIRTUAL_PAD_DOWN,2,255,255,7,0,False
453, 左方向鍵,VIRTUAL_PAD_LEFT,3,255,255,7,0,False
454, 右方向鍵,VIRTUAL_PAD_RIGHT,4,255,255,7,0,False
455, Y鍵,VIRTUAL_PAD_TRIANGLE,5,255,255,7,0,False
456, B鍵,VIRTUAL_PAD_CIRCLE,6,255,255,7,0,False
457, A鍵,VIRTUAL_PAD_CROSS,7,255,255,7,0,False
458, X鍵,VIRTUAL_PAD_SQUARE,8,255,255,7,0,False
459, START鍵,VIRTUAL_PAD_START,9,255,255,7,0,False
460, BACK鍵,VIRTUAL_PAD_SELECT,10,255,255,7,0,False
461, LB鍵,VIRTUAL_PAD_L1,11,255,255,7,0,False
462, LT鍵,VIRTUAL_PAD_L2,12,255,255,7,0,False
463, RB鍵,VIRTUAL_PAD_R1,13,255,255,7,0,False
464, RT鍵,VIRTUAL_PAD_R2,14,255,255,7,0,False
465, 左搖杆按鍵,VIRTUAL_PAD_L3,15,255,255,7,0,False
466, 右搖杆按鍵,VIRTUAL_PAD_R3,16,255,255,7,0,False
467, 左搖杆上方向,VIRTUAL_PAD_LSTICK_UP,17,255,255,7,0,False
468, 左搖杆下方向,VIRTUAL_PAD_LSTICK_DOWN,18,255,255,7,0,False
469, 左搖杆左方向,VIRTUAL_PAD_LSTICK_LEFT,19,255,255,7,0,False
470, 左搖杆右方向,VIRTUAL_PAD_LSTICK_RIGHT,20,255,255,7,0,False
471, 右搖杆上方向,VIRTUAL_PAD_RSTICK_UP,21,255,255,7,0,False
472, 右搖杆下方向,VIRTUAL_PAD_RSTICK_DOWN,22,255,255,7,0,False
473, 右搖杆左方向,VIRTUAL_PAD_RSTICK_LEFT,23,255,255,7,0,False
