#,Name,Image,Icon,UnlockCondition,Unknown_70_1,Unknown_70_2,Unknown0,SortKey,Category
41,第1賽季水晶衝突：水晶,192411,82093,153,0,0,0,3203,5
42,,0,0,0,0,0,0,0,0
43,,0,0,0,0,0,0,0,0
44,絕 巴哈姆特殲滅戰,192701,82093,319,0,0,0,2500,4
45,絕 究極武器殲滅戰,192702,82093,320,0,0,0,2501,4
46,絕 亞歷山大殲滅戰,192703,82093,321,0,0,0,2502,4
47,絕 龍詩戰爭,192704,82093,322,0,0,0,2503,4
48,第2賽季水晶衝突：王者,192412,82093,323,0,0,0,3209,5
49,第2賽季水晶衝突：勇者,192413,82093,324,0,0,0,3210,5
50,第2賽季水晶衝突：獲獎者,192414,82093,325,0,0,0,3211,5
51,第2賽季水晶衝突：青銅,192415,82093,326,0,0,0,3217,5
52,第2賽季水晶衝突：白銀,192416,82093,327,0,0,0,3216,5
53,第2賽季水晶衝突：黃金,192417,82093,328,0,0,0,3215,5
54,第2賽季水晶衝突：白金,192418,82093,329,0,0,0,3214,5
55,第2賽季水晶衝突：鑽石,192419,82093,330,0,0,0,3213,5
56,第2賽季水晶衝突：水晶,192420,82093,331,0,0,0,3212,5
57,第3賽季水晶衝突：王者,192421,82093,332,0,0,0,3218,5
58,第3賽季水晶衝突：勇者,192422,82093,333,0,0,0,3219,5
59,第3賽季水晶衝突：獲獎者,192423,82093,334,0,0,0,3220,5
60,第3賽季水晶衝突：青銅,192424,82093,335,0,0,0,3226,5
61,第3賽季水晶衝突：白銀,192425,82093,336,0,0,0,3225,5
62,第3賽季水晶衝突：黃金,192426,82093,337,0,0,0,3224,5
63,第3賽季水晶衝突：白金,192427,82093,338,0,0,0,3223,5
64,第3賽季水晶衝突：鑽石,192428,82093,339,0,0,0,3222,5
65,第3賽季水晶衝突：水晶,192429,82093,340,0,0,0,3221,5
66,水晶衝突：藍色,192430,82093,341,0,0,0,3002,10
67,水晶衝突：紅色,192431,82093,342,0,0,0,3003,10
68,多變迷宮：希拉狄哈水道,192705,82093,343,0,0,0,2400,4
69,友好部族任務：奧密克戎族,192966,82093,344,0,0,0,2315,3
70,國旗：利姆薩·羅敏薩,192601,82093,346,0,0,0,1010,9
71,國旗：格里達尼亞,192602,82093,346,0,0,0,1011,9
72,國旗：烏爾達哈,192603,82093,346,0,0,0,1012,9
73,花飾,192015,82093,1,0,0,0,3,1
74,氣泡,192016,82093,1,0,0,0,21,1
75,粒子,192019,82093,1,0,0,0,30,1
76,音符,192018,82093,347,0,0,0,31,7
77,命名日,192012,82093,1,0,0,0,20,1
78,新人,192013,82093,1,0,0,0,19,1
79,光澤,192014,82093,1,0,0,0,33,1
80,玫瑰,192017,82093,1,0,0,0,34,1
81,第4賽季水晶衝突：王者,192432,82093,409,0,0,0,3227,5
82,第4賽季水晶衝突：勇者,192433,82093,410,0,0,0,3228,5
83,第4賽季水晶衝突：獲獎者,192434,82093,411,0,0,0,3229,5
84,第4賽季水晶衝突：水晶,192440,82093,412,0,0,0,3230,5
85,第4賽季水晶衝突：鑽石,192439,82093,413,0,0,0,3231,5
86,第4賽季水晶衝突：白金,192438,82093,414,0,0,0,3232,5
87,第4賽季水晶衝突：黃金,192437,82093,415,0,0,0,3233,5
88,第4賽季水晶衝突：白銀,192436,82093,416,0,0,0,3234,5
89,第4賽季水晶衝突：青銅,192435,82093,417,0,0,0,3235,5
90,第5賽季水晶衝突：王者,192441,82093,418,0,0,0,3236,5
91,第5賽季水晶衝突：勇者,192442,82093,419,0,0,0,3237,5
92,第5賽季水晶衝突：獲獎者,192443,82093,420,0,0,0,3238,5
93,第5賽季水晶衝突：水晶,192449,82093,421,0,0,0,3239,5
94,第5賽季水晶衝突：鑽石,192448,82093,422,0,0,0,3240,5
95,第5賽季水晶衝突：白金,192447,82093,423,0,0,0,3241,5
96,第5賽季水晶衝突：黃金,192446,82093,424,0,0,0,3242,5
97,第5賽季水晶衝突：白銀,192445,82093,425,0,0,0,3243,5
98,第5賽季水晶衝突：青銅,192444,82093,426,0,0,0,3244,5
99,獵隼陣營,192450,82093,427,0,0,0,3004,10
100,渡鴉陣營,192451,82093,428,0,0,0,3005,10
101,友好部族任務：仙子族,192962,82093,429,0,0,0,2311,3
102,友好部族任務：奇塔利族,192963,82093,430,0,0,0,2312,3
103,友好部族任務：矮人族,192964,82093,431,0,0,0,2313,3
104,友好部族任務：悌陽象族,192965,82093,432,0,0,0,2314,3
105,友好部族任務：兔兔族,192967,82093,433,0,0,0,2316,3
106,絕 歐米茄驗證戰,192706,82093,434,0,0,0,2504,4
107,深層迷宮：正統優雷卡1,192711,82093,465,0,0,0,2358,4
108,深層迷宮：正統優雷卡2,192712,82093,466,0,0,0,2359,4
109,開拓無人島1,192713,82093,468,0,0,0,2340,8
110,開拓無人島2,192714,82093,469,0,0,0,2341,8
111,第6賽季水晶衝突：王者,192452,82093,502,0,0,0,3245,5
112,第6賽季水晶衝突：勇者,192453,82093,503,0,0,0,3246,5
113,第6賽季水晶衝突：獲獎者,192454,82093,504,0,0,0,3247,5
114,第6賽季水晶衝突：水晶,192460,82093,505,0,0,0,3248,5
115,第6賽季水晶衝突：鑽石,192459,82093,506,0,0,0,3249,5
116,第6賽季水晶衝突：白金,192458,82093,507,0,0,0,3250,5
117,第6賽季水晶衝突：黃金,192457,82093,508,0,0,0,3251,5
118,第6賽季水晶衝突：白銀,192456,82093,509,0,0,0,3252,5
119,第6賽季水晶衝突：青銅,192455,82093,510,0,0,0,3253,5
120,第7賽季水晶衝突：王者,192461,82093,511,0,0,0,3254,5
121,第7賽季水晶衝突：勇者,192462,82093,512,0,0,0,3255,5
122,第7賽季水晶衝突：獲獎者,192463,82093,513,0,0,0,3256,5
123,第7賽季水晶衝突：水晶,192469,82093,514,0,0,0,3257,5
124,第7賽季水晶衝突：鑽石,192468,82093,515,0,0,0,3258,5
125,第7賽季水晶衝突：白金,192467,82093,516,0,0,0,3259,5
126,第7賽季水晶衝突：黃金,192466,82093,517,0,0,0,3260,5
127,第7賽季水晶衝突：白銀,192465,82093,518,0,0,0,3261,5
128,第7賽季水晶衝突：青銅,192464,82093,519,0,0,0,3262,5
129,東方惡鬼面具,192470,82093,520,0,0,0,3006,10
130,東方老翁面具,192471,82093,521,0,0,0,3007,10
131,友好部族任務：甲人族,192960,82093,524,0,0,0,2308,3
132,友好部族任務：阿難陀族,192959,82093,525,0,0,0,2309,3
133,友好部族任務：鯰魚精族,192961,82093,526,0,0,0,2310,3
134,青魔道士,192320,82093,522,0,0,0,2171,2
135,10周年紀念,192715,82093,523,0,0,0,3950,7
136,多變迷宮：六根山,192716,82093,528,0,0,0,2401,4
137,海釣愛好者,192717,82093,529,0,0,0,2343,8
138,願者上鉤,192718,82093,530,0,0,0,2344,8
139,運籌帷幄,192719,82093,531,0,0,0,2350,8
140,角力學校,192490,82093,578,0,0,0,3008,10
141,九霄雲上,192491,82093,579,0,0,0,3009,10
142,第8賽季水晶衝突：王者,192472,82093,580,0,0,0,3263,5
143,第8賽季水晶衝突：勇者,192473,82093,581,0,0,0,3264,5
144,第8賽季水晶衝突：獲獎者,192474,82093,582,0,0,0,3265,5
145,第8賽季水晶衝突：水晶,192480,82093,583,0,0,0,3266,5
146,第8賽季水晶衝突：鑽石,192479,82093,584,0,0,0,3267,5
147,第8賽季水晶衝突：白金,192478,82093,585,0,0,0,3268,5
148,第8賽季水晶衝突：黃金,192477,82093,586,0,0,0,3269,5
149,第8賽季水晶衝突：白銀,192476,82093,587,0,0,0,3270,5
150,第8賽季水晶衝突：青銅,192475,82093,588,0,0,0,3271,5
151,第9賽季水晶衝突：王者,192481,82093,589,0,0,0,3272,5
152,第9賽季水晶衝突：勇者,192482,82093,590,0,0,0,3273,5
153,第9賽季水晶衝突：獲獎者,192483,82093,591,0,0,0,3274,5
154,第9賽季水晶衝突：水晶,192489,82093,592,0,0,0,3275,5
155,第9賽季水晶衝突：鑽石,192488,82093,593,0,0,0,3276,5
156,第9賽季水晶衝突：白金,192487,82093,594,0,0,0,3277,5
157,第9賽季水晶衝突：黃金,192486,82093,595,0,0,0,3278,5
158,第9賽季水晶衝突：白銀,192485,82093,596,0,0,0,3279,5
159,第9賽季水晶衝突：青銅,192484,82093,597,0,0,0,3280,5
160,第10賽季水晶衝突：王者,192492,82093,598,0,0,0,3281,5
161,第10賽季水晶衝突：勇者,192493,82093,599,0,0,0,3282,5
162,第10賽季水晶衝突：獲獎者,192494,82093,600,0,0,0,3283,5
163,第10賽季水晶衝突：水晶,192500,82093,601,0,0,0,3284,5
164,第10賽季水晶衝突：鑽石,192499,82093,602,0,0,0,3285,5
165,第10賽季水晶衝突：白金,192498,82093,603,0,0,0,3286,5
166,第10賽季水晶衝突：黃金,192497,82093,604,0,0,0,3287,5
167,第10賽季水晶衝突：白銀,192496,82093,605,0,0,0,3288,5
168,第10賽季水晶衝突：青銅,192495,82093,606,0,0,0,3289,5
169,友好部族任務：瓦努族,192956,82093,567,0,0,0,2305,3
170,友好部族任務：骨頜族,192957,82093,568,0,0,0,2306,3
171,友好部族任務：莫古利族,192958,82093,569,0,0,0,2307,3
172,艾奧傑亞神話：哈羅妮,192722,82093,572,0,0,0,2252,3
173,艾奧傑亞神話：梅茵菲娜,192723,82093,572,0,0,0,2253,3
174,艾奧傑亞神話：沙利亞克,192724,82093,572,0,0,0,2254,3
175,艾奧傑亞神話：妮美雅,192725,82093,572,0,0,0,2255,3
176,艾奧傑亞神話：利姆萊茵,192726,82093,572,0,0,0,2256,3
177,艾奧傑亞神話：奧修昂,192727,82093,572,0,0,0,2257,3
178,艾奧傑亞神話：比爾格,192728,82093,572,0,0,0,2258,3
179,艾奧傑亞神話：拉爾戈,192729,82093,572,0,0,0,2259,3
180,艾奧傑亞神話：阿澤瑪,192730,82093,572,0,0,0,2260,3
181,艾奧傑亞神話：納爾札爾,192731,82093,572,0,0,0,2261,3
182,艾奧傑亞神話：諾菲卡,192732,82093,572,0,0,0,2262,3
183,艾奧傑亞神話：阿爾基克,192733,82093,572,0,0,0,2263,3
184,多變迷宮：阿羅阿羅島,192734,82093,574,0,0,0,2402,4
185,天書奇談,192720,82093,570,0,0,0,2351,8
186,幻巧拼圖,192721,82093,571,0,0,0,2352,8
187,金碟巨豆中心1,192735,82093,575,0,0,0,3951,7
188,金碟巨豆中心2,192736,82093,576,0,0,0,3952,7
189,金碟巨豆中心3,192737,82093,577,0,0,0,3953,7
190,妖怪手錶,192738,82093,607,0,0,0,3954,7
191,毒蛇劍士,192321,82093,681,0,0,0,2163,2
192,繪靈法師,192322,82093,682,0,0,0,2170,2
193,火山之心,192501,82093,683,0,0,0,3010,10
194,機關大殿,192502,82093,684,0,0,0,3011,10
195,第11賽季水晶衝突：王者,192503,82093,685,0,0,0,3290,5
196,第11賽季水晶衝突：勇者,192504,82093,686,0,0,0,3291,5
197,第11賽季水晶衝突：獲獎者,192505,82093,687,0,0,0,3292,5
198,第11賽季水晶衝突：水晶,192511,82093,688,0,0,0,3293,5
199,第11賽季水晶衝突：鑽石,192510,82093,689,0,0,0,3294,5
200,第11賽季水晶衝突：白金,192509,82093,690,0,0,0,3295,5
201,第11賽季水晶衝突：黃金,192508,82093,691,0,0,0,3296,5
202,第11賽季水晶衝突：白銀,192507,82093,692,0,0,0,3297,5
203,第11賽季水晶衝突：青銅,192506,82093,693,0,0,0,3298,5
204,友好部族任務：地靈族,192954,82093,694,0,0,0,2302,3
205,友好部族任務：風精靈族,192952,82093,695,0,0,0,2301,3
206,友好部族任務：蜥蜴人族,192951,82093,696,0,0,0,2300,3
207,友好部族任務：魚人族,192955,82093,697,0,0,0,2303,3
208,友好部族任務：鳥人族,192953,82093,698,0,0,0,2304,3
209,圖萊尤拉1,192662,82093,701,0,0,0,1036,9
210,圖萊尤拉2,192663,82093,702,0,0,0,1037,9
211,九號解決方案1,192664,82093,699,0,0,0,1038,9
212,九號解決方案2,192665,82093,700,0,0,0,1039,9
213,塵封秘岩,192512,82093,756,0,0,0,3013,10
214,赤土紅沙,192513,82093,757,0,0,0,3012,10
215,第12賽季水晶衝突：王者,192514,82093,758,0,0,0,3299,5
216,第12賽季水晶衝突：勇者,192515,82093,759,0,0,0,3300,5
217,第12賽季水晶衝突：獲獎者,192516,82093,760,0,0,0,3301,5
218,第12賽季水晶衝突：水晶,192522,82093,761,0,0,0,3302,5
219,第12賽季水晶衝突：鑽石,192521,82093,762,0,0,0,3303,5
220,第12賽季水晶衝突：白金,192520,82093,763,0,0,0,3304,5
221,第12賽季水晶衝突：黃金,192519,82093,764,0,0,0,3305,5
222,第12賽季水晶衝突：白銀,192518,82093,765,0,0,0,3306,5
223,第12賽季水晶衝突：青銅,192517,82093,766,0,0,0,3307,5
224,友好部族任務：佩魯佩魯族,192968,82093,767,0,0,0,2317,3
225,伊修加爾德1,192654,82093,768,0,0,0,1020,9
226,伊修加爾德2,192672,82093,769,0,0,0,1021,9
227,田園郡1,192655,82093,770,0,0,0,1022,9
228,田園郡2,192673,82093,771,0,0,0,1023,9
229,黃金港1,192656,82093,772,0,0,0,1024,9
230,黃金港2,192668,82093,773,0,0,0,1025,9
231,神拳痕1,192657,82093,774,0,0,0,1026,9
232,神拳痕2,192669,82093,775,0,0,0,1027,9
233,水晶都1,192658,82093,776,0,0,0,1028,9
234,水晶都2,192670,82093,777,0,0,0,1029,9
235,遊末邦1,192659,82093,778,0,0,0,1030,9
236,遊末邦2,192671,82093,779,0,0,0,1031,9
237,舊薩雷安1,192660,82093,780,0,0,0,1032,9
238,舊薩雷安2,192666,82093,781,0,0,0,1033,9
239,拉札漢1,192661,82093,782,0,0,0,1034,9
240,拉札漢2,192667,82093,783,0,0,0,1035,9
241,,0,0,0,0,0,0,0,0
242,,0,0,0,0,0,0,0,0
243,,0,0,0,0,0,0,0,0
244,,0,0,0,0,0,0,0,0
245,,0,0,0,0,0,0,0,0
246,,0,0,0,0,0,0,0,0
247,,0,0,0,0,0,0,0,0
248,,0,0,0,0,0,0,0,0
249,,0,0,0,0,0,0,0,0
250,,0,0,0,0,0,0,0,0
251,,0,0,0,0,0,0,0,0
252,,0,0,0,0,0,0,0,0
253,,0,0,0,0,0,0,0,0
254,,0,0,0,0,0,0,0,0
255,,0,0,0,0,0,0,0,0
256,,0,0,0,0,0,0,0,0
257,,0,0,0,0,0,0,0,0
258,,0,0,0,0,0,0,0,0
259,,0,0,0,0,0,0,0,0
260,,0,0,0,0,0,0,0,0
261,,0,0,0,0,0,0,0,0
262,,0,0,0,0,0,0,0,0
263,,0,0,0,0,0,0,0,0
264,,0,0,0,0,0,0,0,0
265,,0,0,0,0,0,0,0,0
266,,0,0,0,0,0,0,0,0
267,,0,0,0,0,0,0,0,0
268,,0,0,0,0,0,0,0,0
269,,0,0,0,0,0,0,0,0
270,,0,0,0,0,0,0,0,0
