#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262248,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262249,購買工具,0,0,0,0,0,0,True
262250,購買武器,0,0,0,0,0,0,True
262251,購買戰鬥防具,0,0,0,0,0,0,True
262252,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262253,購買工具,0,0,0,0,0,0,True
262254,購買武器,0,0,0,0,0,0,True
262255,購買戰鬥防具,0,0,0,0,0,0,True
262256,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262257,,0,0,0,0,0,0,True
262258,購買工具,0,0,0,0,0,0,True
262259,購買武器,0,0,0,0,0,0,True
262260,購買戰鬥防具,0,0,0,0,0,0,True
262261,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262262,購買工具,0,0,0,0,0,0,True
262263,購買武器,0,0,0,0,0,0,True
262264,購買戰鬥防具,0,0,0,0,0,0,True
262265,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262266,購買工具,0,0,0,0,0,0,True
262267,購買武器,0,0,0,0,0,0,True
262268,購買戰鬥防具,0,0,0,0,0,0,True
262269,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262270,購買武器,0,0,0,0,0,0,True
262271,購買工具,0,0,0,0,0,0,True
262272,購買戰鬥防具,0,0,0,0,0,0,True
262273,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262274,購買工具,0,0,0,0,0,0,True
262275,購買武器,0,0,0,0,0,0,True
262276,購買戰鬥防具,0,0,0,0,0,0,True
262277,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262278,購買武器,0,0,0,0,0,0,True
262279,購買工具,0,0,0,0,0,0,True
262280,購買戰鬥防具,0,0,0,0,0,0,True
262281,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262282,購買工具,0,0,0,0,0,0,True
262283,購買武器,0,0,0,0,0,0,True
262284,購買戰鬥防具,0,0,0,0,0,0,True
262285,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262286,購買武器,0,0,0,0,0,0,True
262287,購買工具,0,0,0,0,0,0,True
262288,購買戰鬥防具,0,0,0,0,0,0,True
262289,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262290,購買工具,0,0,0,0,0,0,True
262291,購買武器,0,0,0,0,0,0,True
262292,購買戰鬥防具,0,0,0,0,0,0,True
262293,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262294,購買工具,0,0,0,0,0,0,True
262295,購買武器,0,0,0,0,0,0,True
262296,購買戰鬥防具,0,0,0,0,0,0,True
262297,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262298,購買工具,0,0,0,0,0,0,True
262299,購買武器,0,0,0,0,0,0,True
262300,購買戰鬥防具,0,0,0,0,0,0,True
262301,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262302,購買工具,0,0,0,0,0,0,True
262303,購買武器,0,0,0,0,0,0,True
262304,購買戰鬥防具,0,0,0,0,0,0,True
262305,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262306,購買工具,0,0,0,0,0,0,True
262307,購買武器,0,0,0,0,0,0,True
262308,購買戰鬥防具,0,0,0,0,0,0,True
262309,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262310,購買工具,0,0,0,0,0,0,True
262311,購買武器,0,0,0,0,0,0,True
262312,購買戰鬥防具,0,0,0,0,0,0,True
262313,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262314,購買工具,0,0,0,0,0,0,True
262315,購買武器,0,0,0,0,0,0,True
262316,購買戰鬥防具,0,0,0,0,0,0,True
262317,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262318,購買工具,0,0,0,0,0,0,True
262319,購買武器,0,0,0,0,0,0,True
262320,購買戰鬥防具,0,0,0,0,0,0,True
262321,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262322,購買工具,0,0,0,0,0,0,True
262323,購買武器,0,0,0,0,0,0,True
262324,購買戰鬥防具,0,0,0,0,0,0,True
262325,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262326,購買工具,0,0,0,0,0,0,True
262327,購買武器,0,0,0,0,0,0,True
262328,購買戰鬥防具,0,0,0,0,0,0,True
262329,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262330,購買工具,0,0,0,0,0,0,True
262331,購買武器,0,0,0,0,0,0,True
262332,購買戰鬥防具,0,0,0,0,0,0,True
262333,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262334,購買工具,0,0,0,0,0,0,True
262335,購買武器,0,0,0,0,0,0,True
262336,購買戰鬥防具,0,0,0,0,0,0,True
262337,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262338,購買工具,0,0,0,0,0,0,True
262339,購買武器,0,0,0,0,0,0,True
262340,購買戰鬥防具,0,0,0,0,0,0,True
262341,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262342,購買工具,0,0,0,0,0,0,True
262343,購買武器,0,0,0,0,0,0,True
262344,購買戰鬥防具,0,0,0,0,0,0,True
262345,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262346,購買武器,0,0,0,0,0,0,True
262347,購買工具,0,0,0,0,0,0,True
262348,購買戰鬥防具,0,0,0,0,0,0,True
262349,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262350,,0,0,0,0,0,0,True
262351,購買工具,0,0,0,0,0,0,True
262352,購買武器,0,0,0,0,0,0,True
262353,購買戰鬥防具,0,0,0,0,0,0,True
262354,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262355,購買工具,0,0,0,0,0,0,True
262356,購買武器,0,0,0,0,0,0,True
262357,購買戰鬥防具,0,0,0,0,0,0,True
262358,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262359,購買工具,0,0,0,0,0,0,True
262360,購買武器,0,0,0,0,0,0,True
262361,購買戰鬥防具,0,0,0,0,0,0,True
262362,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262363,購買工具,0,0,0,0,0,0,True
262364,購買武器,0,0,0,0,0,0,True
262365,購買戰鬥防具,0,0,0,0,0,0,True
262366,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262367,購買工具,0,0,0,0,0,0,True
262368,購買武器,0,0,0,0,0,0,True
262369,購買戰鬥防具,0,0,0,0,0,0,True
262370,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262371,購買工具,0,0,0,0,0,0,True
262372,購買工具,0,0,0,0,0,0,True
262373,購買武器,0,0,0,0,0,0,True
262374,購買戰鬥防具,0,0,0,0,0,0,True
262375,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262376,,0,0,0,0,0,0,True
262377,,0,0,0,0,0,0,True
262378,購買工具,0,0,0,0,0,0,True
262379,購買武器,0,0,0,0,0,0,True
262380,購買戰鬥防具,0,0,0,0,0,0,True
262381,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262382,購買工具,0,0,0,0,0,0,True
262383,購買武器,0,0,0,0,0,0,True
262384,購買戰鬥防具,0,0,0,0,0,0,True
262385,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262386,購買工具,0,0,0,0,0,0,True
262387,購買武器,0,0,0,0,0,0,True
262388,購買戰鬥防具,0,0,0,0,0,0,True
262389,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262390,購買工具,0,0,0,0,0,0,True
262391,購買工具,0,0,0,0,0,0,True
262392,購買工具,0,0,0,0,0,0,True
262393,購買武器,0,0,0,0,0,0,True
262394,購買戰鬥防具,0,0,0,0,0,0,True
262395,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262396,購買工具,0,0,0,0,0,0,True
262397,購買武器,0,0,0,0,0,0,True
262398,購買戰鬥防具,0,0,0,0,0,0,True
262399,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262400,購買工具,0,0,0,0,0,0,True
262401,購買武器,0,0,0,0,0,0,True
262402,購買戰鬥防具,0,0,0,0,0,0,True
262403,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262404,,0,0,0,0,0,0,True
262405,,0,0,0,0,0,0,True
262406,,0,0,0,0,0,0,True
262407,,0,0,0,0,0,0,True
262408,購買武器,0,0,0,0,0,0,True
262409,購買戰鬥防具,0,0,0,0,0,0,True
262410,購買武器,0,0,0,0,0,0,True
262411,購買戰鬥防具,0,0,0,0,0,0,True
262412,購買武器,0,0,0,0,0,0,True
262413,購買戰鬥防具,0,0,0,0,0,0,True
262414,,0,0,0,0,13,0,True
262415,,0,0,0,0,2,0,True
262419,購買道具（室外建材、庭具、樂譜）,0,0,0,0,0,0,True
262420,購買道具（室外建材、庭具、樂譜）,0,0,0,0,0,0,True
262421,購買道具（室外建材、庭具、樂譜）,0,0,0,0,0,0,True
262422,購買道具,0,0,0,0,0,0,True
262423,,0,0,0,0,5,0,True
262424,,0,0,0,0,8,0,True
262425,,0,0,0,0,9,0,True
262426,,0,0,0,0,0,0,False
262427,,0,0,0,0,0,0,False
262428,,0,0,0,0,0,0,False
262429,,0,0,0,0,0,0,False
262430,,0,0,0,0,0,0,False
262431,,0,0,0,0,0,0,False
262432,,0,0,0,0,0,0,False
262433,,0,0,0,0,0,0,False
262434,,0,0,0,0,0,0,True
262435,,0,0,0,0,0,0,True
262436,,0,0,0,0,0,0,True
262437,,0,0,0,0,0,0,True
262438,,0,0,0,0,0,0,True
262439,,0,0,0,0,0,0,True
262440,,0,0,0,0,0,0,True
262441,,0,0,0,0,0,0,True
262442,,0,0,0,0,0,0,True
262443,再次購買50級防具（購買戰鬥精英）,0,0,0,0,0,0,True
262444,再次購買50級防具（購買魔法導師）,0,0,0,0,0,0,True
262445,再次購買50級武器、購買工具,0,0,0,0,0,0,True
262446,再次購買任務報酬1,0,0,0,0,0,0,True
262449,再次購買成就報酬1,0,0,0,0,0,0,True
262450,再次購買成就報酬2,0,0,0,0,0,0,True
262451,,0,0,0,0,0,0,False
262452,,0,0,0,0,0,0,False
262453,,0,0,0,0,0,0,False
262454,,0,0,0,0,0,0,False
262455,,0,0,0,0,0,0,False
262456,,0,0,0,0,0,0,False
262457,,0,0,0,0,0,0,False
262458,,0,0,0,0,0,0,False
262459,購買道具（武具投影相關）,0,66958,0,0,0,0,True
262460,購買道具,0,0,0,0,10,0,True
262461,購買道具（木材、金屬、石材、骨材、皮革）,60412,0,0,0,0,0,True
262462,購買道具（布料、鍊金原料）,60412,0,0,0,0,0,True
262463,購買道具（苗圃、染料）,60412,0,0,0,0,0,True
262464,,0,0,0,0,0,0,True
262466,,0,0,0,0,0,0,False
262468,購買道具（男性）,0,0,0,0,11,0,True
262469,購買道具（女性）,0,0,0,0,11,0,True
262470,購買道具,0,0,0,0,11,0,True
262471,購買道具（觸媒）,60412,0,0,0,0,0,True
262472,購買道具（食材）,60412,0,0,0,0,0,True
262473,,0,0,0,0,0,0,False
262474,,0,0,0,0,0,0,False
262475,,0,0,0,0,0,0,False
262476,,0,0,0,0,0,0,False
262477,,0,0,0,0,0,0,False
262478,,0,0,0,0,0,0,False
262479,,0,0,0,0,0,0,False
262480,,0,0,0,0,0,0,False
262481,,0,0,0,0,0,0,False
262482,,0,0,0,0,0,0,False
262483,,0,0,0,0,0,0,False
262484,,0,0,0,0,0,0,False
262485,,0,0,0,0,7,0,True
262486,,0,0,0,0,0,0,True
262488,購買其他防具,0,0,0,0,0,0,True
262489,購買道具,0,0,0,0,16,0,True
262491,購買競賽陸行鳥,0,0,0,592240,0,0,True
262492,購買道具,0,0,0,0,0,0,True
262493,購買道具,0,0,0,0,19,0,True
262494,購買道具,0,0,0,0,0,0,True
262495,購買道具,0,0,0,592222,20,0,True
262496,購買道具,0,0,0,0,0,0,True
262497,複製王者之劍·本我,0,291,0,0,0,0,True
262498,複製諸神黃昏斧·本我,0,294,0,0,0,0,True
262499,複製帝王拳套·本我,0,293,0,0,0,0,True
262500,複製聖槍朗基努斯·本我,0,295,0,0,0,0,True
262501,複製佐助之刀·本我,0,297,0,0,0,0,True
262502,複製與一之弓·本我,0,296,0,0,0,0,True
262503,複製莉莉絲魔杖·本我,0,299,0,0,0,0,True
262504,複製啟示錄·本我,0,300,0,0,0,0,True
262505,複製涅槃杖·本我,0,298,0,0,0,0,True
262506,複製最後底牌·本我,0,301,0,0,0,0,True
262507,複製聖盾艾癸斯·本我,0,292,0,0,0,0,True
262508,,0,0,0,0,0,0,False
262509,購買道具,0,0,0,0,0,0,True
262510,,0,0,0,0,0,0,False
262511,,0,0,0,0,0,0,False
262512,,0,0,0,0,0,0,False
262513,購買道具,0,0,0,0,0,0,True
262514,,0,0,0,0,0,0,False
262515,購買道具,0,0,0,0,0,0,True
262516,購買道具,0,0,0,0,0,0,True
262517,購買武器,0,0,0,0,0,0,True
262518,購買武器,0,0,0,0,0,0,True
262519,購買工具,0,0,0,0,0,0,True
262520,購買武器,0,0,0,0,0,0,True
262521,購買戰鬥精英防具,0,0,0,0,0,0,True
262522,購買魔法導師防具,0,0,0,0,0,0,True
262523,購買工具,0,0,0,0,0,0,True
262524,購買武器,0,0,0,0,0,0,True
262525,購買戰鬥精英防具,0,0,0,0,0,0,True
262526,購買魔法導師防具,0,0,0,0,0,0,True
262527,購買工具,0,0,0,0,0,0,True
262528,購買武器,0,0,0,0,0,0,True
262529,購買戰鬥精英防具,0,0,0,0,0,0,True
262530,購買魔法導師防具,0,0,0,0,0,0,True
262531,購買工具,0,0,0,0,0,0,True
262532,購買武器,0,0,0,0,0,0,True
262533,購買戰鬥精英防具,0,0,0,0,0,0,True
262534,購買魔法導師防具,0,0,0,0,0,0,True
262536,購買工具,0,0,0,0,0,0,True
262537,購買武器,0,0,0,0,0,0,True
262538,購買戰鬥精英防具,0,0,0,0,0,0,True
262539,購買魔法導師防具,0,0,0,0,0,0,True
262540,購買工具,0,0,0,0,0,0,True
262541,購買武器,0,0,0,0,0,0,True
262542,購買戰鬥精英防具,0,0,0,0,0,0,True
262543,購買魔法導師防具,0,0,0,0,0,0,True
262544,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262545,購買工具,0,0,0,0,0,0,True
262546,購買武器,0,0,0,0,0,0,True
262547,購買戰鬥精英防具,0,0,0,0,0,0,True
262548,購買魔法導師防具,0,0,0,0,0,0,True
262549,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262550,購買工具,0,0,0,0,0,0,True
262551,購買武器,0,0,0,0,0,0,True
262552,購買戰鬥精英防具,0,0,0,0,0,0,True
262553,購買魔法導師防具,0,0,0,0,0,0,True
262554,購買工具,0,0,0,0,0,0,True
262555,購買武器,0,0,0,0,0,0,True
262556,購買戰鬥精英防具,0,0,0,0,0,0,True
262557,購買魔法導師防具,0,0,0,0,0,0,True
262558,購買道具,0,0,0,0,23,0,True
262559,購買道具,0,0,0,0,22,0,True
262560,,0,0,0,0,0,0,False
262561,,0,0,0,0,0,0,False
262562,,0,0,0,0,0,0,False
262564,購買工具,0,0,0,0,0,0,True
262565,購買武器,0,0,0,0,0,0,True
262566,購買戰鬥精英防具,0,0,0,0,0,0,True
262567,購買魔法導師防具,0,0,0,0,0,0,True
262569,購買武器,0,0,0,0,0,0,True
262570,購買工具,0,0,0,0,0,0,True
262571,購買武器,0,0,0,0,0,0,True
262572,購買戰鬥精英防具,0,0,0,0,0,0,True
262573,購買魔法導師防具,0,0,0,0,0,0,True
262574,購買寵物（消耗Gil）,0,0,0,0,0,0,True
262575,,0,0,0,0,28,0,True
262576,,0,0,0,0,0,0,False
262577,,0,0,0,0,0,0,False
262578,,0,0,0,0,0,0,False
262579,,0,0,0,0,0,0,False
262580,,0,0,0,0,0,0,False
262581,,0,0,0,0,0,0,False
262582,,0,0,0,0,0,0,False
262584,,0,0,0,0,0,0,False
262585,購買道具,0,0,0,0,31,0,True
262586,購買道具,0,0,0,0,32,0,True
262587,購買道具,0,0,0,0,33,0,True
262588,購買道具,60412,0,0,0,0,0,True
262603,,0,0,0,0,0,0,False
262604,,0,0,0,0,0,0,False
262605,,0,0,0,0,0,0,False
262606,,0,0,0,0,0,0,False
262607,,0,0,0,0,0,0,False
262608,,0,0,0,0,0,0,False
262609,購買水壺,0,0,593139,592260,0,0,True
262610,複製聖靈購買武器·覺醒,0,0,0,0,0,0,True
262611,複製新聖靈購買武器,0,0,0,0,0,0,True
262612,購買道具（消耗Gil）,0,0,0,593234,0,0,True
262613,,0,0,0,0,0,0,False
262614,,0,0,0,0,0,0,False
262615,,0,0,0,0,0,0,False
262616,,0,0,0,0,0,0,False
262617,,0,0,0,0,0,0,False
262618,,0,0,0,0,0,0,False
262619,,0,0,0,0,0,0,False
262620,,0,0,0,0,0,0,False
262621,購買工具,0,0,0,0,0,0,True
262622,購買能工巧匠及大地使者防具,0,0,0,0,0,0,True
262623,,0,0,0,0,0,0,False
262624,,0,0,0,0,0,0,False
262625,複製聖靈購買武器·超導,0,0,0,593415,0,0,True
262626,再次購買季節活動報酬（紅蓮祭1）,0,0,0,0,0,0,True
262627,再次購買季節活動報酬（紅蓮祭2）,0,0,0,0,0,0,True
262628,再次購買季節活動報酬（守護天節）,0,0,0,0,0,0,True
262629,再次購買季節活動報酬（星芒祭）,0,0,0,0,0,0,True
262630,再次購買季節活動報酬（降神祭）,0,0,0,0,0,0,True
262631,再次購買季節活動報酬（戀人節）,0,0,0,0,0,0,True
262632,再次購買季節活動報酬（公主節）,0,0,0,0,0,0,True
262633,再次購買季節活動報酬（尋蛋趣）,0,0,0,0,0,0,True
262634,再次購買季節活動報酬（其他）,0,0,0,0,0,0,True
262635,購買道具,0,0,0,0,0,0,True
262636,購買道具,0,0,0,0,38,0,True
262637,購買道具,0,0,0,0,0,0,True
262638,購買道具1,0,0,0,0,0,0,True
262639,購買道具,0,0,0,0,0,0,True
262640,購買能工巧匠及大地使者飾品,0,0,0,0,0,0,True
262641,購買道具,0,0,0,0,37,0,True
262642,購買道具,0,0,0,0,0,0,True
262643,購買道具,0,0,0,0,0,0,True
262644,購買道具,0,0,0,0,0,0,True
262645,複製百煉成鋼的聖靈武器,0,0,0,593415,0,0,True
262646,購買季節活動報酬,0,0,0,0,43,0,True
262647,購買季節活動報酬,0,0,0,0,44,0,True
262648,購買道具（消耗Gil）,0,0,0,0,46,0,True
262649,,0,0,0,0,0,0,False
262650,,0,0,0,0,0,0,False
262651,,0,0,0,0,0,0,False
262652,複製聖靈武器·靈慧,0,67932,0,0,0,0,True
262653,複製真聖靈武器,0,67940,0,0,0,0,True
262654,購買道具（室內建材）,0,0,0,0,0,0,True
262655,購買道具（床椅）,0,0,0,0,0,0,True
262656,購買道具（桌台、菜餚）,0,0,0,0,0,0,True
262657,購買道具（櫃子、地毯、燈具）,0,0,0,0,0,0,True
262658,購買道具（其他）,0,0,0,0,0,0,True
262659,購買繪畫作品（拉諾西亞）,0,0,0,0,0,0,True
262660,購買繪畫作品（黑衣森林）,0,0,0,0,0,0,True
262661,購買繪畫作品（薩納蘭）,0,0,0,0,0,0,True
262662,購買繪畫作品（庫爾札斯、摩杜納）,0,0,0,0,0,0,True
262663,,0,0,0,0,45,0,True
262664,,0,0,0,0,47,0,True
262665,季節活動報酬,0,0,0,0,50,0,True
262666,季節活動報酬,0,0,0,0,51,0,True
262667,季節活動報酬,0,0,0,0,52,0,True
262668,,0,0,0,0,0,0,True
262669,,0,0,0,0,0,0,True
262670,,0,0,0,0,0,0,True
262671,購買拉拉菲爾服裝,0,0,0,0,0,0,True
262672,購買魯加服裝,0,0,0,0,0,0,True
262673,購買精靈服裝,0,0,0,0,0,0,True
262674,購買人族服裝,0,0,0,0,0,0,True
262675,購買貓魅服裝,0,0,0,0,0,0,True
262676,購買敖龍服裝,0,0,0,0,0,0,True
262677,再次購買騎士裝備,0,0,0,0,0,0,True
262678,再次購買戰士裝備,0,0,0,0,0,0,True
262679,再次購買暗黑騎士裝備,0,0,0,0,0,0,True
262680,再次購買武僧裝備,0,0,0,0,0,0,True
262681,再次購買龍騎士裝備,0,0,0,0,0,0,True
262682,再次購買忍者裝備,0,0,0,0,0,0,True
262683,再次購買吟遊詩人裝備,0,0,0,0,0,0,True
262684,再次購買機工士裝備,0,0,0,0,0,0,True
262685,再次購買黑魔道士裝備,0,0,0,0,0,0,True
262686,再次購買召喚士裝備,0,0,0,0,0,0,True
262687,再次購買白魔道士裝備,0,0,0,0,0,0,True
262688,再次購買學者裝備,0,0,0,0,0,0,True
262689,再次購買占星術師裝備,0,0,0,0,0,0,True
262690,購買道具（庭具、樂譜）,0,0,0,0,0,0,True
262691,購買道具,0,0,0,0,0,0,True
262692,購買道具,0,66754,0,0,0,0,True
262693,購買道具,0,66789,0,0,0,0,True
262694,購買道具,0,66857,0,0,0,0,True
262695,購買道具,0,66911,0,0,0,0,True
262696,購買道具,0,67023,0,0,0,0,True
262697,購買道具,0,67701,0,0,0,0,True
262698,購買道具,0,67791,0,0,0,0,True
262699,購買道具,0,67856,0,0,0,0,True
262700,購買防具（1～9級）,0,0,0,0,0,0,True
262701,購買防具（10～19級）,0,0,0,0,0,0,True
262702,購買防具（20～29級）,0,0,0,0,0,0,True
262703,購買防具（30～39級）,0,0,0,0,0,0,True
262704,購買防具（40～49級）,0,0,0,0,0,0,True
262705,購買防具（1～9級）,0,0,0,0,0,0,True
262706,購買防具（10～19級）,0,0,0,0,0,0,True
262707,購買防具（20～29級）,0,0,0,0,0,0,True
262708,購買防具（30～39級）,0,0,0,0,0,0,True
262709,購買防具（40～49級）,0,0,0,0,0,0,True
262710,購買防具（1～9級）,0,0,0,0,0,0,True
262711,購買防具（10～19級）,0,0,0,0,0,0,True
262712,購買防具（20～29級）,0,0,0,0,0,0,True
262713,購買防具（30～39級）,0,0,0,0,0,0,True
262714,購買防具（40～49級）,0,0,0,0,0,0,True
262715,購買武器（1～9級）,0,0,0,0,0,0,True
262716,購買武器（10～19級）,0,0,0,0,0,0,True
262717,購買武器（20～29級）,0,0,0,0,0,0,True
262718,購買武器（30～39級）,0,0,0,0,0,0,True
262719,購買武器（40～49級）,0,0,0,0,0,0,True
262720,購買武器（1～9級）,0,0,0,0,0,0,True
262721,購買武器（10～19級）,0,0,0,0,0,0,True
262722,購買武器（20～29級）,0,0,0,0,0,0,True
262723,購買武器（30～39級）,0,0,0,0,0,0,True
262724,購買武器（40～49級）,0,0,0,0,0,0,True
262725,購買工具（1～9級）,0,0,0,0,0,0,True
262726,購買工具（10～19級）,0,0,0,0,0,0,True
262727,購買工具（20～29級）,0,0,0,0,0,0,True
262728,購買工具（30～39級）,0,0,0,0,0,0,True
262729,購買工具（40～49級）,0,0,0,0,0,0,True
262730,購買工具（1～9級）,0,0,0,0,0,0,True
262731,購買工具（10～19級）,0,0,0,0,0,0,True
262732,購買工具（20～29級）,0,0,0,0,0,0,True
262733,購買工具（30～39級）,0,0,0,0,0,0,True
262734,購買工具（40～49級）,0,0,0,0,0,0,True
262735,購買戰鬥職業飾品,0,0,0,0,0,0,True
262736,購買製作採集職業飾品,0,0,0,0,0,0,True
262737,購買防具（50級）,0,0,0,0,0,0,True
262738,購買防具（52級）,0,0,0,0,0,0,True
262739,購買防具（54級）,0,0,0,0,0,0,True
262740,購買防具（56級）,0,0,0,0,0,0,True
262741,購買防具（58級）,0,0,0,0,0,0,True
262743,購買防具（50級）,0,0,0,0,0,0,True
262744,購買防具（52級）,0,0,0,0,0,0,True
262745,購買防具（54級）,0,0,0,0,0,0,True
262746,購買防具（56級）,0,0,0,0,0,0,True
262747,購買防具（58級）,0,0,0,0,0,0,True
