#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
10.2,-110.567,51,731.985,90.3793,1049007,34594
10.3,-122.789,54.2207,762.635,-101.554,1049008,34594
10.4,-221.424,51.06,742.485,133.74,1049009,34594
10.5,-108.477,51,736.138,-186.603,1049010,34884
10.6,-104.309,51,766.051,-50.4878,1048813,34573
10.7,-106.028,51,765.484,-23.5955,1048814,34574
10.8,-103.869,51,768.714,-124.257,1048966,34575
10.9,-111.513,51,766.263,65.7526,1048967,34576
10.10,-111.702,51,768.637,105.96,1048968,34577
10.11,-108.931,51,765.401,36.5258,1048969,34578
11.0,145.99,12.0587,586.489,-65.1451,1048813,34601
11.1,153.202,10.3364,574.998,124.203,1048814,34602
12.0,174.443,9.43638,566.253,-12.4142,1048811,34629
12.1,197.96,11.4629,588.982,4.87998,1048813,34603
12.2,147.26,11.3481,581.433,-82.2415,1048814,34603
12.3,169.526,12.6087,596.449,13.1027,1048966,34603
12.4,152.316,10.594,543.205,-152.145,1048967,34603
12.5,212.174,7.86106,518.609,171.815,1048968,34603
12.6,189.639,9.41961,562.953,98.123,1049005,34638
12.7,-103.633,22.7634,-236.665,-173.766,1048812,34630
12.8,-93.8481,19.5615,-248.592,-117.755,1049006,34638
12.9,-129.589,20.3368,-260.07,-175.197,1048969,34604
12.10,-133.54,21.9256,-308.09,-5.40966,1049004,34605
13.0,171.339,9.44059,563.79,-95.6356,1048811,34640
13.1,168.076,9.46183,562.205,66.988,1048813,34567
13.2,169.727,9.43771,560.829,26.1708,1048814,34568
13.3,167.641,9.48305,564.249,101.444,1048966,34569
13.4,167.624,9.50599,566.639,135.414,1048967,34570
13.5,169.494,9.50883,567.784,160.631,1048968,34571
13.6,-89.1395,18.9117,-232.221,-159.907,1048812,34641
13.7,-89.4052,19.0978,-236.898,-2.6076,1048969,34572
13.8,-94.3878,19.0574,-233.63,50.2971,1049004,34567
14.0,171.339,9.44059,563.79,-95.6356,1048811,34643
14.1,169.209,9.44133,560.957,44.982,1048813,34573
14.2,147.26,11.3481,581.433,-82.2415,1048814,34603
14.3,167.027,9.4821,563.908,79.7905,1048966,34575
14.4,168.242,9.52479,568.605,115.73,1048967,34576
14.5,212.174,7.86106,518.609,171.815,1048968,34603
14.6,-89.1395,18.9117,-232.221,-159.907,1048812,34644
14.7,-89.4052,19.0978,-236.898,-2.6076,1048969,34578
14.8,-94.3878,19.0574,-233.63,50.2971,1049004,34573
15.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34639
16.0,-209.128,23.9218,210.079,-117.677,1048811,34629
16.1,-250.727,28.3368,258.186,150.273,1048813,34606
16.2,-248.359,27.4486,241.977,62.4314,1048814,34606
16.3,-311.976,28.5377,219.534,86.5711,1048966,34606
16.4,-199.874,20.8244,183.115,125.746,1048967,34606
16.5,-231.946,25.5587,214.279,-55.2756,1049005,34638
16.6,64.723,32.5676,-336.772,32.5918,1048812,34631
16.7,69.7853,33.1167,-343.251,-59.9837,1048968,34607
16.8,48.863,33.1167,-338.354,-42.8594,1049006,34638
16.9,64.9206,31.665,-328.498,175.817,1049017,34624
17.0,-209.534,25.2331,223.836,-157.023,1048811,34640
17.1,-209.755,24.9918,221.494,-0.22572,1048813,34567
17.2,-207.282,25.0043,222.272,-29.3486,1048814,34568
17.3,-212.186,25.4906,222.898,64.3339,1048966,34569
17.4,-211.667,25.7233,225.698,114.222,1048967,34570
17.5,54.1975,32.8873,-337.868,181.138,1048812,34641
17.6,56.0666,32.9907,-339.719,-56.0833,1048968,34571
18.0,-209.534,25.2331,223.836,-157.023,1048811,34643
18.1,-209.789,24.8429,220.075,8.22468,1048813,34573
18.2,-212.457,25.227,220.741,45.1044,1048814,34574
18.3,-213.635,25.6298,222.9,75.3031,1048966,34575
18.4,-199.874,20.8244,183.115,125.746,1048967,34606
18.5,54.1975,32.8873,-337.868,181.138,1048812,34644
18.6,56.8703,32.9099,-338.884,54.5076,1048968,34576
19.0,861.987,-57.5,-366.858,145.416,1049011,34616
19.1,879.347,-57.5,-378.237,-106.641,1049012,34616
19.2,866.274,-56.3967,-374.873,12.2234,1049013,34616
19.3,870.309,-57.5,-361.129,-125.455,1049014,34886
20.0,865.644,-57.5,-361.87,145.177,1049011,34617
20.1,882.824,-57.5,-374.562,-121.734,1049012,34618
20.2,866.274,-56.3967,-374.873,12.2234,1049013,34619
20.3,870.771,-56.3968,-374.79,142.54,1049014,34887
21.0,853.771,-51.7198,-446.606,-30.4585,1048811,34629
21.1,870.056,-56.3968,-373.619,66.323,1049011,34620
21.2,870.148,-57.5,-385.942,-135.214,1049012,34620
21.3,850.412,-55.6534,-441.208,-2.91516,1048813,34608
21.4,825.479,-55.704,-362.177,175.353,1048814,34608
21.5,883.409,-52.2917,-436.384,-14.8742,1048966,34608
21.6,817.352,-62.2432,-451.973,182.464,1048967,34608
21.7,846.266,-58.1535,-381.522,-181.98,1049005,34638
21.8,488.719,-110.634,-859.955,2.43474,1048812,34630
21.9,501.176,-115.568,-858.332,-19.7698,1048968,34609
21.10,514.033,-117.567,-842.644,79.6876,1048969,34610
21.11,492.264,-114.959,-847.902,89.023,1049006,34638
21.12,502.092,-115.638,-855.421,-171.493,1049015,34549
21.13,500.181,-115.478,-855.282,38.3035,1049016,34550
22.0,841.513,-58.1299,-378.716,-130.146,1048811,34640
22.1,861.987,-57.5,-366.858,145.416,1049011,34616
22.2,879.347,-57.5,-378.237,-106.641,1049012,34616
22.3,866.274,-56.3967,-374.873,12.2234,1049013,34616
22.4,870.309,-57.5,-361.129,-125.455,1049014,34886
22.5,840.823,-58.2808,-381.568,21.6559,1048813,34567
22.6,838.242,-58.0853,-378.337,75.6916,1048814,34568
22.7,838.093,-57.9872,-375.623,114.145,1048966,34569
22.8,843.25,-58.2435,-381.527,-45.1408,1048967,34570
22.9,495.981,-115.174,-854.495,56.7562,1048812,34641
22.10,501.176,-115.568,-858.332,-19.7698,1048968,34609
22.11,499.211,-115.429,-853.497,151.255,1048969,34609
22.12,502.092,-115.638,-855.421,-171.493,1049015,34564
22.13,500.181,-115.478,-855.282,38.3035,1049016,34565
23.0,841.513,-58.1299,-378.716,-130.146,1048811,34643
23.1,861.987,-57.5,-366.858,145.416,1049011,34616
23.2,879.347,-57.5,-378.237,-106.641,1049012,34616
23.3,866.274,-56.3967,-374.873,12.2234,1049013,34616
23.4,870.309,-57.5,-361.129,-125.455,1049014,34886
23.5,842.058,-58.3082,-382.706,-11.4264,1048813,34573
23.6,825.479,-55.704,-362.177,175.353,1048814,34608
23.7,837.846,-58.2589,-381.089,55.4276,1048966,34576
23.8,817.352,-62.2432,-451.973,182.464,1048967,34608
23.9,495.981,-115.174,-854.495,56.7562,1048812,34644
23.10,501.176,-115.568,-858.332,-19.7698,1048968,34609
23.11,514.033,-117.567,-842.644,79.6876,1048969,34610
23.12,502.092,-115.638,-855.421,-171.493,1049015,34549
23.13,500.181,-115.478,-855.282,38.3035,1049016,34550
24.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34642
25.0,361.157,54.7541,693.877,152.622,1048811,34629
25.1,384.517,50.976,697.167,87.6652,1048813,34611
25.2,338.866,54.3647,722.329,-33.1036,1048814,34611
25.3,365.618,53.6231,727.243,-2.46516,1048966,34611
25.4,387.545,49.896,677.822,121.314,1049017,34625
25.5,373.961,48.866,661.815,134.071,1049018,34626
25.6,375.062,51.9234,711.459,-158.533,1049005,34638
25.7,110.191,19.2562,-207.781,147.058,1048812,34630
25.8,79.6747,18.2851,-249.364,142.506,1048967,34612
25.9,116.545,19.6081,-229.385,-175.948,1048968,34612
25.10,168.349,23.7575,-183.812,-186.466,1048969,34613
25.11,142.048,21.988,-199.024,82.372,1049004,34613
25.12,124.173,20.5817,-202.068,111.078,1049006,34638
26.0,375.6,52.0126,712.978,-152.838,1048811,34640
26.1,374.089,51.8517,710.038,21.8343,1048813,34567
26.2,377.418,51.7643,709.815,-26.7975,1048814,34568
26.3,371.332,52.2229,714.24,92.3318,1048966,34569
26.4,110.191,19.2562,-207.781,147.058,1048812,34641
26.5,114.187,19.7884,-210.271,-90.1948,1048967,34570
26.6,114.474,19.7864,-207.592,-105.4,1048968,34571
26.7,110.48,19.2591,-212.021,-12.8588,1048969,34572
26.8,105.374,18.6556,-210.755,28.8088,1049004,34569
27.0,375.6,52.0126,712.978,-152.838,1048811,34643
27.1,374.089,51.8517,710.038,21.8343,1048813,34573
27.2,377.418,51.7643,709.815,-26.7975,1048814,34574
27.3,371.332,52.2229,714.24,92.3318,1048966,34575
27.4,110.191,19.2562,-207.781,147.058,1048812,34644
27.5,113.125,19.6444,-210.364,24.0343,1048967,34576
27.6,114.151,19.7556,-208.177,-166.294,1048968,34577
27.7,109.221,19.1345,-213.145,-179.74,1048969,34578
27.8,105.374,18.6556,-210.755,28.8088,1049004,34575
28.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34639
29.0,566.268,39.9682,84.9206,-138.322,1048811,34629
29.1,565.625,37.6907,49.0601,72.9222,1048813,34614
29.2,552.995,37.0852,78.275,39.7573,1048814,34614
29.3,558.33,37.1939,76.7774,-29.1658,1048966,34614
29.4,455.2,38.0993,-3.11258,-159.398,1049017,34627
29.5,537.091,35.1355,5.87949,-91.4765,1049018,34628
29.6,545.227,36.873,60.9905,-32.1838,1049005,34638
29.7,727.557,57.3065,90.5154,101.327,1048812,34630
29.8,708.328,52.6438,49.6961,115.645,1048967,34615
29.9,698.006,52.0725,56.5941,111.246,1048968,34615
29.10,778.483,57.7632,90.8662,113.634,1048969,34615
29.11,663.547,52,95.9309,143.384,1049006,34638
30.0,547.072,36.9546,61.5383,17.8839,1048811,34640
30.1,545.271,36.9753,65.4564,158.557,1048813,34567
30.2,548.88,37.1193,66.1628,-154.778,1048814,34568
30.3,550.938,37.1538,63.8976,-133.917,1048966,34569
30.4,664.147,52,98.3169,111.977,1048812,34641
30.5,668.478,52,98.2234,-97.4837,1048967,34570
30.6,667.848,52,101.641,-125.275,1048968,34571
30.7,666.623,52,95.2749,-40.5781,1048969,34572
31.0,547.072,36.9546,61.5383,17.8839,1048811,34643
31.1,545.271,36.9753,65.4564,158.557,1048813,34573
31.2,548.88,37.1193,66.1628,-154.778,1048814,34574
31.3,550.938,37.1538,63.8976,-133.917,1048966,34575
31.4,664.147,52,98.3169,111.977,1048812,34644
31.5,668.478,52,98.2234,-97.4837,1048967,34576
31.6,667.848,52,101.641,-125.275,1048968,34577
31.7,666.623,52,95.2749,-40.5781,1048969,34578
32.0,-4.51775,0,-22.9091,-5.90922,1048810,34545
32.1,-5.48778,0,-21.0214,158.403,1048811,34543
32.2,-2.91221,0,-21.3309,-148.719,1048812,34544
33.0,-4.51775,0,-22.9091,-5.90922,1048810,34548
33.1,-5.48778,0,-21.0214,158.403,1048811,34546
33.2,-2.91221,0,-21.3309,-148.719,1048812,34547
34.0,-4.51775,0,-22.9091,-5.90922,1048810,34554
34.1,-5.48778,0,-21.0214,158.403,1048811,34552
34.2,-2.91221,0,-21.3309,-148.719,1048812,34553
35.0,-4.51775,0,-22.9091,-5.90922,1048810,34557
35.1,-5.48778,0,-21.0214,158.403,1048811,34555
35.2,-2.91221,0,-21.3309,-148.719,1048812,34556
36.0,-4.51775,0,-22.9091,-5.90922,1048810,34560
36.1,-5.48778,0,-21.0214,158.403,1048811,34558
36.2,-2.91221,0,-21.3309,-148.719,1048812,34559
37.0,-4.51775,0,-22.9091,-5.90922,1048810,34563
37.1,-5.48778,0,-21.0214,158.403,1048811,34561
37.2,-2.91221,0,-21.3309,-148.719,1048812,34562
38.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34545
38.1,4.73649,1.67017,-18.6163,137.838,1048811,34543
38.2,7.18706,1.58677,-17.9087,-178.744,1048812,34544
39.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34548
39.1,4.73649,1.67017,-18.6163,137.838,1048811,34546
39.2,7.18706,1.58677,-17.9087,-178.744,1048812,34547
40.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34554
40.1,4.73649,1.67017,-18.6163,137.838,1048811,34552
40.2,7.18706,1.58677,-17.9087,-178.744,1048812,34553
41.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34557
41.1,4.73649,1.67017,-18.6163,137.838,1048811,34555
41.2,7.18706,1.58677,-17.9087,-178.744,1048812,34556
42.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34560
42.1,4.73649,1.67017,-18.6163,137.838,1048811,34558
42.2,7.18706,1.58677,-17.9087,-178.744,1048812,34559
43.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34563
43.1,4.73649,1.67017,-18.6163,137.838,1048811,34561
43.2,7.18706,1.58677,-17.9087,-178.744,1048812,34562
44.0,-4.51775,0,-22.9091,-5.90922,1048810,34632
45.0,-4.51775,0,-22.9091,-5.90922,1048810,34633
46.0,-4.51775,0,-22.9091,-5.90922,1048810,34634
47.0,-4.51775,0,-22.9091,-5.90922,1048810,34635
48.0,-4.51775,0,-22.9091,-5.90922,1048810,34636
49.0,-4.51775,0,-22.9091,-5.90922,1048810,34637
50.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34632
51.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34633
52.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34634
53.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34635
54.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34636
55.0,6.36742,1.58677,-20.0656,-11.0734,1048810,34637
56.0,-4.51775,0,-22.9091,-5.90922,1048810,34639
57.0,-4.51775,0,-22.9091,-5.90922,1048810,34642
58.0,-380.558,49.6645,-461.017,176,1049056,34833
58.1,-379.797,54.2841,-513.724,32,1049057,34834
58.2,-398.309,53.5378,-494.401,212,1049058,34835
59.0,-353.857,50.0735,-467.897,40,1049061,34836
59.1,-379.711,51.1745,-473.872,40,1049062,34839
59.2,-391.62,53.9009,-501.047,40,1049063,34838
59.3,-374.771,54.6272,-529.366,40,1049064,34837
59.4,-352.538,53.7811,-544.983,40,1049065,34840
60.0,-382.6,55,-525.9,306,1049061,34843
60.1,-394,54.59,-506.64,182,1049062,34842
60.2,-381.15,48.87,-454.86,356,1049063,34841
60.3,-362.44,47.23,-436.85,210,1049064,34844
60.4,-283.56,53.65,-555.54,173,1049065,34845
60.5,-303.048,50.4085,-511.274,216,1049056,35395
60.6,-345.501,49.1763,-463.924,242,1049057,35396
60.7,-350.665,53.3555,-535.677,268,1049058,35397
61.0,-353.857,50.0735,-467.897,40,1049056,34846
61.1,-379.711,51.1745,-473.872,40,1049057,34847
61.2,-391.62,53.9009,-501.047,40,1049061,34848
61.3,-374.771,54.6272,-529.366,40,1049062,34849
61.4,-352.538,53.7811,-544.983,40,1049063,34850
62.0,369.863,41.4858,466.713,305,1049059,34851
62.1,361.495,40.9263,469.778,111,1049060,34852
63.0,403.655,43.5928,469.016,223,1049061,34853
63.1,385.81,44.1986,495.523,223,1049062,34854
63.2,356.566,40.5588,497.716,223,1049063,34855
63.3,345.216,39.7607,474.725,223,1049064,34856
63.4,360.438,36.8423,434.534,223,1049065,34857
64.0,384.009,36.0021,416.168,319,1049061,34858
64.1,367.176,42.3547,511.627,174,1049062,34859
64.2,362.89,39.6139,455.503,11,1049063,34860
64.3,466.035,43.9986,475.654,185,1049064,34861
64.4,433.67,38.3108,408.664,316,1049065,34862
64.5,356.175,40.5799,504.142,179,1049059,35401
64.6,330.949,37.7552,451.098,50,1049060,35402
65.0,403.655,43.5928,469.016,223,1049059,34863
65.1,385.81,44.1986,495.523,223,1049060,34864
65.2,356.566,40.5588,497.716,223,1049061,34865
65.3,345.216,39.7607,474.725,223,1049062,34866
65.4,360.438,36.8423,434.534,223,1049063,34867
66.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34642
67.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34632
68.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34633
69.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34634
70.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34635
71.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34636
72.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34637
73.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34545
73.1,4.26245,1.64223,-14.8933,123.587,1048811,34543
73.2,6.97951,1.64223,-13.8814,-181.776,1048812,34544
74.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34548
74.1,4.26245,1.64223,-14.8933,123.587,1048811,34546
74.2,6.97951,1.64223,-13.8814,-181.776,1048812,34547
75.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34554
75.1,4.26245,1.64223,-14.8933,123.587,1048811,34552
75.2,6.97951,1.64223,-13.8814,-181.776,1048812,34553
76.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34557
76.1,4.26245,1.64223,-14.8933,123.587,1048811,34555
76.2,6.97951,1.64223,-13.8814,-181.776,1048812,34556
77.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34560
77.1,4.26245,1.64223,-14.8933,123.587,1048811,34558
77.2,6.97951,1.64223,-13.8814,-181.776,1048812,34559
78.0,5.87812,1.70512,-15.8276,-14.1401,1048810,34563
78.1,4.26245,1.64223,-14.8933,123.587,1048811,34561
78.2,6.97951,1.64223,-13.8814,-181.776,1048812,34562
79.0,0,0,0,0,0,0
79.1,0,0,0,0,0,0
79.2,0,0,0,0,0,0
80.0,0,0,0,0,0,0
80.1,0,0,0,0,0,0
80.2,0,0,0,0,0,0
80.3,0,0,0,0,0,0
80.4,0,0,0,0,0,0
81.0,0,0,0,0,0,0
81.1,0,0,0,0,0,0
81.2,0,0,0,0,0,0
81.3,0,0,0,0,0,0
81.4,0,0,0,0,0,0
81.5,0,0,0,0,0,0
81.6,0,0,0,0,0,0
81.7,0,0,0,0,0,0
82.0,0,0,0,0,0,0
82.1,0,0,0,0,0,0
82.2,0,0,0,0,0,0
82.3,0,0,0,0,0,0
82.4,0,0,0,0,0,0
83.0,0,0,0,0,0,0
83.1,0,0,0,0,0,0
84.0,0,0,0,0,0,0
84.1,0,0,0,0,0,0
84.2,0,0,0,0,0,0
84.3,0,0,0,0,0,0
84.4,0,0,0,0,0,0
85.0,0,0,0,0,0,0
85.1,0,0,0,0,0,0
85.2,0,0,0,0,0,0
85.3,0,0,0,0,0,0
85.4,0,0,0,0,0,0
85.5,0,0,0,0,0,0
85.6,0,0,0,0,0,0
86.0,0,0,0,0,0,0
86.1,0,0,0,0,0,0
86.2,0,0,0,0,0,0
86.3,0,0,0,0,0,0
86.4,0,0,0,0,0,0
87.0,0,0,0,0,0,0
87.1,0,0,0,0,0,0
87.2,0,0,0,0,0,0
87.3,0,0,0,0,0,0
87.4,0,0,0,0,0,0
87.5,0,0,0,0,0,0
87.6,0,0,0,0,0,0
88.0,0,0,0,0,0,0
88.1,0,0,0,0,0,0
88.2,0,0,0,0,0,0
88.3,0,0,0,0,0,0
89.0,0,0,0,0,0,0
89.1,0,0,0,0,0,0
89.2,0,0,0,0,0,0
89.3,0,0,0,0,0,0
90.0,0,0,0,0,0,0
90.1,0,0,0,0,0,0
90.2,0,0,0,0,0,0
90.3,0,0,0,0,0,0
90.4,0,0,0,0,0,0
90.5,0,0,0,0,0,0
90.6,0,0,0,0,0,0
90.7,0,0,0,0,0,0
90.8,0,0,0,0,0,0
90.9,0,0,0,0,0,0
90.10,0,0,0,0,0,0
90.11,0,0,0,0,0,0
90.12,0,0,0,0,0,0
90.13,0,0,0,0,0,0
91.0,0,0,0,0,0,0
91.1,0,0,0,0,0,0
91.2,0,0,0,0,0,0
91.3,0,0,0,0,0,0
91.4,0,0,0,0,0,0
91.5,0,0,0,0,0,0
91.6,0,0,0,0,0,0
91.7,0,0,0,0,0,0
91.8,0,0,0,0,0,0
92.0,0,0,0,0,0,0
92.1,0,0,0,0,0,0
92.2,0,0,0,0,0,0
92.3,0,0,0,0,0,0
92.4,0,0,0,0,0,0
92.5,0,0,0,0,0,0
92.6,0,0,0,0,0,0
92.7,0,0,0,0,0,0
92.8,0,0,0,0,0,0
93.0,0,0,0,0,0,0
93.1,0,0,0,0,0,0
93.2,0,0,0,0,0,0
93.3,0,0,0,0,0,0
93.4,0,0,0,0,0,0
93.5,0,0,0,0,0,0
93.6,0,0,0,0,0,0
93.7,0,0,0,0,0,0
93.8,0,0,0,0,0,0
93.9,0,0,0,0,0,0
93.10,0,0,0,0,0,0
94.0,0,0,0,0,0,0
94.1,0,0,0,0,0,0
94.2,0,0,0,0,0,0
94.3,0,0,0,0,0,0
94.4,0,0,0,0,0,0
94.5,0,0,0,0,0,0
94.6,0,0,0,0,0,0
94.7,0,0,0,0,0,0
95.0,0,0,0,0,0,0
95.1,0,0,0,0,0,0
95.2,0,0,0,0,0,0
95.3,0,0,0,0,0,0
95.4,0,0,0,0,0,0
95.5,0,0,0,0,0,0
95.6,0,0,0,0,0,0
95.7,0,0,0,0,0,0
96.0,0,0,0,0,0,0
96.1,0,0,0,0,0,0
96.2,0,0,0,0,0,0
96.3,0,0,0,0,0,0
96.4,0,0,0,0,0,0
96.5,0,0,0,0,0,0
96.6,0,0,0,0,0,0
96.7,0,0,0,0,0,0
96.8,0,0,0,0,0,0
96.9,0,0,0,0,0,0
96.10,0,0,0,0,0,0
97.0,0,0,0,0,0,0
97.1,0,0,0,0,0,0
97.2,0,0,0,0,0,0
97.3,0,0,0,0,0,0
97.4,0,0,0,0,0,0
97.5,0,0,0,0,0,0
97.6,0,0,0,0,0,0
97.7,0,0,0,0,0,0
97.8,0,0,0,0,0,0
98.0,0,0,0,0,0,0
98.1,0,0,0,0,0,0
98.2,0,0,0,0,0,0
98.3,0,0,0,0,0,0
98.4,0,0,0,0,0,0
98.5,0,0,0,0,0,0
98.6,0,0,0,0,0,0
98.7,0,0,0,0,0,0
98.8,0,0,0,0,0,0
99.0,0,0,0,0,0,0
99.1,0,0,0,0,0,0
99.2,0,0,0,0,0,0
99.3,0,0,0,0,0,0
99.4,0,0,0,0,0,0
99.5,0,0,0,0,0,0
99.6,0,0,0,0,0,0
99.7,0,0,0,0,0,0
99.8,0,0,0,0,0,0
99.9,0,0,0,0,0,0
100.0,0,0,0,0,0,0
100.1,0,0,0,0,0,0
100.2,0,0,0,0,0,0
100.3,0,0,0,0,0,0
100.4,0,0,0,0,0,0
100.5,0,0,0,0,0,0
100.6,0,0,0,0,0,0
100.7,0,0,0,0,0,0
101.0,0,0,0,0,0,0
101.1,0,0,0,0,0,0
101.2,0,0,0,0,0,0
101.3,0,0,0,0,0,0
101.4,0,0,0,0,0,0
101.5,0,0,0,0,0,0
101.6,0,0,0,0,0,0
101.7,0,0,0,0,0,0
102.0,0,0,0,0,0,0
102.1,0,0,0,0,0,0
102.2,0,0,0,0,0,0
102.3,0,0,0,0,0,0
102.4,0,0,0,0,0,0
102.5,0,0,0,0,0,0
102.6,0,0,0,0,0,0
102.7,0,0,0,0,0,0
102.8,0,0,0,0,0,0
102.9,0,0,0,0,0,0
102.10,0,0,0,0,0,0
102.11,0,0,0,0,0,0
103.0,0,0,0,0,0,0
103.1,0,0,0,0,0,0
103.2,0,0,0,0,0,0
103.3,0,0,0,0,0,0
103.4,0,0,0,0,0,0
103.5,0,0,0,0,0,0
103.6,0,0,0,0,0,0
103.7,0,0,0,0,0,0
103.8,0,0,0,0,0,0
104.0,0,0,0,0,0,0
104.1,0,0,0,0,0,0
104.2,0,0,0,0,0,0
104.3,0,0,0,0,0,0
104.4,0,0,0,0,0,0
104.5,0,0,0,0,0,0
104.6,0,0,0,0,0,0
104.7,0,0,0,0,0,0
104.8,0,0,0,0,0,0
104.9,0,0,0,0,0,0
105.0,0,0,0,0,0,0
105.1,0,0,0,0,0,0
105.2,0,0,0,0,0,0
106.0,0,0,0,0,0,0
106.1,0,0,0,0,0,0
106.2,0,0,0,0,0,0
107.0,0,0,0,0,0,0
107.1,0,0,0,0,0,0
107.2,0,0,0,0,0,0
108.0,0,0,0,0,0,0
108.1,0,0,0,0,0,0
108.2,0,0,0,0,0,0
109.0,0,0,0,0,0,0
109.1,0,0,0,0,0,0
109.2,0,0,0,0,0,0
110.0,0,0,0,0,0,0
110.1,0,0,0,0,0,0
110.2,0,0,0,0,0,0
111.0,0,0,0,0,0,0
111.1,0,0,0,0,0,0
111.2,0,0,0,0,0,0
112.0,0,0,0,0,0,0
112.1,0,0,0,0,0,0
112.2,0,0,0,0,0,0
113.0,0,0,0,0,0,0
113.1,0,0,0,0,0,0
113.2,0,0,0,0,0,0
114.0,0,0,0,0,0,0
114.1,0,0,0,0,0,0
114.2,0,0,0,0,0,0
115.0,0,0,0,0,0,0
115.1,0,0,0,0,0,0
115.2,0,0,0,0,0,0
116.0,0,0,0,0,0,0
116.1,0,0,0,0,0,0
