#,Singular,Plural,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,Unknown1,Quest,Icon,Action,StackSize,Category,CastTime,CastTimeline,Timeline
2000036,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000037,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000038,烈火糖果,ファイアキャンディ,,0,0,0,1,0,0,False,66704,22624,1,1,1,3,0,0
2000039,疾風糖果,ウィンドキャンディ,,0,0,0,1,0,0,False,66704,22625,1,1,1,3,0,0
2000040,厚土糖果,アースキャンディ,,0,0,0,1,0,0,False,66704,22626,1,1,1,3,0,0
2000041,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66705,30351,1,5,1,3,0,0
2000042,守護天燈籠,守護天節のランタン,,0,0,0,1,0,0,False,66706,24153,1,1,1,5,0,0
2000043,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66706,30351,1,1,1,3,0,0
2000044,搗蛋鬼煙花棒,いたずらスパークラー,,0,0,0,1,0,0,False,66706,22647,1,1,1,3,0,0
2000045,烈火糖果,ファイアキャンディ,,0,0,0,1,0,0,False,66700,22624,1,1,1,3,0,0
2000046,疾風糖果,ウィンドキャンディ,,0,0,0,1,0,0,False,66700,22625,1,1,1,3,0,0
2000047,厚土糖果,アースキャンディ,,0,0,0,1,0,0,False,66700,22626,1,1,1,3,0,0
2000048,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66701,30351,1,5,1,3,0,0
2000049,守護天燈籠,守護天節のランタン,,0,0,0,1,0,0,False,66702,24153,1,1,1,5,0,0
2000050,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66702,30351,1,1,1,3,0,0
2000051,搗蛋鬼煙花棒,いたずらスパークラー,,0,0,0,1,0,0,False,66702,22646,1,1,1,3,0,0
2000052,烈火糖果,ファイアキャンディ,,0,0,0,1,0,0,False,66708,22624,1,1,1,3,0,0
2000053,疾風糖果,ウィンドキャンディ,,0,0,0,1,0,0,False,66708,22625,1,1,1,3,0,0
2000054,厚土糖果,アースキャンディ,,0,0,0,1,0,0,False,66708,22626,1,1,1,3,0,0
2000055,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66709,30351,1,5,1,3,0,0
2000056,守護天燈籠,守護天節のランタン,,0,0,0,1,0,0,False,66710,24153,1,1,1,5,0,0
2000057,炸彈的拇指,ボムの親指,,0,0,0,1,0,0,False,66710,30351,1,1,1,3,0,0
2000058,搗蛋鬼煙花棒,いたずらスパークラー,,0,0,0,1,0,0,False,66710,22645,1,1,1,3,0,0
2000059,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000060,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000061,琥珀色藥水,琥珀色の薬液,,0,0,0,1,0,0,False,65663,20661,1,3,1,3,0,0
2000062,沙蚤的卵囊,チゴーの卵袋,,0,0,0,1,0,0,False,65664,22623,1,8,1,3,0,0
2000063,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000064,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000065,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000066,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000067,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000068,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000069,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000070,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000071,安樂蜥蛋,アノールの卵,,0,0,0,1,0,0,False,65661,25251,1,4,1,3,0,0
2000072,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000073,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000074,手工鰻魚派,お手製のイールパイ,,0,0,0,1,0,0,False,65621,24305,1,1,1,3,0,0
2000075,達梅塔的豆子袋,アメッタの豆袋,,0,0,0,1,0,0,False,65639,22623,1,6,1,3,0,0
2000076,給艾美利亞的信,エメリア宛ての手紙,,0,0,0,1,0,0,False,65635,26151,1,1,1,3,0,0
2000077,小食腐獸的嫩葉,コチューの若葉,,0,0,0,1,0,0,False,65634,25201,1,4,1,0,0,0
2000078,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000079,約恩娜的密函,フ・ミバスの封書,,0,0,0,1,0,0,False,65560,25918,0,1,1,0,0,0
2000080,糧草袋,糧秣袋,,0,0,0,1,0,0,False,65570,22623,0,1,1,0,0,0
2000081,骨製槍尖,骨製の穂先,,0,0,0,1,0,0,False,65574,22303,0,1,1,0,0,0
2000082,蜂蠟保革油,蜜蝋の保革油,,0,0,0,1,0,0,False,65574,22636,0,1,1,0,0,0
2000083,強韌的粗草繩,丈夫な荒縄,,0,0,0,1,0,0,False,65574,26103,0,1,1,0,0,0
2000084,阿澤瑪玫瑰果,アーゼマローズの実,,0,0,0,1,0,0,False,65577,25302,1,6,1,0,0,0
2000085,新鮮的基沙爾野菜,新鮮なギサールの野菜,,0,0,0,1,0,0,False,66698,25218,1,1,1,3,0,0
2000086,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000087,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000088,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000089,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000090,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000091,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000092,小紅花的種子,ローズレットの種子,,0,0,0,1,0,0,False,65692,22623,1,6,1,3,0,0
2000093,新鮮的蛛蠍網,新鮮なダイアマイトウェブ,,0,0,0,1,0,0,False,65693,21664,1,6,1,3,0,0
2000094,蜂毒酒,蜂漬けの毒酒,,0,0,0,1,0,0,False,65694,24403,1,1,1,3,0,0
2000095,小火種,小さな火種,,0,0,0,1,0,0,False,65695,30352,1,1,1,3,0,0
2000096,蕾亞的蛋,レイアの卵,,0,0,0,1,0,0,False,65697,25252,1,1,1,3,0,0
2000097,凱夏的密函,ケーシャの封書,,0,0,0,1,0,0,False,0,25918,1,1,1,3,0,0
2000098,緋紅色蟲油,緋色の虫油,,0,0,0,1,0,0,False,65567,20641,1,6,1,0,0,0
2000099,黃蜂屍骸,蜂の死骸,,0,0,0,1,0,0,False,65694,22623,1,4,1,3,0,0
2000100,走味的麥酒,気の抜けたエール,,0,0,0,1,0,0,False,65696,20643,1,3,1,3,0,0
2000101,阿澤瑪玫瑰精油,アーゼマローズの香油,,0,0,0,1,0,0,False,65556,20663,1,2,1,3,0,0
2000102,勇氣之卵石,勇気の丸石,,0,0,0,1,0,0,False,65571,21451,1,1,1,0,0,0
2000103,枯葉色的精油,朽葉色の香油,,0,0,0,1,0,0,False,0,22636,1,1,1,3,0,0
2000104,陳舊的八分儀,古びた八分儀,,0,0,0,1,0,0,False,65644,21002,1,1,1,3,0,0
2000105,陳舊的八分儀,古びた八分儀,,0,0,0,1,0,0,False,65645,21002,1,1,1,3,0,0
2000106,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000107,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000108,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000109,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000110,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000111,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000112,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000113,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000114,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000115,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000116,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000117,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000118,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000119,手工鰻魚派,お手製のイールパイ,,0,0,0,1,0,0,False,65659,24305,1,1,1,3,0,0
2000120,手工鰻魚派,お手製のイールパイ,,0,0,0,1,0,0,False,65660,24305,1,1,1,3,0,0
2000121,無濁的清水,濁りなき清水,,0,0,0,1,0,0,False,65628,22614,1,1,1,3,0,0
2000122,勇氣之卵石,勇気の丸石,,0,0,0,1,0,0,False,65679,21451,1,1,1,0,0,0
2000123,魔導感光器,魔導フォトセル,,0,0,0,1,0,0,False,0,22625,1,99,1,0,0,0
2000124,食腐沙蚤的卵囊,キャリオンチゴーの卵袋,,0,0,0,1,0,0,False,0,22623,0,99,1,0,0,0
2000125,殭屍的遺留物,ゾンビーの遺留物,,0,0,0,1,0,0,False,0,22623,0,99,1,0,0,0
2000126,大個的蜜蜂,大ぶりの蜜蜂,,0,0,0,1,0,0,False,0,27002,0,99,1,0,0,0
2000127,滑潤的嫩葉,ヌメヌメ若葉,,0,0,0,1,0,0,False,0,25201,0,99,1,0,0,0
2000128,偷獵的皮革,密猟された皮革,,0,0,0,1,0,0,False,0,21002,0,99,1,0,0,0
2000129,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000130,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000131,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000132,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000133,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000134,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000135,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000136,無名的密函,無記名の封書,,0,0,0,1,0,0,False,65685,25918,1,1,1,3,0,0
2000137,劍鬥士弗朗茨的海報,剣闘士フランツのポスター,,0,0,0,1,0,0,False,65689,25906,1,3,1,3,1,1
2000138,鼩鼱的粗皮,スナッピングシュルーから採れる毛皮,,0,0,0,1,0,0,False,65699,21809,1,5,1,3,0,0
2000139,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000140,暖和的麻袋,生温かい麻袋,,0,0,0,1,0,0,False,65709,22628,1,1,1,3,0,0
2000141,測量記錄冊,測量記録書,,0,0,0,1,0,0,False,65711,26151,1,1,1,3,0,0
2000142,盲頭蟹的甲殼,ボッグヤーゾンの甲殻,,0,0,0,1,0,0,False,65733,22252,1,4,1,0,0,0
2000143,燈火茸,トモシビタケ,,0,0,0,1,0,0,False,65731,25402,1,1,1,3,0,0
2000144,蚜蟲,アブラムシ,,0,0,0,1,0,0,False,65707,27003,1,1,1,3,0,0
2000145,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000146,測量工具箱,測量道具箱,,0,0,0,1,0,0,False,65711,21002,1,2,1,3,0,0
2000147,測量用的粗繩,測量用の荒縄,,0,0,0,1,0,0,False,65711,26103,1,1,1,3,0,0
2000148,東阿爾迪納德商會的貨物,東アルデナード商会の荷物,,0,0,0,1,0,0,False,65758,21003,1,3,1,3,0,0
2000149,仙人掌露,サボテン水,,0,0,0,1,0,0,False,65759,20642,1,4,1,3,0,0
2000150,法法弗諾的貨物,ファファフォノの荷物,,0,0,0,1,0,0,False,65761,21003,1,3,1,3,0,0
2000151,魔菇的毒孢子囊,ファンガーの毒胞子袋,,0,0,0,1,0,0,False,0,25403,0,99,1,0,0,0
2000152,建築用小食腐獸卷鬚,建材用コチューのつる,,0,0,0,1,0,0,False,0,26103,0,99,1,0,0,0
2000153,天然磁石,天然磁石,,0,0,0,1,0,0,False,65764,21209,1,3,1,3,0,0
2000154,黃銅製擬餌,黄銅製のルアー,,0,0,0,1,0,0,False,65765,27055,1,2,1,3,0,0
2000155,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000156,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000157,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000158,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000159,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000160,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000161,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000162,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000163,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000164,礦爬蟲油,コブランの虫油,,0,0,0,1,0,0,False,65763,20663,1,4,1,3,0,0
2000165,給莫莫蒂的信,モモディ宛の手紙,,0,0,0,1,0,0,False,65766,25918,1,1,1,3,0,0
2000166,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000167,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000168,靈蟻的大顎,アントリングの大顎,,0,0,0,1,0,0,False,65841,22205,1,5,1,3,0,0
2000169,錘喙魔鳥的骨片,ハンマービークの骨片,,0,0,0,1,0,0,False,0,22202,1,1,1,3,0,0
2000170,大塊銀礦石,大ぶりの銀鉱 ,,0,0,0,1,0,0,False,0,21211,1,1,1,3,0,0
2000171,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000172,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000173,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000174,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000175,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000176,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000177,錘喙魔鳥的骨片,ハンマービークの骨片,,0,0,0,1,0,0,False,65862,22202,1,8,1,3,0,0
2000178,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000179,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000180,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000181,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000182,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000183,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000184,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000185,寶貝釣竿,愛用の釣竿,,0,0,0,1,0,0,False,65921,38201,1,1,1,3,0,0
2000186,洛茲琳的傳令信,ロズリンからの伝令文,,0,0,0,1,0,0,False,65916,26151,1,1,1,3,0,0
2000187,洛茲琳的傳令信,ロズリンからの伝令文,,0,0,0,1,0,0,False,65916,26151,1,1,1,3,0,0
2000188,洛茲琳的傳令信,ロズリンからの伝令文,,0,0,0,1,0,0,False,65916,26151,1,1,1,3,0,0
2000189,裝有冷水的水瓶,冷水入りの水瓶,,0,0,0,1,0,0,False,0,25055,1,1,1,3,0,0
2000190,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000191,陌生的皮袋,見慣れぬ革袋,,0,0,0,1,0,0,False,65915,25919,1,1,1,3,0,0
2000192,妮美雅百合花束,ニメーヤリリーの花束,,0,0,0,1,0,0,False,65919,22627,1,3,1,3,0,0
2000193,千年果實,千年果実,,0,0,0,1,0,0,False,0,25308,0,99,1,0,0,0
2000194,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000195,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000196,阿萊溫的藥草補劑,エールウィンの薬草トニック,,0,0,0,1,0,0,False,65930,20661,1,1,1,3,0,0
2000197,古老的陶器,古めかしい陶器,,0,0,0,1,0,0,False,65931,25055,1,1,1,3,0,0
2000198,散落的Gil,バラまかれたギル貨幣,,0,0,0,1,0,0,False,65932,25919,1,5,1,3,0,0
2000199,南瓜的兌換憑單,パンプキンの引替伝票,,0,0,0,1,0,0,False,65839,25906,1,1,1,3,0,0
2000200,羚羊醃肉,アンテロープの塩漬け肉,,0,0,0,1,0,0,False,0,24353,1,1,1,3,0,0
2000201,裝飾品的訂單,装飾具の注文書,,0,0,0,1,0,0,False,65701,26151,1,1,1,3,0,0
2000202,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000203,裝有姆恩·圖伊豆的木箱,ムントゥイ豆入りの木箱,,0,0,0,1,0,0,False,0,21003,1,1,1,3,0,0
2000204,小型幻杖,小さな幻具,,0,0,0,1,0,0,False,0,32412,1,1,1,3,0,0
2000205,小型幻杖,小さな幻具,,0,0,0,1,0,0,False,0,32412,1,1,1,3,0,0
2000206,狩獵工具箱,狩猟道具箱,,0,0,0,1,0,0,False,0,21002,1,3,1,3,0,0
2000207,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000208,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000209,羚羊內臟,アンテロープの臓物,,0,0,0,1,0,0,False,0,29002,1,4,1,3,0,0
2000210,食腐獸的嫩葉,オチューの若葉,,0,0,0,1,0,0,False,0,25201,1,4,1,3,0,0
2000211,新鮮鼴鼠肉,新鮮なモールの肉,,0,0,0,1,0,0,False,65840,25155,1,2,1,3,0,0
2000212,大塊銀礦石,大ぶりの銀鉱,,0,0,0,1,0,0,False,65843,21215,1,1,1,3,0,0
2000213,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000214,歐羅彭的白肉,オロボンの白身,,0,0,0,1,0,0,False,65858,29002,1,4,1,3,0,0
2000215,六識之鮮血,六識の鮮血,,0,0,0,1,0,0,False,0,22601,1,4,1,3,0,0
2000216,帶有艾瑪吉娜印記的木箱,アマジナ印の木箱,,0,0,0,1,0,0,False,65844,21002,1,3,1,3,0,0
2000217,納爾迪克＆威米利工坊的密函,ナルディク＆ヴィメリー社の封書,,0,0,0,1,0,0,False,65942,25918,1,1,1,3,0,0
2000218,瓦福福的手工便當,ララフェルの弁当,,0,0,0,1,0,0,False,65945,22641,1,4,1,3,0,0
2000219,雷元精核心,ライトニングエレメンタルの核,,0,0,0,1,0,0,False,65946,21265,1,3,1,3,0,0
2000220,完好的黑豺利牙,ハイエナの牙,,0,0,0,1,0,0,False,65947,22303,1,4,1,3,0,0
2000221,渡渡鳥腐肉,ドードーの腐肉,,0,0,0,1,0,0,False,65952,24353,1,1,1,3,0,0
2000222,勝利號的帆布,ヴィクトリー号の操舵輪,,0,0,0,1,0,0,False,65951,21602,1,1,1,3,0,0
2000223,勝利號的舵輪,ヴィクトリー号の索具,,0,0,0,1,0,0,False,65951,21003,1,1,1,3,0,0
2000224,勝利號的纜索,ヴィクトリー号の帆布,,0,0,0,1,0,0,False,65951,20910,1,1,1,3,0,0
2000225,拉諾西亞百合鈴,ラノシア・リリーベル,,0,0,0,1,0,0,False,65953,25022,1,1,1,3,0,0
2000226,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000227,,,,0,0,0,0,0,0,False,0,0,0,0,0,0,0,0
2000228,滿是泥土的土器,泥まみれの土器,,0,0,0,1,0,0,False,0,25054,1,5,1,3,0,0
2000229,含有魔力的劍,魔力を感じる剣,,0,0,0,1,0,0,False,65981,30426,1,1,1,3,0,0
2000230,惡臭的誘餌,不快な臭いの虫ダンゴ,,0,0,0,1,0,0,False,65583,21005,1,2,1,3,0,0
2000231,骨製警笛,骨細工の警笛,,0,0,0,1,0,0,False,0,25919,1,3,1,3,0,0
2000232,盛花蜂蜜酒,フルフラワーの蜂蜜酒,,0,0,0,1,0,0,False,65974,25057,1,1,1,3,0,0
2000233,氣球怪的小指,バルーンの小指,,0,0,0,1,0,0,False,65974,25911,1,6,1,3,0,0
2000234,金庫靈柩亭的訂單,コッファー＆コフィンの注文票,,0,0,0,1,0,0,False,65860,26153,1,4,1,3,0,0
2000235,深色鍊金藥,鈍色の錬金薬,,0,0,0,1,0,0,False,65591,24403,1,1,1,3,0,0
2000236,沾滿血的豬牙,血塗れたボアの牙,,0,0,0,1,0,0,False,65592,22301,1,10,1,3,0,0
2000237,掉落的貨物,落ちた積荷,,0,0,0,1,0,0,False,65923,21003,1,2,1,3,0,0
2000238,娜娜莫南瓜,ナナモパンプキン,,0,0,0,1,0,0,False,65839,25210,1,1,1,3,0,0
2000239,可愛的生薑餅乾,可愛いジンジャークッキー,,0,0,0,1,0,0,False,65856,24051,1,4,1,3,0,0
2000240,呂凱洛的密函,ルクロの封書,,0,0,0,1,0,0,False,65982,25918,1,1,1,3,0,0
2000241,礦山鐵道時刻表,鉱山鉄道の時刻表,,0,0,0,1,0,0,False,65925,26151,1,1,1,3,0,0
2000242,用來當飼料的基沙爾野菜,飼葉用ギサールの野菜,,0,0,0,1,0,0,False,65910,25218,1,3,1,3,0,0
2000243,六識之鮮血,六識の鮮血,,0,0,0,1,0,0,False,65974,22601,1,1,1,3,0,0
2000244,邪教念珠,邪教の念珠,,0,0,0,1,0,0,False,0,21265,1,99,1,0,0,0
2000245,璀璨的戒指,光り輝く指輪,,0,0,0,1,0,0,False,65687,54421,1,1,1,3,0,0
2000246,特製小龍蝦丸子,特製ザリガニボール,,0,0,0,1,0,0,False,65922,21003,1,1,1,3,0,0
2000247,姆恩·圖伊豆,ムントゥイ豆,,0,0,0,1,0,0,False,65922,22628,1,1,1,3,0,0
2000248,全新的板金鎧,真新しい板金鎧,,0,0,0,1,0,0,False,65922,48008,1,1,1,3,0,0
2000249,繆恩的密函,ミューヌの封書,,0,0,0,1,0,0,False,65983,25918,1,1,1,3,0,0
2000250,桐木小箱,,,0,0,0,1,0,0,False,65984,21002,1,1,1,3,0,0
2000251,偷獵的皮革,密猟された皮革,,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000252,遺失的商品,失われた品,,0,0,0,1,0,0,False,0,21003,0,99,1,0,0,0
2000253,魔像的碎片,石兵の欠片,,0,0,0,1,0,0,False,0,21202,0,99,1,0,0,0
2000254,土元精核心,アーススプライトの核,,0,0,0,1,0,0,False,0,21202,0,99,1,0,0,0
2000255,被盜的貨物,奪われた荷,,0,0,0,1,0,0,False,0,21003,0,99,1,0,0,0
2000256,仙人掌的肉質莖,サボテンの果肉,,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000257,魔像的魂石,石兵のソウルストーン,,0,0,0,1,0,0,False,0,21202,0,99,1,0,0,0
2000258,海盜的掠奪品,海賊の略奪品,,0,0,0,1,0,0,False,0,23001,0,99,1,0,0,0
2000259,血書紙片,血文字の紙片,,0,0,0,1,0,0,False,0,26151,1,99,1,0,0,0
2000260,小鑰匙,小さな鍵,,0,0,0,1,0,0,False,0,25904,1,99,1,0,0,0
2000261,白百合鑰匙,白百合の鍵,,0,0,0,1,0,0,False,0,25902,1,99,1,0,0,0
2000262,紅薔薇鑰匙,紅薔薇の鍵,,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000263,寄生樹鑰匙,宿り木の鍵,,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000264,黃石竹鑰匙,黄撫子の鍵,,0,0,0,1,0,0,False,0,25903,1,99,1,0,0,0
2000265,調查區的楓木原木,調査地域のメープル原木,,0,0,0,1,0,0,False,0,22408,0,99,1,0,0,0
2000266,調查區的楓樹枝,調査地域のメープルの枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000267,樹妖的果實,トレントのどんぐり,,0,0,0,1,0,0,False,0,25304,0,99,1,0,0,0
2000268,梣樹的幼苗,アッシュの若木,,0,0,0,1,0,0,False,0,22407,0,99,1,0,0,0
2000269,梣樹的嫩枝,アッシュの若枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000270,東岸的槲寄生,東岸のミスルトゥ,,0,0,0,1,0,0,False,0,25001,0,99,1,0,0,0
2000271,篝火用柴,たき火用の薪,,0,0,0,1,0,0,False,0,22407,0,99,1,0,0,0
2000272,篝火用樹皮,たき火用の樹皮,,0,0,0,1,0,0,False,0,22418,0,99,1,0,0,0
2000273,無雜質的乳膠,不純物のないラテックス,,0,0,0,1,0,0,False,0,22643,0,99,1,0,0,0
2000274,有雜質的乳膠,不純物まじりのラテックス,,0,0,0,1,0,0,False,0,22643,0,99,1,0,0,0
2000275,擇伐地的梣木原木,択伐地のアッシュ原木,,0,0,0,1,0,0,False,0,22407,0,99,1,0,0,0
2000276,擇伐地的梣樹枝,択伐地のアッシュの枝,,0,0,0,1,0,0,False,0,22416,0,99,1,0,0,0
2000277,優良的梣木原木,良質なアッシュ原木,,0,0,0,1,0,0,False,0,22407,0,99,1,0,0,0
2000278,天柱樹根,天柱樹の根,,0,0,0,1,0,0,False,0,25005,0,99,1,0,0,0
2000279,天柱樹皮,天柱樹の樹皮,,0,0,0,1,0,0,False,0,22418,0,99,1,0,0,0
2000280,結實的天柱樹根,天柱樹の丈夫な根,,0,0,0,1,0,0,False,0,25005,0,99,1,0,0,0
