#,FolkloreBook,Quest,Item,Division,GatheringType,ClassJob,Unknown0
2268,,70139,0,0,1,16,0
2269,,70139,0,0,1,16,0
2270,,70139,0,0,2,17,0
2271,,70139,0,0,2,17,0
2272,莫雯卓越工具·矿物资源1,70266,0,2014,1,16,0
2273,,70266,0,2014,1,16,0
2274,莫雯卓越工具·草木资源1,70266,0,2014,2,17,0
2275,,70266,0,2014,2,17,0
2276,莫雯卓越工具·矿物资源2,70303,0,2014,1,16,0
2277,,70303,0,2014,1,16,0
2278,莫雯卓越工具·草木资源2,70303,0,2014,2,17,0
2279,,70303,0,2014,2,17,0
2280,莫雯卓越工具·矿物资源3,70338,0,2014,1,16,0
2281,,70338,0,2014,1,16,0
2282,莫雯卓越工具·草木资源3,70338,0,2014,2,17,0
2283,,70338,0,2014,2,17,0
2284,91级～,67631,0,2018,1,16,0
2285,91级～,67631,0,2018,1,16,0
2286,91级～,67631,0,2018,2,17,0
2287,91级～,67631,0,2018,2,17,0
2288,96级～,67631,0,2018,1,16,0
2289,96级～,67631,0,2018,1,16,0
2290,96级～,67631,0,2018,2,17,0
2291,96级～,67631,0,2018,2,17,0
2292,,70495,0,0,1,16,0
2293,,70495,0,0,1,16,0
2294,,70495,0,0,2,17,0
2295,,70495,0,0,2,17,0
2296,,70791,0,0,1,16,0
2297,,70791,0,0,1,16,0
2298,,70791,0,0,2,17,0
2299,,70791,0,0,2,17,0
2300,,0,0,0,0,0,0
2301,,0,0,0,0,0,0
2302,,0,0,0,0,0,0
2303,,0,0,0,0,0,0
2304,,0,0,0,0,0,0
2305,,0,0,0,0,0,0
2306,,0,0,0,0,0,0
2307,,0,0,0,0,0,0
2308,,0,0,0,0,0,0
2309,,0,0,0,0,0,0
2310,,0,0,0,0,0,0
2311,,0,0,0,0,0,0
2312,,0,0,0,0,0,0
2313,,0,0,0,0,0,0
2314,,0,0,0,0,0,0
2315,,0,0,0,0,0,0
2316,,0,0,0,0,0,0
2317,,0,0,0,0,0,0
2318,,0,0,0,0,0,0
2319,,0,0,0,0,0,0
2320,,0,0,0,0,0,0
2321,,0,0,0,0,0,0
2322,,0,0,0,0,0,0
2323,,0,0,0,0,0,0
2324,,0,0,0,0,0,0
2325,,0,0,0,0,0,0
2326,,0,0,0,0,0,0
2327,,0,0,0,0,0,0
2328,,0,0,0,0,0,0
2329,,0,0,0,0,0,0
2330,,0,0,0,0,0,0
2331,,0,0,0,0,0,0
2332,,0,0,0,0,0,0
2333,,0,0,0,0,0,0
2334,,0,0,0,0,0,0
2335,,0,0,0,0,0,0
2336,,0,0,0,0,0,0
2337,,0,0,0,0,0,0
2338,,0,0,0,0,0,0
2339,,0,0,0,0,0,0
2340,,0,0,0,0,0,0
2341,,0,0,0,0,0,0
2342,,0,0,0,0,0,0
2343,,0,0,0,0,0,0
2344,,0,0,0,0,0,0
2345,,0,0,0,0,0,0
2346,,0,0,0,0,0,0
2347,,0,0,0,0,0,0
2348,,0,0,0,0,0,0
2349,,0,0,0,0,0,0
2350,,0,0,0,0,0,0
2500,鱼类传承录·库尔札斯篇,0,12701,0,3,18,0
2501,鱼类传承录·龙堡篇,1,12702,0,3,18,0
2502,鱼类传承录·阿巴拉提亚篇,2,12703,0,3,18,0
2503,鱼类传承录·基拉巴尼亚篇,3,17842,0,3,18,0
2504,鱼类传承录·基拉巴尼亚篇,3,17842,0,3,18,0
2505,鱼类传承录·奥萨德篇,4,17843,0,3,18,0
2506,鱼类传承录·奥萨德篇,4,17843,0,3,18,0
2507,鱼类传承录·诺弗兰特篇,5,26810,0,3,18,0
2508,鱼类传承录·诺弗兰特篇,5,26810,0,3,18,0
2509,鱼类传承录·北洋地域&伊尔萨巴德篇,6,36606,2010,3,18,0
2510,鱼类传承录·北洋地域&伊尔萨巴德篇,6,36606,2010,3,18,0
2511,鱼类传承录·星外天域篇,7,36608,2011,3,18,0
2512,鱼类传承录·星外天域篇,7,36608,2011,3,18,0
2513,鱼类传承录·古代世界篇,8,36609,2012,3,18,0
2514,鱼类传承录·古代世界篇,8,36609,2012,3,18,0
2515,鱼类传承录·尤卡图拉尔篇,9,43884,2015,3,18,0
2516,鱼类传承录·尤卡图拉尔篇,9,43884,2015,3,18,0
2517,鱼类传承录·萨卡图拉尔篇,10,43885,2016,3,18,0
2518,鱼类传承录·萨卡图拉尔篇,10,43885,2016,3,18,0
2519,鱼类传承录·亚历山德里亚篇,11,43886,2017,3,18,0
2520,鱼类传承录·亚历山德里亚篇,11,43886,2017,3,18,0
