#,Text,String,Genre,LegacyQuestID,SortKey
75,业火的试炼,,343,626,75
76,梅尔凡海关的失败,,343,632,76
77,希望之桥,,343,633,77
78,梭鱼的复仇,,343,635,78
79,爱意满满,,343,637,79
80,茫然的海盗,,343,638,80
81,儿子的消息,,343,639,81
82,发人深思,,343,640,82
83,涟漪之音,,343,641,83
84,钓鱼革命,,343,642,84
85,月色撩人,,343,643,85
86,黑色关系,,343,645,86
87,雕刻家的野心,,343,647,87
88,梭鱼骑士团特殊任务,,343,652,88
89,小心夜路,,343,653,89
90,凶猛的火舌,,343,654,90
91,蔬菜革命,,343,655,91
92,恶作剧的序曲,,343,657,92
93,传说的灵精鼠,,343,658,93
94,恶作剧的轮舞曲,,343,659,94
95,儿子的苦斗,,343,661,95
96,丢失的日记,,343,662,96
97,藏匿的感情,,343,663,97
98,哀悼,,343,664,98
99,原初的呼唤,,343,665,99
100,森林的敌人,,343,666,100
101,把握商机的豆子,,343,667,101
102,失窃的灵魂,,343,668,102
103,幻术三皇,,343,673,103
104,轻敲门扉之人,,343,674,104
105,失眠的冒险者,,343,675,105
106,伟大的咒术老师,,343,676,106
107,顾客就是上帝,,343,678,107
108,沙荫,,343,679,108
109,污点,,343,680,109
110,被绑架的咒术师,,343,681,110
111,悲哀的咒术师,,343,682,111
112,最美的花,,343,683,112
113,地平营地的传令,,343,684,113
114,背德之名,,343,685,114
115,魔石与魔石精,,343,686,115
116,新商品东山再起,,343,689,116
117,强者的召唤,,343,694,117
118,安详的小羊,,343,705,118
119,生命的境界,,343,706,119
120,最后之民,,343,707,120
121,黄金的加护,,343,725,121
122,隐秘于咒剑中的誓约,,343,726,122
123,海雾中潜藏的黑市,,343,727,123
124,突击！传说的怪物！,,343,733,124
125,收获供奉祭祀,,343,734,125
126,与定则抗争的少女,,343,735,126
127,白浪中消失的秘宝,,343,736,127
128,海风警告,,343,743,128
129,贯穿怒涛的弹丸,,343,744,129
130,涛声中带来的幸福,,343,745,130
131,贤者阿尔德巴尔,,343,752,131
132,蜥蜴人之血,,343,753,132
133,隔壁在挖什么,,343,754,133
134,蜥蜴人之刃,,343,755,134
135,魔石精的秘密,,343,761,135
136,众神如是说,,343,762,136
137,良药苦口,,343,763,137
138,魔菇的秘密,,343,764,138
139,奇妙的崇拜信,,343,770,139
140,猎户号的美味货品,,343,771,140
141,海盗的葡萄酒,,343,772,141
142,芳香的海上男儿,,343,773,142
143,降临？贤者的彩蛋（乌尔达哈）,,343,788,143
144,贤者的彩蛋 夺还大作战（乌尔达哈）,,343,789,144
145,降临？贤者的彩蛋（格里达尼亚）,,343,793,145
146,贤者的彩蛋 夺还大作战（格里达尼亚）,,343,794,146
147,红莲节 - 烈火嘉年华 -,,343,798,147
148,守护天节 - 捣蛋鬼之谜 -,,343,799,148
149,星芒节 - 凛冬未至 -,,343,800,149
150,降神节 - 乱世雪人 -,,343,801,150
151,降临？贤者的彩蛋（利姆萨·罗敏萨）,,343,803,151
152,贤者的彩蛋 夺还大作战（利姆萨·罗敏萨）,,343,804,152
153,筹集物品的工作,,343,808,153
154,灵窟中静候的试炼,,343,809,154
155,老哥布林顾客,,343,810,155
156,情感培育之力,,343,811,156
157,情感维系之力,,343,812,157
158,情感传递之力,,343,813,158
159,滑稽的盛宴,,343,815,159
160,供给与储备,,343,816,160
161,流沙迷宫樵鸣洞,,343,817,161
162,黄金之谷,,343,818,162
163,托托·拉克侦察令,,343,820,163
164,泽梅尔要塞收复战,,343,821,164
165,黄金谷雾中行军,,343,822,165
166,樵鸣洞流沙迷宫,,343,823,166
167,栖木的约定,,343,827,167
168,黑暗中的光明,,343,828,168
169,后桅的顾客,,343,837,169
170,等价的报酬,,343,838,170
171,卫月的引导,,343,839,171
172,勇者、灰烬、利刃,,343,840,172
173,沙钟的指环,,343,847,173
174,嫌疑人男子,,343,848,174
175,[chs],,343,857,175
176,彩蛋狩猎重新开幕,,343,858,176
177,红莲节 - 轰击怪逆袭 -,,343,859,177
178,[chs],,343,860,178
179,辅城补给,,343,861,179
180,艾里克博士的讲义,,343,862,180
181,旋风的试炼,,343,866,181
182,复苏的上古武器,,343,867,182
183,闭上双眼，则希望满怀,,343,868,183
184,红月凌空，凶鸟长鸣,,343,869,184
185,来自阿巴拉提亚的战士,,345,1200,254
186,破壁,,345,1201,255
187,原始熔岩,,345,1202,256
188,英雄巡礼,,345,1203,257
189,较量,,345,1204,258
190,顶级战士,,345,1205,259
191,流浪的武僧,,345,1220,260
192,蓝色的战场,,345,1221,261
193,不和的旋律,,345,1222,262
194,脉轮的波纹,,345,1223,263
195,无明的内地,,345,1224,264
196,废王的回归,,345,1225,265
197,深渊之种,,345,1240,266
198,残光之影,,345,1241,267
199,明日之语,,345,1242,268
200,希望之瞬,,345,1243,269
201,沉眠之怒,,345,1244,270
202,无垢之人,,345,1245,271
203,黑色的法师，黑色的魔石,,345,1260,272
204,预言的时刻，献祭的鲜血,,345,1261,273
205,他乡的知己，异族的友人,,345,1262,274
206,劝诱的迷雾，阴沉的门扉,,345,1263,275
207,求索的旅途，绸缪的出路,,345,1264,276
208,黑魔的引导，法师的真实,,345,1265,277
209,骑士的誓约,,345,1280,278
210,敬仰的背影,,345,1281,279
211,失望、愤怒、责任,,345,1282,280
212,勾心斗角,,345,1283,281
213,各怀异心,,345,1284,282
214,高举骑士的圣剑,,345,1285,283
215,吟游诗人的旋律,,345,1300,284
216,弓兵的战歌,,345,1301,285
217,光阴神的境地,,345,1302,286
218,罪孽深重的愚者,,345,1303,287
219,渴求净罪之地,,345,1304,288
220,生命的赞歌,,345,1305,289
221,觉醒的龙骑士,,345,1320,290
222,战神之枪,,345,1321,291
223,无法抹消的爪痕,,345,1322,292
224,双龙邂逅,,345,1323,293
225,邪龙之声,,345,1324,294
226,苍天之龙骑士,,345,1325,295
227,贤者的秘密,,346,1400,185
228,临时加入“黑涡团”,,346,1401,186
229,黑涡团军票,,346,1402,187
230,帝国的目标,,346,1403,188
231,巨舰扬帆,,346,1404,189
232,动乱的大地,,346,1405,190
233,入伍黑涡团,,346,1406,191
234,托托·拉克千狱（利姆萨·罗敏萨）,,346,1409,192
235,泽梅尔要塞（利姆萨·罗敏萨）,,346,1410,193
236,路易索瓦盟主的秘计（利姆萨·罗敏萨）,,346,1415,194
237,泡泡大作战,,346,1416,195
238,狂暴的海盗,,346,1417,196
239,美味小甜饼大骚动,,346,1418,197
240,地底秘境,,346,1419,198
241,花油危机,,346,1425,199
242,为王狼饯行,,346,1426,200
243,地灵军营地疲劳作战,,346,1427,201
244,天降奇兵,,346,1428,202
245,路易索瓦盟主的引导（利姆萨·罗敏萨）,,346,1429,203
246,利姆萨·罗敏萨的歧路,,346,1430,204
247,向胜利前进（利姆萨·罗敏萨）,,346,1431,205
248,月下之战（利姆萨·罗敏萨）,,346,1432,206
249,撼天猛牛讨伐作战,,346,1433,207
250,贤者的刻印,,346,1600,208
251,临时加入“双蛇党”,,346,1601,209
252,双蛇党军票,,346,1602,210
253,觉悟的信息,,346,1603,211
254,和谐新纪元,,346,1604,212
255,破坏之力,,346,1605,213
256,入伍双蛇党,,346,1606,214
257,托托·拉克千狱（格里达尼亚）,,346,1609,215
258,泽梅尔要塞（格里达尼亚）,,346,1610,216
259,路易索瓦盟主的秘计（格里达尼亚）,,346,1615,217
260,遥远的循环,,346,1616,218
261,卫国的决心,,346,1617,219
262,闪光的种子,,346,1618,220
263,烈风要塞,,346,1619,221
264,吞噬尸骸之人,,346,1625,222
265,凶鸟之舞,,346,1626,223
266,鸟人军采伐所急袭作战,,346,1627,224
267,万众一心,,346,1628,225
268,路易索瓦盟主的引导（格里达尼亚）,,346,1629,226
269,格里达尼亚的歧路,,346,1630,227
270,向胜利前进（格里达尼亚）,,346,1631,228
271,月下之战（格里达尼亚）,,346,1632,229
272,大肚子豪特珀克斯讨伐作战,,346,1633,230
273,贤者的策略,,346,1800,231
274,临时加入“恒辉队”,,346,1801,232
275,恒辉队军票,,346,1802,233
276,军备的动脉,,346,1803,234
277,真财实富,,346,1804,235
278,内敌,,346,1805,236
279,入伍恒辉队,,346,1806,237
280,托托·拉克千狱（乌尔达哈）,,346,1809,238
281,泽梅尔要塞（乌尔达哈）,,346,1810,239
282,路易索瓦盟主的秘计（乌尔达哈）,,346,1815,240
283,艾斯泰姆的新制品,,346,1816,241
284,争执的结果,,346,1817,242
285,士兵就是上帝,,346,1818,243
286,灼热圣域,,346,1819,244
287,计中计,,346,1825,245
288,父子机械师,,346,1826,246
289,蜥蜴人军祭台补给断绝作战,,346,1827,247
290,狼烟峰起,,346,1828,248
291,路易索瓦盟主的引导（乌尔达哈）,,346,1829,249
292,乌尔达哈的歧路,,346,1830,250
293,向胜利前进（乌尔达哈）,,346,1831,251
294,月下之战（乌尔达哈）,,346,1832,252
295,苔角长老讨伐作战,,346,1833,253
