#,Text,Label,Unknown0,Param,Platform,Category,BacklightColor,Required
54,向右移动视角,CAMERA_RIGHT,20,255,255,1,6,False
55,切换第一人称视角与第三人称视角,CAMERA_MODE,21,255,255,1,6,False
56,翻转视角,CAMERA_BACKWARD,22,255,255,1,6,False
57,缩进视角 / 上一页,CAMERA_ZOOMIN,23,255,255,1,6,False
58,拉远视角 / 下一页,CAMERA_ZOOMOUT,24,255,255,1,6,False
59,将视角恢复默认设置,CAMERA_LOAD,25,255,255,1,6,False
60,记录当前视角设置,CAMERA_SAVE,26,255,255,1,6,False
61,重置视角设置,CAMERA_RESET,27,255,255,1,6,False
62,提高视角俯视角度,CAM_TILT_UP,28,255,255,1,6,False
63,降低视角俯视角度,CAM_TILT_DOWN,29,255,255,1,6,False
64,视线面向当前镜头,CAMERA_LOOKING,30,255,255,1,6,False
65,集体动作（拍照模式）,GROUP_POSE,32,255,255,1,1,False
66,观景视角,IDLING_CAMERA,31,255,255,1,1,False
67,,,0,0,0,0,0,False
68,,,0,0,0,0,0,False
69,,,0,0,0,0,0,False
70,,,0,0,0,0,0,False
71,,,0,0,0,0,0,False
72,,,0,0,0,0,0,False
73,,,0,0,0,0,0,False
74,,,0,0,0,0,0,False
75,,,0,0,0,0,0,False
76,,,0,0,0,0,0,False
77,,,0,0,0,0,0,False
78,,,0,0,0,0,0,False
79,,,0,0,0,0,0,False
80,,,0,0,0,0,0,False
81,,,0,0,0,0,0,False
82,,,0,0,0,0,0,False
83,,,0,0,0,0,0,False
84,,,0,0,0,0,0,False
85,,,0,0,0,0,0,False
86,,,0,0,0,0,0,False
87,,,0,0,0,0,0,False
88,,,0,0,0,0,0,False
89,,,0,0,0,0,0,False
90,,,0,0,0,0,0,False
91,,,0,0,0,0,0,False
92,,,0,0,0,0,0,False
93,,,0,0,0,0,0,False
94,,,0,0,0,0,0,False
95,,,0,0,0,0,0,False
96,,,0,0,0,0,0,False
97,,,0,0,0,0,0,False
98,,,0,0,0,0,0,False
99,,,0,0,0,0,0,False
100,,,0,0,0,0,0,False
101,,,0,0,0,0,0,False
102,,,0,0,0,0,0,False
103,从最近的敌人开始从左至右切换所选目标,TARGET_NEXT,1,255,255,2,2,False
104,从最近的敌人开始从右至左切换所选目标,TARGET_PREV,2,255,255,2,2,False
105,选中队员列表第1位队员,TARGET_P1,3,255,255,2,2,False
106,选中队员列表第2位队员,TARGET_P2,4,255,255,2,2,False
107,选中队员列表第3位队员,TARGET_P3,5,255,255,2,2,False
108,选中队员列表第4位队员,TARGET_P4,6,255,255,2,2,False
109,选中队员列表第5位队员,TARGET_P5,7,255,255,2,2,False
110,选中队员列表第6位队员,TARGET_P6,8,255,255,2,2,False
111,选中队员列表第7位队员,TARGET_P7,9,255,255,2,2,False
112,选中队员列表第8位队员,TARGET_P8,10,255,255,2,2,False
113,选中自己的召唤兽,TARGET_PET,11,255,255,2,2,False
114,选中目标的目标（辅助目标）,TARGET_TTOT,13,255,255,2,2,False
115,选中前一次选中的目标,TARGET_LASTTARGET,14,255,255,2,2,False
116,选中前一次选中的敌人,TARGET_LASTENEMY,15,255,255,2,2,False
117,选中对自己发动攻击的敌人,TARGET_LASTATTACKER,16,255,255,2,2,False
118,选中距离最近的敌人,TARGET_CLOSEST_ENEMY,17,255,255,2,2,False
119,选中距离最近的玩家角色,TARGET_CLOSEST_PC,18,255,255,2,2,False
120,选中距离最近的非玩家角色或场景物体,TARGET_CLOSEST_NPC,19,255,255,2,2,False
121,焦点目标,TARGET_FOCUS,20,255,255,2,2,False
122,选中焦点目标,TARGET_SELECT,21,255,255,2,2,False
123,转向面向目标的方向,FACE,22,255,255,2,2,False
124,分类选择：＋,CIRCLE_ALL,23,255,255,2,2,False
125,分类选择：＋,CIRCLE_ENEMY,24,255,255,2,2,False
126,分类选择：＋,CIRCLE_PARTY,25,255,255,2,2,False
127,分类选择：＋,CIRCLE_PC,26,255,255,2,2,False
128,,,0,0,0,0,0,False
129,,,0,0,0,0,0,False
130,,,0,0,0,0,0,False
131,,,0,0,0,0,0,False
132,,,0,0,0,0,0,False
133,,,0,0,0,0,0,False
134,,,0,0,0,0,0,False
135,,,0,0,0,0,0,False
136,敌对列表中向上切换,TARGET_ENEMY_LIST_UP_KEY,27,255,255,2,2,False
137,敌对列表中向下切换,TARGET_ENEMY_LIST_DOWN_KEY,28,255,255,2,2,False
138,团队列表中顺序切换,TARGET_ALLIANCE_NEXT_KEY,29,255,255,2,2,False
139,团队列表中逆序切换,TARGET_ALLIANCE_PREV_KEY,30,255,255,2,2,False
140,团队列表1中顺序切换,TARGET_ALLIANCE1_NEXT,31,255,255,2,2,False
141,团队列表1中逆序切换,TARGET_ALLIANCE1_PREV,32,255,255,2,2,False
142,团队列表2中顺序切换,TARGET_ALLIANCE2_NEXT,33,255,255,2,2,False
143,团队列表2中逆序切换,TARGET_ALLIANCE2_PREV,34,255,255,2,2,False
144,选中团队1的1号队员,TARGET_ALLIANCE1_1,35,255,255,2,2,False
145,选中团队1的2号队员,TARGET_ALLIANCE1_2,36,255,255,2,2,False
146,选中团队1的3号队员,TARGET_ALLIANCE1_3,37,255,255,2,2,False
147,选中团队1的4号队员,TARGET_ALLIANCE1_4,38,255,255,2,2,False
148,选中团队1的5号队员,TARGET_ALLIANCE1_5,39,255,255,2,2,False
149,选中团队1的6号队员,TARGET_ALLIANCE1_6,40,255,255,2,2,False
150,选中团队1的7号队员,TARGET_ALLIANCE1_7,41,255,255,2,2,False
151,选中团队1的8号队员,TARGET_ALLIANCE1_8,42,255,255,2,2,False
152,选中团队2的1号队员,TARGET_ALLIANCE2_1,43,255,255,2,2,False
153,选中团队2的2号队员,TARGET_ALLIANCE2_2,44,255,255,2,2,False
154,选中团队2的3号队员,TARGET_ALLIANCE2_3,45,255,255,2,2,False
155,选中团队2的4号队员,TARGET_ALLIANCE2_4,46,255,255,2,2,False
156,选中团队2的5号队员,TARGET_ALLIANCE2_5,47,255,255,2,2,False
157,选中团队2的6号队员,TARGET_ALLIANCE2_6,48,255,255,2,2,False
158,选中团队2的7号队员,TARGET_ALLIANCE2_7,49,255,255,2,2,False
159,选中团队2的8号队员,TARGET_ALLIANCE2_8,50,255,255,2,2,False
160,选中自己的搭档,BUDDY_TARGET,12,255,255,2,2,False
161,水晶冲突：选中敌方的1号队员,TARGET_PVP_OPP_P1,51,255,255,2,2,False
162,水晶冲突：选中敌方的2号队员,TARGET_PVP_OPP_P2,52,255,255,2,2,False
163,水晶冲突：选中敌方的3号队员,TARGET_PVP_OPP_P3,53,255,255,2,2,False
164,水晶冲突：选中敌方的4号队员,TARGET_PVP_OPP_P4,54,255,255,2,2,False
165,水晶冲突：选中敌方的5号队员,TARGET_PVP_OPP_P5,55,255,255,2,2,False
166,,,0,0,0,0,0,False
167,,,0,0,0,0,0,False
168,,,0,0,0,0,0,False
169,,,0,0,0,0,0,False
170,,,0,0,0,0,0,False
171,开始输入聊天内容,CMD_CHAT,1,255,255,4,5,False
172,开始输入文本指令,CMD_COMMAND,2,255,255,4,5,False
173,临时回复（顺序）,CMD_REPLY,3,255,255,4,5,False
174,临时回复（逆序）,CMD_REPLY_REV,4,255,255,4,5,False
175,临时切换到说话频道,CMD_SAY,5,255,255,4,5,False
176,临时切换到呼喊频道,CMD_YELL,6,255,255,4,5,False
177,临时切换到喊话频道,CMD_SHOUT,7,255,255,4,5,False
178,临时切换到小队频道,CMD_PARTY,8,255,255,4,5,False
179,临时切换到团队频道,CMD_ALLIANCE,9,255,255,4,5,False
180,临时切换到部队频道,CMD_FREECOM,10,255,255,4,5,False
181,临时切换到通讯贝频道（顺序）,CMD_LINKSHELL,22,255,255,4,5,False
182,临时切换到通讯贝频道（逆序）,CMD_LINKSHELL_REV,23,255,255,4,5,False
183,临时切换到通讯贝1频道,CMD_LINKSHELL_1,24,255,255,4,5,False
184,临时切换到通讯贝2频道,CMD_LINKSHELL_2,25,255,255,4,5,False
185,临时切换到通讯贝3频道,CMD_LINKSHELL_3,26,255,255,4,5,False
186,临时切换到通讯贝4频道,CMD_LINKSHELL_4,27,255,255,4,5,False
187,临时切换到通讯贝5频道,CMD_LINKSHELL_5,28,255,255,4,5,False
188,临时切换到通讯贝6频道,CMD_LINKSHELL_6,29,255,255,4,5,False
189,临时切换到通讯贝7频道,CMD_LINKSHELL_7,30,255,255,4,5,False
190,临时切换到通讯贝8频道,CMD_LINKSHELL_8,31,255,255,4,5,False
191,回复（顺序）,CMD_REPLY_ALWAYS,103,255,255,4,5,False
192,回复（逆序）,CMD_REPLY_REV_ALWAYS,104,255,255,4,5,False
193,切换到说话频道,CMD_SAY_ALWAYS,105,255,255,4,5,False
194,切换到呼喊频道,CMD_YELL_ALWAYS,106,255,255,4,5,False
195,,,0,0,0,0,0,False
196,切换到小队频道,CMD_PARTY_ALWAYS,108,255,255,4,5,False
197,切换到团队频道,CMD_ALLIANCE_ALWAYS,109,255,255,4,5,False
198,切换到部队频道,CMD_FREECOM_ALWAYS,110,255,255,4,5,False
199,切换到通讯贝频道（顺序）,CMD_LINKSHELL_ALWAYS,122,255,255,4,5,False
200,切换到通讯贝频道（逆序）,CMD_LINKSHELL_REV_ALWAYS,123,255,255,4,5,False
201,切换到通讯贝1频道,CMD_LINKSHELL_1_ALWAYS,124,255,255,4,5,False
202,切换到通讯贝2频道,CMD_LINKSHELL_2_ALWAYS,125,255,255,4,5,False
203,切换到通讯贝3频道,CMD_LINKSHELL_3_ALWAYS,126,255,255,4,5,False
204,切换到通讯贝4频道,CMD_LINKSHELL_4_ALWAYS,127,255,255,4,5,False
205,切换到通讯贝5频道,CMD_LINKSHELL_5_ALWAYS,128,255,255,4,5,False
206,切换到通讯贝6频道,CMD_LINKSHELL_6_ALWAYS,129,255,255,4,5,False
207,切换到通讯贝7频道,CMD_LINKSHELL_7_ALWAYS,130,255,255,4,5,False
208,切换到通讯贝8频道,CMD_LINKSHELL_8_ALWAYS,131,255,255,4,5,False
209,,,0,0,0,0,0,False
210,,,0,0,0,0,0,False
211,确定操作,OK,1,255,255,5,1,True
212,取消操作,CANCEL,2,255,255,5,1,True
213,关闭所有窗口,ESC,3,255,255,5,1,True
214,快捷指令,PAD_MAINMENUFOCUS,4,255,255,5,1,True
215,次级指令,MENU,5,255,255,5,1,False
216,向上移动光标/小队列表中向上切换,UP,6,255,255,5,1,False
217,向下移动光标/小队列表中向下切换,DOWN,7,255,255,5,1,False
218,向左移动光标/分类选择向左切换,LEFT,8,255,255,5,1,False
219,向右移动光标/分类选择向右切换,RIGHT,9,255,255,5,1,False
220,顺序选择界面标签,TAB_NEXT,10,255,255,5,1,False
221,逆序选择界面标签,TAB_PREV,11,255,255,5,1,False
222,热键栏向上切换,HOTBAR_UP,12,255,253,5,1,False
223,热键栏向下切换,HOTBAR_DOWN,13,255,253,5,1,False
224,屏幕截图,KEY_SCREENSHOT,14,255,243,5,1,False
225,隐藏所有窗口,HIDE,15,255,255,5,1,False
226,界面设置模式,MENU_LAYOUT,16,255,255,5,1,False
227,顺序选择各项界面要素,PAD_HUDFOCUS,21,255,255,5,1,False
228,逆序选择各项界面要素,PAD_HUDFOCUS_PREV,22,255,255,5,1,False
229,目标过滤,TARGET_CLICK_FILTER,23,255,255,5,1,False
230,缩放窗口,MENU_SCALE,24,255,255,5,1,False
231,切换到热键栏1,HOTBAR_SET_1,33,255,253,5,1,False
232,切换到热键栏2,HOTBAR_SET_2,34,255,253,5,1,False
233,切换到热键栏3,HOTBAR_SET_3,35,255,253,5,1,False
234,切换到热键栏4,HOTBAR_SET_4,36,255,253,5,1,False
235,切换到热键栏5,HOTBAR_SET_5,37,255,253,5,1,False
236,切换到热键栏6,HOTBAR_SET_6,38,255,253,5,1,False
237,切换到热键栏7,HOTBAR_SET_7,39,255,253,5,1,False
238,切换到热键栏8,HOTBAR_SET_8,40,255,253,5,1,False
239,切换到热键栏9,HOTBAR_SET_9,41,255,253,5,1,False
240,切换到热键栏10,HOTBAR_SET_10,42,255,253,5,1,False
241,停止宏指令,MACRO_FORCED_OUTAGE,26,255,255,5,1,False
242,切换到特殊热键栏,HOTBAR_SET_EX,43,255,253,5,1,False
243,鼠标位置,MOUSE_CURSOR_SONAR,27,255,253,5,1,False
244,整体静音,MASTER_VOLUME_MUTE,28,255,255,5,1,False
245,任务通用键,MENU_CONTENTS_GENERAL,30,255,255,5,1,False
246,切换到界面设置1,HUDLAYOUT_SET1,17,255,255,5,1,False
247,切换到界面设置2,HUDLAYOUT_SET2,18,255,255,5,1,False
248,切换到界面设置3,HUDLAYOUT_SET3,19,255,255,5,1,False
249,切换到界面设置4,HUDLAYOUT_SET4,20,255,255,5,1,False
250,,,0,0,0,0,0,False
251,角色,MENU_STATUS,1,255,255,3,0,False
252,物品,MENU_BAG,6,255,255,3,0,False
253,兵装库,MENU_ARMORY,7,255,255,3,0,False
254,任务道具,MENU_EVENT_BAG,9,255,255,3,0,False
255,地图,MENU_MAP,11,255,255,3,0,False
256,技能菜单,MENU_ACTION,12,255,255,3,0,False
257,情感动作,MENU_EMOTE,13,255,255,3,0,False
258,坐骑一览,MENU_MOUNT_NOTEBOOK,14,255,255,3,0,False
259,宠物一览,MENU_MINION_NOTEBOOK,15,255,255,3,0,False
260,对战资料,MENU_PVP_PROFILE,19,255,255,3,0,False
261,社交,MENU_SOCIAL,21,255,255,3,0,False
262,小队,MENU_PARTY_MEMBER,22,255,255,3,0,False
263,好友名单,MENU_FRIEND_LIST,24,255,255,3,0,False
264,黑名单,MENU_BLACK_LIST,26,255,255,3,0,False
265,玩家搜索,MENU_PC_SEARCH,30,255,255,3,0,False
266,队员招募,MENU_LFG,32,255,255,3,0,False
267,准备确认,MENU_READY_CHECK,33,255,255,3,0,False
268,部队,MENU_FREECOM,36,255,255,3,0,False
269,房屋,MENU_HOUSING,37,255,255,3,0,False
270,通讯贝,MENU_LINKSHELL,39,255,255,3,0,False
271,任务搜索器,MENU_CONTENT,41,255,255,3,0,False
272,任务情报,MENU_CONTENT_INFO,46,255,255,3,0,False
273,日志,MENU_JOURNAL,47,255,255,3,0,False
274,制作笔记,MENU_CRAFT,51,255,255,3,0,False
275,采集笔记,MENU_GATHER,52,255,255,3,0,False
276,讨伐笔记,MENU_MONSTER,53,255,255,3,0,False
277,钓鱼笔记,MENU_FISH,54,255,255,3,0,False
278,鱼类图鉴,MENU_FISH_GUIDE,55,255,255,3,0,False
279,挑战笔记,MENU_CONTENTS_NOTEBOOK,57,255,255,3,0,False
280,探索笔记,MENU_ADVENTURE_NOTEBOOK,56,255,255,3,0,False
281,目标标记,MENU_MARK,59,255,255,3,0,False
282,场景标记,MENU_FIELD_MARK,60,255,255,3,0,False
283,搭档,MENU_BUDDY,63,255,255,3,0,False
284,返回,MENU_RETURN,62,255,255,3,0,False
285,传送,MENU_TELEPO,64,255,255,3,0,False
286,成就,MENU_ACHIVE,65,255,255,3,0,False
287,系统,MENU_SYSTEM,66,255,253,3,0,False
288,新手指南,MENU_HOWTO,70,255,255,3,0,False
289,推荐任务,MENU_RECOMMEND_LIST,71,255,255,3,0,False
290,用户宏,MENU_MACRO,72,255,255,3,0,False
291,情报服务台,MENU_SUPPORT,73,255,255,3,0,False
292,角色设置,MENU_CONFIG,76,255,255,3,0,False
293,系统设置,MENU_SYSCONFIG,77,255,255,3,0,False
294,消息颜色,MENU_LOGCOLOR,78,255,255,3,0,False
295,自定义按键,MENU_PADCUSTOMIZE,79,255,255,3,0,False
296,金碟游乐场,MENU_GOLD_SAUCER,20,255,255,3,0,False
297,风脉泉,MENU_AETHER_CURRENT,67,255,255,3,0,False
298,货币一览,MENU_CURRENCY,3,255,255,3,0,False
299,套装,MENU_GEAR_SET,2,255,255,3,0,False
300,,,0,0,0,0,0,False
301,热键栏1 - 第1格,HOTBAR_1_1,1,255,253,6,4,False
302,热键栏1 - 第2格,HOTBAR_1_2,2,255,253,6,4,False
303,热键栏1 - 第3格,HOTBAR_1_3,3,255,253,6,4,False
304,热键栏1 - 第4格,HOTBAR_1_4,4,255,253,6,4,False
305,热键栏1 - 第5格,HOTBAR_1_5,5,255,253,6,4,False
306,热键栏1 - 第6格,HOTBAR_1_6,6,255,253,6,4,False
307,热键栏1 - 第7格,HOTBAR_1_7,7,255,253,6,4,False
308,热键栏1 - 第8格,HOTBAR_1_8,8,255,253,6,4,False
309,热键栏1 - 第9格,HOTBAR_1_9,9,255,253,6,4,False
310,热键栏1 - 第10格,HOTBAR_1_0,10,255,253,6,4,False
311,热键栏1 - 第11格,HOTBAR_1_A,11,255,253,6,4,False
312,热键栏1 - 第12格,HOTBAR_1_B,12,255,253,6,4,False
313,热键栏2 - 第1格,HOTBAR_2_1,13,255,253,6,4,False
314,热键栏2 - 第2格,HOTBAR_2_2,14,255,253,6,4,False
315,热键栏2 - 第3格,HOTBAR_2_3,15,255,253,6,4,False
316,热键栏2 - 第4格,HOTBAR_2_4,16,255,253,6,4,False
317,热键栏2 - 第5格,HOTBAR_2_5,17,255,253,6,4,False
318,热键栏2 - 第6格,HOTBAR_2_6,18,255,253,6,4,False
319,热键栏2 - 第7格,HOTBAR_2_7,19,255,253,6,4,False
320,热键栏2 - 第8格,HOTBAR_2_8,20,255,253,6,4,False
321,热键栏2 - 第9格,HOTBAR_2_9,21,255,253,6,4,False
322,热键栏2 - 第10格,HOTBAR_2_0,22,255,253,6,4,False
323,热键栏2 - 第11格,HOTBAR_2_A,23,255,253,6,4,False
324,热键栏2 - 第12格,HOTBAR_2_B,24,255,253,6,4,False
325,热键栏3 - 第1格,HOTBAR_3_1,25,255,253,6,4,False
326,热键栏3 - 第2格,HOTBAR_3_2,26,255,253,6,4,False
327,热键栏3 - 第3格,HOTBAR_3_3,27,255,253,6,4,False
328,热键栏3 - 第4格,HOTBAR_3_4,28,255,253,6,4,False
329,热键栏3 - 第5格,HOTBAR_3_5,29,255,253,6,4,False
330,热键栏3 - 第6格,HOTBAR_3_6,30,255,253,6,4,False
331,热键栏3 - 第7格,HOTBAR_3_7,31,255,253,6,4,False
332,热键栏3 - 第8格,HOTBAR_3_8,32,255,253,6,4,False
333,热键栏3 - 第9格,HOTBAR_3_9,33,255,253,6,4,False
334,热键栏3 - 第10格,HOTBAR_3_0,34,255,253,6,4,False
335,热键栏3 - 第11格,HOTBAR_3_A,35,255,253,6,4,False
336,热键栏3 - 第12格,HOTBAR_3_B,36,255,253,6,4,False
337,热键栏4 - 第1格,HOTBAR_4_1,37,255,253,6,4,False
338,热键栏4 - 第2格,HOTBAR_4_2,38,255,253,6,4,False
339,热键栏4 - 第3格,HOTBAR_4_3,39,255,253,6,4,False
340,热键栏4 - 第4格,HOTBAR_4_4,40,255,253,6,4,False
341,热键栏4 - 第5格,HOTBAR_4_5,41,255,253,6,4,False
342,热键栏4 - 第6格,HOTBAR_4_6,42,255,253,6,4,False
343,热键栏4 - 第7格,HOTBAR_4_7,43,255,253,6,4,False
344,热键栏4 - 第8格,HOTBAR_4_8,44,255,253,6,4,False
345,热键栏4 - 第9格,HOTBAR_4_9,45,255,253,6,4,False
346,热键栏4 - 第10格,HOTBAR_4_0,46,255,253,6,4,False
347,热键栏4 - 第11格,HOTBAR_4_A,47,255,253,6,4,False
348,热键栏4 - 第12格,HOTBAR_4_B,48,255,253,6,4,False
349,热键栏5 - 第1格,HOTBAR_5_1,49,255,253,6,4,False
350,热键栏5 - 第2格,HOTBAR_5_2,50,255,253,6,4,False
351,热键栏5 - 第3格,HOTBAR_5_3,51,255,253,6,4,False
352,热键栏5 - 第4格,HOTBAR_5_4,52,255,253,6,4,False
353,热键栏5 - 第5格,HOTBAR_5_5,53,255,253,6,4,False
354,热键栏5 - 第6格,HOTBAR_5_6,54,255,253,6,4,False
355,热键栏5 - 第7格,HOTBAR_5_7,55,255,253,6,4,False
356,热键栏5 - 第8格,HOTBAR_5_8,56,255,253,6,4,False
357,热键栏5 - 第9格,HOTBAR_5_9,57,255,253,6,4,False
358,热键栏5 - 第10格,HOTBAR_5_0,58,255,253,6,4,False
359,热键栏5 - 第11格,HOTBAR_5_A,59,255,253,6,4,False
360,热键栏5 - 第12格,HOTBAR_5_B,60,255,253,6,4,False
361,热键栏6 - 第1格,HOTBAR_6_1,61,255,253,6,4,False
362,热键栏6 - 第2格,HOTBAR_6_2,62,255,253,6,4,False
363,热键栏6 - 第3格,HOTBAR_6_3,63,255,253,6,4,False
364,热键栏6 - 第4格,HOTBAR_6_4,64,255,253,6,4,False
365,热键栏6 - 第5格,HOTBAR_6_5,65,255,253,6,4,False
366,热键栏6 - 第6格,HOTBAR_6_6,66,255,253,6,4,False
367,热键栏6 - 第7格,HOTBAR_6_7,67,255,253,6,4,False
368,热键栏6 - 第8格,HOTBAR_6_8,68,255,253,6,4,False
369,热键栏6 - 第9格,HOTBAR_6_9,69,255,253,6,4,False
370,热键栏6 - 第10格,HOTBAR_6_0,70,255,253,6,4,False
371,热键栏6 - 第11格,HOTBAR_6_A,71,255,253,6,4,False
372,热键栏6 - 第12格,HOTBAR_6_B,72,255,253,6,4,False
373,热键栏7 - 第1格,HOTBAR_7_1,73,255,253,6,4,False
374,热键栏7 - 第2格,HOTBAR_7_2,74,255,253,6,4,False
375,热键栏7 - 第3格,HOTBAR_7_3,75,255,253,6,4,False
376,热键栏7 - 第4格,HOTBAR_7_4,76,255,253,6,4,False
377,热键栏7 - 第5格,HOTBAR_7_5,77,255,253,6,4,False
378,热键栏7 - 第6格,HOTBAR_7_6,78,255,253,6,4,False
379,热键栏7 - 第7格,HOTBAR_7_7,79,255,253,6,4,False
380,热键栏7 - 第8格,HOTBAR_7_8,80,255,253,6,4,False
381,热键栏7 - 第9格,HOTBAR_7_9,81,255,253,6,4,False
382,热键栏7 - 第10格,HOTBAR_7_0,82,255,253,6,4,False
383,热键栏7 - 第11格,HOTBAR_7_A,83,255,253,6,4,False
384,热键栏7 - 第12格,HOTBAR_7_B,84,255,253,6,4,False
385,热键栏8 - 第1格,HOTBAR_8_1,85,255,253,6,4,False
386,热键栏8 - 第2格,HOTBAR_8_2,86,255,253,6,4,False
387,热键栏8 - 第3格,HOTBAR_8_3,87,255,253,6,4,False
388,热键栏8 - 第4格,HOTBAR_8_4,88,255,253,6,4,False
389,热键栏8 - 第5格,HOTBAR_8_5,89,255,253,6,4,False
390,热键栏8 - 第6格,HOTBAR_8_6,90,255,253,6,4,False
391,热键栏8 - 第7格,HOTBAR_8_7,91,255,253,6,4,False
392,热键栏8 - 第8格,HOTBAR_8_8,92,255,253,6,4,False
393,热键栏8 - 第9格,HOTBAR_8_9,93,255,253,6,4,False
394,热键栏8 - 第10格,HOTBAR_8_0,94,255,253,6,4,False
395,热键栏8 - 第11格,HOTBAR_8_A,95,255,253,6,4,False
396,热键栏8 - 第12格,HOTBAR_8_B,96,255,253,6,4,False
397,热键栏9 - 第1格,HOTBAR_9_1,97,255,253,6,4,False
398,热键栏9 - 第2格,HOTBAR_9_2,98,255,253,6,4,False
399,热键栏9 - 第3格,HOTBAR_9_3,99,255,253,6,4,False
400,热键栏9 - 第4格,HOTBAR_9_4,100,255,253,6,4,False
401,热键栏9 - 第5格,HOTBAR_9_5,101,255,253,6,4,False
402,热键栏9 - 第6格,HOTBAR_9_6,102,255,253,6,4,False
403,热键栏9 - 第7格,HOTBAR_9_7,103,255,253,6,4,False
404,热键栏9 - 第8格,HOTBAR_9_8,104,255,253,6,4,False
405,热键栏9 - 第9格,HOTBAR_9_9,105,255,253,6,4,False
406,热键栏9 - 第10格,HOTBAR_9_0,106,255,253,6,4,False
407,热键栏9 - 第11格,HOTBAR_9_A,107,255,253,6,4,False
408,热键栏9 - 第12格,HOTBAR_9_B,108,255,253,6,4,False
409,热键栏10 - 第1格,HOTBAR_10_1,109,255,253,6,4,False
410,热键栏10 - 第2格,HOTBAR_10_2,110,255,253,6,4,False
411,热键栏10 - 第3格,HOTBAR_10_3,111,255,253,6,4,False
412,热键栏10 - 第4格,HOTBAR_10_4,112,255,253,6,4,False
413,热键栏10 - 第5格,HOTBAR_10_5,113,255,253,6,4,False
414,热键栏10 - 第6格,HOTBAR_10_6,114,255,253,6,4,False
415,热键栏10 - 第7格,HOTBAR_10_7,115,255,253,6,4,False
416,热键栏10 - 第8格,HOTBAR_10_8,116,255,253,6,4,False
417,热键栏10 - 第9格,HOTBAR_10_9,117,255,253,6,4,False
418,热键栏10 - 第10格,HOTBAR_10_0,118,255,253,6,4,False
419,热键栏10 - 第11格,HOTBAR_10_A,119,255,253,6,4,False
420,热键栏10 - 第12格,HOTBAR_10_B,120,255,253,6,4,False
421,特殊热键栏 - 第1格,HOTBAR_EX_1,121,255,253,6,4,False
422,特殊热键栏 - 第2格,HOTBAR_EX_2,122,255,253,6,4,False
423,特殊热键栏 - 第3格,HOTBAR_EX_3,123,255,253,6,4,False
424,特殊热键栏 - 第4格,HOTBAR_EX_4,124,255,253,6,4,False
425,特殊热键栏 - 第5格,HOTBAR_EX_5,125,255,253,6,4,False
426,特殊热键栏 - 第6格,HOTBAR_EX_6,126,255,253,6,4,False
427,特殊热键栏 - 第7格,HOTBAR_EX_7,127,255,253,6,4,False
428,特殊热键栏 - 第8格,HOTBAR_EX_8,128,255,253,6,4,False
429,特殊热键栏 - 第9格,HOTBAR_EX_9,129,255,253,6,4,False
