#,Name,Icon,Quest,AcceptTalk,FailTalk,FestivalId,FestivalPhase,Unknown2
262249,购买工具,0,0,0,0,0,0,True
262250,购买武器,0,0,0,0,0,0,True
262251,购买战斗防具,0,0,0,0,0,0,True
262252,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262253,购买工具,0,0,0,0,0,0,True
262254,购买武器,0,0,0,0,0,0,True
262255,购买战斗防具,0,0,0,0,0,0,True
262256,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262257,,0,0,0,0,0,0,True
262258,购买工具,0,0,0,0,0,0,True
262259,购买武器,0,0,0,0,0,0,True
262260,购买战斗防具,0,0,0,0,0,0,True
262261,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262262,购买工具,0,0,0,0,0,0,True
262263,购买武器,0,0,0,0,0,0,True
262264,购买战斗防具,0,0,0,0,0,0,True
262265,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262266,购买工具,0,0,0,0,0,0,True
262267,购买武器,0,0,0,0,0,0,True
262268,购买战斗防具,0,0,0,0,0,0,True
262269,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262270,购买武器,0,0,0,0,0,0,True
262271,购买工具,0,0,0,0,0,0,True
262272,购买战斗防具,0,0,0,0,0,0,True
262273,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262274,购买工具,0,0,0,0,0,0,True
262275,购买武器,0,0,0,0,0,0,True
262276,购买战斗防具,0,0,0,0,0,0,True
262277,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262278,购买武器,0,0,0,0,0,0,True
262279,购买工具,0,0,0,0,0,0,True
262280,购买战斗防具,0,0,0,0,0,0,True
262281,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262282,购买工具,0,0,0,0,0,0,True
262283,购买武器,0,0,0,0,0,0,True
262284,购买战斗防具,0,0,0,0,0,0,True
262285,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262286,购买武器,0,0,0,0,0,0,True
262287,购买工具,0,0,0,0,0,0,True
262288,购买战斗防具,0,0,0,0,0,0,True
262289,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262290,购买工具,0,0,0,0,0,0,True
262291,购买武器,0,0,0,0,0,0,True
262292,购买战斗防具,0,0,0,0,0,0,True
262293,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262294,购买工具,0,0,0,0,0,0,True
262295,购买武器,0,0,0,0,0,0,True
262296,购买战斗防具,0,0,0,0,0,0,True
262297,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262298,购买工具,0,0,0,0,0,0,True
262299,购买武器,0,0,0,0,0,0,True
262300,购买战斗防具,0,0,0,0,0,0,True
262301,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262302,购买工具,0,0,0,0,0,0,True
262303,购买武器,0,0,0,0,0,0,True
262304,购买战斗防具,0,0,0,0,0,0,True
262305,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262306,购买工具,0,0,0,0,0,0,True
262307,购买武器,0,0,0,0,0,0,True
262308,购买战斗防具,0,0,0,0,0,0,True
262309,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262310,购买工具,0,0,0,0,0,0,True
262311,购买武器,0,0,0,0,0,0,True
262312,购买战斗防具,0,0,0,0,0,0,True
262313,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262314,购买工具,0,0,0,0,0,0,True
262315,购买武器,0,0,0,0,0,0,True
262316,购买战斗防具,0,0,0,0,0,0,True
262317,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262318,购买工具,0,0,0,0,0,0,True
262319,购买武器,0,0,0,0,0,0,True
262320,购买战斗防具,0,0,0,0,0,0,True
262321,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262322,购买工具,0,0,0,0,0,0,True
262323,购买武器,0,0,0,0,0,0,True
262324,购买战斗防具,0,0,0,0,0,0,True
262325,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262326,购买工具,0,0,0,0,0,0,True
262327,购买武器,0,0,0,0,0,0,True
262328,购买战斗防具,0,0,0,0,0,0,True
262329,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262330,购买工具,0,0,0,0,0,0,True
262331,购买武器,0,0,0,0,0,0,True
262332,购买战斗防具,0,0,0,0,0,0,True
262333,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262334,购买工具,0,0,0,0,0,0,True
262335,购买武器,0,0,0,0,0,0,True
262336,购买战斗防具,0,0,0,0,0,0,True
262337,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262338,购买工具,0,0,0,0,0,0,True
262339,购买武器,0,0,0,0,0,0,True
262340,购买战斗防具,0,0,0,0,0,0,True
262341,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262342,购买工具,0,0,0,0,0,0,True
262343,购买武器,0,0,0,0,0,0,True
262344,购买战斗防具,0,0,0,0,0,0,True
262345,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262346,购买武器,0,0,0,0,0,0,True
262347,购买工具,0,0,0,0,0,0,True
262348,购买战斗防具,0,0,0,0,0,0,True
262349,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262350,,0,0,0,0,0,0,True
262351,购买工具,0,0,0,0,0,0,True
262352,购买武器,0,0,0,0,0,0,True
262353,购买战斗防具,0,0,0,0,0,0,True
262354,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262355,购买工具,0,0,0,0,0,0,True
262356,购买武器,0,0,0,0,0,0,True
262357,购买战斗防具,0,0,0,0,0,0,True
262358,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262359,购买工具,0,0,0,0,0,0,True
262360,购买武器,0,0,0,0,0,0,True
262361,购买战斗防具,0,0,0,0,0,0,True
262362,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262363,购买工具,0,0,0,0,0,0,True
262364,购买武器,0,0,0,0,0,0,True
262365,购买战斗防具,0,0,0,0,0,0,True
262366,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262367,购买工具,0,0,0,0,0,0,True
262368,购买武器,0,0,0,0,0,0,True
262369,购买战斗防具,0,0,0,0,0,0,True
262370,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262371,购买工具,0,0,0,0,0,0,True
262372,购买工具,0,0,0,0,0,0,True
262373,购买武器,0,0,0,0,0,0,True
262374,购买战斗防具,0,0,0,0,0,0,True
262375,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262376,,0,0,0,0,0,0,True
262377,,0,0,0,0,0,0,True
262378,购买工具,0,0,0,0,0,0,True
262379,购买武器,0,0,0,0,0,0,True
262380,购买战斗防具,0,0,0,0,0,0,True
262381,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262382,购买工具,0,0,0,0,0,0,True
262383,购买武器,0,0,0,0,0,0,True
262384,购买战斗防具,0,0,0,0,0,0,True
262385,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262386,购买工具,0,0,0,0,0,0,True
262387,购买武器,0,0,0,0,0,0,True
262388,购买战斗防具,0,0,0,0,0,0,True
262389,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262390,购买工具,0,0,0,0,0,0,True
262391,购买工具,0,0,0,0,0,0,True
262392,购买工具,0,0,0,0,0,0,True
262393,购买武器,0,0,0,0,0,0,True
262394,购买战斗防具,0,0,0,0,0,0,True
262395,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262396,购买工具,0,0,0,0,0,0,True
262397,购买武器,0,0,0,0,0,0,True
262398,购买战斗防具,0,0,0,0,0,0,True
262399,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262400,购买工具,0,0,0,0,0,0,True
262401,购买武器,0,0,0,0,0,0,True
262402,购买战斗防具,0,0,0,0,0,0,True
262403,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262404,,0,0,0,0,0,0,True
262405,,0,0,0,0,0,0,True
262406,,0,0,0,0,0,0,True
262407,,0,0,0,0,0,0,True
262408,购买武器,0,0,0,0,0,0,True
262409,购买战斗防具,0,0,0,0,0,0,True
262410,购买武器,0,0,0,0,0,0,True
262411,购买战斗防具,0,0,0,0,0,0,True
262412,购买武器,0,0,0,0,0,0,True
262413,购买战斗防具,0,0,0,0,0,0,True
262414,,0,0,0,0,13,0,True
262415,,0,0,0,0,2,0,True
262419,购买道具（室外建材、庭具、乐谱）,0,0,0,0,0,0,True
262420,购买道具（室外建材、庭具、乐谱）,0,0,0,0,0,0,True
262421,购买道具（室外建材、庭具、乐谱）,0,0,0,0,0,0,True
262422,购买道具,0,0,0,0,0,0,True
262423,,0,0,0,0,5,0,True
262424,,0,0,0,0,8,0,True
262425,,0,0,0,0,9,0,True
262426,,0,0,0,0,0,0,False
262427,,0,0,0,0,0,0,False
262428,,0,0,0,0,0,0,False
262429,,0,0,0,0,0,0,False
262430,,0,0,0,0,0,0,False
262431,,0,0,0,0,0,0,False
262432,,0,0,0,0,0,0,False
262433,,0,0,0,0,0,0,False
262434,,0,0,0,0,0,0,True
262435,,0,0,0,0,0,0,True
262436,,0,0,0,0,0,0,True
262437,,0,0,0,0,0,0,True
262438,,0,0,0,0,0,0,True
262439,,0,0,0,0,0,0,True
262440,,0,0,0,0,0,0,True
262441,,0,0,0,0,0,0,True
262442,,0,0,0,0,0,0,True
262443,再次购买50级防具（战斗精英）,0,0,0,0,0,0,True
262444,再次购买50级防具（魔法导师）,0,0,0,0,0,0,True
262445,再次购买50级武器、工具,0,0,0,0,0,0,True
262446,再次购买任务报酬1,0,0,0,0,0,0,True
262449,再次购买成就报酬1,0,0,0,0,0,0,True
262450,再次购买成就报酬2,0,0,0,0,0,0,True
262451,,0,0,0,0,0,0,False
262452,,0,0,0,0,0,0,False
262453,,0,0,0,0,0,0,False
262454,,0,0,0,0,0,0,False
262455,,0,0,0,0,0,0,False
262456,,0,0,0,0,0,0,False
262457,,0,0,0,0,0,0,False
262458,,0,0,0,0,0,0,False
262459,购买道具（武具投影相关）,0,66958,0,0,0,0,True
262460,购买道具,0,0,0,0,10,0,True
262461,购买道具（木材、金属、石材、骨材、皮革）,60412,0,0,0,0,0,True
262462,购买道具（布料、炼金原料）,60412,0,0,0,0,0,True
262463,购买道具（苗圃、染料）,60412,0,0,0,0,0,True
262464,,0,0,0,0,0,0,True
262466,,0,0,0,0,0,0,False
262468,购买道具（男性）,0,0,0,0,11,0,True
262469,购买道具（女性）,0,0,0,0,11,0,True
262470,购买道具,0,0,0,0,11,0,True
262471,购买道具（触媒）,60412,0,0,0,0,0,True
262472,购买道具（食材）,60412,0,0,0,0,0,True
262473,,0,0,0,0,0,0,False
262474,,0,0,0,0,0,0,False
262475,,0,0,0,0,0,0,False
262476,,0,0,0,0,0,0,False
262477,,0,0,0,0,0,0,False
262478,,0,0,0,0,0,0,False
262479,,0,0,0,0,0,0,False
262480,,0,0,0,0,0,0,False
262481,,0,0,0,0,0,0,False
262482,,0,0,0,0,0,0,False
262483,,0,0,0,0,0,0,False
262484,,0,0,0,0,0,0,False
262485,,0,0,0,0,7,0,True
262486,,0,0,0,0,0,0,True
262488,购买其他防具,0,0,0,0,0,0,True
262489,购买道具,0,0,0,0,16,0,True
262491,购买竞赛陆行鸟,0,0,0,592240,0,0,True
262492,购买道具,0,0,0,0,0,0,True
262493,购买道具,0,0,0,0,19,0,True
262494,购买道具,0,0,0,0,0,0,True
262495,购买道具,0,0,0,592222,20,0,True
262496,购买道具,0,0,0,0,0,0,True
262497,复制王者之剑·本我,0,291,0,0,0,0,True
262498,复制诸神黄昏斧·本我,0,294,0,0,0,0,True
262499,复制凯撒裂爪·本我,0,293,0,0,0,0,True
262500,复制圣枪朗基努斯·本我,0,295,0,0,0,0,True
262501,复制佐助之刀·本我,0,297,0,0,0,0,True
262502,复制与一之弓·本我,0,296,0,0,0,0,True
262503,复制莉莉丝魔杖·本我,0,299,0,0,0,0,True
262504,复制启示录·本我,0,300,0,0,0,0,True
262505,复制涅槃杖·本我,0,298,0,0,0,0,True
262506,复制最终宝典·本我,0,301,0,0,0,0,True
262507,复制圣盾埃癸斯·本我,0,292,0,0,0,0,True
262508,,0,0,0,0,0,0,False
262509,购买道具,0,0,0,0,0,0,True
262510,,0,0,0,0,0,0,False
262511,,0,0,0,0,0,0,False
262512,,0,0,0,0,0,0,False
262513,购买道具,0,0,0,0,0,0,True
262514,,0,0,0,0,0,0,False
262515,购买道具,0,0,0,0,0,0,True
262516,购买道具,0,0,0,0,0,0,True
262517,购买武器,0,0,0,0,0,0,True
262518,购买武器,0,0,0,0,0,0,True
262519,购买工具,0,0,0,0,0,0,True
262520,购买武器,0,0,0,0,0,0,True
262521,购买战斗精英防具,0,0,0,0,0,0,True
262522,购买魔法导师防具,0,0,0,0,0,0,True
262523,购买工具,0,0,0,0,0,0,True
262524,购买武器,0,0,0,0,0,0,True
262525,购买战斗精英防具,0,0,0,0,0,0,True
262526,购买魔法导师防具,0,0,0,0,0,0,True
262527,购买工具,0,0,0,0,0,0,True
262528,购买武器,0,0,0,0,0,0,True
262529,购买战斗精英防具,0,0,0,0,0,0,True
262530,购买魔法导师防具,0,0,0,0,0,0,True
262531,购买工具,0,0,0,0,0,0,True
262532,购买武器,0,0,0,0,0,0,True
262533,购买战斗精英防具,0,0,0,0,0,0,True
262534,购买魔法导师防具,0,0,0,0,0,0,True
262536,购买工具,0,0,0,0,0,0,True
262537,购买武器,0,0,0,0,0,0,True
262538,购买战斗精英防具,0,0,0,0,0,0,True
262539,购买魔法导师防具,0,0,0,0,0,0,True
262540,购买工具,0,0,0,0,0,0,True
262541,购买武器,0,0,0,0,0,0,True
262542,购买战斗精英防具,0,0,0,0,0,0,True
262543,购买魔法导师防具,0,0,0,0,0,0,True
262544,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262545,购买工具,0,0,0,0,0,0,True
262546,购买武器,0,0,0,0,0,0,True
262547,购买战斗精英防具,0,0,0,0,0,0,True
262548,购买魔法导师防具,0,0,0,0,0,0,True
262549,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262550,购买工具,0,0,0,0,0,0,True
262551,购买武器,0,0,0,0,0,0,True
262552,购买战斗精英防具,0,0,0,0,0,0,True
262553,购买魔法导师防具,0,0,0,0,0,0,True
262554,购买工具,0,0,0,0,0,0,True
262555,购买武器,0,0,0,0,0,0,True
262556,购买战斗精英防具,0,0,0,0,0,0,True
262557,购买魔法导师防具,0,0,0,0,0,0,True
262558,购买道具,0,0,0,0,23,0,True
262559,购买道具,0,0,0,0,22,0,True
262560,,0,0,0,0,0,0,False
262561,,0,0,0,0,0,0,False
262562,,0,0,0,0,0,0,False
262564,购买工具,0,0,0,0,0,0,True
262565,购买武器,0,0,0,0,0,0,True
262566,购买战斗精英防具,0,0,0,0,0,0,True
262567,购买魔法导师防具,0,0,0,0,0,0,True
262569,购买武器,0,0,0,0,0,0,True
262570,购买工具,0,0,0,0,0,0,True
262571,购买武器,0,0,0,0,0,0,True
262572,购买战斗精英防具,0,0,0,0,0,0,True
262573,购买魔法导师防具,0,0,0,0,0,0,True
262574,购买宠物（消耗金币）,0,0,0,0,0,0,True
262575,,0,0,0,0,28,0,True
262576,,0,0,0,0,0,0,False
262577,,0,0,0,0,0,0,False
262578,,0,0,0,0,0,0,False
262579,,0,0,0,0,0,0,False
262580,,0,0,0,0,0,0,False
262581,,0,0,0,0,0,0,False
262582,,0,0,0,0,0,0,False
262584,购买道具,0,0,0,0,27,0,True
262585,购买道具,0,0,0,0,31,0,True
262586,购买道具,0,0,0,0,32,0,True
262587,购买道具,0,0,0,0,33,0,True
262588,购买道具,60412,0,0,0,0,0,True
262603,,0,0,0,0,0,0,False
262604,,0,0,0,0,0,0,False
262605,,0,0,0,0,0,0,False
262606,,0,0,0,0,0,0,False
262607,,0,0,0,0,0,0,False
262608,,0,0,0,0,0,0,False
262609,购买水壶,0,0,593139,592260,0,0,True
262610,复制元灵武器·觉醒,0,0,0,0,0,0,True
262611,复制新元灵武器,0,0,0,0,0,0,True
262612,购买道具（消耗金币）,0,0,0,593234,0,0,True
262613,,0,0,0,0,0,0,False
262614,,0,0,0,0,0,0,False
262615,,0,0,0,0,0,0,False
262616,,0,0,0,0,0,0,False
262617,,0,0,0,0,0,0,False
262618,,0,0,0,0,0,0,False
262619,,0,0,0,0,0,0,False
262620,,0,0,0,0,0,0,False
262621,购买工具,0,0,0,0,0,0,True
262622,购买能工巧匠及大地使者防具,0,0,0,0,0,0,True
262623,,0,0,0,0,0,0,False
262624,,0,0,0,0,0,0,False
262625,复制元灵武器·超导,0,0,0,593415,0,0,True
262626,再次购买季节活动报酬（红莲节1）,0,0,0,0,0,0,True
262627,再次购买季节活动报酬（红莲节2）,0,0,0,0,0,0,True
262628,再次购买季节活动报酬（守护天节）,0,0,0,0,0,0,True
262629,再次购买季节活动报酬（星芒节）,0,0,0,0,0,0,True
262630,再次购买季节活动报酬（降神节）,0,0,0,0,0,0,True
262631,再次购买季节活动报酬（恋人节）,0,0,0,0,0,0,True
262632,再次购买季节活动报酬（女儿节）,0,0,0,0,0,0,True
262633,再次购买季节活动报酬（彩蛋狩猎）,0,0,0,0,0,0,True
262634,再次购买季节活动报酬（其他）,0,0,0,0,0,0,True
262635,购买道具,0,0,0,0,0,0,True
262636,购买道具,0,0,0,0,38,0,True
262637,购买道具,0,0,0,0,0,0,True
262638,购买道具1,0,0,0,0,0,0,True
262639,购买道具,0,0,0,0,0,0,True
262640,购买战斗饰品,0,0,0,0,0,0,True
262641,购买道具,0,0,0,0,37,0,True
262642,购买道具,0,0,0,0,0,0,True
262643,购买道具,0,0,0,0,0,0,True
262644,购买道具,0,0,0,0,0,0,True
262645,复制百炼成钢的元灵武器,0,0,0,593415,0,0,True
262646,购买季节活动报酬,0,0,0,0,43,0,True
262647,购买季节活动报酬,0,0,0,0,44,0,True
262648,购买道具（消耗金币）,0,0,0,0,46,0,True
262649,,0,0,0,0,0,0,False
262650,,0,0,0,0,0,0,False
262651,,0,0,0,0,0,0,False
262652,复制元灵武器·灵慧,0,67932,0,0,0,0,True
262653,复制真元灵武器,0,67940,0,0,0,0,True
262654,购买道具（室内建材）,0,0,0,0,0,0,True
262655,购买道具（床椅）,0,0,0,0,0,0,True
262656,购买道具（桌台、菜肴）,0,0,0,0,0,0,True
262657,购买道具（柜子、地毯、灯具）,0,0,0,0,0,0,True
262658,购买道具（其他）,0,0,0,0,0,0,True
262659,购买绘画作品（拉诺西亚）,0,0,0,0,0,0,True
262660,购买绘画作品（黑衣森林）,0,0,0,0,0,0,True
262661,购买绘画作品（萨纳兰）,0,0,0,0,0,0,True
262662,购买绘画作品（库尔札斯、摩杜纳）,0,0,0,0,0,0,True
262663,,0,0,0,0,45,0,True
262664,,0,0,0,0,47,0,True
262665,购买季节活动报酬,0,0,0,0,50,0,True
262666,购买季节活动报酬,0,0,0,0,51,0,True
262667,购买季节活动报酬,0,0,0,0,52,0,True
262668,,0,0,0,0,0,0,True
262669,,0,0,0,0,0,0,True
262670,,0,0,0,0,0,0,True
262671,购买拉拉菲尔服装,0,0,0,0,0,0,True
262672,购买鲁加服装,0,0,0,0,0,0,True
262673,购买精灵服装,0,0,0,0,0,0,True
262674,购买人族服装,0,0,0,0,0,0,True
262675,购买猫魅服装,0,0,0,0,0,0,True
262676,购买敖龙服装,0,0,0,0,0,0,True
262677,再次购买骑士装备,0,0,0,0,0,0,True
262678,再次购买战士装备,0,0,0,0,0,0,True
262679,再次购买暗黑骑士装备,0,0,0,0,0,0,True
262680,再次购买武僧装备,0,0,0,0,0,0,True
262681,再次购买龙骑士装备,0,0,0,0,0,0,True
262682,再次购买忍者装备,0,0,0,0,0,0,True
262683,再次购买吟游诗人装备,0,0,0,0,0,0,True
262684,再次购买机工士装备,0,0,0,0,0,0,True
262685,再次购买黑魔法师装备,0,0,0,0,0,0,True
262686,再次购买召唤师装备,0,0,0,0,0,0,True
262687,再次购买白魔法师装备,0,0,0,0,0,0,True
262688,再次购买学者装备,0,0,0,0,0,0,True
262689,再次购买占星术士装备,0,0,0,0,0,0,True
262690,购买道具（庭具、乐谱）,0,0,0,0,0,0,True
262691,购买道具,0,0,0,0,0,0,True
262692,购买道具,0,66754,0,0,0,0,True
262693,购买道具,0,66789,0,0,0,0,True
262694,购买道具,0,66857,0,0,0,0,True
262695,购买道具,0,66911,0,0,0,0,True
262696,购买道具,0,67023,0,0,0,0,True
262697,购买道具,0,67701,0,0,0,0,True
262698,购买道具,0,67791,0,0,0,0,True
262699,购买道具,0,67856,0,0,0,0,True
262700,购买防具（1～9级）,0,0,0,0,0,0,True
262701,购买防具（10～19级）,0,0,0,0,0,0,True
262702,购买防具（20～29级）,0,0,0,0,0,0,True
262703,购买防具（30～39级）,0,0,0,0,0,0,True
262704,购买防具（40～49级）,0,0,0,0,0,0,True
262705,购买防具（1～9级）,0,0,0,0,0,0,True
262706,购买防具（10～19级）,0,0,0,0,0,0,True
262707,购买防具（20～29级）,0,0,0,0,0,0,True
262708,购买防具（30～39级）,0,0,0,0,0,0,True
262709,购买防具（40～49级）,0,0,0,0,0,0,True
262710,购买防具（1～9级）,0,0,0,0,0,0,True
262711,购买防具（10～19级）,0,0,0,0,0,0,True
262712,购买防具（20～29级）,0,0,0,0,0,0,True
262713,购买防具（30～39级）,0,0,0,0,0,0,True
262714,购买防具（40～49级）,0,0,0,0,0,0,True
262715,购买武器（1～9级）,0,0,0,0,0,0,True
262716,购买武器（10～19级）,0,0,0,0,0,0,True
262717,购买武器（20～29级）,0,0,0,0,0,0,True
262718,购买武器（30～39级）,0,0,0,0,0,0,True
262719,购买武器（40～49级）,0,0,0,0,0,0,True
262720,购买武器（1～9级）,0,0,0,0,0,0,True
262721,购买武器（10～19级）,0,0,0,0,0,0,True
262722,购买武器（20～29级）,0,0,0,0,0,0,True
262723,购买武器（30～39级）,0,0,0,0,0,0,True
262724,购买武器（40～49级）,0,0,0,0,0,0,True
262725,购买工具（1～9级）,0,0,0,0,0,0,True
262726,购买工具（10～19级）,0,0,0,0,0,0,True
262727,购买工具（20～29级）,0,0,0,0,0,0,True
262728,购买工具（30～39级）,0,0,0,0,0,0,True
262729,购买工具（40～49级）,0,0,0,0,0,0,True
262730,购买工具（1～9级）,0,0,0,0,0,0,True
262731,购买工具（10～19级）,0,0,0,0,0,0,True
262732,购买工具（20～29级）,0,0,0,0,0,0,True
262733,购买工具（30～39级）,0,0,0,0,0,0,True
262734,购买工具（40～49级）,0,0,0,0,0,0,True
262735,购买战斗饰品,0,0,0,0,0,0,True
262736,购买能工巧匠及大地使者饰品,0,0,0,0,0,0,True
262737,购买防具（50级）,0,0,0,0,0,0,True
262738,购买防具（52级）,0,0,0,0,0,0,True
262739,购买防具（54级）,0,0,0,0,0,0,True
262740,购买防具（56级）,0,0,0,0,0,0,True
262741,购买防具（58级）,0,0,0,0,0,0,True
262743,购买防具（50级）,0,0,0,0,0,0,True
262744,购买防具（52级）,0,0,0,0,0,0,True
262745,购买防具（54级）,0,0,0,0,0,0,True
262746,购买防具（56级）,0,0,0,0,0,0,True
262747,购买防具（58级）,0,0,0,0,0,0,True
262749,购买防具（50～60级）,0,0,0,0,0,0,True
262750,购买武器（50级）,0,0,0,0,0,0,True
262751,购买武器（52级）,0,0,0,0,0,0,True
262752,购买武器（54级）,0,0,0,0,0,0,True
262753,购买武器（56级）,0,0,0,0,0,0,True
262754,购买武器（58级）,0,0,0,0,0,0,True
262756,购买武器（50级）,0,0,0,0,0,0,True
