#,Name,Unknown0,StampIcon,Unknown1,Category,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7
76,,0,0,0,0,0,0,0,False,False,False
77,,0,0,0,0,0,0,0,False,False,False
78,,0,0,0,0,0,0,0,False,False,False
79,,0,0,0,0,0,0,0,False,False,False
80,,0,0,0,0,0,0,0,False,False,False
81,,0,0,0,0,0,0,0,False,False,False
82,,0,0,0,0,0,0,0,False,False,False
83,,0,0,0,0,0,0,0,False,False,False
84,,0,0,0,0,0,0,0,False,False,False
85,,0,0,0,0,0,0,0,False,False,False
86,,0,0,0,0,0,0,0,False,False,False
87,,0,0,0,0,0,0,0,False,False,False
88,,0,0,0,0,0,0,0,False,False,False
89,,0,0,0,0,0,0,0,False,False,False
90,符号：叹号,0,230401,1,7,0,1,10,True,False,False
91,符号：问号,0,230402,1,7,0,2,10,True,False,False
92,符号：叹问号,0,230403,1,7,0,3,10,True,False,False
93,符号：问叹号,0,230404,1,7,0,4,10,True,False,False
94,符号：省略号,0,230405,1,7,0,5,10,True,False,False
95,,0,0,0,0,0,0,0,False,False,False
96,,0,0,0,0,0,0,0,False,False,False
97,,0,0,0,0,0,0,0,False,False,False
98,,0,0,0,0,0,0,0,False,False,False
99,,0,0,0,0,0,0,0,False,False,False
100,阿卡狄亚：下一位选手！（绿色）,70501,230791,2,10,0,204,1,True,False,False
101,阿卡狄亚：下一位选手！（蓝色）,70830,230792,2,10,0,205,1,True,False,False
102,完美节奏,70830,128404,2,10,0,206,1,False,False,False
103,怪物猎人：荒野：承接任务,70910,180186,2,29,0,207,1,False,False,False
104,怪物猎人：荒野：任务开始,70910,180187,2,29,0,208,1,False,False,False
105,怪物猎人：荒野：任务完成,70910,180188,2,29,0,209,1,False,False,False
106,,0,0,0,0,0,0,0,False,False,False
107,,0,0,0,0,0,0,0,False,False,False
108,,0,0,0,0,0,0,0,False,False,False
109,,0,0,0,0,0,0,0,False,False,False
110,气泡：标准,0,230101,1,2,0,1,10,True,True,True
111,气泡：思考,0,230102,1,2,0,2,10,True,True,True
112,气泡：吃惊,0,230103,1,2,0,3,10,True,True,True
113,,0,0,0,0,0,0,0,False,False,False
114,,0,0,0,0,0,0,0,False,False,False
115,,0,0,0,0,0,0,0,False,False,False
116,,0,0,0,0,0,0,0,False,False,False
117,生日：0,0,230131,0,28,0,1,10,True,False,False
118,生日：1,0,230132,0,28,0,2,10,True,False,False
119,生日：2,0,230133,0,28,0,3,10,True,False,False
120,生日：3,0,230134,0,28,0,4,10,True,False,False
121,生日：4,0,230135,0,28,0,5,10,True,False,False
122,生日：5,0,230136,0,28,0,6,10,True,False,False
123,生日：6,0,230137,0,28,0,7,10,True,False,False
124,生日：7,0,230138,0,28,0,8,10,True,False,False
125,生日：8,0,230139,0,28,0,9,10,True,False,False
126,生日：9,0,230140,0,28,0,10,10,True,False,False
127,生日：莫古力,0,230141,0,28,0,11,10,True,True,True
128,生日：王冠,0,230142,0,28,0,12,10,True,True,True
129,生日：气球,0,230143,0,28,0,13,10,True,True,True
130,装饰：闪亮1,0,230201,1,9,0,2,10,True,True,True
131,装饰：心形,0,230202,1,9,0,43,10,True,True,True
132,装饰：光泡,0,230203,1,9,0,21,10,True,True,True
133,装饰：足迹,0,230204,1,9,0,61,10,True,True,True
134,装饰：闪亮1,0,230301,1,9,0,1,10,True,True,True
135,装饰：墨镜,0,230302,1,9,0,110,10,True,True,True
136,装饰：心形,0,230303,1,9,0,42,10,True,True,True
137,装饰：光泡,0,230304,1,9,0,20,10,True,True,True
138,装饰：口红,0,230305,1,9,0,111,10,True,True,True
139,装饰：足迹,0,230306,1,9,0,60,10,True,True,True
140,装饰：箭头,0,230307,1,9,0,100,10,True,True,True
141,装饰：三角形,0,230210,1,9,0,31,10,True,True,True
142,装饰：四边形,0,230211,1,9,0,33,10,True,True,True
143,装饰：五角形,0,230209,1,9,0,35,10,True,True,True
144,装饰：花朵,0,230205,1,9,0,45,10,True,True,True
145,装饰：圆形虚化,0,230208,1,9,0,41,10,True,True,True
146,装饰：音符1,0,230206,1,9,0,51,10,True,True,True
147,装饰：音符2,0,230207,1,9,0,52,10,True,True,True
148,装饰：音符,0,230309,1,9,0,50,10,True,True,True
149,装饰：三角形,0,230312,1,9,0,30,10,True,True,True
150,装饰：四边形,0,230313,1,9,0,32,10,True,True,True
151,装饰：五角形,0,230311,1,9,0,34,10,True,True,True
152,装饰：花朵,0,230308,1,9,0,44,10,True,True,True
153,装饰：圆形虚化,0,230310,1,9,0,40,10,True,True,True
154,装饰：闪亮2,0,230314,1,9,0,3,10,True,True,True
155,装饰：闪亮2,0,230212,1,9,0,4,10,True,True,True
156,装饰：闪亮3,0,230315,1,9,0,5,10,True,True,True
157,装饰：闪亮3,0,230213,1,9,0,6,10,True,True,True
158,装饰：闪亮4,0,230316,1,9,0,7,10,True,True,True
159,装饰：闪亮4,0,230214,1,9,0,8,10,True,True,True
160,装饰：星星,0,230215,1,9,0,53,10,True,True,True
161,装饰：彩色纸屑,0,230317,1,9,0,90,10,True,True,True
162,,0,0,0,0,0,0,0,False,False,False
163,,0,0,0,0,0,0,0,False,False,False
164,,0,0,0,0,0,0,0,False,False,False
165,,0,0,0,0,0,0,0,False,False,False
166,,0,0,0,0,0,0,0,False,False,False
167,,0,0,0,0,0,0,0,False,False,False
168,,0,0,0,0,0,0,0,False,False,False
169,,0,0,0,0,0,0,0,False,False,False
170,食品：猫魅风味山珍烤串,0,230501,1,8,0,1,10,True,True,True
171,食品：羚羊肉排,0,230502,1,8,0,2,10,True,True,True
172,食品：渡渡鸟蛋煎蛋卷,0,230503,1,8,0,3,10,True,True,True
173,食品：煎跳蜥蛋,0,230504,1,8,0,4,10,True,True,True
174,食品：盐烤公主鳟,0,230505,1,8,0,5,10,True,True,True
175,食品：猫魅风味海产烤串,0,230506,1,8,0,6,10,True,True,True
176,食品：高山萝卜沙拉,0,230507,1,8,0,7,10,True,True,True
177,食品：猫魅风味森鲜烤串,0,230508,1,8,0,8,10,True,True,True
178,食品：煎饼,0,230509,1,8,0,9,10,True,True,True
179,食品：心形卷饼,0,230510,1,8,0,10,10,True,True,True
180,食品：骑士面包,0,230511,1,8,0,11,10,True,True,True
181,食品：俾斯麦鸡蛋三明治,0,230512,1,8,0,12,10,True,True,True
182,食品：苹果挞,0,230513,1,8,0,13,10,True,True,True
183,食品：翡翠豆汤,0,230514,1,8,0,14,10,True,True,True
184,食品：生姜饼干,0,230515,1,8,0,15,10,True,True,True
185,食品：爱心巧克力,0,230516,1,8,0,16,10,True,True,True
186,食品：南瓜曲奇,0,230517,1,8,0,17,10,True,True,True
187,食品：橙汁,0,230518,1,8,0,18,10,True,True,True
188,食品：香草茶,0,230519,1,8,0,19,10,True,True,True
189,食品：炸鱼套餐,0,230520,1,8,0,20,10,True,True,True
190,食品：伊修加德松饼,0,230521,1,8,0,21,10,True,True,True
191,食品：长棍面包,0,230522,1,8,0,22,10,True,True,True
192,,0,0,0,0,0,0,0,False,False,False
193,,0,0,0,0,0,0,0,False,False,False
194,,0,0,0,0,0,0,0,False,False,False
195,,0,0,0,0,0,0,0,False,False,False
196,,0,0,0,0,0,0,0,False,False,False
197,,0,0,0,0,0,0,0,False,False,False
198,,0,0,0,0,0,0,0,False,False,False
199,,0,0,0,0,0,0,0,False,False,False
200,宇宙探索：音符,70789,230318,1,30,0,1,1,True,True,True
201,宇宙探索：星星,70789,230319,1,30,0,2,1,True,True,True
202,宇宙探索：眼镜,70789,230320,1,30,0,3,1,True,True,True
203,宇宙探索：布丁,70789,230321,1,30,0,4,1,True,True,True
204,宇宙探索：行星,70789,230322,1,30,0,5,1,True,True,True
205,宇宙探索：胡萝卜,70789,230323,1,30,0,6,1,True,True,True
206,宇宙探索：心形,70789,230324,1,30,0,7,1,True,True,True
207,宇宙探索：兔兔族,70789,230325,1,30,0,8,1,True,True,True
208,宇宙探索：像素兔兔族,70789,230326,1,30,0,9,1,True,True,True
209,,0,0,0,0,0,0,0,False,False,False
210,,0,0,0,0,0,0,0,False,False,False
211,,0,0,0,0,0,0,0,False,False,False
212,,0,0,0,0,0,0,0,False,False,False
213,,0,0,0,0,0,0,0,False,False,False
214,,0,0,0,0,0,0,0,False,False,False
215,,0,0,0,0,0,0,0,False,False,False
216,,0,0,0,0,0,0,0,False,False,False
217,宠物：粉红糖豆人,499,234899,1,1,0,1306,6,True,True,True
218,宠物：糖豆企鹅,500,234900,1,1,0,1307,6,True,True,True
219,宠物：小托加尔,498,234898,1,1,0,1301,6,True,True,True
220,宠物：迷你尼德霍格,233,234633,1,1,0,1075,6,True,True,True
221,宠物：自走人偶001号,0,234401,1,1,0,1200,10,True,True,True
222,宠物：巧儿陆行鸟,0,234402,1,1,0,1,10,True,True,True
223,宠物：爆弹仔,0,234403,1,1,0,100,10,True,True,True
224,宠物：贝希摩斯宝宝,0,234405,1,1,0,101,10,True,True,True
225,宠物：魔界花骨朵,0,234412,1,1,0,102,10,True,True,True
226,宠物：灰尘兔,0,234424,1,1,0,113,10,True,True,True
227,宠物：幼小仙人掌,0,234429,1,1,0,114,10,True,True,True
228,宠物：小壳蟹,0,234430,1,1,0,115,10,True,True,True
229,宠物：发芽小猩猩,0,234436,1,1,0,127,10,True,True,True
230,宠物：恶魔砖块,0,234439,1,1,0,129,10,True,True,True
231,宠物：手指光标,0,234444,1,1,0,1217,10,True,True,True
232,宠物：卢恩人玩偶,0,234446,1,1,0,700,10,True,True,True
233,宠物：小狼,0,234450,1,1,0,116,10,True,True,True
234,宠物：长须小豹,0,234452,1,1,0,107,10,True,True,True
235,宠物：冬贝利玩偶,0,234453,1,1,0,110,10,True,True,True
236,宠物：魔法扫帚,0,234471,1,1,0,1220,10,True,True,True
237,宠物：莫古力娃娃,0,234472,1,1,0,3,10,True,True,True
238,宠物：食果花鼠,0,234487,1,1,0,401,10,True,True,True
239,宠物：猫小胖,0,234507,1,1,0,402,10,True,True,True
240,宠物：河童童,0,234511,1,1,0,1302,10,True,True,True
241,宠物：追踪系统,0,234542,1,1,0,1211,10,True,True,True
242,宠物：猴面雀儿,0,234558,1,1,0,142,10,True,True,True
243,宠物：叶小妖妖,0,234566,1,1,0,144,10,True,True,True
244,宠物：獭獭,0,234641,1,1,0,501,10,True,True,True
245,宠物：迷你鲶鱼精,0,234653,1,1,0,701,10,True,True,True
246,宠物：迷你库洛,0,234660,1,1,0,1042,10,True,True,True
247,宠物：豆豆柴,0,234667,1,1,0,410,10,True,True,True
248,宠物：隆卡的水蛇？,0,234737,1,1,0,417,10,True,True,True
249,宠物：大河狸,0,234742,1,1,0,703,10,True,True,True
250,宠物：鲨鱼指挥官,0,234775,1,1,0,508,10,True,True,True
251,宠物：凯特西娃娃,0,234404,1,1,0,1202,10,True,True,True
252,宠物：青鸟,0,234416,1,1,0,600,10,True,True,True
253,宠物：渡渡鸟雏,0,234432,1,1,0,117,10,True,True,True
254,宠物：幼碧企鹅,0,234435,1,1,0,126,10,True,True,True
255,宠物：睡羊羊,0,234441,1,1,0,130,10,True,True,True
256,宠物：小小蔓德拉,0,234442,1,1,0,118,10,True,True,True
257,宠物：不说话的蜂鸟,0,234462,1,1,0,133,10,True,True,True
258,宠物：梦魔娃娃,0,234475,1,1,0,135,10,True,True,True
259,宠物：小小吉尔伽美什,0,234476,1,1,0,1070,10,True,True,True
260,宠物：洋葱王子,0,234477,1,1,0,119,10,True,True,True
261,宠物：茄子骑士,0,234478,1,1,0,120,10,True,True,True
262,宠物：蒜头明星,0,234479,1,1,0,121,10,True,True,True
263,宠物：番茄国王,0,234480,1,1,0,122,10,True,True,True
264,宠物：蔓德拉王后,0,234481,1,1,0,123,10,True,True,True
265,宠物：迷你奥尔特罗斯,0,234504,1,1,0,1072,10,True,True,True
266,宠物：恩奇都,0,234521,1,1,0,1071,10,True,True,True
267,宠物：小小阿托莫斯,0,234529,1,1,0,139,10,True,True,True
268,宠物：风筝小猫,0,234532,1,1,0,140,10,True,True,True
269,宠物：小熊猫,0,234534,1,1,0,404,10,True,True,True
270,宠物：企鹅王子,0,234564,1,1,0,604,10,True,True,True
271,宠物：波奇,0,234600,1,1,0,1303,10,True,True,True
272,宠物：疣猪小子,0,234616,1,1,0,155,10,True,True,True
273,宠物：旅雀儿,0,234647,1,1,0,605,10,True,True,True
274,宠物：迷你奇美拉,0,234655,1,1,0,1205,10,True,True,True
275,宠物：小雪童子,0,234719,1,1,0,158,10,True,True,True
276,宠物：小妖狐,0,234642,1,1,0,407,10,True,True,True
277,宠物：鲸头鹳,0,234749,1,1,0,606,10,True,True,True
278,宠物：猪小仙,0,234753,1,1,0,160,10,True,True,True
279,宠物：沙狐,0,234787,1,1,0,421,10,True,True,True
280,宠物：莫莫拉·莫拉！！！,0,234796,1,1,0,510,10,True,True,True
281,宠物：胖儿陆行鸟,0,234506,1,1,0,2,10,True,True,True
282,宠物：粘液胶,0,234451,1,1,0,131,10,True,True,True
283,宠物：奥猴宝宝,0,234470,1,1,0,134,10,True,True,True
284,宠物：小脚雪人,0,234508,1,1,0,137,10,True,True,True
285,宠物：浅瞳,0,234563,1,1,0,143,10,True,True,True
286,宠物：蓝闪蝶,0,234579,1,1,0,150,10,True,True,True
287,宠物：波罗·罗格,0,234580,1,1,0,151,10,True,True,True
288,宠物：水小滴,0,234805,1,1,0,162,10,True,True,True
289,宠物：分福,0,234646,1,1,0,409,10,True,True,True
290,宠物：小刺猬,0,234730,1,1,0,415,10,True,True,True
291,宠物：鼯鼠,0,234862,1,1,0,429,10,True,True,True
292,宠物：吉多,0,234658,1,1,0,502,10,True,True,True
293,宠物：椒盐海豹,0,234672,1,1,0,503,10,True,True,True
294,宠物：六角小螈螈,0,234673,1,1,0,504,10,True,True,True
295,宠物：小鸭嘴兽,0,234740,1,1,0,506,10,True,True,True
296,宠物：丑小鸭,0,234531,1,1,0,602,10,True,True,True
297,宠物：白小虎,0,234684,1,1,0,913,10,True,True,True
298,宠物：朱孔雀,0,234703,1,1,0,914,10,True,True,True
299,宠物：青帝,0,234727,1,1,0,916,10,True,True,True
300,宠物：迷你雅·修特拉,91,234500,1,1,0,1000,6,True,True,True
301,宠物：迷你敏菲利亚,98,234488,1,1,0,1003,6,True,True,True
302,宠物：迷你桑克瑞德,99,234489,1,1,0,1004,6,True,True,True
303,宠物：迷你伊达,107,234501,1,1,0,1006,6,True,True,True
304,宠物：迷你帕帕力莫,108,234502,1,1,0,1008,6,True,True,True
305,宠物：迷你于里昂热,109,234503,1,1,0,1009,6,True,True,True
306,宠物：迷你阿尔菲诺,130,234519,1,1,0,1013,6,True,True,True
307,宠物：迷你阿莉塞,131,234520,1,1,0,1014,6,True,True,True
308,宠物：迷你塔塔露,132,234526,1,1,0,1016,6,True,True,True
309,宠物：迷你西德,133,234527,1,1,0,1018,6,True,True,True
310,宠物：猫耳小小员,0,234856,1,1,0,1208,10,True,True,True
311,宠物：擦擦羽衣精,0,234863,1,1,0,200,10,True,True,True
312,宠物：吉娃汪,0,234848,1,1,0,430,10,True,True,True
313,宠物：肥肥风筝猫,0,234784,1,1,0,141,10,True,True,True
314,宠物：娜娜珂小熊,0,234485,1,1,0,400,10,True,True,True
315,宠物：黑豆柴,0,234733,1,1,0,411,10,True,True,True
316,宠物：小树袋熊,0,234671,1,1,0,412,10,True,True,True
317,宠物：水豚幼崽,0,234716,1,1,0,414,10,True,True,True
318,宠物：小旗,0,234822,1,1,0,423,10,True,True,True
319,宠物：柯基犬,0,234867,1,1,0,431,10,True,True,True
320,宠物：银山雀儿,0,234771,1,1,0,607,10,True,True,True
321,宠物：小草贤人,0,234838,1,1,0,167,10,True,True,True
322,宠物：悌阳象族人偶,444,234844,1,1,0,800,6,True,True,True
323,宠物：格雷布洛弗玩偶,439,234839,1,1,0,704,6,True,True,True
324,宠物：探明威,472,234872,1,1,0,705,6,True,True,True
325,宠物：集成奥密克戎,425,234825,1,1,0,1213,6,True,True,True
326,宠物：迷你欧米茄M,344,234744,1,1,0,301,6,True,True,True
327,宠物：迷你欧米茄F,345,234745,1,1,0,302,6,True,True,True
328,宠物：迷你欧米茄,305,234705,1,1,0,300,6,True,True,True
329,宠物：迷你阿尔法,304,234704,1,1,0,1077,6,True,True,True
330,宠物：迷你可露儿,192,234605,1,1,0,1019,6,True,True,True
331,宠物：迷你穆恩布瑞达,224,234624,1,1,0,1021,6,True,True,True
332,宠物：非正宗调查员,21,234515,1,1,0,1022,6,True,True,True
333,宠物：迷你娜娜莫,84,234499,1,1,0,1028,6,True,True,True
334,宠物：迷你奥尔什方,173,234568,1,1,0,1032,6,True,True,True
335,宠物：迷你艾默里克,193,234606,1,1,0,1034,6,True,True,True
336,宠物：迷你埃斯蒂尼安,228,234628,1,1,0,1036,6,True,True,True
337,宠物：迷你尼禄,174,234575,1,1,0,1033,6,True,True,True
338,宠物：袖珍劳班,71,234555,1,1,0,1026,6,True,True,True
339,宠物：袖珍嘉恩·艾,71,234553,1,1,0,1025,6,True,True,True
340,宠物：袖珍梅尔维布,71,234554,1,1,0,1024,6,True,True,True
341,宠物：私用棒槌树,0,234873,1,1,0,124,10,True,True,True
342,宠物：忍犬白丸,0,234886,1,1,0,433,10,True,True,True
343,宠物：忍犬黑丸,0,234890,1,1,0,434,10,True,True,True
344,宠物：迷你莫艾石像,0,234678,1,1,0,1223,10,True,True,True
345,宠物：迷你阿泽玛,451,234851,1,1,0,308,6,True,True,True
346,宠物：迷你哈罗妮,474,234874,1,1,0,309,6,True,True,True
347,宠物：迷你奥修昂,494,234894,1,1,0,310,6,True,True,True
348,宠物：砂砾小像兵,0,234419,1,1,0,109,10,True,True,True
349,宠物：小木乃伊,0,234509,1,1,0,138,10,True,True,True
350,宠物：芬里尔幼崽,0,234582,1,1,0,152,10,True,True,True
351,宠物：小凉南希,0,234761,1,1,0,161,10,True,True,True
352,宠物：小矮兔,0,234609,1,1,0,406,10,True,True,True
353,宠物：狐獴,0,234756,1,1,0,420,10,True,True,True
354,宠物：暗斗鱼苗,0,234510,1,1,0,500,10,True,True,True
355,宠物：猫头小鹰,0,234530,1,1,0,601,10,True,True,True
356,宠物：猎鹰,0,234562,1,1,0,603,10,True,True,True
357,宠物：蓝足鲣鸟,0,234853,1,1,0,609,10,True,True,True
358,宠物：新型迷你雅·修特拉,177,234596,1,1,0,1001,6,True,True,True
359,宠物：新型迷你桑克瑞德,217,234617,1,1,0,1005,6,True,True,True
360,宠物：迷你路易索瓦,118,234512,1,1,0,1011,6,True,True,True
361,宠物：新型迷你阿莉塞,218,234618,1,1,0,1015,6,True,True,True
362,宠物：迷你戈德伯特,476,234876,1,1,0,1023,6,True,True,True
363,宠物：迷你冰之巫女,145,234538,1,1,0,1029,6,True,True,True
364,宠物：迷你夕雾,150,234543,1,1,0,1030,6,True,True,True
365,宠物：迷你艾达,219,234619,1,1,0,1035,6,True,True,True
366,宠物：迷你熙洛,298,234698,1,1,0,1041,6,True,True,True
367,宠物：迷你古·拉哈,306,234706,1,1,0,1048,6,True,True,True
368,宠物：尘世幻龙,119,234518,1,1,0,1073,6,True,True,True
369,宠物：迷你赫拉斯瓦尔格,229,234629,1,1,0,1074,6,True,True,True
370,纸胶带：格里达尼亚风格,0,230801,1,23,0,2,10,True,True,True
371,纸胶带：利姆萨·罗敏萨风格,0,230802,1,23,0,1,10,True,True,True
372,纸胶带：乌尔达哈风格,0,230803,1,23,0,3,10,True,True,True
373,纸胶带：伊修加德风格,0,230804,1,23,0,4,10,True,True,True
374,纸胶带：阿拉米格风格,0,230805,1,23,0,5,10,True,True,True
375,纸胶带：黄金港风格,0,230806,1,23,0,6,10,True,True,True
376,纸胶带：多玛风格,0,230807,1,23,0,7,10,True,True,True
377,纸胶带：水晶都风格,0,230808,1,23,0,8,10,True,True,True
378,纸胶带：游末邦风格,0,230809,1,23,0,9,10,True,True,True
379,纸胶带：博兹雅风格,0,230810,1,23,0,10,10,True,True,True
380,纸胶带：加雷马风格,70000,230811,1,23,0,13,1,True,True,True
381,纸胶带：萨雷安风格,70000,230812,1,23,0,11,1,True,True,True
382,纸胶带：拉札罕风格,70000,230813,1,23,0,12,1,True,True,True
383,纸胶带：图莱尤拉风格,70495,230814,1,23,0,14,1,True,True,True
384,纸胶带：亚历山德里亚风格,70495,230815,1,23,0,15,1,True,True,True
385,,0,0,0,0,0,0,0,False,False,False
386,,0,0,0,0,0,0,0,False,False,False
387,,0,0,0,0,0,0,0,False,False,False
388,,0,0,0,0,0,0,0,False,False,False
389,,0,0,0,0,0,0,0,False,False,False
390,,0,0,0,0,0,0,0,False,False,False
391,,0,0,0,0,0,0,0,False,False,False
392,,0,0,0,0,0,0,0,False,False,False
393,,0,0,0,0,0,0,0,False,False,False
394,,0,0,0,0,0,0,0,False,False,False
395,,0,0,0,0,0,0,0,False,False,False
396,,0,0,0,0,0,0,0,False,False,False
397,,0,0,0,0,0,0,0,False,False,False
398,,0,0,0,0,0,0,0,False,False,False
399,,0,0,0,0,0,0,0,False,False,False
400,药品：恢复药,0,230523,1,18,0,1,10,True,True,True
401,药品：高级恢复药,0,230524,1,18,0,2,10,True,True,True
402,药品：超级恢复药,0,230525,1,18,0,3,10,True,True,True
403,药品：上级恢复药,0,230526,1,18,0,4,10,True,True,True
404,药品：以太药,0,230527,1,18,0,5,10,True,True,True
405,药品：高级以太药,0,230528,1,18,0,6,10,True,True,True
406,药品：超级以太药,0,230529,1,18,0,7,10,True,True,True
407,药品：上级以太药,0,230530,1,18,0,8,10,True,True,True
408,药品：圣灵药,0,230531,1,18,0,9,10,True,True,True
409,药品：幻想药,0,230532,1,18,0,10,10,True,True,True
410,,0,0,0,0,0,0,0,False,False,False
411,,0,0,0,0,0,0,0,False,False,False
412,,0,0,0,0,0,0,0,False,False,False
413,,0,0,0,0,0,0,0,False,False,False
414,,0,0,0,0,0,0,0,False,False,False
415,,0,0,0,0,0,0,0,False,False,False
416,,0,0,0,0,0,0,0,False,False,False
417,,0,0,0,0,0,0,0,False,False,False
418,,0,0,0,0,0,0,0,False,False,False
419,,0,0,0,0,0,0,0,False,False,False
420,,0,0,0,0,0,0,0,False,False,False
421,,0,0,0,0,0,0,0,False,False,False
422,,0,0,0,0,0,0,0,False,False,False
423,,0,0,0,0,0,0,0,False,False,False
424,,0,0,0,0,0,0,0,False,False,False
425,,0,0,0,0,0,0,0,False,False,False
426,,0,0,0,0,0,0,0,False,False,False
427,,0,0,0,0,0,0,0,False,False,False
428,,0,0,0,0,0,0,0,False,False,False
429,,0,0,0,0,0,0,0,False,False,False
430,主线任务：可以领取,0,230601,1,19,0,1,10,True,True,True
431,主线任务：可以进行,0,230602,1,19,0,2,10,True,True,True
432,主线任务：可以完成,0,230603,1,19,0,3,10,True,True,True
433,支线任务：可以领取,0,230604,1,19,0,4,10,True,True,True
434,支线任务：可以进行,0,230605,1,19,0,5,10,True,True,True
435,支线任务：可以完成,0,230606,1,19,0,6,10,True,True,True
