#,Text,GroupTitle,LookupTable,Group,Key
376,,,,0,0
377,,,,0,0
378,,,,0,0
379,,,,0,0
380,,,,0,0
381,,,,0,0
382,,,,0,0
383,,,,0,0
384,,,,0,0
385,,,,0,0
386,,,,0,0
387,,,,0,0
388,,,,0,0
389,,,,0,0
390,,,,0,0
391,,,,0,0
392,,,,0,0
393,,,,0,0
394,,,,0,0
395,,,,0,0
396,,,,0,0
397,,,,0,0
398,,,,0,0
399,,,,0,0
400,【回答】,huida.,@,4,0
401,我不知道。,wobuzhidao,,4,1
402,不，谢了。,buxiele,,4,2
403,好的，拜托了。,haodebaituole,,4,3
404,拜托您了。,baituoninle,,4,4
405,明白。,mingbai,,4,5
406,抱歉，我现在很忙。,baoqianwoxianzaihenmang,,4,6
407,我现在想独自一人活动。,woxianzaixiangduziyirenhuodong,,4,7
408,我不知道该怎么回答这个问题。,wobuzhidaogaizenmehuidazhegewenti,,4,8
409,原来如此。,yuanlairuci,,4,9
410,谢谢你的提案，不过还是算了。,xiexienidetianbuguohaishisuanle,,4,10
411,听起来有意思。,tingqilaiyouyisi,,4,11
412,嗯……,en,,4,12
413,啊？！,a?!,,4,13
414,真的？,zhende?,,4,14
415,唔。,wu,,4,15
416,一会还有别的事。,yihuihaiyoubiedeshi,,4,16
417,再来一局。,zailaiyiju,,4,17
418,结束对局吧。,jieshuduijuba,,4,18
419,我想暂停一会儿。,woxiangzantingyihuier,,4,19
420,有可能。,youkeneng,,4,20
421,,,,0,0
422,,,,0,0
423,,,,0,0
424,,,,0,0
425,,,,0,0
426,,,,0,0
427,,,,0,0
428,,,,0,0
429,,,,0,0
430,,,,0,0
431,,,,0,0
432,,,,0,0
433,,,,0,0
434,,,,0,0
435,,,,0,0
436,,,,0,0
437,,,,0,0
438,,,,0,0
439,,,,0,0
440,,,,0,0
441,,,,0,0
442,,,,0,0
443,,,,0,0
444,,,,0,0
445,,,,0,0
446,,,,0,0
447,,,,0,0
448,,,,0,0
449,,,,0,0
450,,,,0,0
451,,,,0,0
452,,,,0,0
453,,,,0,0
454,,,,0,0
455,,,,0,0
456,,,,0,0
457,,,,0,0
458,,,,0,0
459,,,,0,0
460,,,,0,0
461,,,,0,0
462,,,,0,0
463,,,,0,0
464,,,,0,0
465,,,,0,0
466,,,,0,0
467,,,,0,0
468,,,,0,0
469,,,,0,0
470,,,,0,0
471,,,,0,0
472,,,,0,0
473,,,,0,0
474,,,,0,0
475,,,,0,0
476,,,,0,0
477,,,,0,0
478,,,,0,0
479,,,,0,0
480,,,,0,0
481,,,,0,0
482,,,,0,0
483,,,,0,0
484,,,,0,0
485,,,,0,0
486,,,,0,0
487,,,,0,0
488,,,,0,0
489,,,,0,0
490,,,,0,0
491,,,,0,0
492,,,,0,0
493,,,,0,0
494,,,,0,0
495,,,,0,0
496,,,,0,0
497,,,,0,0
498,,,,0,0
499,,,,0,0
500,【理由】,liyou.,@,5,0
501,正在咏唱。,zhengzaiyongchang,,5,1
502,该工作了。,gaigongzuole,,5,2
503,我约了人。,woyueleren,,5,3
504,我困了。,wokunle,,5,4
505,我累了。,woleile,,5,5
506,有事要办，先走一步！,youshiyaobanxianzouyibu,,5,6
507,身体有点不舒服。,shentiyoudianbushufu,,5,7
508,我不是很有兴趣。,wobushihenyouxingqu,,5,8
509,我有兴趣。,woyouxingqu,,5,9
510,我现在正在任务里。,woxianzaizhengzairenwuli,,5,10
511,正在战斗中！,zhengzaizhandouzhong,,5,11
512,我想挣钱。,woxiangzhengqian,,5,12
513,我不记得了。,wobujidele,,5,13
514,我不知道。,wobuzhidao,,5,14
515,刚用掉了……,gangyongdiaole,,5,15
516,我想挣经验值。,woxiangzhengjingyanzhi,,5,16
517,我错了。,wocuole,,5,17
518,已经有人邀请我了。,yijingyourenyaoqingwole,,5,18
519,我已经有一个了。,woyijingyouyigele,,5,19
520,招募已经结束了。,zhaomuyijingjieshule,,5,20
521,我正在做准备。,wozhengzaizuozhunbei,,5,21
522,现在无法脱身。,xianzaiwufatuoshen,,5,22
523,我在和人聊天。,wozaiherenliaotian,,5,23
524,我没有在用键盘。,womeiyouzaiyongjianpan,,5,24
525,我正在查资料。,wozhengzaichaziliao,,5,25
526,,,,0,0
527,,,,0,0
528,,,,0,0
529,,,,0,0
530,,,,0,0
531,,,,0,0
532,,,,0,0
533,,,,0,0
534,,,,0,0
535,,,,0,0
536,,,,0,0
537,,,,0,0
538,,,,0,0
539,,,,0,0
540,,,,0,0
541,,,,0,0
542,,,,0,0
543,,,,0,0
544,,,,0,0
545,,,,0,0
546,,,,0,0
547,,,,0,0
548,,,,0,0
549,,,,0,0
550,,,,0,0
551,,,,0,0
552,,,,0,0
553,,,,0,0
554,,,,0,0
555,,,,0,0
556,,,,0,0
557,,,,0,0
558,,,,0,0
559,,,,0,0
560,,,,0,0
561,,,,0,0
562,,,,0,0
563,,,,0,0
564,,,,0,0
565,,,,0,0
566,,,,0,0
567,,,,0,0
568,,,,0,0
569,,,,0,0
570,,,,0,0
571,,,,0,0
572,,,,0,0
573,,,,0,0
574,,,,0,0
575,,,,0,0
576,,,,0,0
577,,,,0,0
578,,,,0,0
579,,,,0,0
580,,,,0,0
581,,,,0,0
582,,,,0,0
583,,,,0,0
584,,,,0,0
585,,,,0,0
586,,,,0,0
587,,,,0,0
588,,,,0,0
589,,,,0,0
590,,,,0,0
591,,,,0,0
592,,,,0,0
593,,,,0,0
594,,,,0,0
595,,,,0,0
596,,,,0,0
597,,,,0,0
598,,,,0,0
599,,,,0,0
600,【交易】,jiaoyi.,@,6,0
601,能卖给我吗？,nengmaigeiwoma?,,6,1
602,能帮我个忙吗？,nengbangwogemangma?,,6,2
603,能便宜些吗？,nengpianyixiema?,,6,3
604,要购买吗？,yaogoumaima?,,6,4
605,要出售吗？,yaochushouma?,,6,5
606,能交换吗？,nengjiaohuanma?,,6,6
607,你需要吗？,nixuyaoma?,,6,7
608,你能制作吗？,ninengzhizuoma?,,6,8
609,你有吗？,niyouma?,,6,9
610,需要什么必要的素材？,xuyaoshenmebiyaodesucai?,,6,10
611,没钱！,meiqian,,6,11
612,我没有那个道具。,womeiyounagedaoju,,6,12
613,我没什么能给你的。,womeishenmenenggeinide,,6,13
614,给你这个。,geinizhege,,6,14
615,请。,qing,,6,15
616,报酬：,baochou,,6,16
617,价格：,jiage,,6,17
618,发送物品,fasongwupin,,6,18
619,,,,0,0
620,,,,0,0
621,,,,0,0
622,,,,0,0
623,,,,0,0
624,,,,0,0
625,,,,0,0
626,,,,0,0
627,,,,0,0
628,,,,0,0
629,,,,0,0
630,,,,0,0
631,,,,0,0
632,,,,0,0
633,,,,0,0
634,,,,0,0
635,,,,0,0
636,,,,0,0
637,,,,0,0
638,,,,0,0
639,,,,0,0
640,,,,0,0
641,,,,0,0
642,,,,0,0
643,,,,0,0
644,,,,0,0
645,,,,0,0
646,,,,0,0
647,,,,0,0
648,,,,0,0
649,,,,0,0
650,,,,0,0
651,,,,0,0
652,,,,0,0
653,,,,0,0
654,,,,0,0
655,,,,0,0
656,,,,0,0
657,,,,0,0
658,,,,0,0
659,,,,0,0
660,,,,0,0
661,,,,0,0
662,,,,0,0
663,,,,0,0
664,,,,0,0
665,,,,0,0
666,,,,0,0
667,,,,0,0
668,,,,0,0
669,,,,0,0
670,,,,0,0
671,,,,0,0
672,,,,0,0
673,,,,0,0
674,,,,0,0
675,,,,0,0
676,,,,0,0
677,,,,0,0
678,,,,0,0
679,,,,0,0
680,,,,0,0
681,,,,0,0
682,,,,0,0
683,,,,0,0
684,,,,0,0
685,,,,0,0
686,,,,0,0
687,,,,0,0
688,,,,0,0
689,,,,0,0
690,,,,0,0
691,,,,0,0
692,,,,0,0
693,,,,0,0
694,,,,0,0
695,,,,0,0
696,,,,0,0
697,,,,0,0
698,,,,0,0
699,,,,0,0
700,【组织】,zuzhi.,@,7,0
701,寻找同伴中。,xunzhaotongbanzhong,,7,1
702,请集合。,qingjihe,,7,2
703,组队怎么样？,zuduizenmeyang?,,7,3
704,你是一个人吗？,nishiyigerenma?,,7,4
705,有空位吗？,youkongweima?,,7,5
706,请邀请我。,qingyaoqingwo,,7,6
707,请让我加入。,qingrangwojiaru,,7,7
708,谁是队长？,shuishiduizhang?,,7,8
709,就一会儿也可以。,jiuyihuieryekeyi,,7,9
710,我们小队满了。,womenxiaoduimanle,,7,10
711,请帮个忙。,qingbanggemang,,7,11
712,小队解散。,xiaoduijiesan,,7,12
713,暂时离开一下。,zanshilikaiyixia,,7,13
714,希望组队。,xiwangzudui,,7,14
715,轻锐小队,qingruixiaodui,,7,15
716,满编小队,manbianxiaodui,,7,16
717,我还没有适应。,wohaimeiyoushiying,,7,17
718,要补充队员吗？,yaobuchongduiyuanma?,,7,18
719,,,,0,0
720,,,,0,0
721,,,,0,0
722,,,,0,0
723,,,,0,0
724,,,,0,0
725,,,,0,0
726,,,,0,0
727,,,,0,0
728,,,,0,0
729,,,,0,0
730,,,,0,0
731,,,,0,0
732,,,,0,0
733,,,,0,0
734,,,,0,0
735,,,,0,0
736,,,,0,0
737,,,,0,0
738,,,,0,0
739,,,,0,0
740,,,,0,0
741,,,,0,0
742,,,,0,0
743,,,,0,0
744,,,,0,0
745,,,,0,0
746,,,,0,0
747,,,,0,0
748,,,,0,0
749,,,,0,0
750,,,,0,0
751,,,,0,0
752,,,,0,0
753,,,,0,0
754,,,,0,0
755,,,,0,0
756,,,,0,0
757,,,,0,0
758,,,,0,0
759,,,,0,0
760,,,,0,0
761,,,,0,0
762,,,,0,0
763,,,,0,0
764,,,,0,0
765,,,,0,0
766,,,,0,0
767,,,,0,0
768,,,,0,0
769,,,,0,0
770,,,,0,0
771,,,,0,0
772,,,,0,0
773,,,,0,0
774,,,,0,0
775,,,,0,0
776,,,,0,0
777,,,,0,0
778,,,,0,0
779,,,,0,0
780,,,,0,0
781,,,,0,0
782,,,,0,0
783,,,,0,0
784,,,,0,0
785,,,,0,0
786,,,,0,0
787,,,,0,0
788,,,,0,0
789,,,,0,0
790,,,,0,0
791,,,,0,0
792,,,,0,0
793,,,,0,0
794,,,,0,0
795,,,,0,0
796,,,,0,0
797,,,,0,0
798,,,,0,0
799,,,,0,0
800,【战术】,zhanshu.,@,8,0
801,请跟上。,qinggenshang,,8,201
802,我会跟上的。,wohuigenshangde,,8,202
803,调查看看。,diaochakankan,,8,203
804,我找到了！,wozhaodaole,,8,204
805,全力攻击！,quanligongji,,8,1
806,稍微退后些。,shaoweituihouxie,,8,2
807,请留意仇恨值。,qingliuyichouhenzhi,,8,3
808,先干掉这个！,xiangandiaozhege,,8,4
809,请不要攻击。,qingbuyaogongji,,8,5
810,拉住那只怪！,lazhunazhiguai,,8,6
811,请使它无效化。,qingshitawuxiaohua,,8,7
812,治疗！,zhiliao,,8,8
813,快加上！,kuaijiashang,,8,9
814,快跑！,kuaipao,,8,10
815,救命！,jiuming,,8,11
816,停止！,tingzhi,,8,12
817,待命中。,daimingzhong,,8,13
818,没剩下了。,meishengxiale,,8,14
819,没有了。,meiyoule,,8,15
820,请节约一点。,qingjieyueyidian,,8,16
821,我会节约的。,wohuijieyuede,,8,17
822,装备的耐久度下降了。,zhuangbeidenaijiuduxiajiangle,,8,18
823,准备完毕！,zhunbeiwanbi,,8,19
824,请标记怪物。,qingbiaojiguaiwu,,8,100
825,用这个吧。,yongzhegeba,,8,20
826,休息一下吧。,xiuxiyixiaba,,8,205
827,我去引敌人过来。,woquyindirenguolai,,8,21
828,我去吸引敌人。,woquxiyindiren,,8,22
829,请等一下。,qingdengyixia,,8,206
830,在那边集合吧。,zainabianjiheba,,8,207
831,我们走吧。,womenzouba,,8,208
832,请到那边去。,qingdaonabianqu,,8,209
833,我现在过去。,woxianzaiguoqu,,8,210
834,马上回来。,mashanghuilai,,8,211
835,请快点掷骰。,qingkuaidianzhitou,,8,212
836,弱点：,ruodian,,8,300
837,注意：,zhuyi,,8,301
838,推荐：,tuijian,,8,302
839,讨伐顺序：,taofashunxu,,8,303
840,所需物品：,suoxuwupin,,8,304
841,请保持住敌人的仇恨。,qingbaochizhudirendechouhen,,8,23
842,敌人正在靠近！,direnzhengzaikaojin,,8,24
843,请不要在意。,qingbuyaozaiyi,,8,25
844,请不要管那个。,qingbuyaoguannage,,8,26
845,交换。,jiaohuan,,8,1105
846,换我来！,huanwolai,,8,27
847,我先上！,woxianshang,,8,28
848,我们慢点打。,womenmandianda,,8,200
849,快做！,kuaizuo,,8,30
850,方向：,fangxiang,,8,305
851,快回避！,kuaihuibi,,8,31
852,请朝后。,qingchaohou,,8,32
853,快去吃伤害。,kuaiquchishanghai,,8,33
854,让敌人离远点。,rangdirenliyuandian,,8,34
855,离远点。,liyuandian,,8,35
856,离近点。,lijindian,,8,36
857,带走。,daizou,,8,37
858,,,,0,0
859,快切断！,kuaiqieduan,,8,39
860,继续维持！,jixuweichi,,8,40
861,一起打倒吧！,yiqidadaoba,,8,41
862,躲起来！,duoqilai,,8,42
863,搭乘了！,dachengle!,,8,43
864,请搭乘！,qingdacheng!,,8,44
865,,,,0,0
866,,,,0,0
867,,,,0,0
868,,,,0,0
869,,,,0,0
870,,,,0,0
871,,,,0,0
872,,,,0,0
873,,,,0,0
874,,,,0,0
875,,,,0,0
876,,,,0,0
877,,,,0,0
878,,,,0,0
879,,,,0,0
880,,,,0,0
881,,,,0,0
882,,,,0,0
883,,,,0,0
884,,,,0,0
885,,,,0,0
886,,,,0,0
887,,,,0,0
888,,,,0,0
889,,,,0,0
890,,,,0,0
891,,,,0,0
892,,,,0,0
893,,,,0,0
894,,,,0,0
895,,,,0,0
896,,,,0,0
897,,,,0,0
898,,,,0,0
899,,,,0,0
900,【职能】,zhineng.,@,9,0
901,队长,duizhang,,9,1
902,管理员,guanliyuan,,9,2
903,战斗精英,zhandoujingying,,9,10
904,魔法导师,mofadaoshi,,9,11
905,大地使者,dadishizhe,,9,12
906,能工巧匠,nenggongqiaojiang,,9,13
907,防护职业,fanghuzhiye,,9,20
908,近战职业,jinzhanzhiye,,9,23
909,远程职业,yuanchengzhiye,,9,24
910,治疗职业,zhiliaozhiye,,9,21
911,强化职业,qianghuazhiye,,9,26
912,魔法职业,mofazhiye,,9,25
913,进攻职业,jingongzhiye,,9,22
914,,,,0,0
915,,,,0,0
916,,,,0,0
917,,,,0,0
918,,,,0,0
919,,,,0,0
920,,,,0,0
921,,,,0,0
922,,,,0,0
923,,,,0,0
924,,,,0,0
925,,,,0,0
926,,,,0,0
927,,,,0,0
928,,,,0,0
929,,,,0,0
930,,,,0,0
931,,,,0,0
932,,,,0,0
933,,,,0,0
934,,,,0,0
935,,,,0,0
936,,,,0,0
937,,,,0,0
938,,,,0,0
939,,,,0,0
940,,,,0,0
941,,,,0,0
942,,,,0,0
943,,,,0,0
944,,,,0,0
945,,,,0,0
946,,,,0,0
947,,,,0,0
948,,,,0,0
949,,,,0,0
950,【位置】,weizhi.,@,10,0
951,位置,weizhi,,10,1
952,北,bei,,10,13
953,南,nan,,10,12
954,东,dong,,10,10
955,西,xi,,10,11
956,上,shang,,10,20
957,下,xia,,10,21
958,右,you,,10,23
959,左,zuo,,10,22
960,前面,qianmian,,10,30
961,后面,houmian,,10,31
962,旁边,pangbian,,10,43
963,正面,zhengmian,,10,40
964,中央,zhongyang,,10,46
965,侧面,cemian,,10,41
966,内侧,neice,,10,44
967,外侧,waice,,10,45
968,这边,zhebian,,10,50
969,远处,yuanchu,,10,51
970,那边,nabian,,10,52
971,再近一些,zaijinyixie,,10,53
972,再远一些,zaiyuanyixie,,10,54
973,入口,rukou,,10,60
974,出口,chukou,,10,61
975,背面,beimian,,10,42
976,一点,yidian,,10,70
977,两点,liangdian,,10,71
978,三点,sandian,,10,72
979,四点,sidian,,10,73
980,五点,wudian,,10,74
981,六点,liudian,,10,75
982,七点,qidian,,10,76
983,八点,badian,,10,77
984,九点,jiudian,,10,78
985,十点,shidian,,10,79
986,十一点,shiyidian,,10,80
987,十二点,shierdian,,10,81
988,,,,0,0
989,,,,0,0
990,,,,0,0
991,,,,0,0
992,,,,0,0
993,,,,0,0
994,,,,0,0
995,,,,0,0
996,,,,0,0
997,,,,0,0
998,,,,0,0
999,,,,0,0
1000,【时间】,shijian.,@,11,0
1001,前天,qiantian,,11,3
1002,昨天,zuotian,,11,2
1003,今天,jintian,,11,1
1004,明天,mingtian,,11,4
1005,后天,houtian,,11,5
1006,上周,shangzhou,,11,11
1007,这周,zhezhou,,11,10
1008,下周,xiazhou,,11,12
1009,上午,shangwu,,11,20
1010,下午,xiawu,,11,21
1011,早晨,zaochen,,11,30
1012,中午,zhongwu,,11,31
1013,晚上,wanshang,,11,32
1014,星期,xingqi,,11,40
1015,星期日,xingqiri,,11,41
1016,星期一,xingqiyi,,11,42
1017,星期二,xingqier,,11,43
1018,星期三,xingqisan,,11,44
1019,星期四,xingqisi,,11,45
1020,星期五,xingqiwu,,11,46
1021,星期六,xingqiliu,,11,47
1022,假日,jiari,,11,50
1023,休息,xiuxi,,11,51
1024,长期,changqi,,11,60
1025,短期,duanqi,,11,61
1026,日期,riqi,,11,70
1027,秒,miao,,11,75
1028,分钟,fenzhong,,11,74
1029,小时,xiaoshi,,11,71
1030,月,yue,,11,73
1031,年,nian,,11,72
1032,1月,yiyue,,11,120
1033,2月,eryue,,11,121
1034,3月,sanyue,,11,122
1035,4月,siyue,,11,123
1036,5月,wuyue,,11,124
1037,6月,liuyue,,11,125
1038,7月,qiyue,,11,126
1039,8月,bayue,,11,127
1040,9月,jiuyue,,11,128
1041,10月,shiyue,,11,129
1042,11月,shiyiyue,,11,130
1043,12月,shieryue,,11,131
1044,上个月,shanggeyue,,11,81
1045,这个月,zhegeyue,,11,80
1046,下个月,xiageyue,,11,82
1047,去年,qunian,,11,84
1048,今年,jinnian,,11,83
1049,明年,mingnian,,11,85
1050,现在,xianzai,,11,90
1051,马上,mashang,,11,91
1052,任何时候,renheshihou,,11,92
1053,最初,zuichu,,11,100
1054,最后,zuihou,,11,101
1055,等待时间,dengdaishijian,,11,110
1056,剩余时间,shengyushijian,,11,111
1057,结束时间,jieshushijian,,11,112
1058,第六星历,diliuxingli,,11,140
1059,第七灵灾,diqilingzai,,11,141
1060,第七星历,diqixingli,,11,142
1061,之前,zhiqian,,11,93
1062,之后,zhihou,,11,94
1063,,,,0,0
1064,,,,0,0
1065,,,,0,0
1066,,,,0,0
1067,,,,0,0
1068,,,,0,0
1069,,,,0,0
1070,,,,0,0
1071,,,,0,0
1072,,,,0,0
1073,,,,0,0
1074,,,,0,0
1075,,,,0,0
1076,,,,0,0
1077,,,,0,0
1078,,,,0,0
1079,,,,0,0
1080,,,,0,0
1081,,,,0,0
1082,,,,0,0
1083,,,,0,0
1084,,,,0,0
1085,,,,0,0
1086,,,,0,0
1087,,,,0,0
1088,,,,0,0
1089,,,,0,0
1090,,,,0,0
1091,,,,0,0
1092,,,,0,0
1093,,,,0,0
1094,,,,0,0
1095,,,,0,0
1096,,,,0,0
1097,,,,0,0
1098,,,,0,0
1099,,,,0,0
1100,,,,0,0
1101,,,,0,0
1102,,,,0,0
1103,,,,0,0
1104,,,,0,0
1105,,,,0,0
1106,,,,0,0
1107,,,,0,0
1108,,,,0,0
1109,,,,0,0
1110,,,,0,0
1111,,,,0,0
1112,,,,0,0
1113,,,,0,0
1114,,,,0,0
1115,,,,0,0
