#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Item1,Item2,PopRange0,PopRange1,PopRange2,Unknown5,Unknown6,Unknown7,Unknown8,Image,PlaceName,Unknown9,Objective1,Objective2,Objective3,RequiredAmount1,RequiredAmount2,Unknown10,Unknown11,Unknown12,Unknown13
10,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710285,6710328,6710310,0,0,0,6887968,111101,0,0,76,88,73,3,3,3,0,0,0
11,探索任务：采集云海生物标本,"云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002064,2002062,6710298,6710316,6710324,0,0,0,6710323,111101,0,0,28,32,36,3,3,1,0,0,0
12,探索任务：收集诱引香的素材,"我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002059,2002060,6710333,6710286,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
13,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710303,6710337,6710337,0,0,6798627,6798626,111101,0,0,40,45,47,3,3,2,0,0,5
14,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710325,6710311,6710311,0,0,6798619,6798618,111101,0,0,43,45,47,3,3,2,0,0,5
15,探索任务：试剂实验,"我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002061,0,6710324,6710289,6710306,0,0,0,6887967,111101,2745,0,51,55,58,1,3,3,0,0,0
16,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,探索任务：收集过属性水晶,"属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002043,2002046,6798648,6798628,6710324,0,0,0,6710323,111101,0,0,15,23,25,4,4,1,0,0,0
18,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710295,6788805,6788805,0,0,0,6887984,111101,0,0,78,65,93,3,3,2,0,0,0
19,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710340,6710314,6710314,0,0,0,6887969,111101,0,0,75,83,90,3,3,2,0,0,0
20,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710307,6710345,6710286,0,0,0,6887958,111101,0,0,80,85,72,3,3,3,0,0,0
21,探索任务：采集云海生物标本,"云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002064,2002062,6710306,6710321,6710324,0,0,0,6710323,111101,0,0,29,32,36,3,3,1,0,0,0
22,探索任务：收集诱引香的素材,"我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002059,2002060,6710336,6710298,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
23,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710317,6710329,6710329,0,0,6798623,6798622,111101,0,0,38,44,47,3,3,2,0,0,5
24,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710289,6710320,6710320,0,0,6798621,6798620,111101,0,0,40,46,47,3,3,2,0,0,5
25,探索任务：试剂实验,"我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002061,0,6710324,6710299,6710285,0,0,0,6887957,111101,2745,0,51,53,57,1,3,3,0,0,0
26,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,探索任务：收集过属性水晶,"属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002044,2002041,6798651,6798659,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
28,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710316,6710341,6788805,0,0,0,6887984,111101,0,0,63,66,74,3,3,3,0,0,0
29,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710285,6710328,6710328,0,0,0,6887975,111101,0,0,76,88,93,3,3,3,0,0,0
30,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710320,6710306,6710291,0,0,0,6887960,111101,0,0,79,84,71,3,3,3,0,0,0
31,探索任务：采集云海生物标本,"云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002064,2002062,6710303,6710333,6710324,0,0,0,6710323,111101,0,0,28,33,36,3,3,1,0,0,0
32,探索任务：收集诱引香的素材,"我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002059,2002060,6710337,6782944,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
33,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710294,6710329,6710329,0,0,6798623,6798622,111101,0,0,43,44,47,3,3,2,0,0,5
34,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710332,6710311,6710311,0,0,6798619,6798618,111101,0,0,39,45,47,3,3,2,0,0,5
35,探索任务：试剂实验,"我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002061,0,6710324,6710302,6710289,0,0,0,6887959,111101,2745,0,51,55,60,1,3,3,0,0,0
36,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,探索任务：收集过属性水晶,"属性之力发生剧烈变化的云冠群岛很容易促使以太结晶。带有强大属性之力的水晶极有可能成为重要资源。
所以我们希望冒险者能帮助我们收集过属性水晶，请将收集到的物资交给恩惠号附近的艾因哈特家的飞行员。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002044,2002041,6798630,6798638,6710324,0,0,0,6710323,111101,0,0,16,24,25,4,4,1,0,0,0
38,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710310,6710299,6710289,0,0,0,6887959,111101,0,0,64,96,90,3,3,3,0,0,0
39,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
虽然出现了预想不到的强敌，但已被确认排除。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710286,6710325,6710325,0,0,0,6887974,111101,0,0,62,89,91,3,3,3,0,0,0
40,探索任务：打倒危险魔兽,"云冠群岛高密度的以太吸引了很多危险的生物，这些生物正是我们探索的最大障碍。
我们希望身手高强的冒险者能帮助我们排除危险魔兽，请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710340,6710314,6788805,0,0,0,6887984,111101,0,0,75,83,71,3,3,2,0,0,0
41,探索任务：采集云海生物标本,"云冠群岛是一座长期与外界隔离的浮岛，不仅有珍稀的古代生物在此栖息，还有受到属性之力影响的变异个体。
我们希望冒险者帮忙采集这些珍稀生物的标本用作博物学研究。请使用能吸引特定生物的诱引香陷阱，引来目标并将其打倒，然后采集标本。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002064,2002062,6710329,6710295,6710324,0,0,0,6710323,111101,0,0,31,33,36,3,3,1,0,0,0
42,探索任务：收集诱引香的素材,"我们艾因哈特家在探索过程中发现了一种奇特的生物现象。在云冠群岛区域，有一部分生物可以通过散发香味来吸引其他种类的生物。
为了提高狩猎的效率，我们准备利用这些生物来制作诱引香陷阱。希望冒险者能够前往指定的两处地点讨伐特定的生物，以收集我们所需要的素材。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
经确认，所有探索任务均已完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002059,2002060,6710336,6710317,6710324,0,0,0,6710323,111101,0,0,48,49,50,3,3,1,0,0,0
43,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710328,6710321,6710321,0,0,6798621,6798620,111101,0,0,38,46,47,3,3,2,0,0,5
44,探索任务：采集古生物的蛋,"为了进行博物学研究，希望冒险者能帮我们采集古生物的蛋。但那些蛋被藏得很严密，不容易找到。因此，我们决定利用一种喜欢吃蛋的老鼠魔物。
你们可以先在周围狩猎以及探索，等想要偷蛋的老鼠出现后就立即赶往那里打倒它们，把蛋抢过来并运到回收地点。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","已确认目标到达回收地点……
只要运到那里就好，接下来我们会进行回收的。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",0,0,6710311,6710337,6710337,0,0,6798627,6798626,111101,0,0,40,45,47,3,3,2,0,0,5
45,探索任务：试剂实验,"我们艾因哈特家为了更好地进行云冠群岛探索，也在开发新型技术。其中一项成果就是这种试剂。
理论上来说……这种弱化试剂能够降低特定生物的战斗力。所以希望各位冒险者能帮助我们实践证明一下它的效果。

另外，在执行任务的过程中，也希望你们能够在目标地区附近进行探索，以提高“活动评价”。

※参加危命任务等可提升活动评价。","这里是艾因哈特管制台……
我们已经确认实验完成。","感谢各位冒险者的大力协助。
我们已经准备了相应的报酬。","今后你们可以随时利用以太洞前往另一侧进行自由探索。
祝你们探索顺利！",2002061,0,6710324,6782944,6710341,0,0,0,6887979,111101,2745,0,51,52,59,1,3,3,0,0,0
46,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
