#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131215,,要离开戈耳狄俄斯之结吗？,5959290,0,0,0,399,1,1,0,0,False
131216,进行谈话,要前往开发室吗？,6034535,592868,0,0,504,31,1,0,0,False
131217,离开开发室,要离开开发室吗？,6034570,0,0,0,130,1,1,0,0,False
131218,,要通过密道前往龙堡内陆低地吗？,6045307,0,0,0,399,1,1,0,0,False
131219,,要离开双蛇党军营吗？,6215554,0,0,0,132,1,1,0,0,False
131220,,要前往指路的好心冒险者的所在处吗？,6235159,0,593136,0,399,32,1,0,0,False
131221,,要离开亚历山大关节点吗？,6236358,0,0,0,399,1,1,0,0,False
131222,,要离开弥达斯之结吗？,6236358,0,0,0,399,1,1,0,0,False
131223,,要前往帕洛克系留基地吗？,6256320,0,0,0,567,1,1,0,0,False
131224,,要前往阿巴拉提亚云海吗？,6256553,0,0,0,401,1,1,0,0,False
131225,,要进入利奥法德的房间吗？,6256675,0,0,0,568,1,1,0,0,False
131226,,要离开利奥法德的房间吗？,6256329,0,0,0,567,1,1,0,0,False
131227,,要前往帕洛克岛吗？,6256327,0,0,0,567,1,1,0,0,False
131228,,要前往飞空艇着陆场吗？,6256326,0,0,0,567,1,1,0,0,False
131229,前往伊修加德,"要前往伊修加德吗？
交通费为150金币。",5835975,0,0,590453,419,33,1,0,0,False
131230,前往伊修加德,"要前往伊修加德吗？
交通费为150金币。",5835975,0,0,590454,419,33,1,0,0,False
131231,前往伊修加德,"要前往伊修加德吗？
交通费为150金币。",5835975,0,0,590455,419,33,1,0,0,False
131232,前往乌尔达哈,"要前往乌尔达哈吗？
交通费为150金币。",4103339,0,0,592480,130,33,1,0,0,False
131233,前往格里达尼亚,"要前往格里达尼亚吗？
交通费为150金币。",4103382,0,0,592480,132,33,1,0,0,False
131234,前往利姆萨·罗敏萨,"要前往利姆萨·罗敏萨吗？
交通费为150金币。",4103399,0,0,592480,128,33,1,0,0,False
131235,,要前往伊修加德吗？,5827477,0,0,0,418,1,1,0,0,False
131236,,要离开死者宫殿吗？,6385473,0,0,0,153,1,1,0,0,False
131237,前往伊修加德,"要前往伊修加德吗？
交通费为150金币。",5835975,0,0,592480,419,33,1,0,0,False
131238,前往金碟游乐场,"要前往金碟游乐场吗？
不收取任何交通费用。",5649379,0,0,592264,144,34,1,0,0,False
131239,,要离开中央管制室吗？,6485807,0,0,0,399,1,1,0,0,False
131240,进行谈话,要前往儿科病房吗？,6483471,593427,593426,0,611,35,1,0,0,False
131241,,要离开儿科病房吗？,6483427,0,0,0,131,1,1,0,0,False
131242,,要离开中枢大动力室吗？,6485807,0,0,0,399,1,1,0,0,False
131243,,要离开黑涡团军营吗？,6515006,0,0,0,128,1,1,0,0,False
131244,,要离开恒辉队军营吗？,6515008,0,0,0,130,1,1,0,0,False
131245,,,6654103,0,0,0,629,5,10,0,0,False
131246,,要离开吗？,6654162,0,0,0,628,1,1,0,0,False
131247,,要离开欧米茄控制室吗？,6728838,0,0,0,156,1,1,0,0,False
131248,,,6663537,593638,0,0,641,1,1,0,0,False
131249,,,6654210,593640,593639,0,628,36,1,0,0,False
131250,,要前往阿马里赛哨塔吗？,6873899,593642,0,0,152,1,1,0,0,False
131251,,要前往帝国东方堡吗？,6873933,593643,0,0,612,1,1,0,0,False
131252,,"要前往利姆萨·罗敏萨吗？
交通费为300金币。",6873901,0,0,593644,129,37,1,0,0,False
131253,,"要前往黄金港吗？
交通费为300金币。",6874066,0,0,593645,628,37,1,0,0,False
131254,,要前往无垢干谷附近吗？,6873937,593646,0,0,612,1,1,0,0,False
131255,,要前往尖枪瀑布附近吗？,6873936,593647,0,0,612,1,1,0,0,False
131256,,要前往阿拉米格人居住区吗？,6873958,593648,0,0,621,1,1,0,0,False
131257,,要前往地下水路吗？,6873957,593649,0,0,621,1,1,0,0,False
131258,,要前往阿拉米格人居住区吗？,6873954,593650,0,0,621,1,1,0,0,False
131259,,要离开阿拉米格人居住区吗？,6873952,593651,0,0,621,1,1,0,0,False
131260,,要离开乌尔达哈商会馆接待室吗？,6874048,0,0,0,628,1,1,0,0,False
131261,进入乌尔达哈商会馆接待室,要进入乌尔达哈商会馆接待室吗？,6874031,593652,0,0,639,1,1,0,0,False
131262,,要前往黄金港飞艇坪吗？,6874050,0,0,0,628,1,1,0,0,False
131263,,要离开黄金港飞艇坪吗？,6874054,0,0,0,628,1,1,0,0,False
131264,进入烈士庵,要进入烈士庵吗？,6874512,593655,0,0,681,1,1,0,0,False
131265,,要进入烈士庵吗？,6874127,593656,0,0,614,1,1,0,0,False
131266,,要离开烈士庵吗？,6874125,593657,0,0,614,1,1,0,0,False
131267,,要前往多玛飞地吗？,6877425,593661,0,0,682,1,1,0,0,False
131268,,要前往无二江流域吗？,6877422,593660,0,0,614,1,1,0,0,False
131269,,要走下晨曦王座吗？,6874086,593658,0,0,622,1,1,0,0,False
131270,,要登上晨曦王座吗？,6874087,593659,593665,0,622,38,1,0,0,False
131271,,要前往御制监望塔吗？,6889710,593662,0,0,620,1,1,0,0,False
131272,,要离开御制监望塔吗？,6889712,593663,0,0,620,1,1,0,0,False
131273,,要离开天母寝宫地下祭坛吗？,6890265,0,0,0,612,1,1,0,0,False
131274,,要前往利姆萨·罗敏萨吗？,6873901,0,0,0,129,1,1,0,0,False
131275,,要前往满身伤痕的壮汉的所在地吗？,6938717,0,593703,0,612,39,1,0,0,False
131276,,要离开屋顶庭园吗？,6988578,0,0,0,621,1,1,0,0,False
131277,,要移动到门的另一侧吗？,6889710,0,0,0,620,1,1,0,0,False
131278,,要移动到门的另一侧吗？,6889712,0,0,0,620,1,1,0,0,False
131279,,要离开时空狭缝吗？,6999027,0,0,0,612,1,1,0,0,False
131280,,要离开陌迪翁牢狱吗？,7073364,0,0,0,140,1,1,0,0,False
131281,,要前往道具间吗？,7078657,594538,0,0,735,1,1,0,0,False
131282,,要前往黄金港吗？,7082407,0,0,0,628,1,1,0,0,False
131283,,要前往舰桥吗？,7080658,0,0,0,736,1,1,0,0,False
131284,,要前往道具间吗？,7080809,0,0,0,735,1,1,0,0,False
131285,,要离开阿拉米格王宫吗？,7083135,0,0,0,621,1,1,0,0,False
131286,,要离开超越技术研究所吗？,7102724,0,0,0,621,1,1,0,0,False
131287,,要前往空中庭园吗？,7151251,594578,0,0,740,1,1,0,0,False
131288,,要离开空中庭园吗？,7103377,0,0,0,621,1,1,0,0,False
131289,,要离开阿拉米格王宫吗？,7083135,594628,0,0,621,1,1,0,0,False
131290,,"要前往酒杯岛吗？
交通费为30金币。",7156750,594638,0,594639,613,40,1,0,0,False
131291,,"要前往自凝岛吗？
交通费为30金币。",7156756,594640,0,594641,613,40,1,0,0,False
131292,,要前往多玛飞地吗？,7164043,593661,0,0,739,1,1,0,0,False
131293,,要前往多玛飞地吗？,7182462,594559,0,0,759,1,1,0,0,False
131294,,要离开归燕馆吗？,7226681,0,0,0,759,1,1,0,0,False
131295,进入醴泉神社,要前往醴泉神社吗？,7239198,594756,0,0,764,1,1,0,0,False
131296,,要前往延夏吗？,7343563,0,0,0,614,1,1,0,0,False
131297,,要离开醴泉神社吗？,7239363,594754,0,0,613,1,1,0,0,False
131298,,要离开天之御柱吗？,7420749,0,0,0,613,1,1,0,0,False
131299,,要前往无垢干谷附近吗？,6873937,594718,0,0,612,1,1,0,0,False
131300,,要返回到剧场艇初见号的舰桥吗？,7080658,594829,0,0,736,1,1,0,0,False
131301,,要飞下朵洛衣楼吗？,7447849,594861,0,0,622,1,1,0,0,False
131302,,要飞上朵洛衣楼吗？,7448849,594860,0,0,622,1,1,0,0,False
131303,,要前往废弃宅邸吗？,7672498,594983,0,0,809,1,1,0,0,False
131304,,要离开废弃宅邸吗？,9383310,0,0,0,133,1,1,0,0,False
131305,,要前往基拉巴尼亚湖区吗？,7743671,0,0,0,621,1,1,0,0,False
131306,,要前往基拉巴尼亚湖区吗？,7743671,0,0,0,621,1,1,0,0,False
131307,,要离开呼啸眼石塔群吗？,7761499,0,0,0,132,1,1,0,0,False
131308,,要前往道具间等候吗？,7078657,596781,0,0,735,1,1,0,0,False
131309,,要前往道具间吗？,7830042,0,0,0,828,1,1,0,0,False
131310,,要前往瓦尔河源流吗？,7848800,0,0,0,827,1,1,0,0,False
131311,,要离开观星室吗？,7878066,0,0,0,819,1,1,0,0,False
131312,,要离开吗？,7878085,0,0,0,819,1,1,0,0,False
131313,,要前往树梢层吗？,7878501,596477,0,0,820,1,1,0,0,False
131314,前往树根层,要前往树根层吗？,7878500,596478,0,0,820,1,1,0,0,False
131315,,要前往观星室吗？,7878732,596475,596176,0,844,43,1,0,0,False
131316,进行谈话,,7877999,0,0,0,843,41,11,0,0,False
131317,,要前往空无大地吗？,7933894,0,0,0,878,1,1,0,0,False
131318,,要前往安穆·艾兰吗？,7933164,0,0,0,815,1,1,0,0,False
131319,,要前往伊甸内核吗？,7932479,0,0,0,857,1,1,0,0,False
131320,,要前往空无大地吗？,7932937,0,0,0,878,1,1,0,0,False
131321,,要前往态度温和的退役士兵的所在处吗？,7935659,0,595193,0,814,42,1,0,0,False
131322,,要前往希尔科斯峡谷吗？,8010128,596573,0,0,842,1,1,0,0,False
131323,,要前往银泪湖北岸吗？,8010132,0,0,0,156,1,1,0,0,False
131324,,要接触装置，传送至第一世界吗？,8010063,596472,0,0,844,1,1,0,0,False
131325,传送至原初世界,要传送至原初世界吗？,8010129,0,0,0,842,1,1,0,0,False
131326,,要前往珂露西亚岛吗？,8010180,0,0,0,814,1,1,0,0,False
131327,,要前往黑风海吗？,8010338,0,0,0,818,1,1,0,0,False
131328,,要传送至原初世界吗？,8010129,596473,0,0,842,1,1,0,0,False
131329,前往珂露西亚岛,要前往珂露西亚岛吗？,8015551,596474,0,0,814,1,1,0,0,False
131330,,要前往梯顶吗？,8015653,596479,0,0,814,1,1,0,0,False
131331,,要前往梯底吗？,8015648,596480,0,0,814,1,1,0,0,False
131332,,要前往水晶都吗？,8015796,596482,0,0,819,1,1,0,0,False
131333,,要前往黑风海吗？,8016454,596481,0,0,818,1,1,0,0,False
131334,,要前往珂露西亚岛吗？,8015677,0,0,0,814,1,1,0,0,False
131335,,要前往安穆·艾兰吗？,7980014,596476,0,0,815,1,1,0,0,False
131336,,要前往水晶都吗？,8015796,595595,0,0,819,1,1,0,0,False
131337,前往水晶都,要前往水晶都吗？,8015796,596533,0,0,819,1,1,0,0,False
131338,,要前往南琥珀丘吗？,8050969,596572,0,0,815,1,1,0,0,False
131339,,要前往络尾聚落吗？,8050970,0,0,0,815,1,1,0,0,False
131340,,要前往阿科拉塔一层吗？,8050982,0,0,0,818,1,1,0,0,False
131341,,要前往阿科拉塔上层吗？,8050981,0,0,0,818,1,1,0,0,False
131342,前往天穹街,要前往天穹街吗？,8141167,0,0,0,886,45,1,0,0,False
131343,,要前往云雾街吗？,8141780,596706,0,0,418,1,1,0,0,False
131344,,要前往伊尔美格吗？,8141925,596692,0,0,816,1,1,0,0,False
131345,,要前往丽耶美格梦园吗？,8141929,596691,0,0,890,1,1,0,0,False
131346,,要前往丽耶美格梦园吗？,8141930,596691,0,0,891,1,1,0,0,False
131347,,要前往丽耶美格梦园吗？,8141931,596691,0,0,892,1,1,0,0,False
131348,,要离开机械遗迹坑道吗？,8143255,0,0,0,814,1,1,0,0,False
131349,,要进入机械遗迹坑道吗？,8143261,0,0,0,895,1,1,0,0,False
131350,,要进入复制工厂废墟吗？,8144702,0,0,0,896,1,1,0,0,False
131351,,要离开复制工厂废墟吗？,8143262,0,0,0,895,1,1,0,0,False
131352,,要前往第一区吗？,8149903,0,0,0,896,1,1,0,0,False
131353,,要前往第四区吗？,8149915,0,0,0,896,1,1,0,0,False
131354,,要前往第二区吗？,8149924,0,0,0,896,1,1,0,0,False
131355,前往水晶都,要前往水晶都吗？,8015796,595630,595631,0,819,44,1,0,0,False
131356,前往游末邦,要前往游末邦吗？,8154983,595632,0,0,820,44,1,0,0,False
131357,,要前往第五区吗？,8193602,0,0,0,896,1,1,0,0,False
131358,,要前往第四区吗？,8193584,0,0,0,896,1,1,0,0,False
131359,,要前往甘戈斯吗？,8276340,596734,0,0,915,1,1,0,0,False
131360,,要前往多玛飞地吗？,8276336,596735,0,0,759,1,1,0,0,False
131361,,要前往儿科病房吗？,8321517,596820,596819,0,921,46,1,0,0,False
131362,,要离开儿科病房吗？,8322370,0,0,0,131,1,1,0,0,False
131363,,要前往珂露西亚岛吗？,8341503,0,0,0,814,1,1,0,0,False
131364,,要前往基拉巴尼亚湖区吗？,8367474,596931,0,0,621,1,1,0,0,False
131365,,要前往燕鸥崖吗？,8368019,596932,0,0,919,1,1,0,0,False
131366,,要离开未明之间吗？,8373584,0,0,0,351,1,1,0,0,False
131367,,要进入未明之间吗？,8373588,0,0,0,351,1,1,0,0,False
131368,,要离开概念之间吗？,8373708,0,0,0,814,1,1,0,0,False
131369,,要前往概念之间吗？,8373710,596922,596923,0,918,48,1,0,0,False
131370,,要前往观星室吗？,7878732,596924,596925,0,844,47,1,0,0,False
131371,,要前往阿诺古的房间吗？,8380784,0,0,0,895,1,1,0,0,False
131372,,要返回机械遗迹坑道吗？,8378564,0,0,0,895,1,1,0,0,False
131373,,要前往人偶军事基地吗？,8380830,0,0,0,928,1,1,0,0,False
131374,,要前往珂露西亚岛吗？,8380461,0,0,0,814,1,1,0,0,False
131375,,,8141780,0,0,0,418,1,12,0,0,False
131376,,要前往侏儒山脉吗？,8406262,0,0,0,928,1,1,0,0,False
131377,,,8375872,0,0,0,927,1,12,0,0,False
131378,,要从塔内离开前往水晶都吗？,7878066,0,0,0,819,1,1,0,0,False
131379,,要离开废弃宅邸吗？,8460800,0,0,0,144,1,1,0,0,False
131380,,要前往地堡吗？,8461297,0,0,0,928,1,1,0,0,False
131381,,要前往异星船舰吗？,8461299,0,0,0,928,1,1,0,0,False
131382,,要前往废弃宅邸吗？,8461303,597187,597188,0,809,49,1,0,0,False
131383,,要前往儿科病房吗？,8509483,597190,0,0,921,1,1,0,0,False
131384,,要离开儿科病房吗？,8509472,0,0,0,131,1,1,0,0,False
131385,,要前往西萨纳兰吗？,8537326,0,0,0,140,1,1,0,0,False
131386,,要前往圣罗埃勒广场吗？,8547746,597163,0,0,886,1,1,0,0,False
131387,,要前往甘戈斯吗？,8568002,0,0,0,915,1,1,0,0,False
131388,,要前往空无大地吗？,7933894,597244,0,0,965,1,1,0,0,False
131389,,要前往彩蛋预言鸡舍吗？,8679245,597351,0,0,133,1,1,0,0,False
131390,,要离开彩蛋预言鸡舍吗？,8678856,597352,0,0,133,1,1,0,0,False
131391,,要前往燕鸥崖吗？,8657746,597362,0,0,919,1,1,0,0,False
