#,Name,NameShort,LevelingRoulette,HighLevelRoulette,MSQRoulette,GuildHestRoulette,ExpertRoulette,TrialRoulette,DailyFrontlineChallenge,LevelCapRoulette,MentorRoulette,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,AllianceRoulette,FeastTeamRoulette,NormalRaidRoulette,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24,Unknown25,Unknown26,Unknown27,Unknown28,ShortCode,Unknown29,ContentCloseCycle,UnlockCriteria,UnlockCriteria2,JournalGenre,Transient,Image,Icon,Unknown32,Unknown58,TerritoryType,Content,ItemLevelRequired,ItemLevelSync,SortKey,ContentLinkType,RequiredExVersion,AcceptClassJobCategory,ContentMemberType,Unknown34,QueueMaxPlayers,UnlockType,UnlockType2,ClassJobLevelRequired,ClassJobLevelSync,LootModeType,RaidFinderParam,ContentType,ContentUICategory,PenaltyTimestampArrayIndex,Unknown41,PvP,Unknown_70_2,FixedItemLevelSync,AllowUndersized,NeedsMemberInEveryParty,Unknown57,AllowReplacement,AllowMinimumIL,AllowExplorerMode,RatedMatch,Rated,Unknown47,IsInDutyFinder,HighEndDuty,Unknown49,HasOnePlayerPerJobDetails,Unknown51,DutyRecorderAllowed,Unknown52,IsRegistrationHomeWorldLimited,Unknown54,Unknown55,Unknown56,IsRegistrationAllowedFromAnyDataCenter
32,幻龙残骸密约之塔,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,l1d1_re,0,0,0,0,284,32,112076,0,0,0,1063,32,90,0,29,1,0,108,2,0,0,0,0,50,50,1,0,2,6,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
33,空中神域不获岛,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d2,0,0,0,0,287,33,112093,0,0,0,420,33,145,210,46,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
34,圣教中枢伊修加德教皇厅,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r2d2_re,0,0,0,0,287,34,112090,0,0,0,1066,34,115,0,43,1,1,108,2,0,0,0,0,57,58,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
35,博物战舰无限回廊,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d3,0,0,0,0,287,35,112094,0,0,0,430,35,145,210,47,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
36,冰雪废堡暮卫塔,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,r2d1,0,0,0,0,287,36,112087,0,0,0,434,36,100,0,40,1,1,108,2,0,0,0,0,51,52,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
37,天山绝顶索姆阿尔灵峰,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d1_re,0,0,0,0,287,37,112088,0,0,0,1064,37,105,0,41,1,1,108,2,0,0,0,0,53,54,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
38,血战苍穹魔科学研究所,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,a2d1_re,0,0,0,0,287,38,112092,0,0,0,1110,38,142,180,45,1,1,108,2,0,0,0,0,60,60,0,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
39,邪龙王座龙巢神殿,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d2_re,0,0,0,0,287,39,112089,0,0,0,1065,39,110,0,42,1,1,108,2,0,0,0,0,55,56,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
40,地脉灵灯天狼星灯塔,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,s1d9,0,0,0,0,287,40,112117,0,0,0,510,40,170,240,49,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
41,草木庭园圣茉夏娜植物园,,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,d2d4,0,0,0,0,287,41,112116,0,0,0,511,41,170,240,48,1,1,108,2,0,0,0,0,60,60,1,0,2,7,0,-1,False,False,False,True,True,False,True,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
42,完成集团战训练！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go001,0,0,0,0,311,1001,111006,0,0,0,214,10001,0,0,1,1,0,108,2,0,0,0,0,10,11,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
43,讨伐彷徨死灵！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go002,0,0,0,0,311,1002,111001,0,0,0,190,10002,0,0,2,1,0,108,2,0,0,0,0,10,11,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
44,突破所有关门，讨伐最深处的敌人！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go003,0,0,0,0,311,1003,111007,0,0,0,215,10003,0,0,3,1,0,108,2,0,0,0,0,15,16,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
45,捕获金币龟！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go004,0,0,0,0,311,1004,111008,0,0,0,216,10004,0,0,4,1,0,108,2,0,0,0,0,15,16,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
46,驱除剧毒妖花！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go005,0,0,0,0,311,1005,111002,0,0,0,191,10005,0,0,5,1,0,108,2,0,0,0,0,20,21,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
47,消灭恶徒团伙寄生蜂团！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go006,0,0,0,0,311,1006,111003,0,0,0,192,10006,0,0,6,1,0,108,2,0,0,0,0,20,21,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
48,讨伐梦幻之布拉奇希奥！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go007,0,0,0,0,311,1007,111005,0,0,0,220,10007,0,0,7,1,0,108,2,0,0,0,0,25,26,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
49,击溃哥布林炸弹军团！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go008,0,0,0,0,311,1008,111004,0,0,0,219,10008,0,0,8,1,0,108,2,0,0,0,0,25,26,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
50,讨伐污染源头魔界花！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go009,0,0,0,0,311,1009,111009,0,0,0,221,10009,0,0,9,1,0,108,2,0,0,0,0,30,31,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
51,讨伐坑道中出现的妖异！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go010,0,0,0,0,311,1010,111010,0,0,0,222,10010,0,0,10,1,0,108,2,0,0,0,0,30,31,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
52,注意无敌的眷属，讨伐大型妖异！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go011,0,0,0,0,311,1011,111011,0,0,0,223,10011,0,0,11,1,0,108,2,0,0,0,0,35,36,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
53,讨伐爆弹怪的女王！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go012,0,0,0,0,311,1012,111012,0,0,0,298,10012,0,0,12,1,0,108,2,0,0,0,0,35,36,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
54,歼灭特殊阵型的妖异！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go013,0,0,0,0,311,1013,111013,0,0,0,299,10013,0,0,13,1,0,108,2,0,0,0,0,40,41,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
55,制止三方混战的巨人族，守住遗物！,,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,go014,0,0,0,0,311,1014,111014,0,0,0,300,10014,0,0,14,1,0,108,3,0,0,0,0,40,41,0,0,3,0,0,-1,False,False,False,False,False,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
56,伊弗利特讨伐战,,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,w1fa_re,0,0,0,0,286,2001,112008,0,0,0,1045,20001,0,0,1,1,0,108,2,0,0,0,0,20,22,0,0,4,8,0,-1,False,False,False,True,True,False,True,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,True,True
