#,Name,Reward,MonsterNoteTarget[0],MonsterNoteTarget[1],MonsterNoteTarget[2],MonsterNoteTarget[3],Count[0],Count[1],Count[2],Count[3]
20003,格斗家03,360,208,0,0,0,4,0,0,0
20004,格斗家04,410,209,0,0,0,4,0,0,0
20005,格斗家05,530,214,0,0,0,4,0,0,0
20006,格斗家06,980,9,0,0,0,4,0,0,0
20007,格斗家07,1100,217,0,0,0,4,0,0,0
20008,格斗家08,1300,218,0,0,0,4,0,0,0
20009,格斗家09,1600,219,0,0,0,4,0,0,0
20010,格斗家10,1700,225,226,222,0,2,2,2,0
20011,格斗家11,2300,228,0,0,0,4,0,0,0
20012,格斗家12,3200,227,0,0,0,4,0,0,0
20013,格斗家13,4000,233,0,0,0,4,0,0,0
20014,格斗家14,4500,232,0,0,0,4,0,0,0
20015,格斗家15,5000,115,234,235,0,2,2,2,0
20016,格斗家16,5300,237,0,0,0,4,0,0,0
20017,格斗家17,5500,241,0,0,0,4,0,0,0
20018,格斗家18,5700,239,0,0,0,4,0,0,0
20019,格斗家19,5900,238,0,0,0,4,0,0,0
20020,格斗家20,6100,243,242,244,0,2,2,2,0
20021,格斗家21,6300,134,0,0,0,5,0,0,0
20022,格斗家22,6500,136,0,0,0,5,0,0,0
20023,格斗家23,6700,33,0,0,0,5,0,0,0
20024,格斗家24,6900,34,0,0,0,5,0,0,0
20025,格斗家25,7100,139,149,258,0,3,3,3,0
20026,格斗家26,7600,157,0,0,0,5,0,0,0
20027,格斗家27,8600,260,0,0,0,5,0,0,0
20028,格斗家28,9400,156,0,0,0,5,0,0,0
20029,格斗家29,9700,160,0,0,0,5,0,0,0
20030,格斗家30,10000,37,169,167,0,3,3,3,0
20031,格斗家31,11000,41,0,0,0,5,0,0,0
20032,格斗家32,12000,264,0,0,0,5,0,0,0
20033,格斗家33,12500,269,0,0,0,5,0,0,0
20034,格斗家34,13000,171,0,0,0,5,0,0,0
20035,格斗家35,13500,51,56,58,0,3,3,3,0
20036,格斗家36,14000,64,0,0,0,5,0,0,0
20037,格斗家37,14500,296,0,0,0,5,0,0,0
20038,格斗家38,15000,298,0,0,0,5,0,0,0
20039,格斗家39,16000,300,0,0,0,5,0,0,0
20040,格斗家40,16500,303,177,178,0,3,3,3,0
20041,格斗家41,17000,275,0,0,0,6,0,0,0
20042,格斗家42,17500,73,0,0,0,6,0,0,0
20043,格斗家43,18000,189,0,0,0,2,0,0,0
20044,格斗家44,18500,190,0,0,0,6,0,0,0
20045,格斗家45,19000,334,309,317,0,3,3,3,0
20046,格斗家46,19500,312,0,0,0,6,0,0,0
20047,格斗家47,20000,321,0,0,0,6,0,0,0
20048,格斗家48,20500,193,0,0,0,6,0,0,0
20049,格斗家49,21000,326,0,0,0,6,0,0,0
20050,格斗家50,21500,282,290,88,0,3,3,4,0
30001,斧术师01,75,1,0,0,0,3,0,0,0
30002,斧术师02,180,2,0,0,0,3,0,0,0
30003,斧术师03,360,3,0,0,0,3,0,0,0
30004,斧术师04,410,7,0,0,0,3,0,0,0
30005,斧术师05,530,6,0,0,0,3,0,0,0
30006,斧术师06,980,8,0,0,0,3,0,0,0
30007,斧术师07,1100,11,0,0,0,3,0,0,0
30008,斧术师08,1300,12,0,0,0,3,0,0,0
30009,斧术师09,1600,15,0,0,0,3,0,0,0
30010,斧术师10,1700,17,0,0,0,3,0,0,0
30011,斧术师11,2300,18,0,0,0,4,0,0,0
30012,斧术师12,3200,20,0,0,0,4,0,0,0
30013,斧术师13,4000,21,0,0,0,4,0,0,0
30014,斧术师14,4500,22,0,0,0,4,0,0,0
30015,斧术师15,5000,23,0,0,0,4,0,0,0
30016,斧术师16,5300,24,0,0,0,4,0,0,0
30017,斧术师17,5500,25,26,27,0,4,3,2,0
30018,斧术师18,5700,29,0,0,0,4,0,0,0
30019,斧术师19,5900,28,0,0,0,4,0,0,0
30020,斧术师20,6100,30,0,0,0,4,0,0,0
30021,斧术师21,6300,32,0,0,0,4,0,0,0
30022,斧术师22,6500,135,0,0,0,4,0,0,0
30023,斧术师23,6700,246,0,0,0,4,0,0,0
30024,斧术师24,6900,145,0,0,0,4,0,0,0
30025,斧术师25,7100,149,0,0,0,4,0,0,0
30026,斧术师26,7600,252,0,0,0,4,0,0,0
30027,斧术师27,8600,150,251,257,0,4,3,2,0
30028,斧术师28,9400,256,0,0,0,4,0,0,0
30029,斧术师29,9700,159,0,0,0,4,0,0,0
30030,斧术师30,10000,165,0,0,0,4,0,0,0
30031,斧术师31,11000,168,0,0,0,4,0,0,0
30032,斧术师32,12000,166,269,48,0,4,3,2,0
30033,斧术师33,12500,46,0,0,0,4,0,0,0
30034,斧术师34,13000,52,0,0,0,4,0,0,0
30035,斧术师35,13500,56,0,0,0,4,0,0,0
30036,斧术师36,14000,294,0,0,0,4,0,0,0
30037,斧术师37,14500,297,296,300,0,4,3,2,0
30038,斧术师38,15000,302,0,0,0,4,0,0,0
30039,斧术师39,16000,303,0,0,0,4,0,0,0
30040,斧术师40,16500,66,0,0,0,4,0,0,0
30041,斧术师41,17000,178,0,0,0,5,0,0,0
30042,斧术师42,17500,275,73,187,0,5,3,2,0
30043,斧术师43,18000,186,0,0,0,1,0,0,0
30044,斧术师44,18500,190,0,0,0,5,0,0,0
30045,斧术师45,19000,309,0,0,0,5,0,0,0
30046,斧术师46,19500,322,0,0,0,5,0,0,0
30047,斧术师47,20000,78,192,278,0,5,3,2,0
30048,斧术师48,20500,202,0,0,0,5,0,0,0
30049,斧术师49,21000,283,0,0,0,5,0,0,0
30050,斧术师50,21500,93,0,0,0,5,0,0,0
40001,枪术师01,75,1,0,0,0,3,0,0,0
40002,枪术师02,180,95,0,0,0,3,0,0,0
40003,枪术师03,360,96,0,0,0,3,0,0,0
40004,枪术师04,410,97,0,0,0,3,0,0,0
40005,枪术师05,530,100,0,0,0,3,0,0,0
40006,枪术师06,980,102,0,0,0,3,0,0,0
40007,枪术师07,1100,103,104,0,0,3,3,0,0
40008,枪术师08,1300,105,0,0,0,3,0,0,0
40009,枪术师09,1600,108,111,0,0,3,3,0,0
40010,枪术师10,1700,109,0,0,0,3,0,0,0
40011,枪术师11,2300,115,0,0,0,3,0,0,0
40012,枪术师12,3200,116,0,0,0,3,0,0,0
40013,枪术师13,4000,118,0,0,0,3,0,0,0
40014,枪术师14,4500,119,0,0,0,3,0,0,0
40015,枪术师15,5000,120,121,0,0,3,3,0,0
40016,枪术师16,5300,122,0,0,0,3,0,0,0
40017,枪术师17,5500,123,126,0,0,3,3,0,0
40018,枪术师18,5700,132,0,0,0,3,0,0,0
40019,枪术师19,5900,130,131,0,0,3,3,0,0
40020,枪术师20,6100,133,0,0,0,3,0,0,0
40021,枪术师21,6300,32,0,0,0,4,0,0,0
40022,枪术师22,6500,136,0,0,0,4,0,0,0
40023,枪术师23,6700,246,0,0,0,4,0,0,0
40024,枪术师24,6900,147,0,0,0,4,0,0,0
40025,枪术师25,7100,248,151,0,0,3,4,0,0
40026,枪术师26,7600,252,0,0,0,4,0,0,0
40027,枪术师27,8600,257,158,0,0,4,3,0,0
40028,枪术师28,9400,261,0,0,0,4,0,0,0
40029,枪术师29,9700,162,37,0,0,4,3,0,0
40030,枪术师30,10000,164,0,0,0,4,0,0,0
40031,枪术师31,11000,165,0,0,0,4,0,0,0
40032,枪术师32,12000,40,0,0,0,4,0,0,0
40033,枪术师33,12500,268,269,0,0,4,3,0,0
40034,枪术师34,13000,172,0,0,0,4,0,0,0
40035,枪术师35,13500,63,58,0,0,4,3,0,0
40036,枪术师36,14000,297,0,0,0,4,0,0,0
40037,枪术师37,14500,294,173,0,0,4,3,0,0
40038,枪术师38,15000,175,0,0,0,4,0,0,0
40039,枪术师39,16000,302,305,0,0,4,3,0,0
40040,枪术师40,16500,274,0,0,0,4,0,0,0
40041,枪术师41,17000,308,307,0,0,5,4,0,0
40042,枪术师42,17500,73,0,0,0,5,0,0,0
40043,枪术师43,18000,187,189,0,0,5,2,0,0
40044,枪术师44,18500,190,0,0,0,5,0,0,0
40045,枪术师45,19000,333,311,0,0,4,5,0,0
40046,枪术师46,19500,312,0,0,0,5,0,0,0
40047,枪术师47,20000,77,325,0,0,5,4,0,0
40048,枪术师48,20500,327,0,0,0,5,0,0,0
40049,枪术师49,21000,204,290,0,0,5,4,0,0
40050,枪术师50,21500,92,0,0,0,5,0,0,0
50001,弓箭手01,75,1,0,0,0,4,0,0,0
50002,弓箭手02,180,95,0,0,0,4,0,0,0
50003,弓箭手03,360,96,0,0,0,4,0,0,0
50004,弓箭手04,410,97,0,0,0,4,0,0,0
50005,弓箭手05,530,101,0,0,0,4,0,0,0
50006,弓箭手06,980,98,0,0,0,4,0,0,0
50007,弓箭手07,1100,103,0,0,0,4,0,0,0
50008,弓箭手08,1300,108,0,0,0,4,0,0,0
50009,弓箭手09,1600,107,0,0,0,4,0,0,0
50010,弓箭手10,1700,110,0,0,0,4,0,0,0
50011,弓箭手11,2300,112,0,0,0,4,0,0,0
50012,弓箭手12,3200,115,0,0,0,4,0,0,0
50013,弓箭手13,4000,113,116,117,118,1,1,1,1
50014,弓箭手14,4500,119,0,0,0,4,0,0,0
50015,弓箭手15,5000,120,0,0,0,4,0,0,0
50016,弓箭手16,5300,122,0,0,0,4,0,0,0
50017,弓箭手17,5500,123,0,0,0,4,0,0,0
50018,弓箭手18,5700,128,0,0,0,3,0,0,0
50019,弓箭手19,5900,133,0,0,0,4,0,0,0
50020,弓箭手20,6100,129,0,0,0,4,0,0,0
50021,弓箭手21,6300,32,0,0,0,5,0,0,0
50022,弓箭手22,6500,135,0,0,0,5,0,0,0
50023,弓箭手23,6700,33,246,138,144,2,2,2,2
50024,弓箭手24,6900,146,0,0,0,5,0,0,0
50025,弓箭手25,7100,152,0,0,0,5,0,0,0
50026,弓箭手26,7600,253,0,0,0,5,0,0,0
50027,弓箭手27,8600,257,0,0,0,5,0,0,0
50028,弓箭手28,9400,157,0,0,0,5,0,0,0
50029,弓箭手29,9700,159,0,0,0,5,0,0,0
50030,弓箭手30,10000,37,0,0,0,5,0,0,0
50031,弓箭手31,11000,165,0,0,0,5,0,0,0
50032,弓箭手32,12000,265,0,0,0,5,0,0,0
50033,弓箭手33,12500,264,47,269,172,2,2,2,2
50034,弓箭手34,13000,52,0,0,0,5,0,0,0
50035,弓箭手35,13500,56,0,0,0,5,0,0,0
50036,弓箭手36,14000,63,65,62,272,2,2,2,2
50037,弓箭手37,14500,295,0,0,0,5,0,0,0
50038,弓箭手38,15000,298,0,0,0,5,0,0,0
50039,弓箭手39,16000,301,0,0,0,5,0,0,0
50040,弓箭手40,16500,307,0,0,0,5,0,0,0
50041,弓箭手41,17000,306,0,0,0,5,0,0,0
50042,弓箭手42,17500,308,0,0,0,5,0,0,0
50043,弓箭手43,18000,72,73,179,187,2,2,2,2
50044,弓箭手44,18500,319,0,0,0,5,0,0,0
50045,弓箭手45,19000,191,0,0,0,5,0,0,0
50046,弓箭手46,19500,314,318,320,279,2,2,2,2
50047,弓箭手47,20000,194,0,0,0,5,0,0,0
50048,弓箭手48,20500,205,0,0,0,5,0,0,0
50049,弓箭手49,21000,285,0,0,0,5,0,0,0
50050,弓箭手50,21500,89,0,0,0,5,0,0,0
60001,幻术师01,75,1,0,0,0,3,0,0,0
60002,幻术师02,180,95,0,0,0,3,0,0,0
60003,幻术师03,360,96,0,0,0,3,0,0,0
60004,幻术师04,410,97,0,0,0,3,0,0,0
60005,幻术师05,530,99,0,0,0,3,0,0,0
60006,幻术师06,980,98,0,0,0,3,0,0,0
60007,幻术师07,1100,101,0,0,0,3,0,0,0
60008,幻术师08,1300,102,0,0,0,3,0,0,0
60009,幻术师09,1600,106,0,0,0,3,0,0,0
60010,幻术师10,1700,114,0,0,0,3,0,0,0
60011,幻术师11,2300,109,0,0,0,3,0,0,0
60012,幻术师12,3200,115,113,0,0,3,2,0,0
60013,幻术师13,4000,18,0,0,0,3,0,0,0
60014,幻术师14,4500,118,0,0,0,3,0,0,0
60015,幻术师15,5000,121,0,0,0,3,0,0,0
60016,幻术师16,5300,122,0,0,0,3,0,0,0
60017,幻术师17,5500,123,0,0,0,3,0,0,0
60018,幻术师18,5700,127,0,0,0,3,0,0,0
60019,幻术师19,5900,130,0,0,0,3,0,0,0
60020,幻术师20,6100,131,0,0,0,3,0,0,0
60021,幻术师21,6300,32,0,0,0,3,0,0,0
60022,幻术师22,6500,135,245,247,0,3,2,2,0
60023,幻术师23,6700,139,0,0,0,3,0,0,0
60024,幻术师24,6900,143,0,0,0,3,0,0,0
60025,幻术师25,7100,151,0,0,0,3,0,0,0
60026,幻术师26,7600,252,0,0,0,3,0,0,0
60027,幻术师27,8600,255,0,0,0,3,0,0,0
60028,幻术师28,9400,158,0,0,0,3,0,0,0
60029,幻术师29,9700,159,0,0,0,3,0,0,0
60030,幻术师30,10000,37,0,0,0,3,0,0,0
60031,幻术师31,11000,169,0,0,0,4,0,0,0
60032,幻术师32,12000,167,43,50,265,4,2,2,1
60033,幻术师33,12500,170,0,0,0,4,0,0,0
60034,幻术师34,13000,52,0,0,0,4,0,0,0
60035,幻术师35,13500,297,0,0,0,4,0,0,0
60036,幻术师36,14000,174,0,0,0,4,0,0,0
60037,幻术师37,14500,175,0,0,0,4,0,0,0
60038,幻术师38,15000,302,0,0,0,4,0,0,0
60039,幻术师39,16000,299,0,0,0,4,0,0,0
60040,幻术师40,16500,308,0,0,0,4,0,0,0
60041,幻术师41,17000,273,0,0,0,4,0,0,0
60042,幻术师42,17500,66,306,72,73,4,2,2,1
60043,幻术师43,18000,183,0,0,0,2,0,0,0
60044,幻术师44,18500,191,0,0,0,4,0,0,0
60045,幻术师45,19000,312,0,0,0,4,0,0,0
60046,幻术师46,19500,323,0,0,0,4,0,0,0
60047,幻术师47,20000,77,0,0,0,4,0,0,0
60048,幻术师48,20500,203,0,0,0,4,0,0,0
60049,幻术师49,21000,285,0,0,0,4,0,0,0
60050,幻术师50,21500,94,0,0,0,4,0,0,0
70001,咒术师01,75,1,0,0,0,3,0,0,0
70002,咒术师02,180,207,0,0,0,3,0,0,0
70003,咒术师03,360,208,0,0,0,3,0,0,0
70004,咒术师04,410,209,0,0,0,3,0,0,0
70005,咒术师05,530,215,0,0,0,3,0,0,0
70006,咒术师06,980,212,0,0,0,3,0,0,0
70007,咒术师07,1100,216,0,0,0,3,0,0,0
70008,咒术师08,1300,217,0,0,0,3,0,0,0
70009,咒术师09,1600,220,0,0,0,3,0,0,0
70010,咒术师10,1700,221,0,0,0,3,0,0,0
70011,咒术师11,2300,228,229,0,0,3,2,0,0
70012,咒术师12,3200,227,231,0,0,3,2,0,0
70013,咒术师13,4000,233,232,0,0,3,2,0,0
70014,咒术师14,4500,234,0,0,0,3,0,0,0
70015,咒术师15,5000,236,0,0,0,3,0,0,0
70016,咒术师16,5300,237,0,0,0,3,0,0,0
70017,咒术师17,5500,241,0,0,0,3,0,0,0
70018,咒术师18,5700,239,0,0,0,3,0,0,0
70019,咒术师19,5900,243,0,0,0,3,0,0,0
70020,咒术师20,6100,244,0,0,0,3,0,0,0
70021,咒术师21,6300,134,137,0,0,4,2,0,0
70022,咒术师22,6500,33,246,0,0,4,2,0,0
70023,咒术师23,6700,247,139,0,0,4,2,0,0
70024,咒术师24,6900,144,143,0,0,4,2,0,0
70025,咒术师25,7100,148,0,0,0,4,0,0,0
70026,咒术师26,7600,254,0,0,0,4,0,0,0
70027,咒术师27,8600,251,0,0,0,4,0,0,0
70028,咒术师28,9400,260,0,0,0,4,0,0,0
70029,咒术师29,9700,263,0,0,0,4,0,0,0
70030,咒术师30,10000,168,0,0,0,4,0,0,0
70031,咒术师31,11000,44,166,0,0,5,2,0,0
70032,咒术师32,12000,264,170,0,0,5,2,0,0
70033,咒术师33,12500,269,49,0,0,5,2,0,0
70034,咒术师34,13000,50,172,0,0,5,2,0,0
70035,咒术师35,13500,62,0,0,0,5,0,0,0
70036,咒术师36,14000,54,0,0,0,5,0,0,0
70037,咒术师37,14500,295,0,0,0,5,0,0,0
70038,咒术师38,15000,298,0,0,0,5,0,0,0
70039,咒术师39,16000,299,0,0,0,5,0,0,0
70040,咒术师40,16500,273,0,0,0,5,0,0,0
70041,咒术师41,17000,308,179,0,0,6,2,0,0
70042,咒术师42,17500,73,186,0,0,6,1,0,0
70043,咒术师43,18000,187,188,0,0,6,2,0,0
70044,咒术师44,18500,310,191,0,0,6,2,0,0
70045,咒术师45,19000,315,316,0,0,3,2,0,0
70046,咒术师46,19500,278,0,0,0,6,0,0,0
70047,咒术师47,20000,78,0,0,0,6,0,0,0
70048,咒术师48,20500,201,0,0,0,6,0,0,0
70049,咒术师49,21000,284,0,0,0,6,0,0,0
70050,咒术师50,21500,91,0,0,0,6,0,0,0
260001,秘术师01,75,1,0,0,0,3,0,0,0
260002,秘术师02,180,2,0,0,0,3,0,0,0
260003,秘术师03,360,4,0,0,0,3,0,0,0
260004,秘术师04,410,5,0,0,0,3,0,0,0
260005,秘术师05,530,355,0,0,0,3,0,0,0
260006,秘术师06,980,9,0,0,0,3,0,0,0
260007,秘术师07,1100,11,0,0,0,3,0,0,0
260008,秘术师08,1300,10,13,0,0,3,3,0,0
260009,秘术师09,1600,14,0,0,0,3,0,0,0
260010,秘术师10,1700,16,0,0,0,3,0,0,0
260011,秘术师11,2300,19,0,0,0,3,0,0,0
260012,秘术师12,3200,20,0,0,0,3,0,0,0
260013,秘术师13,4000,21,0,0,0,3,0,0,0
260014,秘术师14,4500,115,0,0,0,3,0,0,0
260015,秘术师15,5000,23,0,0,0,3,0,0,0
260016,秘术师16,5300,25,0,0,0,3,0,0,0
260017,秘术师17,5500,26,0,0,0,3,0,0,0
260018,秘术师18,5700,27,29,0,0,3,3,0,0
260019,秘术师19,5900,28,0,0,0,3,0,0,0
260020,秘术师20,6100,31,0,0,0,3,0,0,0
260021,秘术师21,6300,134,0,0,0,4,0,0,0
260022,秘术师22,6500,245,0,0,0,4,0,0,0
260023,秘术师23,6700,137,0,0,0,4,0,0,0
260024,秘术师24,6900,34,0,0,0,4,0,0,0
260025,秘术师25,7100,151,0,0,0,4,0,0,0
260026,秘术师26,7600,150,253,0,0,4,2,0,0
260027,秘术师27,8600,256,0,0,0,4,0,0,0
260028,秘术师28,9400,156,262,0,0,4,2,0,0
260029,秘术师29,9700,163,0,0,0,4,0,0,0
260030,秘术师30,10000,169,0,0,0,4,0,0,0
260031,秘术师31,11000,45,0,0,0,4,0,0,0
260032,秘术师32,12000,48,0,0,0,4,0,0,0
260033,秘术师33,12500,50,0,0,0,4,0,0,0
260034,秘术师34,13000,268,0,0,0,4,0,0,0
260035,秘术师35,13500,53,0,0,0,4,0,0,0
260036,秘术师36,14000,55,57,0,0,4,1,0,0
260037,秘术师37,14500,294,0,0,0,4,0,0,0
260038,秘术师38,15000,298,175,0,0,4,2,0,0
260039,秘术师39,16000,304,0,0,0,4,0,0,0
260040,秘术师40,16500,178,0,0,0,4,0,0,0
260041,秘术师41,17000,275,0,0,0,4,0,0,0
260042,秘术师42,17500,72,0,0,0,4,0,0,0
260043,秘术师43,18000,185,0,0,0,2,0,0,0
260044,秘术师44,18500,310,319,0,0,4,2,0,0
260045,秘术师45,19000,190,0,0,0,4,0,0,0
260046,秘术师46,19500,192,324,0,0,4,2,0,0
260047,秘术师47,20000,312,0,0,0,4,0,0,0
260048,秘术师48,20500,327,84,0,0,4,2,0,0
260049,秘术师49,21000,282,0,0,0,4,0,0,0
260050,秘术师50,21500,289,0,0,0,4,0,0,0
290001,双剑师01,75,2,0,0,0,3,0,0,0
290002,双剑师02,180,4,0,0,0,3,0,0,0
290003,双剑师03,360,3,0,0,0,3,0,0,0
290004,双剑师04,410,6,0,0,0,3,0,0,0
290005,双剑师05,530,733,734,0,0,2,1,0,0
290006,双剑师06,980,8,0,0,0,3,0,0,0
290007,双剑师07,1100,10,0,0,0,3,0,0,0
290008,双剑师08,1300,13,0,0,0,3,0,0,0
290009,双剑师09,1600,14,15,0,0,1,1,0,0
290010,双剑师10,1700,17,0,0,0,3,0,0,0
290011,双剑师11,2300,735,0,0,0,3,0,0,0
290012,双剑师12,3200,736,19,0,0,1,2,0,0
290013,双剑师13,4000,21,0,0,0,3,0,0,0
290014,双剑师14,4500,22,0,0,0,3,0,0,0
290015,双剑师15,5000,23,0,0,0,3,0,0,0
290016,双剑师16,5300,26,0,0,0,3,0,0,0
290017,双剑师17,5500,29,0,0,0,3,0,0,0
290018,双剑师18,5700,28,27,0,0,2,1,0,0
290019,双剑师19,5900,30,0,0,0,3,0,0,0
290020,双剑师20,6100,31,0,0,0,3,0,0,0
290021,双剑师21,6300,131,0,0,0,3,0,0,0
290022,双剑师22,6500,737,0,0,0,3,0,0,0
290023,双剑师23,6700,134,0,0,0,3,0,0,0
290024,双剑师24,6900,139,0,0,0,3,0,0,0
290025,双剑师25,7100,145,147,0,0,2,2,0,0
290026,双剑师26,7600,151,0,0,0,3,0,0,0
290027,双剑师27,8600,148,0,0,0,3,0,0,0
290028,双剑师28,9400,260,261,0,0,2,2,0,0
290029,双剑师29,9700,161,160,0,0,2,2,0,0
290030,双剑师30,10000,262,0,0,0,3,0,0,0
290031,双剑师31,11000,40,0,0,0,3,0,0,0
290032,双剑师32,12000,48,0,0,0,3,0,0,0
290033,双剑师33,12500,45,53,0,0,2,2,0,0
290034,双剑师34,13000,55,65,0,0,1,2,0,0
290035,双剑师35,13500,58,0,0,0,3,0,0,0
290036,双剑师36,14000,64,0,0,0,4,0,0,0
290037,双剑师37,14500,296,298,0,0,2,2,0,0
290038,双剑师38,15000,300,0,0,0,3,0,0,0
290039,双剑师39,16000,304,0,0,0,3,0,0,0
290040,双剑师40,16500,738,305,0,0,2,2,0,0
290041,双剑师41,17000,273,0,0,0,4,0,0,0
290042,双剑师42,17500,275,0,0,0,4,0,0,0
290043,双剑师43,18000,310,0,0,0,4,0,0,0
290044,双剑师44,18500,319,0,0,0,4,0,0,0
290045,双剑师45,19000,333,334,0,0,2,2,0,0
290046,双剑师46,19500,317,316,0,0,2,2,0,0
290047,双剑师47,20000,318,0,0,0,4,0,0,0
290048,双剑师48,20500,326,0,0,0,4,0,0,0
290049,双剑师49,21000,92,91,0,0,2,2,0,0
290050,双剑师50,21500,739,94,0,0,2,2,0,0
1000001,黑涡团01,240,124,0,0,0,3,0,0,0
1000002,黑涡团02,266,335,0,0,0,5,0,0,0
1000003,黑涡团03,287,336,0,0,0,3,0,0,0
1000004,黑涡团04,311,337,0,0,0,1,0,0,0
1000005,黑涡团05,345,142,0,0,0,3,0,0,0
1000006,黑涡团06,357,141,0,0,0,3,0,0,0
1000007,黑涡团07,388,36,0,0,0,3,0,0,0
1000008,黑涡团08,431,249,0,0,0,3,0,0,0
1000009,黑涡团09,441,154,0,0,0,3,0,0,0
1000010,黑涡团10,478,291,0,0,0,1,0,0,0
1000011,黑涡团11,531,267,0,0,0,3,0,0,0
1000012,黑涡团12,590,61,0,0,0,3,0,0,0
1000013,黑涡团13,609,350,0,0,0,5,0,0,0
1000014,黑涡团14,629,352,0,0,0,6,0,0,0
1000015,黑涡团15,655,353,0,0,0,1,0,0,0
1000016,黑涡团16,632,69,0,0,0,3,0,0,0
1000017,黑涡团17,653,70,0,0,0,1,0,0,0
1000018,黑涡团18,674,181,0,0,0,3,0,0,0
1000019,黑涡团19,702,75,0,0,0,3,0,0,0
1000020,黑涡团20,749,276,0,0,0,3,0,0,0
1000021,黑涡团21,774,196,0,0,0,3,0,0,0
1000022,黑涡团22,799,197,0,0,0,3,0,0,0
1000023,黑涡团23,832,80,0,0,0,3,0,0,0
1000024,黑涡团24,884,83,0,0,0,3,0,0,0
1000025,黑涡团25,913,85,0,0,0,3,0,0,0
1000026,黑涡团26,943,287,0,0,0,3,0,0,0
1000027,黑涡团27,982,329,0,0,0,4,0,0,0
1000028,黑涡团28,1506,331,0,0,0,5,0,0,0
1000029,黑涡团29,1555,341,0,0,0,5,0,0,0
1000030,黑涡团30,1619,344,0,0,0,1,0,0,0
1000031,黑涡团31,0,0,0,0,0,0,0,0,0
1000032,黑涡团32,0,0,0,0,0,0,0,0,0
1000033,黑涡团33,0,0,0,0,0,0,0,0,0
1000034,黑涡团34,0,0,0,0,0,0,0,0,0
1000035,黑涡团35,0,0,0,0,0,0,0,0,0
1000036,黑涡团36,0,0,0,0,0,0,0,0,0
1000037,黑涡团37,0,0,0,0,0,0,0,0,0
1000038,黑涡团38,0,0,0,0,0,0,0,0,0
1000039,黑涡团39,0,0,0,0,0,0,0,0,0
1000040,黑涡团40,0,0,0,0,0,0,0,0,0
1000041,黑涡团41,0,0,0,0,0,0,0,0,0
1000042,黑涡团42,0,0,0,0,0,0,0,0,0
